symbol,state,horizon,definition,n_total,nS,rateS,p0,pS,p_control,n_controls,uplift,uplift_matched,delta,CI_low,CI_high,p_perm,nS_train,pS_train,train_uplift,nS_test,pS_test,p0_test,test_uplift,delta_test,p_control_test,n_controls_test,uplift_matched_test,weeks_positive,weeks_total,n_syms_contributing,q_fdr,flag_PASS,weekly_stable
ALCHUSDT,S09_stall_fund,24h,B,16704,62,0.003712,0.358118,0.193548,0.314516,620.000000,0.540460,0.615385,-0.164569,0.114337,0.308520,0.473263,0.000000,,,62,0.193548,0.210069,0.921354,-0.016521,0.179032,620.000000,1.081081,1.000000,4.000000,,1.000000,0,0
ALCHUSDT,S09_stall_fund,24h,B_adp,16704,62,0.003712,0.053700,0.000000,0.116129,620.000000,0.000000,0.000000,-0.053700,0.000000,0.058346,1.000000,0.000000,,,62,0.000000,0.005609,0.000000,-0.005609,0.004839,620.000000,0.000000,0.000000,4.000000,,1.000000,0,0
ALCHUSDT,S10_thin_move,12h,A_k3.0,16848,124,0.007360,0.003799,0.000000,0.000000,1240.000000,0.000000,0.000000,-0.003799,0.000000,0.030050,1.000000,37.000000,0.000000,0.000000,70,0.000000,0.000000,0.000000,0.000000,0.000000,700.000000,0.000000,0.000000,8.000000,,1.000000,0,0
ALCHUSDT,S10_thin_move,12h,A_k4.0,16848,124,0.007360,0.000000,0.000000,0.000000,1240.000000,0.000000,0.000000,0.000000,0.000000,0.030050,1.000000,37.000000,0.000000,0.000000,70,0.000000,0.000000,0.000000,0.000000,0.000000,700.000000,0.000000,0.000000,8.000000,,1.000000,0,0
ALCHUSDT,S10_thin_move,12h,B,16848,124,0.007360,0.405152,0.298387,0.276613,1240.000000,0.736482,1.078717,-0.106765,0.224899,0.383992,0.099450,37.000000,0.540541,1.093484,70,0.200000,0.316693,0.631527,-0.116693,0.145714,700.000000,1.372549,5.000000,8.000000,,0.752790,0,0
ALCHUSDT,S10_thin_move,12h,B_adp,16848,124,0.007360,0.050926,0.008065,0.016129,1240.000000,0.158358,0.500000,-0.042861,0.001425,0.044269,0.857571,37.000000,0.027027,0.359252,70,0.000000,0.027254,0.000000,-0.027254,0.004286,700.000000,0.000000,1.000000,8.000000,,1.000000,0,0
ALCHUSDT,S10_thin_move,24h,A_k3.0,16704,124,0.007423,0.009758,0.000000,0.009677,1240.000000,0.000000,0.000000,-0.009758,0.000000,0.030050,1.000000,37.000000,0.000000,0.000000,70,0.000000,0.000000,0.000000,0.000000,0.000000,700.000000,0.000000,0.000000,8.000000,,1.000000,0,0
ALCHUSDT,S10_thin_move,24h,A_k4.0,16704,124,0.007423,0.000359,0.000000,0.001613,1240.000000,0.000000,0.000000,-0.000359,0.000000,0.030050,1.000000,37.000000,0.000000,0.000000,70,0.000000,0.000000,0.000000,0.000000,0.000000,700.000000,0.000000,0.000000,8.000000,,1.000000,0,0
ALCHUSDT,S10_thin_move,24h,B,16704,124,0.007423,0.358118,0.217742,0.244355,1240.000000,0.608018,0.891089,-0.140376,0.154180,0.298268,0.651674,37.000000,0.486486,0.962501,70,0.085714,0.210069,0.408028,-0.124355,0.104286,700.000000,0.821918,2.000000,8.000000,,1.000000,0,0
ALCHUSDT,S10_thin_move,24h,B_adp,16704,124,0.007423,0.053700,0.000000,0.040323,1240.000000,0.000000,0.000000,-0.053700,0.000000,0.030050,1.000000,37.000000,0.000000,0.000000,70,0.000000,0.005609,0.000000,-0.005609,0.001429,700.000000,0.000000,0.000000,8.000000,,1.000000,0,0
ANIMEUSDT,S02_fund_low,12h,A_k3.0,16848,764,0.045347,0.000000,0.000000,0.000000,5960.000000,0.000000,0.000000,0.000000,0.000000,0.005003,1.000000,336.000000,0.000000,0.000000,361,0.000000,0.000000,0.000000,0.000000,0.000000,3610.000000,0.000000,0.000000,6.000000,,1.000000,0,0
ANIMEUSDT,S02_fund_low,12h,A_k4.0,16848,764,0.045347,0.000000,0.000000,0.000000,5960.000000,0.000000,0.000000,0.000000,0.000000,0.005003,1.000000,336.000000,0.000000,0.000000,361,0.000000,0.000000,0.000000,0.000000,0.000000,3610.000000,0.000000,0.000000,6.000000,,1.000000,0,0
ANIMEUSDT,S02_fund_low,12h,B,16848,764,0.045347,0.278371,0.373037,0.338591,5960.000000,1.340069,1.101734,0.094665,0.339459,0.407885,0.049975,336.000000,0.380952,1.581657,361,0.268698,0.283936,0.946333,-0.015238,0.318283,3610.000000,0.844212,4.000000,6.000000,,0.443989,0,0
ANIMEUSDT,S02_fund_low,12h,B_adp,16848,764,0.045347,0.041726,0.056283,0.056208,5960.000000,1.348864,1.001328,0.014557,0.042051,0.074955,0.057971,336.000000,0.035714,1.008403,361,0.000000,0.017820,0.000000,-0.017820,0.026316,3610.000000,0.000000,2.000000,6.000000,,0.494218,0,0
ANIMEUSDT,S02_fund_low,24h,A_k3.0,16704,716,0.042864,0.000000,0.000000,0.000000,5480.000000,0.000000,0.000000,0.000000,0.000000,0.005337,1.000000,336.000000,0.000000,0.000000,313,0.000000,0.000000,0.000000,0.000000,0.000000,3130.000000,0.000000,0.000000,6.000000,,1.000000,0,0
ANIMEUSDT,S02_fund_low,24h,A_k4.0,16704,716,0.042864,0.000000,0.000000,0.000000,5480.000000,0.000000,0.000000,0.000000,0.000000,0.005337,1.000000,336.000000,0.000000,0.000000,313,0.000000,0.000000,0.000000,0.000000,0.000000,3130.000000,0.000000,0.000000,6.000000,,1.000000,0,0
ANIMEUSDT,S02_fund_low,24h,B,16704,716,0.042864,0.207974,0.328212,0.238504,5480.000000,1.578140,1.376131,0.120238,0.294814,0.363444,0.000500,336.000000,0.309524,1.658986,313,0.242812,0.207532,1.169995,0.035279,0.196486,3130.000000,1.235772,5.000000,6.000000,,0.010351,0,0
ANIMEUSDT,S02_fund_low,24h,B_adp,16704,716,0.042864,0.051305,0.026536,0.062956,5480.000000,0.517226,0.421504,-0.024769,0.017053,0.041073,0.041979,336.000000,0.002976,0.044877,313,0.012780,0.025775,0.495820,-0.012995,0.017252,3130.000000,0.740741,2.000000,6.000000,,0.395869,0,0
ANIMEUSDT,S03_oi_surge,12h,A_k3.0,16848,365,0.021664,0.000000,0.000000,0.000000,2610.000000,0.000000,0.000000,0.000000,0.000000,0.010415,1.000000,175.000000,0.000000,0.000000,160,0.000000,0.000000,0.000000,0.000000,0.000000,1600.000000,0.000000,0.000000,9.000000,,1.000000,0,0
ANIMEUSDT,S03_oi_surge,12h,A_k4.0,16848,365,0.021664,0.000000,0.000000,0.000000,2610.000000,0.000000,0.000000,0.000000,0.000000,0.010415,1.000000,175.000000,0.000000,0.000000,160,0.000000,0.000000,0.000000,0.000000,0.000000,1600.000000,0.000000,0.000000,9.000000,,1.000000,0,0
ANIMEUSDT,S03_oi_surge,12h,B,16848,365,0.021664,0.278371,0.465753,0.354789,2610.000000,1.673137,1.312761,0.187382,0.415201,0.517019,0.000500,175.000000,0.457143,1.897989,160,0.375000,0.283936,1.320720,0.091064,0.358125,1600.000000,1.047120,7.000000,9.000000,,0.010351,0,1
ANIMEUSDT,S03_oi_surge,12h,B_adp,16848,365,0.021664,0.041726,0.142466,0.073563,2610.000000,3.414314,1.936644,0.100740,0.110325,0.182055,0.000500,175.000000,0.154286,4.356303,160,0.068750,0.017820,3.858088,0.050930,0.053125,1600.000000,1.294118,5.000000,9.000000,,0.010351,0,0
ANIMEUSDT,S03_oi_surge,24h,A_k3.0,16704,347,0.020773,0.000000,0.000000,0.000000,2430.000000,0.000000,0.000000,0.000000,0.000000,0.010950,1.000000,175.000000,0.000000,0.000000,142,0.000000,0.000000,0.000000,0.000000,0.000000,1420.000000,0.000000,0.000000,9.000000,,1.000000,0,0
ANIMEUSDT,S03_oi_surge,24h,A_k4.0,16704,347,0.020773,0.000000,0.000000,0.000000,2430.000000,0.000000,0.000000,0.000000,0.000000,0.010950,1.000000,175.000000,0.000000,0.000000,142,0.000000,0.000000,0.000000,0.000000,0.000000,1420.000000,0.000000,0.000000,9.000000,,1.000000,0,0
ANIMEUSDT,S03_oi_surge,24h,B,16704,347,0.020773,0.207974,0.374640,0.268313,2430.000000,1.801377,1.396280,0.166666,0.325345,0.426680,0.000500,175.000000,0.342857,1.837646,142,0.288732,0.207532,1.391267,0.081200,0.251408,1420.000000,1.148459,6.000000,9.000000,,0.010351,0,1
ANIMEUSDT,S03_oi_surge,24h,B_adp,16704,347,0.020773,0.051305,0.072046,0.067490,2430.000000,1.404269,1.067512,0.020741,0.049273,0.104191,0.000500,175.000000,0.040000,0.603141,142,0.028169,0.025775,1.092899,0.002394,0.023239,1420.000000,1.212121,4.000000,9.000000,,0.010351,0,0
ANIMEUSDT,S05_fund_lo_oi_hi,12h,A_k3.0,16848,93,0.005520,0.000000,0.000000,0.000000,600.000000,0.000000,0.000000,0.000000,0.000000,0.039669,1.000000,50.000000,0.000000,0.000000,25,0.000000,0.000000,0.000000,0.000000,0.000000,250.000000,0.000000,0.000000,4.000000,,1.000000,0,0
ANIMEUSDT,S05_fund_lo_oi_hi,12h,A_k4.0,16848,93,0.005520,0.000000,0.000000,0.000000,600.000000,0.000000,0.000000,0.000000,0.000000,0.039669,1.000000,50.000000,0.000000,0.000000,25,0.000000,0.000000,0.000000,0.000000,0.000000,250.000000,0.000000,0.000000,4.000000,,1.000000,0,0
ANIMEUSDT,S05_fund_lo_oi_hi,12h,B,16848,93,0.005520,0.278371,0.817204,0.510000,600.000000,2.935663,1.602361,0.538833,0.726620,0.882622,0.000500,50.000000,0.860000,3.570591,25,0.600000,0.283936,2.113152,0.316064,0.448000,250.000000,1.339286,4.000000,4.000000,,0.010351,0,0
ANIMEUSDT,S05_fund_lo_oi_hi,12h,B_adp,16848,93,0.005520,0.041726,0.086022,0.098333,600.000000,2.061579,0.874795,0.044295,0.044233,0.160655,0.157421,50.000000,0.100000,2.823529,25,0.000000,0.017820,0.000000,-0.017820,0.044000,250.000000,0.000000,1.000000,4.000000,,1.000000,0,0
ANIMEUSDT,S05_fund_lo_oi_hi,24h,A_k3.0,16704,91,0.005448,0.000000,0.000000,0.000000,580.000000,0.000000,0.000000,0.000000,0.000000,0.040505,1.000000,50.000000,0.000000,0.000000,23,0.000000,0.000000,0.000000,0.000000,0.000000,230.000000,0.000000,0.000000,4.000000,,1.000000,0,0
ANIMEUSDT,S05_fund_lo_oi_hi,24h,A_k4.0,16704,91,0.005448,0.000000,0.000000,0.000000,580.000000,0.000000,0.000000,0.000000,0.000000,0.040505,1.000000,50.000000,0.000000,0.000000,23,0.000000,0.000000,0.000000,0.000000,0.000000,230.000000,0.000000,0.000000,4.000000,,1.000000,0,0
ANIMEUSDT,S05_fund_lo_oi_hi,24h,B,16704,91,0.005448,0.207974,0.538462,0.286207,580.000000,2.589079,1.881372,0.330487,0.436560,0.637247,0.000500,50.000000,0.360000,1.929529,23,0.565217,0.207532,2.723519,0.357685,0.208696,230.000000,2.708333,4.000000,4.000000,,0.010351,0,0
ANIMEUSDT,S05_fund_lo_oi_hi,24h,B_adp,16704,91,0.005448,0.051305,0.087912,0.094828,580.000000,1.713516,0.927073,0.036607,0.045220,0.163988,0.015492,50.000000,0.020000,0.301571,23,0.173913,0.025775,6.747466,0.148138,0.013043,230.000000,13.333333,2.000000,4.000000,,0.174923,0,0
ANIMEUSDT,S06_compress_vol,12h,A_k3.0,16848,16,0.000950,0.000000,0.000000,0.000000,160.000000,0.000000,0.000000,0.000000,0.000000,0.193613,1.000000,1.000000,,,15,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.000000,0.000000,1.000000,,1.000000,0,0
ANIMEUSDT,S06_compress_vol,12h,A_k4.0,16848,16,0.000950,0.000000,0.000000,0.000000,160.000000,0.000000,0.000000,0.000000,0.000000,0.193613,1.000000,1.000000,,,15,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.000000,0.000000,1.000000,,1.000000,0,0
ANIMEUSDT,S06_compress_vol,12h,B,16848,16,0.000950,0.278371,0.000000,0.100000,160.000000,0.000000,0.000000,-0.278371,0.000000,0.193613,1.000000,1.000000,,,15,0.000000,0.283936,0.000000,-0.283936,0.160000,150.000000,0.000000,0.000000,1.000000,,1.000000,0,0
ANIMEUSDT,S06_compress_vol,12h,B_adp,16848,16,0.000950,0.041726,0.000000,0.006250,160.000000,0.000000,0.000000,-0.041726,0.000000,0.193613,1.000000,1.000000,,,15,0.000000,0.017820,0.000000,-0.017820,0.000000,150.000000,0.000000,0.000000,1.000000,,1.000000,0,0
ANIMEUSDT,S06_compress_vol,24h,A_k3.0,16704,16,0.000958,0.000000,0.000000,0.000000,160.000000,0.000000,0.000000,0.000000,0.000000,0.193613,1.000000,1.000000,,,15,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.000000,0.000000,1.000000,,1.000000,0,0
ANIMEUSDT,S06_compress_vol,24h,A_k4.0,16704,16,0.000958,0.000000,0.000000,0.000000,160.000000,0.000000,0.000000,0.000000,0.000000,0.193613,1.000000,1.000000,,,15,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.000000,0.000000,1.000000,,1.000000,0,0
ANIMEUSDT,S06_compress_vol,24h,B,16704,16,0.000958,0.207974,0.000000,0.118750,160.000000,0.000000,0.000000,-0.207974,0.000000,0.193613,1.000000,1.000000,,,15,0.000000,0.207532,0.000000,-0.207532,0.193333,150.000000,0.000000,0.000000,1.000000,,1.000000,0,0
ANIMEUSDT,S06_compress_vol,24h,B_adp,16704,16,0.000958,0.051305,0.000000,0.000000,160.000000,0.000000,0.000000,-0.051305,0.000000,0.193613,1.000000,1.000000,,,15,0.000000,0.025775,0.000000,-0.025775,0.000000,150.000000,0.000000,0.000000,1.000000,,1.000000,0,0
ANIMEUSDT,S07_compress_oi,12h,A_k3.0,16848,50,0.002968,0.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.000000,0.071350,1.000000,0.000000,,,50,0.000000,0.000000,0.000000,0.000000,0.000000,500.000000,0.000000,0.000000,2.000000,,1.000000,0,0
ANIMEUSDT,S07_compress_oi,12h,A_k4.0,16848,50,0.002968,0.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.000000,0.071350,1.000000,0.000000,,,50,0.000000,0.000000,0.000000,0.000000,0.000000,500.000000,0.000000,0.000000,2.000000,,1.000000,0,0
ANIMEUSDT,S07_compress_oi,12h,B,16848,50,0.002968,0.278371,0.000000,0.182000,500.000000,0.000000,0.000000,-0.278371,0.000000,0.071350,1.000000,0.000000,,,50,0.000000,0.283936,0.000000,-0.283936,0.188000,500.000000,0.000000,0.000000,2.000000,,1.000000,0,0
ANIMEUSDT,S07_compress_oi,12h,B_adp,16848,50,0.002968,0.041726,0.000000,0.004000,500.000000,0.000000,0.000000,-0.041726,0.000000,0.071350,1.000000,0.000000,,,50,0.000000,0.017820,0.000000,-0.017820,0.000000,500.000000,0.000000,0.000000,2.000000,,1.000000,0,0
ANIMEUSDT,S07_compress_oi,24h,A_k3.0,16704,50,0.002993,0.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.000000,0.071350,1.000000,0.000000,,,50,0.000000,0.000000,0.000000,0.000000,0.000000,500.000000,0.000000,0.000000,2.000000,,1.000000,0,0
ANIMEUSDT,S07_compress_oi,24h,A_k4.0,16704,50,0.002993,0.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.000000,0.071350,1.000000,0.000000,,,50,0.000000,0.000000,0.000000,0.000000,0.000000,500.000000,0.000000,0.000000,2.000000,,1.000000,0,0
ANIMEUSDT,S07_compress_oi,24h,B,16704,50,0.002993,0.207974,0.240000,0.154000,500.000000,1.153990,1.558442,0.032026,0.142973,0.374129,0.000500,0.000000,,,50,0.240000,0.207532,1.156448,0.032468,0.164000,500.000000,1.463415,2.000000,2.000000,,0.010351,0,0
ANIMEUSDT,S07_compress_oi,24h,B_adp,16704,50,0.002993,0.051305,0.000000,0.018000,500.000000,0.000000,0.000000,-0.051305,0.000000,0.071350,1.000000,0.000000,,,50,0.000000,0.025775,0.000000,-0.025775,0.000000,500.000000,0.000000,0.000000,2.000000,,1.000000,0,0
ANIMEUSDT,S08_stall_oi,12h,A_k3.0,16848,42,0.002493,0.000000,0.000000,0.000000,420.000000,0.000000,0.000000,0.000000,0.000000,0.083802,1.000000,2.000000,,,40,0.000000,0.000000,0.000000,0.000000,0.000000,400.000000,0.000000,0.000000,5.000000,,1.000000,0,0
ANIMEUSDT,S08_stall_oi,12h,A_k4.0,16848,42,0.002493,0.000000,0.000000,0.000000,420.000000,0.000000,0.000000,0.000000,0.000000,0.083802,1.000000,2.000000,,,40,0.000000,0.000000,0.000000,0.000000,0.000000,400.000000,0.000000,0.000000,5.000000,,1.000000,0,0
ANIMEUSDT,S08_stall_oi,12h,B,16848,42,0.002493,0.278371,0.523810,0.278571,420.000000,1.881694,1.880342,0.245438,0.377222,0.666406,0.001999,2.000000,,,40,0.500000,0.283936,1.760960,0.216064,0.292500,400.000000,1.709402,4.000000,5.000000,,0.030399,0,0
ANIMEUSDT,S08_stall_oi,12h,B_adp,16848,42,0.002493,0.041726,0.047619,0.064286,420.000000,1.141231,0.740741,0.005893,0.013157,0.157901,0.150925,2.000000,,,40,0.000000,0.017820,0.000000,-0.017820,0.037500,400.000000,0.000000,1.000000,5.000000,,1.000000,0,0
ANIMEUSDT,S08_stall_oi,24h,A_k3.0,16704,41,0.002455,0.000000,0.000000,0.000000,410.000000,0.000000,0.000000,0.000000,0.000000,0.085670,1.000000,2.000000,,,39,0.000000,0.000000,0.000000,0.000000,0.000000,390.000000,0.000000,0.000000,5.000000,,1.000000,0,0
ANIMEUSDT,S08_stall_oi,24h,A_k4.0,16704,41,0.002455,0.000000,0.000000,0.000000,410.000000,0.000000,0.000000,0.000000,0.000000,0.085670,1.000000,2.000000,,,39,0.000000,0.000000,0.000000,0.000000,0.000000,390.000000,0.000000,0.000000,5.000000,,1.000000,0,0
ANIMEUSDT,S08_stall_oi,24h,B,16704,41,0.002455,0.207974,0.414634,0.275610,410.000000,1.993681,1.504425,0.206660,0.277563,0.566332,0.000500,2.000000,,,39,0.384615,0.207532,1.853282,0.177083,0.284615,390.000000,1.351351,3.000000,5.000000,,0.010351,0,0
ANIMEUSDT,S08_stall_oi,24h,B_adp,16704,41,0.002455,0.051305,0.000000,0.051220,410.000000,0.000000,0.000000,-0.051305,0.000000,0.085670,1.000000,2.000000,,,39,0.000000,0.025775,0.000000,-0.025775,0.017949,390.000000,0.000000,0.000000,5.000000,,1.000000,0,0
ANIMEUSDT,S09_stall_fund,12h,A_k3.0,16848,121,0.007182,0.000000,0.000000,0.000000,1210.000000,0.000000,0.000000,0.000000,0.000000,0.030772,1.000000,24.000000,0.000000,0.000000,91,0.000000,0.000000,0.000000,0.000000,0.000000,910.000000,0.000000,0.000000,5.000000,,1.000000,0,0
ANIMEUSDT,S09_stall_fund,12h,A_k4.0,16848,121,0.007182,0.000000,0.000000,0.000000,1210.000000,0.000000,0.000000,0.000000,0.000000,0.030772,1.000000,24.000000,0.000000,0.000000,91,0.000000,0.000000,0.000000,0.000000,0.000000,910.000000,0.000000,0.000000,5.000000,,1.000000,0,0
ANIMEUSDT,S09_stall_fund,12h,B,16848,121,0.007182,0.278371,0.264463,0.257025,1210.000000,0.950036,1.028939,-0.013909,0.194004,0.349417,0.979510,24.000000,0.250000,1.037963,91,0.219780,0.283936,0.774048,-0.064156,0.268132,910.000000,0.819672,2.000000,5.000000,,1.000000,0,0
ANIMEUSDT,S09_stall_fund,12h,B_adp,16848,121,0.007182,0.041726,0.057851,0.026446,1210.000000,1.386455,2.187500,0.016125,0.028302,0.114612,0.474263,24.000000,0.041667,1.176471,91,0.000000,0.017820,0.000000,-0.017820,0.030769,910.000000,0.000000,2.000000,5.000000,,1.000000,0,0
ANIMEUSDT,S09_stall_fund,24h,A_k3.0,16704,112,0.006705,0.000000,0.000000,0.000000,1120.000000,0.000000,0.000000,0.000000,0.000000,0.033163,1.000000,24.000000,0.000000,0.000000,82,0.000000,0.000000,0.000000,0.000000,0.000000,820.000000,0.000000,0.000000,5.000000,,1.000000,0,0
ANIMEUSDT,S09_stall_fund,24h,A_k4.0,16704,112,0.006705,0.000000,0.000000,0.000000,1120.000000,0.000000,0.000000,0.000000,0.000000,0.033163,1.000000,24.000000,0.000000,0.000000,82,0.000000,0.000000,0.000000,0.000000,0.000000,820.000000,0.000000,0.000000,5.000000,,1.000000,0,0
ANIMEUSDT,S09_stall_fund,24h,B,16704,112,0.006705,0.207974,0.473214,0.230357,1120.000000,2.275352,2.054264,0.265240,0.383176,0.565029,0.000500,24.000000,0.625000,3.349876,82,0.390244,0.207532,1.880403,0.182712,0.185366,820.000000,2.105263,4.000000,5.000000,,0.010351,1,0
ANIMEUSDT,S09_stall_fund,24h,B_adp,16704,112,0.006705,0.051305,0.000000,0.028571,1120.000000,0.000000,0.000000,-0.051305,0.000000,0.033163,1.000000,24.000000,0.000000,0.000000,82,0.000000,0.025775,0.000000,-0.025775,0.000000,820.000000,0.000000,0.000000,5.000000,,1.000000,0,0
ANIMEUSDT,S10_thin_move,12h,A_k3.0,16848,406,0.024098,0.000000,0.000000,0.000000,4060.000000,0.000000,0.000000,0.000000,0.000000,0.009373,1.000000,250.000000,0.000000,0.000000,116,0.000000,0.000000,0.000000,0.000000,0.000000,1160.000000,0.000000,0.000000,7.000000,,1.000000,0,0
ANIMEUSDT,S10_thin_move,12h,A_k4.0,16848,406,0.024098,0.000000,0.000000,0.000000,4060.000000,0.000000,0.000000,0.000000,0.000000,0.009373,1.000000,250.000000,0.000000,0.000000,116,0.000000,0.000000,0.000000,0.000000,0.000000,1160.000000,0.000000,0.000000,7.000000,,1.000000,0,0
ANIMEUSDT,S10_thin_move,12h,B,16848,406,0.024098,0.278371,0.332512,0.302463,4060.000000,1.194492,1.099349,0.054141,0.288444,0.379721,0.832584,250.000000,0.232000,0.963229,116,0.318966,0.283936,1.123371,0.035029,0.257759,1160.000000,1.237458,3.000000,7.000000,,1.000000,0,0
ANIMEUSDT,S10_thin_move,12h,B_adp,16848,406,0.024098,0.041726,0.078818,0.048522,4060.000000,1.888935,1.624365,0.037092,0.056381,0.109150,0.865067,250.000000,0.028000,0.790588,116,0.000000,0.017820,0.000000,-0.017820,0.000000,1160.000000,0.000000,2.000000,7.000000,,1.000000,0,0
ANIMEUSDT,S10_thin_move,24h,A_k3.0,16704,406,0.024306,0.000000,0.000000,0.000000,4060.000000,0.000000,0.000000,0.000000,0.000000,0.009373,1.000000,250.000000,0.000000,0.000000,116,0.000000,0.000000,0.000000,0.000000,0.000000,1160.000000,0.000000,0.000000,7.000000,,1.000000,0,0
ANIMEUSDT,S10_thin_move,24h,A_k4.0,16704,406,0.024306,0.000000,0.000000,0.000000,4060.000000,0.000000,0.000000,0.000000,0.000000,0.009373,1.000000,250.000000,0.000000,0.000000,116,0.000000,0.000000,0.000000,0.000000,0.000000,1160.000000,0.000000,0.000000,7.000000,,1.000000,0,0
ANIMEUSDT,S10_thin_move,24h,B,16704,406,0.024306,0.207974,0.152709,0.223645,4060.000000,0.734271,0.682819,-0.055265,0.120987,0.190942,1.000000,250.000000,0.136000,0.728933,116,0.129310,0.207532,0.623086,-0.078222,0.175000,1160.000000,0.738916,3.000000,7.000000,,1.000000,0,0
ANIMEUSDT,S10_thin_move,24h,B_adp,16704,406,0.024306,0.051305,0.061576,0.066749,4060.000000,1.200200,0.922509,0.010271,0.042053,0.089319,0.995502,250.000000,0.076000,1.145969,116,0.000000,0.025775,0.000000,-0.025775,0.000000,1160.000000,0.000000,1.000000,7.000000,,1.000000,0,0
APEXUSDT,S02_fund_low,12h,A_k3.0,16848,527,0.031280,0.000950,0.000000,0.000190,5270.000000,0.000000,0.000000,-0.000950,0.000000,0.007237,1.000000,96.000000,0.000000,0.000000,336,0.000000,0.002096,0.000000,-0.002096,0.000000,3360.000000,0.000000,0.000000,4.000000,,1.000000,0,0
APEXUSDT,S02_fund_low,12h,A_k4.0,16848,527,0.031280,0.000000,0.000000,0.000000,5270.000000,0.000000,0.000000,0.000000,0.000000,0.007237,1.000000,96.000000,0.000000,0.000000,336,0.000000,0.000000,0.000000,0.000000,0.000000,3360.000000,0.000000,0.000000,4.000000,,1.000000,0,0
APEXUSDT,S02_fund_low,12h,B,16848,527,0.031280,0.405924,0.504744,0.403416,5270.000000,1.243446,1.251176,0.098820,0.462177,0.547242,0.027486,96.000000,0.187500,0.525122,336,0.514881,0.448637,1.147655,0.066244,0.421131,3360.000000,1.222615,2.000000,4.000000,,0.279499,0,0
APEXUSDT,S02_fund_low,12h,B_adp,16848,527,0.031280,0.056980,0.036053,0.053890,5270.000000,0.632732,0.669014,-0.020927,0.023200,0.055621,0.743128,96.000000,0.000000,0.000000,336,0.056548,0.053197,1.062984,0.003351,0.036607,3360.000000,1.544715,0.000000,4.000000,,1.000000,0,0
APEXUSDT,S02_fund_low,24h,A_k3.0,16704,480,0.028736,0.004969,0.000000,0.006250,4800.000000,0.000000,0.000000,-0.004969,0.000000,0.007940,1.000000,96.000000,0.000000,0.000000,289,0.000000,0.011084,0.000000,-0.011084,0.018685,2890.000000,0.000000,0.000000,3.000000,,1.000000,0,0
APEXUSDT,S02_fund_low,24h,A_k4.0,16704,480,0.028736,0.001078,0.000000,0.001042,4800.000000,0.000000,0.000000,-0.001078,0.000000,0.007940,1.000000,96.000000,0.000000,0.000000,289,0.000000,0.002404,0.000000,-0.002404,0.002422,2890.000000,0.000000,0.000000,3.000000,,1.000000,0,0
APEXUSDT,S02_fund_low,24h,B,16704,480,0.028736,0.363147,0.585417,0.345417,4800.000000,1.612067,1.694813,0.222270,0.540835,0.628642,0.000500,96.000000,0.500000,1.465898,289,0.477509,0.378205,1.262565,0.099304,0.362284,2890.000000,1.318052,2.000000,3.000000,,0.010351,0,0
APEXUSDT,S02_fund_low,24h,B_adp,16704,480,0.028736,0.059387,0.327083,0.045625,4800.000000,5.507661,7.168950,0.267696,0.286630,0.370282,0.000500,96.000000,0.385417,9.406780,289,0.228374,0.072917,3.131982,0.155457,0.056401,2890.000000,4.049080,2.000000,3.000000,,0.010351,1,0
APEXUSDT,S03_oi_surge,12h,A_k3.0,16848,410,0.024335,0.000950,0.000000,0.000000,3050.000000,0.000000,0.000000,-0.000950,0.000000,0.009283,1.000000,212.000000,0.000000,0.000000,197,0.000000,0.002096,0.000000,-0.002096,0.000508,1970.000000,0.000000,0.000000,9.000000,,1.000000,0,0
APEXUSDT,S03_oi_surge,12h,A_k4.0,16848,410,0.024335,0.000000,0.000000,0.000000,3050.000000,0.000000,0.000000,0.000000,0.000000,0.009283,1.000000,212.000000,0.000000,0.000000,197,0.000000,0.000000,0.000000,0.000000,0.000000,1970.000000,0.000000,0.000000,9.000000,,1.000000,0,0
APEXUSDT,S03_oi_surge,12h,B,16848,410,0.024335,0.405924,0.526829,0.409508,3050.000000,1.297853,1.286493,0.120906,0.478475,0.574685,0.139930,212.000000,0.400943,1.122901,197,0.659898,0.448637,1.470895,0.211261,0.411168,1970.000000,1.604938,4.000000,9.000000,,0.970028,0,0
APEXUSDT,S03_oi_surge,12h,B_adp,16848,410,0.024335,0.056980,0.073171,0.062623,3050.000000,1.284146,1.168433,0.016191,0.051732,0.102534,0.908546,212.000000,0.108491,2.106424,197,0.035533,0.053197,0.667950,-0.017664,0.028426,1970.000000,1.250000,2.000000,9.000000,,1.000000,0,0
APEXUSDT,S03_oi_surge,24h,A_k3.0,16704,400,0.023946,0.004969,0.000000,0.005424,2950.000000,0.000000,0.000000,-0.004969,0.000000,0.009513,1.000000,212.000000,0.000000,0.000000,187,0.000000,0.011084,0.000000,-0.011084,0.018717,1870.000000,0.000000,0.000000,9.000000,,1.000000,0,0
