symbol,state,horizon,definition,n_total,nS,rateS,p0,pS,p_control,n_controls,uplift,uplift_matched,delta,CI_low,CI_high,p_perm,nS_train,pS_train,train_uplift,nS_test,pS_test,p0_test,test_uplift,delta_test,p_control_test,n_controls_test,uplift_matched_test,weeks_positive,weeks_total,n_syms_contributing,q_fdr,flag_PASS,weekly_stable
DOGEUSDT,S09_stall_fund,24h,B,16704,152,0.009100,0.224318,0.125000,0.203947,1520.000000,0.557246,0.612903,-0.099318,0.081503,0.186985,0.978511,86.000000,0.000000,0.000000,66,0.287879,0.251603,1.144181,0.036276,0.195455,660.000000,1.472868,2.000000,6.000000,,1.000000,0,0
DOGEUSDT,S09_stall_fund,24h,B_adp,16704,152,0.009100,0.051125,0.092105,0.051316,1520.000000,1.801553,1.794872,0.040980,0.055658,0.148662,0.878561,86.000000,0.000000,0.000000,66,0.212121,0.095085,2.230848,0.117036,0.063636,660.000000,3.333333,1.000000,6.000000,,1.000000,0,0
DOGEUSDT,S10_thin_move,12h,A_k3.0,16848,61,0.003621,0.000950,0.000000,0.000000,610.000000,0.000000,0.000000,-0.000950,0.000000,0.059246,1.000000,32.000000,0.000000,0.000000,28,0.000000,0.002096,0.000000,-0.002096,0.000000,280.000000,0.000000,0.000000,8.000000,,1.000000,0,0
DOGEUSDT,S10_thin_move,12h,A_k4.0,16848,61,0.003621,0.000000,0.000000,0.000000,610.000000,0.000000,0.000000,0.000000,0.000000,0.059246,1.000000,32.000000,0.000000,0.000000,28,0.000000,0.000000,0.000000,0.000000,0.000000,280.000000,0.000000,0.000000,8.000000,,1.000000,0,0
DOGEUSDT,S10_thin_move,12h,B,16848,61,0.003621,0.242521,0.180328,0.198361,610.000000,0.743555,0.909091,-0.062193,0.103790,0.294744,0.120940,32.000000,0.093750,0.518566,28,0.250000,0.299397,0.835011,-0.049397,0.260714,280.000000,0.958904,4.000000,8.000000,,0.864935,0,0
DOGEUSDT,S10_thin_move,12h,B_adp,16848,61,0.003621,0.052588,0.016393,0.021311,610.000000,0.311734,0.769231,-0.036194,0.002900,0.087191,0.463268,32.000000,0.000000,0.000000,28,0.000000,0.084382,0.000000,-0.084382,0.035714,280.000000,0.000000,1.000000,8.000000,,1.000000,0,0
DOGEUSDT,S10_thin_move,24h,A_k3.0,16704,61,0.003652,0.005448,0.000000,0.003279,610.000000,0.000000,0.000000,-0.005448,0.000000,0.059246,1.000000,32.000000,0.000000,0.000000,28,0.000000,0.010417,0.000000,-0.010417,0.000000,280.000000,0.000000,0.000000,8.000000,,1.000000,0,0
DOGEUSDT,S10_thin_move,24h,A_k4.0,16704,61,0.003652,0.001018,0.000000,0.001639,610.000000,0.000000,0.000000,-0.001018,0.000000,0.059246,1.000000,32.000000,0.000000,0.000000,28,0.000000,0.002270,0.000000,-0.002270,0.000000,280.000000,0.000000,0.000000,8.000000,,1.000000,0,0
DOGEUSDT,S10_thin_move,24h,B,16704,61,0.003652,0.224318,0.098361,0.178689,610.000000,0.438488,0.550459,-0.125957,0.045864,0.198448,0.687156,32.000000,0.062500,0.319338,28,0.107143,0.251603,0.425842,-0.144460,0.189286,280.000000,0.566038,2.000000,8.000000,,1.000000,0,0
DOGEUSDT,S10_thin_move,24h,B_adp,16704,61,0.003652,0.051125,0.016393,0.034426,610.000000,0.320651,0.476190,-0.034732,0.002900,0.087191,0.851574,32.000000,0.000000,0.000000,28,0.035714,0.095085,0.375602,-0.059371,0.060714,280.000000,0.588235,1.000000,8.000000,,1.000000,0,0
EIGENUSDT,S01_fund_high,12h,A_k3.0,16848,42,0.002493,0.000000,0.000000,0.000000,420.000000,0.000000,0.000000,0.000000,0.000000,0.083802,1.000000,0.000000,,,42,0.000000,0.000000,0.000000,0.000000,0.000000,420.000000,0.000000,0.000000,1.000000,,1.000000,0,0
EIGENUSDT,S01_fund_high,12h,A_k4.0,16848,42,0.002493,0.000000,0.000000,0.000000,420.000000,0.000000,0.000000,0.000000,0.000000,0.083802,1.000000,0.000000,,,42,0.000000,0.000000,0.000000,0.000000,0.000000,420.000000,0.000000,0.000000,1.000000,,1.000000,0,0
EIGENUSDT,S01_fund_high,12h,B,16848,42,0.002493,0.364613,0.357143,0.314286,420.000000,0.979512,1.136364,-0.007470,0.229890,0.508339,0.034983,0.000000,,,42,0.357143,0.366483,0.974514,-0.009340,0.380952,420.000000,0.937500,0.000000,1.000000,,0.342322,0,0
EIGENUSDT,S01_fund_high,12h,B_adp,16848,42,0.002493,0.040123,0.000000,0.016667,420.000000,0.000000,0.000000,-0.040123,0.000000,0.083802,1.000000,0.000000,,,42,0.000000,0.037605,0.000000,-0.037605,0.014286,420.000000,0.000000,0.000000,1.000000,,1.000000,0,0
EIGENUSDT,S01_fund_high,24h,A_k3.0,16704,42,0.002514,0.000000,0.000000,0.000000,420.000000,0.000000,0.000000,0.000000,0.000000,0.083802,1.000000,0.000000,,,42,0.000000,0.000000,0.000000,0.000000,0.000000,420.000000,0.000000,0.000000,1.000000,,1.000000,0,0
EIGENUSDT,S01_fund_high,24h,A_k4.0,16704,42,0.002514,0.000000,0.000000,0.000000,420.000000,0.000000,0.000000,0.000000,0.000000,0.083802,1.000000,0.000000,,,42,0.000000,0.000000,0.000000,0.000000,0.000000,420.000000,0.000000,0.000000,1.000000,,1.000000,0,0
EIGENUSDT,S01_fund_high,24h,B,16704,42,0.002514,0.310824,0.000000,0.200000,420.000000,0.000000,0.000000,-0.310824,0.000000,0.083802,1.000000,0.000000,,,42,0.000000,0.301683,0.000000,-0.301683,0.202381,420.000000,0.000000,0.000000,1.000000,,1.000000,0,0
EIGENUSDT,S01_fund_high,24h,B_adp,16704,42,0.002514,0.044959,0.000000,0.026190,420.000000,0.000000,0.000000,-0.044959,0.000000,0.083802,1.000000,0.000000,,,42,0.000000,0.031651,0.000000,-0.031651,0.007143,420.000000,0.000000,0.000000,1.000000,,1.000000,0,0
EIGENUSDT,S02_fund_low,12h,A_k3.0,16848,1404,0.083333,0.000000,0.000000,0.000000,13080.000000,0.000000,0.000000,0.000000,0.000000,0.002729,1.000000,672.000000,0.000000,0.000000,636,0.000000,0.000000,0.000000,0.000000,0.000000,6360.000000,0.000000,0.000000,8.000000,,1.000000,0,0
EIGENUSDT,S02_fund_low,12h,A_k4.0,16848,1404,0.083333,0.000000,0.000000,0.000000,13080.000000,0.000000,0.000000,0.000000,0.000000,0.002729,1.000000,672.000000,0.000000,0.000000,636,0.000000,0.000000,0.000000,0.000000,0.000000,6360.000000,0.000000,0.000000,8.000000,,1.000000,0,0
EIGENUSDT,S02_fund_low,12h,B,16848,1404,0.083333,0.364613,0.310541,0.369190,13080.000000,0.851701,0.841143,-0.054072,0.286882,0.335235,0.302849,672.000000,0.282738,0.806490,636,0.311321,0.366483,0.849482,-0.055162,0.349686,6360.000000,0.890288,4.000000,8.000000,,1.000000,0,0
EIGENUSDT,S02_fund_low,12h,B_adp,16848,1404,0.083333,0.040123,0.042735,0.040443,13080.000000,1.065089,1.056662,0.002612,0.033344,0.054622,1.000000,672.000000,0.075893,2.308853,636,0.012579,0.037605,0.334495,-0.025026,0.023899,6360.000000,0.526316,2.000000,8.000000,,1.000000,0,0
EIGENUSDT,S02_fund_low,24h,A_k3.0,16704,1357,0.081238,0.000000,0.000000,0.000000,12610.000000,0.000000,0.000000,0.000000,0.000000,0.002823,1.000000,672.000000,0.000000,0.000000,589,0.000000,0.000000,0.000000,0.000000,0.000000,5890.000000,0.000000,0.000000,8.000000,,1.000000,0,0
EIGENUSDT,S02_fund_low,24h,A_k4.0,16704,1357,0.081238,0.000000,0.000000,0.000000,12610.000000,0.000000,0.000000,0.000000,0.000000,0.002823,1.000000,672.000000,0.000000,0.000000,589,0.000000,0.000000,0.000000,0.000000,0.000000,5890.000000,0.000000,0.000000,8.000000,,1.000000,0,0
EIGENUSDT,S02_fund_low,24h,B,16704,1357,0.081238,0.310824,0.225497,0.309992,12610.000000,0.725483,0.727430,-0.085326,0.204055,0.248490,1.000000,672.000000,0.281250,0.890436,589,0.179966,0.301683,0.596541,-0.121717,0.300000,5890.000000,0.599887,4.000000,8.000000,,1.000000,0,0
EIGENUSDT,S02_fund_low,24h,B_adp,16704,1357,0.081238,0.044959,0.060427,0.046709,12610.000000,1.344047,1.293701,0.015468,0.048948,0.074389,1.000000,672.000000,0.120536,2.026126,589,0.001698,0.031651,0.053642,-0.029953,0.018676,5890.000000,0.090909,2.000000,8.000000,,1.000000,0,0
EIGENUSDT,S03_oi_surge,12h,A_k3.0,16848,506,0.030033,0.000000,0.000000,0.000000,4530.000000,0.000000,0.000000,0.000000,0.000000,0.007535,1.000000,216.000000,0.000000,0.000000,236,0.000000,0.000000,0.000000,0.000000,0.000000,2360.000000,0.000000,0.000000,9.000000,,1.000000,0,0
EIGENUSDT,S03_oi_surge,12h,A_k4.0,16848,506,0.030033,0.000000,0.000000,0.000000,4530.000000,0.000000,0.000000,0.000000,0.000000,0.007535,1.000000,216.000000,0.000000,0.000000,236,0.000000,0.000000,0.000000,0.000000,0.000000,2360.000000,0.000000,0.000000,9.000000,,1.000000,0,0
EIGENUSDT,S03_oi_surge,12h,B,16848,506,0.030033,0.364613,0.430830,0.399558,4530.000000,1.181609,1.078265,0.066217,0.388364,0.474339,0.678161,216.000000,0.277778,0.792341,236,0.483051,0.366483,1.318071,0.116568,0.520339,2360.000000,0.928339,6.000000,9.000000,,1.000000,0,1
EIGENUSDT,S03_oi_surge,12h,B_adp,16848,506,0.030033,0.040123,0.047431,0.077263,4530.000000,1.182122,0.613890,0.007307,0.032078,0.069604,1.000000,216.000000,0.000000,0.000000,236,0.063559,0.037605,1.690191,0.025955,0.183898,2360.000000,0.345622,2.000000,9.000000,,1.000000,0,0
EIGENUSDT,S03_oi_surge,24h,A_k3.0,16704,506,0.030292,0.000000,0.000000,0.000000,4530.000000,0.000000,0.000000,0.000000,0.000000,0.007535,1.000000,216.000000,0.000000,0.000000,236,0.000000,0.000000,0.000000,0.000000,0.000000,2360.000000,0.000000,0.000000,9.000000,,1.000000,0,0
EIGENUSDT,S03_oi_surge,24h,A_k4.0,16704,506,0.030292,0.000000,0.000000,0.000000,4530.000000,0.000000,0.000000,0.000000,0.000000,0.007535,1.000000,216.000000,0.000000,0.000000,236,0.000000,0.000000,0.000000,0.000000,0.000000,2360.000000,0.000000,0.000000,9.000000,,1.000000,0,0
EIGENUSDT,S03_oi_surge,24h,B,16704,506,0.030292,0.310824,0.306324,0.354525,4530.000000,0.985523,0.864040,-0.004500,0.267743,0.347824,1.000000,216.000000,0.296296,0.938073,236,0.334746,0.301683,1.109596,0.033063,0.475424,2360.000000,0.704100,4.000000,9.000000,,1.000000,0,0
EIGENUSDT,S03_oi_surge,24h,B_adp,16704,506,0.030292,0.044959,0.023715,0.058057,4530.000000,0.527486,0.408482,-0.021244,0.013617,0.040991,0.986507,216.000000,0.023148,0.389105,236,0.029661,0.031651,0.937138,-0.001990,0.096186,2360.000000,0.308370,0.000000,9.000000,,1.000000,0,0
EIGENUSDT,S05_fund_lo_oi_hi,12h,A_k3.0,16848,42,0.002493,0.000000,0.000000,0.000000,420.000000,0.000000,0.000000,0.000000,0.000000,0.083802,1.000000,8.000000,0.000000,0.000000,14,0.000000,0.000000,0.000000,0.000000,0.000000,140.000000,0.000000,0.000000,4.000000,,1.000000,0,0
EIGENUSDT,S05_fund_lo_oi_hi,12h,A_k4.0,16848,42,0.002493,0.000000,0.000000,0.000000,420.000000,0.000000,0.000000,0.000000,0.000000,0.083802,1.000000,8.000000,0.000000,0.000000,14,0.000000,0.000000,0.000000,0.000000,0.000000,140.000000,0.000000,0.000000,4.000000,,1.000000,0,0
EIGENUSDT,S05_fund_lo_oi_hi,12h,B,16848,42,0.002493,0.364613,0.666667,0.538095,420.000000,1.828423,1.238938,0.302054,0.515522,0.789877,0.095452,8.000000,0.000000,0.000000,14,0.785714,0.366483,2.143930,0.419231,0.400000,140.000000,1.964286,3.000000,4.000000,,0.729065,0,0
EIGENUSDT,S05_fund_lo_oi_hi,12h,B_adp,16848,42,0.002493,0.040123,0.023810,0.028571,420.000000,0.593407,0.833333,-0.016314,0.004215,0.123215,1.000000,8.000000,0.000000,0.000000,14,0.000000,0.037605,0.000000,-0.037605,0.000000,140.000000,0.000000,0.000000,4.000000,,1.000000,0,0
EIGENUSDT,S05_fund_lo_oi_hi,24h,A_k3.0,16704,42,0.002514,0.000000,0.000000,0.000000,420.000000,0.000000,0.000000,0.000000,0.000000,0.083802,1.000000,8.000000,0.000000,0.000000,14,0.000000,0.000000,0.000000,0.000000,0.000000,140.000000,0.000000,0.000000,4.000000,,1.000000,0,0
EIGENUSDT,S05_fund_lo_oi_hi,24h,A_k4.0,16704,42,0.002514,0.000000,0.000000,0.000000,420.000000,0.000000,0.000000,0.000000,0.000000,0.083802,1.000000,8.000000,0.000000,0.000000,14,0.000000,0.000000,0.000000,0.000000,0.000000,140.000000,0.000000,0.000000,4.000000,,1.000000,0,0
EIGENUSDT,S05_fund_lo_oi_hi,24h,B,16704,42,0.002514,0.310824,0.142857,0.350000,420.000000,0.459608,0.408163,-0.167967,0.067159,0.278414,1.000000,8.000000,0.500000,1.582997,14,0.071429,0.301683,0.236767,-0.230254,0.228571,140.000000,0.312500,2.000000,4.000000,,1.000000,0,0
EIGENUSDT,S05_fund_lo_oi_hi,24h,B_adp,16704,42,0.002514,0.044959,0.095238,0.033333,420.000000,2.118318,2.857143,0.050279,0.037662,0.220654,0.640180,8.000000,0.500000,8.404669,14,0.000000,0.031651,0.000000,-0.031651,0.014286,140.000000,0.000000,1.000000,4.000000,,1.000000,0,0
EIGENUSDT,S07_compress_oi,12h,A_k3.0,16848,51,0.003027,0.000000,0.000000,0.000000,510.000000,0.000000,0.000000,0.000000,0.000000,0.070049,1.000000,7.000000,0.000000,0.000000,44,0.000000,0.000000,0.000000,0.000000,0.000000,440.000000,0.000000,0.000000,3.000000,,1.000000,0,0
EIGENUSDT,S07_compress_oi,12h,A_k4.0,16848,51,0.003027,0.000000,0.000000,0.000000,510.000000,0.000000,0.000000,0.000000,0.000000,0.070049,1.000000,7.000000,0.000000,0.000000,44,0.000000,0.000000,0.000000,0.000000,0.000000,440.000000,0.000000,0.000000,3.000000,,1.000000,0,0
EIGENUSDT,S07_compress_oi,12h,B,16848,51,0.003027,0.364613,0.588235,0.311765,510.000000,1.613314,1.886792,0.223622,0.451651,0.712458,0.001499,7.000000,0.142857,0.407490,44,0.659091,0.366483,1.798420,0.292608,0.365909,440.000000,1.801242,2.000000,3.000000,,0.024102,1,0
EIGENUSDT,S07_compress_oi,12h,B_adp,16848,51,0.003027,0.040123,0.000000,0.021569,510.000000,0.000000,0.000000,-0.040123,0.000000,0.070049,1.000000,7.000000,0.000000,0.000000,44,0.000000,0.037605,0.000000,-0.037605,0.004545,440.000000,0.000000,0.000000,3.000000,,1.000000,0,0
EIGENUSDT,S07_compress_oi,24h,A_k3.0,16704,51,0.003053,0.000000,0.000000,0.000000,510.000000,0.000000,0.000000,0.000000,0.000000,0.070049,1.000000,7.000000,0.000000,0.000000,44,0.000000,0.000000,0.000000,0.000000,0.000000,440.000000,0.000000,0.000000,3.000000,,1.000000,0,0
EIGENUSDT,S07_compress_oi,24h,A_k4.0,16704,51,0.003053,0.000000,0.000000,0.000000,510.000000,0.000000,0.000000,0.000000,0.000000,0.070049,1.000000,7.000000,0.000000,0.000000,44,0.000000,0.000000,0.000000,0.000000,0.000000,440.000000,0.000000,0.000000,3.000000,,1.000000,0,0
EIGENUSDT,S07_compress_oi,24h,B,16704,51,0.003053,0.310824,0.725490,0.262745,510.000000,2.334089,2.761194,0.414666,0.590531,0.828859,0.000500,7.000000,0.571429,1.809140,44,0.750000,0.301683,2.486056,0.448317,0.272727,440.000000,2.750000,3.000000,3.000000,,0.010351,1,0
EIGENUSDT,S07_compress_oi,24h,B_adp,16704,51,0.003053,0.044959,0.078431,0.056863,510.000000,1.744498,1.379310,0.033472,0.030922,0.185002,0.617191,7.000000,0.571429,9.605336,44,0.000000,0.031651,0.000000,-0.031651,0.038636,440.000000,0.000000,1.000000,3.000000,,1.000000,0,0
EIGENUSDT,S08_stall_oi,12h,A_k3.0,16848,74,0.004392,0.000000,0.000000,0.000000,730.000000,0.000000,0.000000,0.000000,0.000000,0.049352,1.000000,18.000000,0.000000,0.000000,47,0.000000,0.000000,0.000000,0.000000,0.000000,470.000000,0.000000,0.000000,7.000000,,1.000000,0,0
EIGENUSDT,S08_stall_oi,12h,A_k4.0,16848,74,0.004392,0.000000,0.000000,0.000000,730.000000,0.000000,0.000000,0.000000,0.000000,0.049352,1.000000,18.000000,0.000000,0.000000,47,0.000000,0.000000,0.000000,0.000000,0.000000,470.000000,0.000000,0.000000,7.000000,,1.000000,0,0
EIGENUSDT,S08_stall_oi,12h,B,16848,74,0.004392,0.364613,0.405405,0.421918,730.000000,1.111879,0.960863,0.040792,0.300904,0.519244,0.389805,18.000000,0.277778,0.792341,47,0.425532,0.366483,1.161122,0.059049,0.557447,470.000000,0.763359,3.000000,7.000000,,1.000000,0,0
EIGENUSDT,S08_stall_oi,12h,B_adp,16848,74,0.004392,0.040123,0.040541,0.090411,730.000000,1.010395,0.448403,0.000417,0.013882,0.112549,0.881559,18.000000,0.000000,0.000000,47,0.063830,0.037605,1.697383,0.026225,0.157447,470.000000,0.405405,1.000000,7.000000,,1.000000,0,0
EIGENUSDT,S08_stall_oi,24h,A_k3.0,16704,74,0.004430,0.000000,0.000000,0.000000,730.000000,0.000000,0.000000,0.000000,0.000000,0.049352,1.000000,18.000000,0.000000,0.000000,47,0.000000,0.000000,0.000000,0.000000,0.000000,470.000000,0.000000,0.000000,7.000000,,1.000000,0,0
EIGENUSDT,S08_stall_oi,24h,A_k4.0,16704,74,0.004430,0.000000,0.000000,0.000000,730.000000,0.000000,0.000000,0.000000,0.000000,0.049352,1.000000,18.000000,0.000000,0.000000,47,0.000000,0.000000,0.000000,0.000000,0.000000,470.000000,0.000000,0.000000,7.000000,,1.000000,0,0
EIGENUSDT,S08_stall_oi,24h,B,16704,74,0.004430,0.310824,0.243243,0.372603,730.000000,0.782576,0.652822,-0.067581,0.159764,0.352065,0.982509,18.000000,0.333333,1.055332,47,0.255319,0.301683,0.846317,-0.046364,0.393617,470.000000,0.648649,3.000000,7.000000,,1.000000,0,0
EIGENUSDT,S08_stall_oi,24h,B_adp,16704,74,0.004430,0.044959,0.013514,0.056164,730.000000,0.300572,0.240606,-0.031446,0.002389,0.072655,0.988506,18.000000,0.055556,0.933852,47,0.000000,0.031651,0.000000,-0.031651,0.074468,470.000000,0.000000,1.000000,7.000000,,1.000000,0,0
EIGENUSDT,S09_stall_fund,12h,A_k3.0,16848,286,0.016975,0.000000,0.000000,0.000000,2860.000000,0.000000,0.000000,0.000000,0.000000,0.013254,1.000000,131.000000,0.000000,0.000000,137,0.000000,0.000000,0.000000,0.000000,0.000000,1370.000000,0.000000,0.000000,8.000000,,1.000000,0,0
EIGENUSDT,S09_stall_fund,12h,A_k4.0,16848,286,0.016975,0.000000,0.000000,0.000000,2860.000000,0.000000,0.000000,0.000000,0.000000,0.013254,1.000000,131.000000,0.000000,0.000000,137,0.000000,0.000000,0.000000,0.000000,0.000000,1370.000000,0.000000,0.000000,8.000000,,1.000000,0,0
EIGENUSDT,S09_stall_fund,12h,B,16848,286,0.016975,0.364613,0.206294,0.366434,2860.000000,0.565788,0.562977,-0.158319,0.163439,0.256934,0.937031,131.000000,0.145038,0.413711,137,0.182482,0.366483,0.497927,-0.184001,0.327007,1370.000000,0.558036,3.000000,8.000000,,1.000000,0,0
EIGENUSDT,S09_stall_fund,12h,B_adp,16848,286,0.016975,0.040123,0.055944,0.046853,2860.000000,1.394298,1.194030,0.015821,0.034725,0.088934,0.937031,131.000000,0.099237,3.019030,137,0.021898,0.037605,0.582314,-0.015707,0.016058,1370.000000,1.363636,2.000000,8.000000,,1.000000,0,0
EIGENUSDT,S09_stall_fund,24h,A_k3.0,16704,285,0.017062,0.000000,0.000000,0.000000,2850.000000,0.000000,0.000000,0.000000,0.000000,0.013300,1.000000,131.000000,0.000000,0.000000,136,0.000000,0.000000,0.000000,0.000000,0.000000,1360.000000,0.000000,0.000000,8.000000,,1.000000,0,0
EIGENUSDT,S09_stall_fund,24h,A_k4.0,16704,285,0.017062,0.000000,0.000000,0.000000,2850.000000,0.000000,0.000000,0.000000,0.000000,0.013300,1.000000,131.000000,0.000000,0.000000,136,0.000000,0.000000,0.000000,0.000000,0.000000,1360.000000,0.000000,0.000000,8.000000,,1.000000,0,0
EIGENUSDT,S09_stall_fund,24h,B,16704,285,0.017062,0.310824,0.161404,0.318246,2850.000000,0.519277,0.507166,-0.149420,0.123240,0.208574,1.000000,131.000000,0.229008,0.725037,136,0.110294,0.301683,0.365596,-0.191389,0.268382,1360.000000,0.410959,3.000000,8.000000,,1.000000,0,0
EIGENUSDT,S09_stall_fund,24h,B_adp,16704,285,0.017062,0.044959,0.070175,0.040351,2850.000000,1.560866,1.739130,0.025216,0.045883,0.105901,0.994003,131.000000,0.145038,2.437996,136,0.007353,0.031651,0.232316,-0.024298,0.008824,1360.000000,0.833333,2.000000,8.000000,,1.000000,0,0
EIGENUSDT,S10_thin_move,12h,A_k3.0,16848,186,0.011040,0.000000,0.000000,0.000000,1860.000000,0.000000,0.000000,0.000000,0.000000,0.020236,1.000000,32.000000,0.000000,0.000000,150,0.000000,0.000000,0.000000,0.000000,0.000000,1500.000000,0.000000,0.000000,8.000000,,1.000000,0,0
EIGENUSDT,S10_thin_move,12h,A_k4.0,16848,186,0.011040,0.000000,0.000000,0.000000,1860.000000,0.000000,0.000000,0.000000,0.000000,0.020236,1.000000,32.000000,0.000000,0.000000,150,0.000000,0.000000,0.000000,0.000000,0.000000,1500.000000,0.000000,0.000000,8.000000,,1.000000,0,0
EIGENUSDT,S10_thin_move,12h,B,16848,186,0.011040,0.364613,0.290323,0.294624,1860.000000,0.796249,0.985401,-0.074290,0.229856,0.359275,0.231884,32.000000,0.093750,0.267415,150,0.313333,0.366483,0.854973,-0.053150,0.317333,1500.000000,0.987395,3.000000,8.000000,,1.000000,0,0
EIGENUSDT,S10_thin_move,12h,B_adp,16848,186,0.011040,0.040123,0.032258,0.034409,1860.000000,0.803970,0.937500,-0.007865,0.014866,0.068580,0.412294,32.000000,0.000000,0.000000,150,0.020000,0.037605,0.531847,-0.017605,0.014000,1500.000000,1.428571,2.000000,8.000000,,1.000000,0,0
EIGENUSDT,S10_thin_move,24h,A_k3.0,16704,183,0.010955,0.000000,0.000000,0.000000,1830.000000,0.000000,0.000000,0.000000,0.000000,0.020561,1.000000,32.000000,0.000000,0.000000,147,0.000000,0.000000,0.000000,0.000000,0.000000,1470.000000,0.000000,0.000000,8.000000,,1.000000,0,0
EIGENUSDT,S10_thin_move,24h,A_k4.0,16704,183,0.010955,0.000000,0.000000,0.000000,1830.000000,0.000000,0.000000,0.000000,0.000000,0.020561,1.000000,32.000000,0.000000,0.000000,147,0.000000,0.000000,0.000000,0.000000,0.000000,1470.000000,0.000000,0.000000,8.000000,,1.000000,0,0
EIGENUSDT,S10_thin_move,24h,B,16704,183,0.010955,0.310824,0.185792,0.231148,1830.000000,0.597742,0.803783,-0.125031,0.136110,0.248396,0.685157,32.000000,0.062500,0.197875,147,0.190476,0.301683,0.631379,-0.111207,0.243537,1470.000000,0.782123,1.000000,8.000000,,1.000000,0,0
EIGENUSDT,S10_thin_move,24h,B_adp,16704,183,0.010955,0.044959,0.010929,0.055738,1830.000000,0.243086,0.196078,-0.034030,0.003002,0.038967,0.944528,32.000000,0.062500,1.050584,147,0.000000,0.031651,0.000000,-0.031651,0.021769,1470.000000,0.000000,1.000000,8.000000,,1.000000,0,0
ENAUSDT,S02_fund_low,12h,A_k3.0,16848,1129,0.067011,0.000000,0.000000,0.000000,9600.000000,0.000000,0.000000,0.000000,0.000000,0.003391,1.000000,553.000000,0.000000,0.000000,528,0.000000,0.000000,0.000000,0.000000,0.000000,4810.000000,0.000000,0.000000,8.000000,,1.000000,0,0
ENAUSDT,S02_fund_low,12h,A_k4.0,16848,1129,0.067011,0.000000,0.000000,0.000000,9600.000000,0.000000,0.000000,0.000000,0.000000,0.003391,1.000000,553.000000,0.000000,0.000000,528,0.000000,0.000000,0.000000,0.000000,0.000000,4810.000000,0.000000,0.000000,8.000000,,1.000000,0,0
ENAUSDT,S02_fund_low,12h,B,16848,1129,0.067011,0.351021,0.302923,0.369063,9600.000000,0.862977,0.820790,-0.048098,0.276823,0.330359,1.000000,553.000000,0.137432,0.462749,528,0.503788,0.405529,1.242297,0.098259,0.447817,4810.000000,1.124986,3.000000,8.000000,,1.000000,0,0
ENAUSDT,S02_fund_low,12h,B_adp,16848,1129,0.067011,0.049027,0.000000,0.087292,9600.000000,0.000000,0.000000,-0.049027,0.000000,0.003391,1.000000,553.000000,0.000000,0.000000,528,0.000000,0.048218,0.000000,-0.048218,0.043035,4810.000000,0.000000,0.000000,8.000000,,1.000000,0,0
ENAUSDT,S02_fund_low,24h,A_k3.0,16704,1129,0.067589,0.000000,0.000000,0.000000,9600.000000,0.000000,0.000000,0.000000,0.000000,0.003391,1.000000,553.000000,0.000000,0.000000,528,0.000000,0.000000,0.000000,0.000000,0.000000,4810.000000,0.000000,0.000000,8.000000,,1.000000,0,0
ENAUSDT,S02_fund_low,24h,A_k4.0,16704,1129,0.067589,0.000000,0.000000,0.000000,9600.000000,0.000000,0.000000,0.000000,0.000000,0.003391,1.000000,553.000000,0.000000,0.000000,528,0.000000,0.000000,0.000000,0.000000,0.000000,4810.000000,0.000000,0.000000,8.000000,,1.000000,0,0
ENAUSDT,S02_fund_low,24h,B,16704,1129,0.067589,0.312440,0.187777,0.359896,9600.000000,0.601001,0.521753,-0.124663,0.166069,0.211602,1.000000,553.000000,0.088608,0.312095,528,0.308712,0.348691,0.885345,-0.039979,0.365489,4810.000000,0.844656,2.000000,8.000000,,1.000000,0,0
ENAUSDT,S02_fund_low,24h,B_adp,16704,1129,0.067589,0.044121,0.014172,0.067396,9600.000000,0.321203,0.210278,-0.029949,0.008742,0.022897,0.997501,553.000000,0.000000,0.000000,528,0.030303,0.051282,0.590909,-0.020979,0.047609,4810.000000,0.636496,1.000000,8.000000,,1.000000,0,0
ENAUSDT,S03_oi_surge,12h,A_k3.0,16848,508,0.030152,0.000000,0.000000,0.000000,4060.000000,0.000000,0.000000,0.000000,0.000000,0.007505,1.000000,275.000000,0.000000,0.000000,212,0.000000,0.000000,0.000000,0.000000,0.000000,2120.000000,0.000000,0.000000,9.000000,,1.000000,0,0
ENAUSDT,S03_oi_surge,12h,A_k4.0,16848,508,0.030152,0.000000,0.000000,0.000000,4060.000000,0.000000,0.000000,0.000000,0.000000,0.007505,1.000000,275.000000,0.000000,0.000000,212,0.000000,0.000000,0.000000,0.000000,0.000000,2120.000000,0.000000,0.000000,9.000000,,1.000000,0,0
ENAUSDT,S03_oi_surge,12h,B,16848,508,0.030152,0.351021,0.340551,0.347783,4060.000000,0.970174,0.979205,-0.010470,0.300675,0.382821,0.776112,275.000000,0.265455,0.893814,212,0.433962,0.405529,1.070113,0.028433,0.486321,2120.000000,0.892338,4.000000,9.000000,,1.000000,0,0
ENAUSDT,S03_oi_surge,12h,B_adp,16848,508,0.030152,0.049027,0.066929,0.080542,4060.000000,1.365160,0.830986,0.017903,0.048287,0.092072,0.240380,275.000000,0.036364,0.926790,212,0.094340,0.048218,1.956522,0.046122,0.145283,2120.000000,0.649351,3.000000,9.000000,,1.000000,0,0
