,tgt_ret_1,tgt_ret_2,tgt_ret_3,tgt_ret_5,tgt_ret_10,tgt_ret_magnitude_1,tgt_ret_magnitude_3,tgt_ret_magnitude_5,tgt_cum_ret_3,tgt_cum_ret_5,tgt_cum_ret_10,tgt_max_drawdown_long_3,tgt_max_drawup_long_3,tgt_max_drawdown_short_3,tgt_max_drawup_short_3,tgt_max_drawdown_long_5,tgt_max_drawup_long_5,tgt_max_drawdown_short_5,tgt_max_drawup_short_5,tgt_max_drawdown_long_10,tgt_max_drawup_long_10,tgt_max_drawdown_short_10,tgt_max_drawup_short_10,tgt_sharpe_5,tgt_sharpe_10,tgt_ret_risk_adj_1,tgt_ret_risk_adj_3,tgt_ret_risk_adj_5,tgt_realized_vol_5,tgt_realized_vol_10,tgt_range_bps_1,tgt_range_bps_3,tgt_range_bps_5,tgt_trend_strength_5,tgt_trend_strength_10,tgt_best_long_entry_pct,tgt_best_short_entry_pct,tgt_slippage_long_bps,tgt_slippage_short_bps,tgt_fwd_spread_bps_1,tgt_fwd_spread_bps_3,tgt_recovery_time_5,tgt_recovery_time_10,tgt_inventory_cost_3,tgt_inventory_cost_5,tgt_inventory_cost_10,tgt_relative_ret_1,tgt_relative_ret_3,tgt_relative_ret_5,tgt_alpha_1,tgt_alpha_3,tgt_alpha_5,tgt_kelly_5,tgt_kelly_10,tgt_optimal_horizon,tgt_pnl_long_bps_1,tgt_pnl_short_bps_1,tgt_pnl_long_bps_3,tgt_pnl_short_bps_3,tgt_pnl_long_bps_5,tgt_pnl_short_bps_5,tgt_pnl_long_bps_10,tgt_pnl_short_bps_10
open,-0.022508152666929154,-0.024026021281921165,-0.024464522638482592,-0.022186740415855576,-0.018878952435163642,0.0199218746300137,0.022038931800168922,0.02251496575392425,-0.043463087459769095,-0.05456520361041358,-0.07830387584072493,-0.063689829252826,-0.0345971727814023,0.0345971727814023,0.063689829252826,-0.062146927223396285,-0.04401638392048431,0.04401638392048431,0.062146927223396285,-0.07203058195630037,-0.0660011981702376,0.0660011981702376,0.07203058195630037,-0.05846521061262249,-0.06955498058236441,-0.02438313656469517,-0.02191778689437981,-0.023536965791529443,0.044692782431803864,0.025018469600299315,0.03569080994808847,0.03954197666815773,0.040620886586337654,-0.05104210152390204,-0.0688842091247446,0.044938345561373105,-0.044938345561373105,-0.03356033118734766,0.03356033118734766,0.04506449219090028,0.040377284815540905,0.0478778459400236,0.06149399469601828,0.04396452109366949,0.04889605637128201,0.03916149713203089,-0.05064280386860071,-0.053717981705410194,-0.051159913006393484,-0.05064280386860071,-0.053717981705410194,-0.051159913006393484,-0.047673820647179566,-0.06286122131548495,-0.06004915738089473,-0.022508152666929154,0.022508152666929154,-0.043463087459769095,0.043463087459769095,-0.05456520361041358,0.05456520361041358,-0.07830387584072493,0.07830387584072493
high,-0.023221578772749166,-0.022825105718302326,-0.023142415110564883,-0.022533420700095026,-0.01920984405248847,0.025178028985524355,0.025042522075697446,0.025086702674464268,-0.04254914676289719,-0.054181437993428304,-0.07851188366761158,-0.06703792907926229,-0.030007649572313035,0.030007649572313035,0.06703792907926229,-0.06501211792055164,-0.039948772743511655,0.039948772743511655,0.06501211792055164,-0.07475592222839139,-0.062469183018994824,0.062469183018994824,0.07475592222839139,-0.05827002876350081,-0.07003707024490631,-0.025116247468779995,-0.021178971818483685,-0.02377764653362958,0.0507921469278185,0.03207119116026717,0.045545397408216184,0.04607030001227316,0.045957049528679676,-0.050130762771415406,-0.06936811188514927,0.04518396860395636,-0.04518396860395636,-0.03424014206669523,0.03424014206669523,0.053636876999675696,0.04875929690893634,0.046886570585716505,0.06122304031618244,0.05041484780499888,0.05545580322412324,0.04628144629573811,-0.05255765457957471,-0.05363188218125979,-0.052537385292421024,-0.05255765457957471,-0.05363188218125979,-0.052537385292421024,-0.047262960246683985,-0.06331706596525552,-0.06030440085475129,-0.023221578772749166,0.023221578772749166,-0.04254914676289719,0.04254914676289719,-0.054181437993428304,0.054181437993428304,-0.07851188366761158,0.07851188366761158
low,-0.024232154089993872,-0.024162570646193208,-0.025188523548355237,-0.023543593572832543,-0.020111129631657655,0.013572167532335006,0.01763473277764703,0.02040939239829478,-0.04394347478709146,-0.05520111185336764,-0.07928275049522064,-0.05691278655154937,-0.041301145163794774,0.041301145163794774,0.05691278655154937,-0.0563802562563033,-0.049529432214746004,0.049529432214746004,0.0563802562563033,-0.06727613977396876,-0.06999406039301033,0.06999406039301033,0.06727613977396876,-0.05984328817760051,-0.07072042071291557,-0.025699527498639435,-0.021627865603421066,-0.02394487575164004,0.037326038476238804,0.018496347989127443,0.021452842082206217,0.0305664636631968,0.034125980254730924,-0.05095102780425137,-0.06948269724111282,0.045976052451000615,-0.045976052451000615,-0.03445779697722063,0.03445779697722063,0.03212605104557222,0.028026746753337203,0.04827147976123462,0.06179443142280877,0.035407421330410464,0.041174156666137475,0.03239782166102097,-0.05494175175369264,-0.0571424573380388,-0.05550016292173578,-0.05494175175369264,-0.0571424573380388,-0.05550016292173578,-0.04847235412514891,-0.06323434427809278,-0.0599546365082579,-0.024232154089993872,0.024232154089993872,-0.04394347478709146,0.04394347478709146,-0.05520111185336764,0.05520111185336764,-0.07928275049522064,0.07928275049522064
close,-0.024725803905924642,-0.022853843898775386,-0.023879971905383754,-0.024328136377648836,-0.020828241081637996,0.018414896174236146,0.020487220342194946,0.02269745846138018,-0.0429327154570891,-0.05492915299159977,-0.07927876413717407,-0.06106780983972968,-0.036134480590851684,0.036134480590851684,0.06106780983972968,-0.05997821379450351,-0.04492516771759716,0.04492516771759716,0.05997821379450351,-0.07056644753547699,-0.06602657530347907,0.06602657530347907,0.07056644753547699,-0.05971622614013997,-0.07115319036305387,-0.0264824301130787,-0.021004843008368638,-0.024762232396314112,0.04329114425629956,0.024893958242991572,0.03194079697323,0.03748275994842544,0.039728144318542366,-0.05051106572664702,-0.06990227783007293,0.046277787518982164,-0.046277787518982164,-0.034391600767360093,0.034391600767360093,0.04114877600397498,0.036856026699244225,0.04772560613295114,0.061469176695747564,0.041910204121715255,0.04762517590138405,0.03896354312035507,-0.05547297799519595,-0.05603808015260894,-0.05619929330499168,-0.05547297799519595,-0.05603808015260894,-0.05619929330499168,-0.04820669889017319,-0.0636438572998036,-0.0605238812400931,-0.024725803905924642,0.024725803905924642,-0.0429327154570891,0.0429327154570891,-0.05492915299159977,0.05492915299159977,-0.07927876413717407,0.07927876413717407
range,0.013480721164746516,0.01251712502317173,0.00470532177962287,0.0035790170932626726,-0.0010815895213709891,0.24088051002357413,0.14875383661642833,0.1063389308288451,0.00542034386206751,-0.0019287880180324196,-0.01601730751466951,-0.20429089579343496,0.18701426618309738,-0.18701426618309738,0.20429089579343496,-0.18388271335287665,0.15846128488669936,-0.15846128488669936,0.18388271335287665,-0.1678613032285401,0.11948263846376447,-0.11948263846376447,0.1678613032285401,0.004575779645417435,-0.012660830080141725,0.006882678823475921,-0.006752981803245216,-0.0025071405971781526,0.2837966197563253,0.2975198427601801,0.4696551343788678,0.3046215033973606,0.25823538983760164,-0.007179966411834974,-0.015707684147159957,-0.0024945328492593944,0.0024945328492593944,-0.0036258203659175993,0.0036258203659175993,0.4245221083415737,0.41333817100957176,-0.005997819883042402,0.013147576442382234,0.3066099228382689,0.3077075704152461,0.3173214887796787,0.019751452494094754,0.011314761191912237,0.01567664960470158,0.019751452494094754,0.011314761191912237,0.01567664960470158,0.0013128865545525047,-0.022671874003910283,-0.031759684360301674,0.013480721164746516,-0.013480721164746516,0.00542034386206751,-0.00542034386206751,-0.0019287880180324196,0.0019287880180324196,-0.01601730751466951,0.01601730751466951
return,-0.03685426348052438,0.01487986611655175,0.009803596286103717,-0.014574192257909449,-0.02390958532125944,-0.02137182370620058,-0.03139170036393513,0.005362693946861746,0.006995596114338852,0.004840370770904341,-0.0057322445239389045,0.03046227634789113,-0.00863974982826599,0.00863974982826599,-0.03046227634789113,0.02940298534999513,0.0013844900932446047,-0.0013844900932446047,-0.02940298534999513,0.015522421459902224,0.016587264546570574,-0.016587264546570574,-0.015522421459902224,-0.010428947854588278,-0.015231239040135102,-0.0365144792884779,0.01857003055416705,-0.007737146950362723,-0.00810893305544461,0.005457562307481839,-0.04434671320904636,-0.024642866413474757,-0.0038912244186893184,0.017083835958302197,-0.00328897718056039,0.01509650109422717,-0.01509650109422717,0.0037034788262029442,-0.0037034788262029442,-0.04571681699526145,-0.03928174395536062,-0.011026789946000065,-0.00531871562523414,-0.025478498157681915,-0.013985020299391004,0.004296999243494343,-0.0727278353450586,-0.030615758314712825,-0.055919189532812434,-0.0727278353450586,-0.030615758314712825,-0.055919189532812434,0.003176551712235738,-0.00782205436502952,0.0032493453655550986,-0.03685426348052438,0.03685426348052438,0.006995596114338852,-0.006995596114338852,0.004840370770904341,-0.004840370770904341,-0.0057322445239389045,0.0057322445239389045
total_volume,0.014659414322531686,0.012937144576636993,0.018652733756088925,0.010322291094073953,0.005748057941624365,0.2274525566254663,0.12959760451673802,0.06608066308956251,0.02010419231055472,0.02220276291339634,0.025741859168657618,-0.18053138660600737,0.18885316351959838,-0.18885316351959838,0.18053138660600737,-0.14822142100162236,0.159301722868209,-0.159301722868209,0.14822142100162236,-0.1014046004238143,0.12300053115066162,-0.12300053115066162,0.1014046004238143,0.029802953192975313,0.02669323758414282,0.005710350876918469,0.005132711583794557,0.005371961871008081,0.2397646090653176,0.22016095928594054,0.4483918643643795,0.2732918065356562,0.18886141019074068,0.01891079985607592,0.03025898653623262,-0.011521968515828495,0.011521968515828495,0.004826801075799954,-0.004826801075799954,0.3940278678872205,0.37986662268864013,-0.030006230338960906,-0.03233591612229573,0.27529039946353057,0.26181836439513967,0.23059494727328164,0.010101894861563088,0.015987753353541734,0.01255911994195184,0.010101894861563088,0.015987753353541734,0.01255911994195184,0.02370262016943538,0.013650987196375022,-0.00946353119723845,0.014659414322531686,-0.014659414322531686,0.02010419231055472,-0.02010419231055472,0.02220276291339634,-0.02220276291339634,0.025741859168657618,-0.025741859168657618
total_notional,0.00824994724224517,0.008217668210504748,0.012541197915688612,0.006644219715204275,-0.0014114342870626413,0.22026515058114784,0.12443342891290436,0.06662143440995617,0.009898163939915659,0.008584819547119095,0.004756865193665001,-0.1854580452936336,0.16713634378440942,-0.16713634378440942,0.1854580452936336,-0.15354815089317797,0.13679688939304774,-0.13679688939304774,0.15354815089317797,-0.11215950769607622,0.09799784101004078,-0.09799784101004078,0.11215950769607622,0.015325325029849242,0.008627898764371443,-0.00034064891560992266,0.0008145944015990297,0.0014910691563426056,0.23579495015973378,0.21147750541185767,0.43105958287889495,0.26610957780165834,0.185553798731561,0.006806835922340964,0.01152294009219036,0.0019509732214678082,-0.0019509732214678082,-0.004190867873728465,0.004190867873728465,0.3824222068853934,0.36734719174652686,-0.017906609800782167,-0.017109493617377004,0.26938906466245904,0.25743882472862006,0.2253436008819117,-0.0023110880314299678,0.0036423142105283116,0.001991521646633486,-0.0023110880314299678,0.0036423142105283116,0.001991521646633486,0.01222800821058247,-0.0017266509465988743,-0.023242320477875413,0.00824994724224517,-0.00824994724224517,0.009898163939915659,-0.009898163939915659,0.008584819547119095,-0.008584819547119095,0.004756865193665001,-0.004756865193665001
total_trades,0.011650802589672783,0.011761902966090821,0.015401218284163734,0.004382516511380477,-0.0011879071954315962,0.2618868115346444,0.16083350556336432,0.10353505407231546,0.012221562536687314,0.005693660235982176,-0.0030635951172669177,-0.22239536378931382,0.2114505629811898,-0.2114505629811898,0.22239536378931382,-0.19308296635976324,0.17451486101196118,-0.17451486101196118,0.19308296635976324,-0.15745709387748968,0.13075322067613654,-0.13075322067613654,0.15745709387748968,0.014155142912960269,0.0015743824083659938,0.0025707286637040336,0.002323813733811775,-0.0022618179870934267,0.3006914141848745,0.2981366190730491,0.5213652674579766,0.336791660499088,0.26013177663417886,0.005180049901778988,0.0025479053263639264,-0.004949705465602669,0.004949705465602669,-7.25715711678954e-05,7.25715711678954e-05,0.4661220439040015,0.4577081490743985,-0.016612685462428913,-0.004024148189173527,0.32962819931325466,0.3283202337698966,0.3177388214567819,0.014028747247685575,0.01915474918902987,0.013064981176380412,0.014028747247685575,0.01915474918902987,0.013064981176380412,0.009148325611324781,-0.012273176857565756,-0.025654336050045853,0.011650802589672783,-0.011650802589672783,0.012221562536687314,-0.012221562536687314,0.005693660235982176,-0.005693660235982176,-0.0030635951172669177,0.0030635951172669177
buy_volume,0.01309465482946079,0.014085421975464824,0.020177920608508936,0.00919347809706514,0.00486975497873838,0.2219327586992715,0.12553266648375183,0.06200739681837056,0.022699271963481673,0.023836869114627644,0.026296879459777236,-0.17508317805811605,0.1895728785498203,-0.1895728785498203,0.17508317805811605,-0.14411745921307062,0.15993493086711608,-0.15993493086711608,0.14411745921307062,-0.09909331634371137,0.12470256538691314,-0.12470256538691314,0.09909331634371137,0.03123889626380539,0.02742980425981879,0.0033588039991185835,0.007626837446404798,0.004783096966889668,0.23424975168096832,0.21801632723569705,0.43958510511488835,0.26908549457625697,0.1857874522879065,0.0206495008527783,0.030722513346228424,-0.009963691706185322,0.009963691706185322,0.005889730154231599,-0.005889730154231599,0.3860597226653173,0.3723818301506336,-0.03455152084902033,-0.03463917662865892,0.2684382506169435,0.2553038256584805,0.2273990209613469,0.007743090512124398,0.016249812650229588,0.009892926091166737,0.007743090512124398,0.016249812650229588,0.009892926091166737,0.027052032131699946,0.013464566238489364,-0.008327256787263735,0.01309465482946079,-0.01309465482946079,0.022699271963481673,-0.022699271963481673,0.023836869114627644,-0.023836869114627644,0.026296879459777236,-0.026296879459777236
