,tgt_ret_1,tgt_ret_3,tgt_ret_5,tgt_cum_ret_5,tgt_cum_ret_10,tgt_sharpe_5,tgt_sharpe_10,tgt_profitable_long_3,tgt_profitable_long_5,tgt_profitable_short_3,tgt_profitable_short_5
fib_intertime_ratio_pct,0.0016170562577784153,0.016312409562138974,0.0,0.005742091752146905,0.0,0.01361189267143903,0.003456481943073797,0.0005367972715135672,0.0,0.002295353298261027,0.0
fib_time_scaling_score,0.010845853488365975,0.0,0.005819849570924518,0.0,0.0038520523389617978,0.0,0.008421670005755999,0.0,0.0,0.0002495700884876939,0.0
ew_impulse_detected,0.0,0.0,0.0,0.008234281554315714,0.0,0.0,0.0028671371602242424,0.0,0.003252825934088932,1.9177011850057823e-05,0.0012960805494777183
ew_impulse_quality,0.02139659876811706,0.0031828262893753845,0.01793441570867582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ew_correction_detected,0.0,0.0006040996018825684,0.0010406934875570872,0.00018199379154459905,9.091911030623123e-05,0.0,0.000227531132164005,0.0,0.0,0.0,0.0
ew_correction_quality,0.0010774885663389355,0.0,0.0,0.0,0.003281217340231013,0.0062058847870045675,0.02111915648949081,0.004545555696584103,0.004873762823680572,0.0017111772155935512,0.009956659905484777
ew_vol_exhaustion,0.0018858616101793402,0.0064063530342348685,0.002364624953843375,0.0,0.0,0.01699899446819675,0.0,0.0010435767168344157,0.0015569835260831333,0.001312705265393621,0.0007034940259722511
ew_amplitude_trend,0.013641648948826024,0.005662261691177228,0.010073934642859328,0.0,0.005737314705601015,0.0,0.002169613687264871,0.0,0.0005715575968077147,0.0,0.0
ew_amplitude_trend_norm,0.0,0.0,0.0012176406229906789,0.0,0.0,0.0,0.0024011058376132155,0.0,0.0002641892831345416,0.0,0.000904934360842713
ew_wave_count,0.010331062684138637,0.00261542355715072,0.0,0.00174353901205615,0.0,0.005027049582435605,0.01627471904929756,0.003334853075037003,0.0,0.0035306026648096456,0.0
ew_swing_count,0.010570590316474338,0.0034422867337093876,0.0,0.003166743333891109,0.0,0.005269892769045992,0.016971619203710375,0.00048532583436422527,0.0,0.0015676872162551092,0.0
ew_impulse_correction_ratio,0.0,0.0,0.0020588375137187143,0.0,0.0,0.0,0.0,0.0006525148509211043,0.0,0.0035440309549605864,0.0
ew_alternation_score,0.0,0.0,0.0,0.006141886173732125,0.00501516974387517,0.00020461696177243027,0.0,0.0013801028868951626,0.0,0.0,0.0
ew_wave_symmetry,0.0,0.011772270598678247,0.01832659415408333,0.002513181085824101,0.0,0.0,0.0009522856525645551,0.0,0.0,0.0,0.0
ew_net_direction,0.01522373689201828,0.00016096773725493563,0.0,0.007497191730870156,0.0,0.0,0.009815001374327892,0.0065902263248771575,0.003443219902276251,0.008702444625267258,0.003472001066032959
ew_completion_pct,0.00019235747390689006,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.9984014443252818e-15,1.9984014443252818e-15,0.0,0.0,0.0,0.0
ew_last_wave_pct,0.0,0.0,0.0006913060612472322,0.0,0.0,0.0023608889876358674,0.0063010560157055195,0.0,0.0,0.003119811662506411,0.0
ew_first_wave_pct,0.0,0.0,0.0,0.0,0.002833371625524883,0.0,0.0032286411244397684,0.0,0.00029872104926775833,0.0003299496983983907,0.0
dominant_freq,0.0005710816516195649,0.008125521645012679,0.0,0.010855491934388617,0.0,0.00965863151224644,0.0,0.0,0.0,0.0,0.0
dominant_freq_power_pct,0.03373648741768598,0.029887768021119143,0.022864820518983642,0.017964297290729903,0.021088218614819354,0.007801414524053918,0.007794812624362102,0.0,0.004184457407953257,0.0,0.0011940777821339843
spectral_energy_ratio,0.0,0.008227725731928537,0.0,0.0015137461335736901,0.018500825095498108,0.0009276572383658532,0.0044991594071914776,0.005551197852454504,0.0058199696108864885,0.006576142038801969,0.004368538923814391
