,tgt_ret_1,tgt_ret_3,tgt_ret_5,tgt_cum_ret_5,tgt_cum_ret_10,tgt_sharpe_5,tgt_sharpe_10,tgt_profitable_long_3,tgt_profitable_long_5,tgt_profitable_short_3,tgt_profitable_short_5
open,0.040842217879844434,0.0,0.0,0.06185095528942064,0.09500015319134825,0.04770933257428478,0.07717766018103944,0.00569400711644219,0.013812065963606734,0.008168749009934917,0.010635714235004645
high,0.02887090996323849,0.006009574882079427,0.0055186791523835765,0.05026196296403995,0.10467172719671947,0.0533972531001945,0.11077348154412103,0.0,0.02549774747311373,0.0,0.01918989654644543
low,0.035381791210214786,0.013950694796894147,0.006743390426420248,0.07451229419844463,0.11738763490587889,0.050728665896818015,0.08856195338047712,0.01715140443574903,0.030963048295024276,0.023814748169526112,0.029861842324548693
close,0.03630375462941604,0.01650371206753576,0.0016923341130912206,0.08978699380651634,0.12074482126847386,0.05829807298729861,0.0992075266558139,0.015758683110334015,0.024922894038728938,0.020177316145647772,0.017444414330653135
range,0.04613530301930435,0.015967295100734802,0.0,0.0100733407915099,0.0,0.0,0.0013598315161651442,0.01522420614813047,0.0026862093509523177,0.010129582251858338,0.0
return,0.007207940535768564,0.0009044051429976108,0.0067951849156431265,0.0,0.0,0.0,0.01645705687163801,0.0,0.0,0.0,0.0
total_volume,0.015314638694728266,0.0060538388801054666,0.0,0.014269823011506588,0.010305049870615868,0.0,0.009027494142141101,0.0064275443872623406,0.0022538675912682216,0.010014220536119112,0.006448171702471139
total_notional,0.023168732388977098,0.005721570523836483,0.016761957413720552,0.024349902433813853,0.00042815897962444893,0.013723044186008337,0.004739397073571183,0.0,0.0,0.0,0.0
total_trades,0.04297657011820011,0.012624618806820642,0.010490120665391345,0.013449379766021785,0.01874676094776717,0.006956374591966075,0.0035321748517898044,0.0,0.0,0.0,0.0
buy_volume,0.039269504860414806,0.014524139646669987,0.0,0.0,0.0,0.0,0.0,0.010177480996919286,0.0024739233432851115,0.010217436578502603,0.0055157105583307775
sell_volume,0.016459264721301103,0.011639305814004963,0.01648938092629848,0.0023646355390809504,0.0,0.0,0.006625079106791887,0.0,0.0,0.0,0.00027845787784119835
net_volume_delta,0.016332996871731176,8.447568697000918e-06,0.0,0.0012203923803477679,0.0,0.014222525288584364,0.01845532692521168,6.341355401140447e-05,0.0,0.0,0.0
buy_sell_volume_ratio,0.0,0.0,0.0,0.03613507418182138,0.0,0.0017655792623418876,0.0,0.0,0.0026063876370199246,0.0002956867217380754,0.0
buy_trades,0.04092167205436681,0.0,0.0,0.014496404864551948,0.0,0.001229050590519698,0.0030678612923127346,0.004143742987576804,0.0,0.004568215445612367,0.0
sell_trades,0.031277316323863324,0.029051066370703538,0.01809131267471109,0.004637491825580042,0.009728261002213578,0.02073090213594142,0.0,0.0,0.000146743515633041,0.0014217058312206987,0.002468624245166584
buy_sell_trade_ratio,0.0,0.019449548622690216,0.0,0.029612830710650684,0.0,0.007476313660118805,0.00977245215335465,0.0,0.0,0.0,0.0
order_flow_imbalance,0.0,0.0,0.0,0.033584023269675356,0.0,0.003250678405914975,0.0,0.0,0.0022638864577704254,0.0004393626167797926,0.0
trade_imbalance,0.0,0.022132926245373774,0.0,0.03215964297682827,0.0,0.009063678502936767,0.007736989307259634,0.0,0.0,0.0,0.0
avg_trade_size,0.006379958996138413,0.0035248905952913745,0.0,0.013152659581420423,0.019321114942567164,0.0,0.0,0.0,0.0,0.0,0.0
median_trade_size,0.0029745772368272583,0.0,0.006449050855622751,0.012249963761847837,0.01965516606260831,0.0027532686327464972,0.004761499777179878,0.0020155577181180107,0.0,0.002628446073373869,0.0
max_trade_size,0.013796043068383668,0.0,0.0,0.003512996659159384,0.0014255058257566233,0.01641041146573574,0.0,0.01304271537804702,0.0024720843180672247,0.009925758788241534,0.004592403925054889
std_trade_size,0.0,0.01311431128069973,0.006369230109540602,0.012795381866579802,0.0012194081911953703,0.019207269272961014,0.015447890373025963,0.0028252381406197458,0.011043237227592595,0.003485324139032464,0.010679476535309096
avg_buy_size,0.013646085153655285,0.008033707106975818,0.0,0.007941923114671567,0.029106952173826528,0.011126025336205991,0.036634873168468474,0.0,0.0,0.0,0.0
avg_sell_size,0.0,0.00370382244825862,0.007260408612140168,0.0,0.028365433487990366,0.010158674763531828,0.006485579817736564,0.0,0.0,0.0,0.0
size_imbalance,0.001436714899512026,0.017122990496714507,0.0,0.0,0.0,0.0,0.0023044025344409746,0.0,0.00524810585472224,0.0,0.0007052911007656704
large_trade_count,0.0540684941236762,0.014167643863506996,0.010116921376138066,0.013557952778899818,0.0194875959160985,0.006041440872818882,0.0,0.0,0.0,0.0,0.0
large_trade_volume_pct,0.0,0.005790665491438141,0.01160078374837159,0.0,0.004282437115460169,0.014831510983206897,0.02508199006028633,0.012616784922312885,0.009702050513960891,0.011308330269475864,0.00905485911119408
large_buy_pct,0.0,0.0,0.02582672871751246,0.0,0.002306122109075659,0.0,0.016691226352628874,0.0,0.0,0.0,0.0
vwap,0.0344747997404653,0.004880792319212013,0.002464914610335711,0.0693015465664173,0.10474251699214676,0.046344691277906414,0.10141862428421078,0.011484205922426494,0.017306469556447546,0.008329492236327507,0.017812217753642834
close_to_vwap,0.011753918184139067,0.0,0.0,0.0,0.00011085301520541435,0.0047528415470674545,0.0,0.0,0.0,0.0,0.0
vwap_buy,0.03441865369495911,0.006404281926263522,0.003903869154334494,0.06854646255982644,0.10366233942623282,0.046235104990929976,0.1011035751561824,0.008894107169581389,0.022311387736158927,0.005509434506267841,0.020670061045926058
vwap_sell,0.03564317701869335,0.0046203537000231165,0.0039046495149079874,0.07029164386087494,0.10428212276692861,0.04582279362800179,0.10317620228416136,0.00966656406436961,0.02958805032295153,0.006595599946946251,0.030796948201024854
vwap_spread,0.006011343933520763,0.004753982306797688,0.0,0.0,0.0,0.002247713678187324,0.0,0.013988547386090566,0.0,0.013555494107409416,0.003907149441653601
vwap_spread_bps,0.0015311599365590567,0.0,0.01489134018138838,0.0,0.0,0.022623871096432602,0.0,0.0,0.007540471561542361,0.0,0.008140368246408958
twap,0.028629726319041815,0.0,0.003481714111811307,0.06181245313256234,0.10742772973392434,0.043847936796610476,0.10405869966787673,0.019808555556686258,0.03686374861870778,0.022030294308462484,0.03526349530504769
twap_vwap_spread_bps,0.0,0.013904775415437776,0.0,0.003029394762013915,0.0035483019201825172,0.0,0.0,0.0,0.0,0.0,0.0
