,tgt_ret_sign_1,tgt_ret_sign_3,tgt_ret_sign_5,tgt_ret_sign_10,tgt_vol_regime_5,tgt_vol_regime_10,tgt_vol_expansion_5,tgt_vol_expansion_10,tgt_mean_reversion_5,tgt_mean_reversion_10,tgt_regime_change_5,tgt_regime_change_10,tgt_breakout_up_3,tgt_breakout_down_3,tgt_breakout_any_3,tgt_breakout_up_5,tgt_breakout_down_5,tgt_breakout_any_5,tgt_breakout_up_10,tgt_breakout_down_10,tgt_breakout_any_10,tgt_consolidation_3,tgt_consolidation_5,tgt_fill_prob_long_1,tgt_fill_prob_short_1,tgt_fill_prob_long_3,tgt_fill_prob_short_3,tgt_fill_prob_long_5,tgt_fill_prob_short_5,tgt_tail_event_1,tgt_tail_event_3,tgt_tail_event_5,tgt_crash_3,tgt_crash_5,tgt_crash_10,tgt_liquidation_cascade_3,tgt_liquidation_cascade_5,tgt_mid_reversion_1,tgt_mid_reversion_3,tgt_adverse_selection_1,tgt_adverse_selection_3,tgt_adverse_selection_5,tgt_autocorr_break_5,tgt_profitable_long_1,tgt_profitable_short_1,tgt_profitable_long_3,tgt_profitable_short_3,tgt_profitable_long_5,tgt_profitable_short_5,tgt_profitable_long_10,tgt_profitable_short_10,tgt_optimal_action_1,tgt_optimal_action_3,tgt_optimal_action_5,tgt_best_side_1,tgt_best_side_3,tgt_best_side_5
sell_volume,,,,,,,0.35439707808046295,0.2902155603603696,0.5838381529317637,0.5763389955557117,0.4862124037040662,0.4102818453098235,0.39496416094722236,0.46498130112593494,0.2324910659495361,0.3929282718693481,0.458575800678349,0.18405355249204666,0.38412662795614755,0.4382496555937171,0.07804732376552426,0.7419151326059017,0.7995562732865863,0.4512524008080648,0.5615752156164436,0.4601529855006279,0.5526464092605285,0.5295016535522864,0.6243267914194432,0.4346817226240462,0.40034331248498856,0.3691471014657851,0.39409016850879885,0.3823818285867622,0.3618243828566662,0.4378921885899767,0.4072224573544408,0.5103504823712077,0.5106239390120705,0.5149907615164799,0.505216992116824,0.5012441660357576,0.4862936198300377,0.511185189029295,0.5025385060877481,0.5128623048593062,0.49637201837187256,0.5115873863511885,0.49269329118497035,0.507807445328675,0.49360202824964206,,,,,,
net_volume_delta,,,,,,,0.5226817235075522,0.5344399608077911,0.5463252943193507,0.5293972982943068,0.5002225187724518,0.5199182466010679,0.6382611935514887,0.3845055935849036,0.5762674620077247,0.6357542534007485,0.38719157111408026,0.5609105824446268,0.6343631516457816,0.4018680234499219,0.5736820840725843,0.4742915437011679,0.47423645068772935,0.5276229761063621,0.5360275574130782,0.5543235529169996,0.5347345975173254,0.5548105067092409,0.5397991784573254,0.5113307905964342,0.5127438754148249,0.5179535999025635,0.4954261959202951,0.5046371138875883,0.51486847002355,0.5049111127172441,0.5110413139683389,0.532302879107715,0.5437777939782752,0.48714526193330043,0.4948338654105565,0.5063693555935864,0.500957281045559,0.4860965774929292,0.5116860911438342,0.49151759855372656,0.5101686823216424,0.4953921195192145,0.5041700671506092,0.49980434533763335,0.5003328157812401,,,,,,
buy_sell_volume_ratio,,,,,,,0.5138576713551241,0.5219330447875477,0.5546103228124031,0.5341973053208495,0.49767022394316845,0.5113687898600864,0.6295962927012413,0.38244876521997623,0.5467647908168791,0.6252895973556243,0.3856665609665546,0.5200034014286,0.6207963887541545,0.40431361256658965,0.5246148576246772,0.48861595811904257,0.4971735982829375,0.5551066307084499,0.5314180873616673,0.5868067130951022,0.5191683801690655,0.5970958300072224,0.5225410771337289,0.5065856590887454,0.507319980908636,0.5106825113156038,0.4904683517474526,0.5020820840555186,0.511404478339825,0.5016499633341481,0.5095315176175909,0.54267022557178,0.5500786302710922,0.4897660206295026,0.49704181307862755,0.5100038217429594,0.500842110328137,0.4874484548120086,0.5095591551628417,0.49181580220542587,0.5115848232646134,0.49568469570831547,0.5038325088132452,0.49953968793133197,0.5002664859979591,,,,,,
buy_trades,,,,,,,0.3860816781796931,0.325040827001856,0.5902699083976944,0.5768879442092504,0.4809231995913018,0.41565583042440546,0.4503432811219421,0.42489923148743447,0.26947013861314656,0.44270483686473205,0.41939495240503444,0.203933151923808,0.427866233089722,0.4048311979779424,0.10059154706905334,0.7207804236336772,0.7866186466402397,0.5026110342631385,0.5698735583250314,0.5107980363055142,0.5591919884243394,0.5723533660242521,0.6034059790050206,0.4612054008751399,0.42821286128768093,0.39478295674274144,0.42322784672014635,0.41007903650218636,0.3866453519337265,0.44664915530485444,0.4141298375360124,0.5388257939207853,0.5373040752351097,0.5149387108012492,0.5025249647729971,0.5047698172302753,0.47844788090484475,0.5098928617763824,0.5064481226361736,0.5105786701636807,0.49970167101619417,0.5104673138300521,0.4965566403903413,0.5019634676351729,0.49877533646028904,,,,,,
sell_trades,,,,,,,0.3820243093016596,0.3189279644032652,0.5698496154662575,0.5680345003249776,0.4818942026552121,0.41425581440046716,0.400864641472114,0.4713405822540498,0.2603459011659387,0.39476795789522656,0.4632772933801605,0.20943983973268776,0.38227620721938294,0.4424125523480373,0.10415971331705515,0.7207100411027596,0.7791414194777716,0.48247534506951145,0.5559587071009178,0.47701564105491495,0.549474525931003,0.5282738434637169,0.6008101323596531,0.4571217485941941,0.4245446477610004,0.39078320991586946,0.4239450456451366,0.4080001013112967,0.38183927001584966,0.43974964085331136,0.4077371494054868,0.521923902234783,0.5165800518647351,0.5174231733516929,0.5040791780677043,0.5015810828492908,0.47870677040357756,0.5106909364539817,0.505697583337413,0.5121451016075975,0.49779522158495626,0.5109461668110616,0.4961395817990951,0.5015068882468678,0.49974248589610476,,,,,,
buy_sell_trade_ratio,,,,,,,0.5186749530488293,0.5280174296557235,0.5584507617197068,0.5302756161399688,0.4952998380114265,0.5077427799416574,0.6555887631806673,0.36479058818185733,0.5548943255243115,0.6529323241041887,0.37184633953794044,0.5399580323735969,0.6491952535042134,0.39155473007011177,0.5139213378537426,0.482444319863759,0.4916130233857544,0.5608810094838138,0.534335473470155,0.6048772690946456,0.5014164953164267,0.6507317444026305,0.489000456412597,0.5156376238355183,0.513917054702393,0.5188854058360983,0.49886213943712576,0.512367097376585,0.5165393450933335,0.5155103050127864,0.5209078331204768,0.5469397486668643,0.5486101709036753,0.4919568165699615,0.49469692335288484,0.5064794925023955,0.49748074847498086,0.49542126157917954,0.5025728014266028,0.49399375989603567,0.507736924622314,0.4978167519758877,0.5010800621767205,0.5017667501957583,0.4970119703218042,,,,,,
order_flow_imbalance,,,,,,,0.5138576713551241,0.5219330447875477,0.5546103228124031,0.5341973053208495,0.49767022394316845,0.5113687898600864,0.6295962927012413,0.38244876521997623,0.5467647908168791,0.6252895973556243,0.3856665609665546,0.5200034014286,0.6207963887541545,0.40431361256658965,0.5246148576246772,0.48861595811904257,0.4971735982829375,0.5551066307084499,0.5314180873616673,0.5868067130951022,0.5191683801690655,0.5970958300072224,0.5225410771337289,0.5065856590887454,0.507319980908636,0.5106825113156038,0.4904683517474526,0.5020820840555186,0.511404478339825,0.5016499633341481,0.5095315176175909,0.54267022557178,0.5500786302710922,0.4897660206295026,0.49704181307862755,0.5100038217429594,0.500842110328137,0.4874484548120086,0.5095591551628417,0.49181580220542587,0.5115848232646134,0.49568469570831547,0.5038325088132452,0.49953968793133197,0.5002664859979591,,,,,,
trade_imbalance,,,,,,,0.5186749530488293,0.5280174296557235,0.5584507617197068,0.5302756161399688,0.4952998380114265,0.5077427799416574,0.6555887631806673,0.36479058818185733,0.5548943255243115,0.6529323241041887,0.37184633953794044,0.5399580323735969,0.6491952535042134,0.39155473007011177,0.5139213378537426,0.482444319863759,0.4916130233857544,0.5608810094838138,0.534335473470155,0.6048772690946456,0.5014164953164267,0.6507317444026305,0.489000456412597,0.5156376238355183,0.513917054702393,0.5188854058360983,0.49886213943712576,0.512367097376585,0.5165393450933335,0.5155103050127864,0.5209078331204768,0.5469397486668643,0.5486101709036753,0.4919568165699615,0.49469692335288484,0.5064794925023955,0.49748074847498086,0.49542126157917954,0.5025728014266028,0.49399375989603567,0.507736924622314,0.4978167519758877,0.5010800621767205,0.5017667501957583,0.4970119703218042,,,,,,
avg_trade_size,,,,,,,0.40636295544300594,0.3925426566425056,0.5421648188364385,0.5418913696488484,0.508421840844834,0.4763110259380482,0.47204805706776803,0.4716540899145817,0.3765544345377757,0.482813969085399,0.470573876033607,0.36445807239040395,0.4914215773214654,0.4673496441317261,0.3536810300911694,0.5925923955585484,0.5967524362212805,0.43990764974573826,0.5238696209342983,0.4449001027514556,0.519046531109588,0.49273577374843197,0.5791134185303514,0.4346306095025146,0.425540252709636,0.42418907412095797,0.4074981910685346,0.4139264699036995,0.4230375579925436,0.48275466525254773,0.47737792925242806,0.484754278536662,0.4852872868911361,0.4981580060635973,0.5022948616789309,0.5020304694315515,0.5101985655979254,0.5035319027478659,0.4900471124730871,0.5084943565626691,0.49106944787172263,0.5125792720169158,0.48177952745775365,0.5224442959667145,0.4779228913935628,,,,,,
median_trade_size,,,,,,,0.4536303338278191,0.4549829176441165,0.4102885227699492,0.3893736715442584,0.4868556100115145,0.4818360992983156,0.4845637960321785,0.4937363114443675,0.4470519889542649,0.4892102749235998,0.4956428461439874,0.4352959492987054,0.4977044707341541,0.4879963752624624,0.5006521510004039,0.5243291076505864,0.5061136103353269,0.4513855026023267,0.49108792569525633,0.43381892910149567,0.45167923235092533,0.4253658722013153,0.3992811501597444,0.44964512146714686,0.45166735920763673,0.4522802190022083,0.42966826930036434,0.4381931267130508,0.4647581398109587,0.4880332485782339,0.4900811329907829,0.4724772189366317,0.4433820389714535,0.5051045732048725,0.5038820727475195,0.5016887054535215,0.5044192518012907,0.4992896805833052,0.5004039923211773,0.5040101505940111,0.4961510627885664,0.5029532249458103,0.49520158255565744,0.5127670888328157,0.4903731317391955,,,,,,
max_trade_size,,,,,,,0.39195554331828225,0.34986240759725895,0.651507927436605,0.6168931262845398,0.49242343340975203,0.4452956891718777,0.4420370283461611,0.4620646174309922,0.31188589683427786,0.4377284377536505,0.462804665877957,0.25825909381940415,0.43472165372485455,0.4567324284086228,0.13485253043371334,0.6614208184823356,0.7062127112414051,0.47724581289121976,0.5898111910931121,0.5107797693800662,0.6289924605894449,0.5682289884821531,0.7134841396622548,0.4447517228893662,0.4114788304155944,0.39467476196083334,0.41791621033773274,0.4158346134152586,0.4102902274141903,0.4470452520767164,0.43338233983783303,0.5376982257811274,0.5754777700246827,0.5040735128218954,0.5023864155967231,0.5036094008655844,0.4863690765069694,0.4940340434365188,0.5121251860593745,0.5003520665079981,0.5034157240613204,0.4999196595431808,0.4991119575229495,0.4937271269642194,0.5059403792227737,,,,,,
std_trade_size,,,,,,,0.3982717869249314,0.3744512148642619,0.60232842937152,0.5854076273121718,0.5041669551267514,0.4713454946818665,0.4580705975541077,0.4697706267325627,0.35215500126340105,0.4633100221527803,0.4729607881974436,0.3206834370435583,0.4676383222182411,0.47171894261102904,0.20621146380452157,0.6184929541394237,0.6386476968385312,0.46810035128922156,0.5566091761517733,0.4771092590478366,0.5770961846013251,0.5304595734975482,0.6559105431309904,0.43869728910569983,0.41510811406240966,0.4103985911735203,0.4147200893263213,0.42003348749079306,0.4208441885535713,0.46808710636995077,0.46340068015088065,0.5155539272983143,0.5317322613232798,0.49846310413046274,0.5003837902907226,0.502499322433797,0.5004962528363883,0.49689172007576743,0.49905446943522325,0.4993067069810826,0.5002784923133421,0.5014088365581546,0.49346432692620945,0.5053856874933642,0.494274557279813,,,,,,
avg_buy_size,,,,,,,0.4107973540850849,0.39651091061075955,0.5515046617572621,0.5471085776520808,0.5084123448714715,0.47937695386228746,0.4787533710000138,0.46786366593496137,0.38928004187272136,0.4873145750036763,0.4657290111539335,0.3689412053062286,0.4932449758892904,0.4634932463263069,0.36650447063783437,0.5872205539546737,0.5944617211277669,0.45587240140515684,0.5212958380785879,0.4603082543669369,0.5196253141421064,0.49998099365187976,0.5899931538110453,0.43522016619437964,0.4273081346531087,0.42624906018259556,0.4039056067260922,0.4123898239647765,0.42339369477473554,0.4751311727956433,0.4732080449869811,0.49083233021056855,0.4926316666493089,0.4962419798350137,0.5027966455805795,0.5047625076025313,0.5110039548277538,0.49835211084875064,0.4949877765891736,0.5075622724119273,0.4935540168115263,0.5112068972671174,0.4838340318980438,0.5214227339312258,0.4792017233919423,,,,,,
avg_sell_size,,,,,,,0.41246161283931376,0.3997778737027644,0.5254902601113597,0.5245577669647092,0.5071762768304351,0.474743994910348,0.4714230770991773,0.47495230068358385,0.3761072807999134,0.4831451138696835,0.47525965542183324,0.3698953560495408,0.4925252615431093,0.47073998863795,0.35047516995450306,0.5914498897127553,0.5954795928692119,0.41753410888970716,0.5242132241870758,0.431236442516269,0.5118003198537812,0.4844185958110009,0.5562243267914194,0.4392157036156875,0.43112722504860423,0.4307952106202401,0.4166149031754445,0.4204207978401526,0.42814386963468715,0.49024314778977596,0.4829300197016049,0.47447997534353314,0.4750913881627595,0.4983698379584507,0.5019335710486398,0.5000538631434468,0.5098201310816586,0.5088016295181504,0.48624462654276945,0.50840141266427,0.4897236180591386,0.5134283186780723,0.48079548809991435,0.5222765845642884,0.47774952120942793,,,,,,
size_imbalance,,,,,,,0.49755374202496067,0.495008260683003,0.5136652352105546,0.5082078802677112,0.5017720600347106,0.5055285826459452,0.511519891761711,0.48491703233659783,0.5123204165613833,0.508031528154552,0.48020358660318785,0.4894105524320214,0.5013457279266145,0.48361583341323416,0.5283828411825672,0.5006745125544241,0.49886930499977167,0.5465134793555386,0.49863315058250474,0.5266537275944743,0.5134528977229458,0.4801383662143156,0.5387779552715656,0.4902631454364696,0.4940367788624966,0.4928813955226471,0.48354547542435083,0.4866655166465413,0.49321230564877855,0.4751640624302111,0.4850276465987506,0.5210085890569484,0.5195159291390246,0.49238229487663365,0.502500209962269,0.5089728531830681,0.5039671448620853,0.4824840291652611,0.5140507248112844,0.49625055392903733,0.5070175597114939,0.4997665510676931,0.5022124674243496,0.49669383021115354,0.5039805908370825,,,,,,
large_trade_count,,,,,,,0.3816174667928688,0.31826738276382155,0.5810884509250037,0.5722262722433994,0.4811403072504409,0.4134907631281838,0.42347704057104396,0.44721730049610886,0.26055684402411294,0.4165661351563279,0.44020825966077504,0.20107382600692292,0.40289308587190936,0.4223554344672376,0.10006236056704199,0.7253352852471512,0.7875444017725787,0.49359369868739245,0.5633429354955126,0.49443772120105034,0.5529053385119184,0.5539438172349564,0.6011809675947056,0.45803937869334577,0.42477895029320994,0.3905879003686022,0.42148330003545487,0.4070605074874525,0.38192549682685334,0.44231625048420853,0.4092420574811646,0.531095642667318,0.526403107718264,0.5166513296780322,0.5035178011714339,0.503308721142782,0.47769273856972355,0.5104488699758686,0.5062622455452516,0.5114090709925413,0.49878191419092555,0.5106347373256057,0.4964834430929661,0.5017737489714392,0.49911792797581256,,,,,,
large_trade_volume_pct,,,,,,,0.4871409775500146,0.4845261541189076,0.5969269957382884,0.5848279375340347,0.5167759631980635,0.5122854692681595,0.4880273983892458,0.4963046064489488,0.4825240046204382,0.48948917473014397,0.4990002364869439,0.48856144580723904,0.4868130619903701,0.5083524184332551,0.3861524408452931,0.5174538568828955,0.5274261253896209,0.5341710868072488,0.5160964077252383,0.530252311907752,0.5578211865052167,0.569764701410271,0.6169785486079417,0.4966446121567552,0.4912204316084713,0.4957077147111473,0.5128083582680321,0.5099322035754673,0.49896680227670864,0.48705163510209193,0.4907559624580475,0.5246372766234597,0.5454274674803945,0.4899575299343456,0.500085851238881,0.500439562649938,0.504383451608269,0.49715685409585103,0.4933070706207951,0.4956244273991973,0.4997390075765696,0.49805165315660715,0.5009463253711689,0.49248554415843815,0.5053088460438018,,,,,,
large_buy_pct,,,,,,,0.5124053276259357,0.5173108736111218,0.5623369201378117,0.5431868884712,0.49732192331126185,0.5113629860414652,0.6205453293621541,0.38571327546136697,0.5352515972999314,0.6153267270295436,0.3883440592180942,0.5036934262390204,0.6110859045910187,0.40499489051300064,0.512851985876649,0.4953931095768228,0.506162187016192,0.5574514613830646,0.5457208428868724,0.5726201621189634,0.5479266620973269,0.5636712662029117,0.5611222044728434,0.5022450105529737,0.5051384611301502,0.5090094180829492,0.48379285990066156,0.4953431030281125,0.5086724119122941,0.4931308374025797,0.5041457522745948,0.5514639777161366,0.5593392974307169,0.49192944328545773,0.49767369582325427,0.5068366533558863,0.5024142395440413,0.48474298762292745,0.512456577465801,0.4919518726950743,0.5111407311028192,0.49759261299322505,0.5022563287389709,0.5006798403325238,0.49900622011561924,,,,,,
vwap,,,,,,,0.5496789068535389,0.5502532912119865,0.5128782064889048,0.4961441846575439,0.5110216685910601,0.5101849728284108,0.49061242313662107,0.5187971649283584,0.5221618597263834,0.4854017200164351,0.5204876732361332,0.5516679505392265,0.47472713787005527,0.5171213881064509,0.6113443532945702,0.49432380581911917,0.48390791114899745,0.6052399812911123,0.5041610570014026,0.5470898504395478,0.5400807250019038,0.4762838788155245,0.5402955271565495,0.5342825980760657,0.537494411298143,0.5369416643546077,0.5583102495169521,0.5573640991098296,0.5500373783199328,0.5217473572569558,0.5239232181927985,0.5514372277757424,0.5434028681823388,0.5044030550244494,0.502415862156919,0.49643150194498303,0.4954302377409088,0.4979891538441579,0.5042804853532602,0.48310542369139964,0.5169067630791166,0.475867106407486,0.524515232611777,0.47358169551613843,0.5252888392386461,,,,,,
close_to_vwap,,,,,,,0.49902923875835803,0.5054010263973573,0.5791714971506947,0.5597343966834718,0.5006985906437076,0.5095897439884317,0.7271041564601868,0.28440220969778074,0.5247969533985489,0.7171315245870779,0.2937653413426098,0.48003411432801774,0.7068109815224959,0.3098045777380651,0.4136262230576001,0.525501405043858,0.5500192068166738,0.5690561963239026,0.5028514747927035,0.6101381436237013,0.4965120706724545,0.68422092979055,0.5000684618895481,0.490585041049169,0.5020148256806141,0.5019123194810653,0.5040206999230623,0.5083676285763573,0.5063332991099789,0.5190845149915827,0.5093060381953726,0.5338171583422016,0.5483268936356347,0.5044750135829555,0.5030008014855997,0.5072937124552117,0.5050706771784935,0.4799033706115883,0.5219644849241127,0.48722820133640055,0.5122008505465782,0.4900995039119423,0.5084357421106178,0.49366221980012737,0.5053922898446612,,,,,,
