,max_|spearman|,max_|auc-0.5|,max_mi,max_|spearman|_norm,max_|auc-0.5|_norm,max_mi_norm,composite
garman_klass_vol,0.5704764582249034,0.4391193985279393,0.06629066116484505,0.9231088155720555,0.9647264272000154,0.7738825447124095,0.8872392624948268
wave_wavelength,0.599716615691158,0.381787201152353,0.07190926281837928,0.9704233834856948,0.8387700560556504,0.8394745552453848,0.8828893315955767
manhattan_distance,0.6179948112307606,0.4048562193686651,0.06490086611197388,1.0,0.8894516966241184,0.7576579647603386,0.8823698871281523
price_path_length,0.5916608082001616,0.38076835245138513,0.07141435865103052,0.9573879868373752,0.8365316892915377,0.8336970039329271,0.8758722266872799
side_switches,0.572436581777785,0.39829518506157013,0.06572486534619504,0.9262805631616152,0.8750373865138403,0.7672773985239336,0.8561984493997965
max_visits_level,0.5464879610004446,0.3889037714968293,0.07037733429986393,0.8842921511138462,0.8544048549403264,0.8215906977095834,0.8534292345879186
wave_frequency,0.5997190574168884,0.381787201152353,0.06426572496122862,0.9704273345313768,0.8387700560556504,0.7502432755514313,0.8531468887128195
inter_trade_std,0.5848930273053564,0.36837528764909455,0.06556343620050953,0.9464367931188925,0.8093046590832347,0.7653928616094021,0.8403781046038432
spectral_entropy,0.5743743823270335,0.3965209830133329,0.06129653680282843,0.9294161890827929,0.8711395409418508,0.715580732632471,0.8387121542190382
sunflower_score,0.5710337000663115,0.3995797249108507,0.06068261023335175,0.9240105089702545,0.877859465300491,0.7084137041626279,0.8367612261444578
trades_per_second,0.5710216369988288,0.39957752911623656,0.06067857263727472,0.9239909892796949,0.8778546412341891,0.7083665689391785,0.8367373998176874
avg_visits_per_level,0.571033893877449,0.39957972491085075,0.06036156041324858,0.9240108225831425,0.8778594653004911,0.7046657425735426,0.835512010152392
total_trades,0.571033893877449,0.39957972491085075,0.06036088630946512,0.9240108225831425,0.8778594653004911,0.7046578730314054,0.8355093869716796
parkinson_vol,0.5632714772303511,0.45146854743794684,0.05099580671955373,0.9114501723866809,0.9918569760822793,0.5953291757892315,0.8328787747527305
sell_trades,0.5665782129625285,0.39584028668294485,0.05914410183118779,0.9168009223801832,0.8696440803882409,0.6904530325324666,0.8256326784336303
candle_aspect_ratio,0.5632466386221253,0.4513455829395542,0.04874117473119366,0.9114099801265286,0.9915868283693691,0.5690084194431266,0.8240017426463414
fib_size_ratio_count,0.5479287429262938,0.39934697068175035,0.05739521857563279,0.8866235330278461,0.8773481142724826,0.6700364278338311,0.8113360250447199
large_trade_count,0.5707976253575664,0.399937639432958,0.05400930895225109,0.923628507852357,0.8786457881077118,0.6305090447987913,0.8109277802529533
dominant_freq_power_pct,0.5331350711730896,0.4051811969715602,0.057064870527888445,0.8626853518581012,0.8901656584368098,0.6661799179825649,0.8063436427591587
effective_spread_bps,0.5231861953855372,0.45098986421206105,0.0496901311692195,0.8465867121822458,0.9908053296284504,0.5800866137193079,0.8058262185100014
