,tgt_ret_1,tgt_ret_3,tgt_ret_5,tgt_cum_ret_5,tgt_cum_ret_10,tgt_sharpe_5,tgt_sharpe_10,tgt_profitable_long_3,tgt_profitable_long_5,tgt_profitable_short_3,tgt_profitable_short_5
open,0.004826181115765493,0.011185019353824543,0.016148641384635454,0.03409114777739397,0.07521498501651713,0.024537296379567586,0.04098723882647981,0.0,0.0,0.0,0.0010072616229876985
high,0.02038433570492426,0.009760294752387821,0.0129358727955724,0.03242031248443933,0.07861028775297552,0.01837881315678036,0.04534127905421048,0.0029123027311754868,0.009346223157385758,0.004577706285727512,0.005985045521943455
low,0.003496355286523034,0.0169060849099143,0.022881391848510013,0.031930417118767096,0.07023361565923025,0.02294307834931697,0.04468405054210933,0.007413409241639801,0.0017968115313369282,0.008253794263587633,0.00545025963267376
close,0.012998078920535505,0.010860862020363626,0.014880380812205551,0.03096476287525718,0.08310379865512729,0.01748431953194096,0.05010072961427259,0.004654147206094361,0.008634048721575471,0.007172144509011602,0.009122675359356514
range,0.060737575984118664,0.02709167249944322,0.029399574112733973,0.03543633246947131,0.0168946426537806,0.00033434282136468596,0.0,0.0,0.0,0.0,0.0
return,0.013738771753774692,0.018212561947869688,0.008987932229569395,0.008124686400625691,0.0,0.002080491125664885,0.007499379945400619,0.0,0.0009348421778492266,0.0,0.0012083342450930346
total_volume,0.050541243732989294,0.016529713853418393,0.018496752740785105,0.028158464114883763,0.027548821875387652,0.0008236108292507538,0.0054403775086315775,0.0,0.0,0.0,0.0
total_notional,0.04228780818447486,0.027735879642091454,0.016776096123891193,0.030381358670880765,0.017423635688462724,0.00804369502318103,0.0,0.009068009334465721,0.0,0.0053562473109192155,0.0
total_trades,0.05374701026788209,0.029632021497364214,0.029314008802946212,0.04133075714168566,0.01626800160813069,0.0,0.005594536604240474,0.0,0.0,0.0,0.0
buy_volume,0.030923424347461648,0.021587116144845986,0.015498173619636013,0.022379833867352872,0.008963775847886879,0.0,0.005227342723570949,0.0016881044054271044,0.0039983221719732676,0.0041781349655409805,0.0037551122168273388
sell_volume,0.042138115942330856,0.0251313620546032,0.011565720429183024,0.012067683711687316,0.02269812086071976,0.0,0.006828618409389975,0.005738732111988387,0.0021939798132919464,0.0015932413130590461,0.0016530402529397747
net_volume_delta,0.00572752015016853,0.004165993122112077,0.0012159902128106026,0.0024858148584545603,0.005197398722692093,0.0,0.012831949408567134,0.006024087973647507,0.00174669650506587,0.005427124381878201,0.0015904770530643653
buy_sell_volume_ratio,0.015078038874046129,0.0026714334367525794,0.015431744446794404,0.00012153267769043907,0.018516604962292682,0.0,0.004104691204483757,0.0,0.0,0.0,0.00012662009896402537
buy_trades,0.04746280048936846,0.0268271006311398,0.023064666960215696,0.03542231520402961,0.02755269367283475,0.0,0.0003149299137126249,0.0,0.0,0.0,0.0
sell_trades,0.051797422303732965,0.024521068903331056,0.022065988266844805,0.03025492364362492,0.011010043634867017,0.001452890291284703,0.0041470753113630465,9.024098304521999e-05,0.0,0.0034454029162671596,0.0
buy_sell_trade_ratio,0.01149194640950757,0.0,0.0,0.0029200697259765818,0.006519306345697196,0.0,0.0,0.0,0.008461579494821958,0.0,0.008107336475016158
order_flow_imbalance,0.013279237197602711,0.0035281364979606877,0.011451438462792396,0.0012705826028085454,0.02234436864599232,0.0,0.004889708688812,0.0,0.0,0.0,4.5441362911180505e-05
