,max_|spearman|,max_|auc-0.5|,max_mi,max_|spearman|_norm,max_|auc-0.5|_norm,max_mi_norm,composite
wave_frequency,0.5496306500747092,0.4189756627056673,0.05778392151784395,0.9725698917102432,0.9100921415940186,0.6009937647967394,0.827885266033667
sunflower_score,0.5213643851566653,0.4321012340036563,0.059135235258757746,0.922552815321475,0.9386032947600286,0.6150483860692426,0.8254014987169155
garman_klass_vol,0.517795400399875,0.44582666819012795,0.05529715968495985,0.916237506817564,0.968417460366705,0.5751296780951067,0.8199282150931252
trades_per_second,0.5213652184644297,0.4321012340036563,0.05751284978655313,0.922554289857224,0.9386032947600286,0.598174426544175,0.8197773370538092
total_trades,0.5213652674579766,0.4321012340036563,0.05740258798561548,0.9225543765511676,0.9386032947600286,0.5970276256155063,0.8193950989755674
avg_visits_per_level,0.5213652674579766,0.4321012340036563,0.05738785080211706,0.9225543765511676,0.9386032947600286,0.5968743484553453,0.8193440065888472
large_trade_count,0.5219280516483514,0.43163705438756855,0.05657589338805025,0.9235502215954982,0.9375950113237986,0.5884294154996623,0.8165248828063197
price_path_length,0.539647325765823,0.4169047074954296,0.05599701667862966,0.9549044273830956,0.9055936462631465,0.582408687175774,0.8143022536073388
spectral_entropy,0.5257397104988963,0.4298017595978062,0.054053839630293865,0.9302949412267759,0.933608413737474,0.5621982677499253,0.8087005409047251
inter_trade_std,0.5378754029519087,0.4209609232175502,0.05348816050709093,0.9517690149401883,0.9144044922905096,0.556314803682578,0.8074961036377587
wave_wavelength,0.5496303138148793,0.41897566270566733,0.050408472190137665,0.9725692966994185,0.9100921415940187,0.5242838610364525,0.8023150997766298
manhattan_distance,0.5651322899870934,0.4342578839122486,0.04291183711885349,1.0,0.9432879347252816,0.4463135395966546,0.7965338247739787
fib_size_ratio_count,0.5035646636427813,0.4396566499085923,0.051691757600901944,0.8910562580918563,0.9550150466912792,0.537630939428939,0.7945674147373581
side_switches,0.530861049599447,0.43705724405850094,0.04738173716203775,0.9393571363822989,0.9493686594483915,0.4928036701494737,0.7938431553267215
buy_trades,0.513313841186836,0.4201611060329068,0.04954626848333099,0.9083074003762184,0.9126671423696213,0.5153163310010355,0.7787636245822918
extrema_density,0.5130468753430134,0.4375142824497258,0.04465954837866093,0.9078350050653281,0.9503614308317564,0.4644909761952587,0.7742291373641145
num_extrema,0.5130446458169821,0.4375357061243144,0.04446613830605539,0.907831059925277,0.9504079669903515,0.4624793742715485,0.7735728003957257
parkinson_vol,0.5026332193542633,0.4603233546617916,0.04004704131361603,0.889408070039216,0.9999069276828095,0.41651763147657495,0.7686108763995335
candle_aspect_ratio,0.5026423393392682,0.4603662020109689,0.03877607443163722,0.8894242078270693,1.0,0.40329867451989737,0.7642409607823222
realized_vol,0.49814959724831215,0.4266881855575868,0.046378301671367694,0.8814743133146559,0.9268451586883008,0.4823672293986978,0.7635622338005515
market_temperature,0.49814959724831215,0.4266881855575868,0.046378301671367694,0.8814743133146559,0.9268451586883008,0.4823672293986978,0.7635622338005515
