,tgt_ret_1,tgt_ret_3,tgt_ret_5,tgt_cum_ret_5,tgt_cum_ret_10,tgt_sharpe_5,tgt_sharpe_10,tgt_profitable_long_3,tgt_profitable_long_5,tgt_profitable_short_3,tgt_profitable_short_5
open,0.007031383298538252,0.0029546711768642098,0.01331571967529488,0.03535223770900675,0.06929336211780601,0.017295108846640872,0.038200278056746306,0.007461967602243824,0.004501026498137328,0.007487478167353956,0.006649549270843824
high,0.02074216605040302,0.005419220452702156,0.01096209192684583,0.05133028886251445,0.07721950492180252,0.008612362121973582,0.050117679352642774,0.000683377085855863,0.0020120606184419465,0.0026837610434520265,0.006309690298110571
low,0.015381821632710846,0.0020408866448162755,0.0010468067149398408,0.04009446796577887,0.0817343260800536,0.01272977767940997,0.04315039402492804,0.0,0.005695897173824793,0.0,0.007324520490874953
close,0.020059669441796935,0.010711418410685347,0.0009197772963736028,0.04169278809515653,0.08565984801928828,0.01121542569683065,0.045232958983782545,0.004426888640304938,0.004239753468478824,0.003272432684466864,0.003992903757960686
range,0.05155720592149926,0.02893969413877162,0.02220840212993025,0.031024854706940275,0.025834648078375544,0.004728298785421359,0.00028557498724612884,0.0025292477069709385,0.0,0.0060879961539410665,0.0
return,0.027858821457227734,0.009574786688911985,0.005314287739504486,0.00685676114772793,0.011517554108129602,0.002951251333639604,0.0,0.0,0.0002496733466768042,0.0,0.00310794395700853
total_volume,0.02771801954854336,0.018354499918936007,0.016445085970743456,0.017606112920513617,0.026533992873028822,0.004187859730285126,0.0027144902607920685,0.0,0.0,0.0,0.0
total_notional,0.03167502800086197,0.02348236850115626,0.01697026825066672,0.02875583275755922,0.01635907074564269,0.007351104585923807,0.0009740434614764482,0.0037819628731510235,0.0,0.005357881524900687,0.0
total_trades,0.06036088630946512,0.020785033072503012,0.032265294218094986,0.03374264092158885,0.02725736664012235,0.004640728138087802,0.00348416617147862,0.0017599804332770752,0.0,0.0021762604137518515,0.0
buy_volume,0.04528000925541953,0.008317155941384158,0.015322998434966983,0.02756985973953885,0.013448708533601028,0.0005579609191626034,0.0034597800375300025,0.0,0.0,0.0,0.0
sell_volume,0.04230389470598439,0.015121295866038942,0.01733046874586286,0.017958191062513507,0.02192637189329627,0.004108841061974289,0.001309714334079004,0.0,0.0,0.0,0.0
net_volume_delta,0.0,0.0,0.00029351614955785976,0.0,0.0,0.015372862316002767,0.0,0.0,0.0026356056867462563,0.0,0.002057022797826047
