pair,signal,direction,horizon_m,n_signals,mean_ret,median_ret,win_rate,net_fees,avg_corr
EIGENUSDT/ETHFIUSDT,momdiv_5m_gt150,short_EIGE,15,209,195.60695146161004,31.743251884415173,60.76555023923444,155.60695146161004,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_5m_gt150,long_EIGE,15,135,119.3396929725588,28.32541542491795,60.0,79.3396929725588,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_5m_gt150,short_EIGE,30,209,208.27594553724106,34.90653998536763,60.76555023923444,168.27594553724106,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_5m_gt150,long_EIGE,30,135,126.09758102198037,30.013299194591184,63.70370370370371,86.09758102198037,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_5m_gt150,short_EIGE,60,209,178.766872122389,16.67316607021796,56.45933014354066,138.766872122389,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_5m_gt150,long_EIGE,60,135,131.14924335638383,26.829167452842057,57.03703703703704,91.14924335638383,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_5m_gt150,short_EIGE,240,209,129.5178525071835,0.7698926392141061,50.23923444976076,89.5178525071835,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_5m_gt150,long_EIGE,240,135,280.60008199937215,129.0680575088021,63.70370370370371,240.60008199937215,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt50,short_EIGE,15,25842,6.070945463561697,5.2132432255169805,54.86804426901942,-33.9290545364383,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt50,long_EIGE,15,27004,5.145832579335119,3.6950972440125147,53.54021626425715,-34.85416742066488,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt50,short_EIGE,30,25842,6.743880023404776,7.055293266321483,54.85643526042876,-33.25611997659522,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt50,long_EIGE,30,27004,5.698584820562672,3.9312765753757297,53.04769663753518,-34.30141517943733,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt50,short_EIGE,60,25840,5.83087047327792,8.717793052473993,54.578173374613,-34.16912952672208,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt50,long_EIGE,60,27003,3.659652348685198,2.5489979860626732,51.357256601118394,-36.3403476513148,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt50,short_EIGE,240,25827,14.528761698402695,20.92106001466476,55.453595074921594,-25.471238301597303,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt50,long_EIGE,240,26980,1.3923989838225646,-2.5846828115289,49.32171979243884,-38.60760101617743,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt100,short_EIGE,15,4911,16.79742809071869,11.81088070124403,56.44471594379963,-23.20257190928131,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt100,long_EIGE,15,4495,15.074158412342076,10.231753314756677,57.46384872080089,-24.925841587657924,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt100,short_EIGE,30,4911,17.75030431859655,15.825484655535016,56.85196497658318,-22.24969568140345,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt100,long_EIGE,30,4495,17.428103982494903,9.003740686316377,55.30589543937708,-22.571896017505097,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt100,short_EIGE,60,4911,13.695000038337083,15.872365021025736,55.7523925880676,-26.304999961662915,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt100,long_EIGE,60,4495,15.866317036523984,6.79148464896474,53.103448275862064,-24.133682963476016,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt100,short_EIGE,240,4911,27.704182277836697,37.021385443742886,57.09631439625331,-12.295817722163303,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt100,long_EIGE,240,4494,23.300786673541634,5.7233312801785345,51.22385402759234,-16.699213326458366,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt150,short_EIGE,15,1450,42.05626518754669,20.32775633988293,59.586206896551715,2.0562651875466926,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt150,long_EIGE,15,1066,37.65746917405531,20.567365407570538,62.28893058161351,-2.342530825944692,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt150,short_EIGE,30,1450,43.32481436914103,26.89019024480377,58.55172413793104,3.3248143691410306,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt150,long_EIGE,30,1066,41.158569048627086,18.136265870398184,59.47467166979362,1.1585690486270863,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt150,short_EIGE,60,1450,28.567988634976707,15.755386705630926,55.03448275862068,-11.432011365023293,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt150,long_EIGE,60,1066,42.95607551700848,20.76349206833749,58.630393996247655,2.956075517008479,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt150,short_EIGE,240,1450,19.748081438969713,19.224868600926644,52.3448275862069,-20.251918561030287,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_15m_gt150,long_EIGE,240,1066,93.1285495431106,44.208497228613865,59.56848030018762,53.128549543110594,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt50,short_EIGE,15,45438,3.6509960175874125,3.3990615127066413,53.54108895638012,-36.34900398241259,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt50,long_EIGE,15,49289,2.2926029171664033,2.058640869562197,52.29361520826148,-37.707397082833594,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt50,short_EIGE,30,45435,3.4935599373418733,5.208657105604253,54.0244305051172,-36.50644006265813,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt50,long_EIGE,30,49289,1.7441173205714438,2.3492529375657227,51.97508571892308,-38.25588267942856,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt50,short_EIGE,60,45435,4.242088701386608,6.989227615791243,53.91658413117641,-35.757911298613394,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt50,long_EIGE,60,49289,0.2870341564461733,1.0866950280541516,50.59952524904136,-39.712965843553825,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt50,short_EIGE,240,45392,11.60569658358709,14.687996471342558,54.209992950299615,-28.39430341641291,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt50,long_EIGE,240,49258,-0.8338163990833424,-3.0101333603682505,49.06817166754639,-40.83381639908334,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt100,short_EIGE,15,11581,9.59917813179129,8.097914918301363,55.59968914601503,-30.40082186820871,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt100,long_EIGE,15,11332,6.158331405252428,4.6362743523925545,53.56512530885986,-33.841668594747574,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt100,short_EIGE,30,11581,8.152717876792419,10.600580575799142,55.556514981435114,-31.84728212320758,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt100,long_EIGE,30,11332,5.281966466808751,4.193545201347515,52.894458171549594,-34.718033533191246,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt100,short_EIGE,60,11581,5.421171321916255,10.82016042069921,54.48579569985321,-34.578828678083745,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt100,long_EIGE,60,11332,2.5670247675049893,1.5608830816393748,50.7236145428874,-37.43297523249501,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt100,short_EIGE,240,11580,22.36586557276892,32.07110989943142,56.96027633851468,-17.63413442723108,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt100,long_EIGE,240,11320,11.181995916238927,3.4604858957332567,50.68021201413428,-28.818004083761075,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt150,short_EIGE,15,4026,16.540108709932454,10.678929123064648,55.712866368604075,-23.459891290067546,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt150,long_EIGE,15,3189,18.499611306871248,12.966957368044646,58.137347130761995,-21.500388693128752,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt150,short_EIGE,30,4026,11.587314133309915,9.10434828595763,53.97416790859414,-28.412685866690083,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt150,long_EIGE,30,3189,19.93991051132619,15.323449919462107,57.47883349012229,-20.06008948867381,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt150,short_EIGE,60,4026,3.9681906940636056,5.410923521708689,51.88772975658221,-36.03180930593639,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt150,long_EIGE,60,3189,21.735204846288514,15.955815039625513,56.78896205707118,-18.264795153711486,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt150,short_EIGE,240,4026,28.02774921697166,33.65364861713182,56.90511674118232,-11.97225078302834,0.7794260835245135
EIGENUSDT/ETHFIUSDT,momdiv_30m_gt150,long_EIGE,240,3189,43.615423557937,20.127109598147,53.747256193164006,3.6154235579369995,0.7794260835245135
