variant,leader_dir,fwd_horizon_m,n_followers,total_signals,mean_ret_bps,median_ret_bps,mean_wr,mean_sharpe,net_fees_bps
BTC_5m>30bps_lag,up,3,145,65802,1.8436480831999356,-0.516301989144135,47.60326670161765,0.04676315460174085,-18.156351916800066
ETH_5m>75bps_lag,up,3,144,21094,1.8380835036468544,-0.38826143711991284,48.40662057966183,0.04387579318526688,-18.161916496353147
SOL_5m>30bps_lag,up,15,145,374353,1.8283455092000387,-0.9977355921342683,48.088281405118956,0.023252640502456744,-18.17165449079996
SOL_1m>150bps_lag,down,1,3,71,1.7834073770754155,-2.708652507785366,42.978395061728385,0.042772117977754175,-18.216592622924583
SOL_5m>150bps_lag,down,1,56,1886,1.7577215076591621,-1.86590899618511,46.08675028532059,0.0158178335032742,-18.242278492340837
SOL_5m>30bps,up,10,145,3308088,1.7536388949370196,-1.722345140121595,47.2838118174106,0.01897629309861254,-18.24636110506298
SOL_3m>30bps_lag,down,3,145,201863,1.7523291482491217,0.9324404130621821,49.86153480220834,0.04544333103698823,-18.24767085175088
ETH_5m>50bps_lag,down,10,145,65132,1.7046967039876904,0.9920964626094372,49.782414201464285,-0.007723660260452013,-18.29530329601231
ETH_5m>30bps_lag,down,10,145,210501,1.6794788021554397,1.0683649158762942,49.95130942738195,0.014971469860940289,-18.32052119784456
BTC_5m>50bps,down,1,145,242820,1.6631920548704833,-0.4083391797197303,46.85798118005582,0.015319022761990134,-18.336807945129518
ETH_3m>30bps_lag,up,1,145,126509,1.6586960394589314,0.20560271837977534,47.83154048731535,0.07197147452455865,-18.34130396054107
ETH_3m>30bps_lag,down,5,145,126000,1.6563848027309909,0.8635836838877827,49.70927129092469,0.029318437353952818,-18.34361519726901
SOL_3m>30bps_lag,up,3,145,224224,1.6320518258747576,-0.04789859324716811,48.11715254206393,0.047100334973826756,-18.367948174125242
SOL_3m>50bps_lag,down,1,145,45736,1.6228910317941558,0.5401334114521885,48.866241694471015,0.049475481058242406,-18.377108968205842
ETH_5m>30bps_lag,down,15,145,210501,1.6150587518277624,1.2934133323506296,50.165807405090206,0.015001479700288513,-18.38494124817224
ETH_1m>30bps_lag,down,3,145,33671,1.6142768596385533,0.7149991700753864,49.93964738704255,0.026294277572506734,-18.38572314036145
ETH_3m>100bps_lag,up,3,80,3550,1.610649540840099,1.7740139088685687,49.53934180907481,0.0036919816677220543,-18.389350459159903
SOL_3m>50bps_lag,up,1,145,55489,1.5764746643240488,0.3187110813071911,48.411393705199,0.05954187155372682,-18.42352533567595
SOL_5m>30bps_lag,up,10,145,374364,1.5608707454453803,-0.9517844138519925,47.79032608785683,0.024778539176715055,-18.43912925455462
SOL_5m>75bps_lag,up,3,145,33863,1.5333633412662653,-1.5176411102811027,46.48024631293676,0.02812702578731606,-18.466636658733734
ETH_3m>75bps_lag,down,1,116,7564,1.4823019682521994,-0.5554521748603851,47.576514994947395,-0.011853201246553426,-18.517698031747802
ETH_5m>75bps,down,1,145,243694,1.4796082243384847,-1.2420653872122192,45.542241706001775,0.011644233141612888,-18.520391775661516
BTC_3m>30bps_lag,up,1,145,33932,1.4650047119351777,-0.23949493296799695,47.24171919831585,0.05390558020787568,-18.53499528806482
ETH_5m>50bps_lag,up,1,145,64379,1.4617391074056383,0.23151305205980596,48.088902837037395,0.05519535831549254,-18.538260892594362
BTC_5m>75bps_lag,down,1,81,3895,1.4479370232946522,1.7749628443004937,51.39840275078224,0.031405410442752996,-18.552062976705347
SOL_5m>30bps_lag,down,15,145,346270,1.4304213709046838,1.3309045149684229,50.22087585888949,0.015586212717011393,-18.569578629095318
ETH_1m>30bps_lag,down,5,145,33671,1.4260773774721194,0.6701433742720009,49.440805173797244,0.0222649762594627,-18.57392262252788
SOL_5m>30bps_lag,up,5,145,374365,1.4202520303919632,-0.495729947665657,47.649923137672396,0.03592109741727796,-18.579747969608036
SOL_3m>30bps_lag,down,5,145,201859,1.4032304496965589,0.48280009270355145,49.22941711839045,0.028957889488566223,-18.596769550303442
ETH_3m>30bps_lag,down,3,145,126000,1.3792195122762057,0.40074725730949573,48.86535692772201,0.030525494774554157,-18.620780487723795
SOL_5m>50bps_lag,up,3,145,111397,1.3764824328626988,-0.34922571907805855,47.695104897025324,0.0345986032962152,-18.623517567137302
SOL_5m>100bps_lag,up,3,143,12606,1.3729367017653826,-3.419556203453037,44.85804799702883,0.01567430527681517,-18.627063298234617
SOL_3m>30bps_lag,down,1,145,201866,1.3493767734097437,0.40031083928454364,48.58033918048024,0.060039132979641634,-18.650623226590255
ETH_5m>30bps_lag,up,30,145,213919,1.3352090141855106,-2.7431719779708383,47.92499934886054,0.010774723106774724,-18.664790985814488
BTC_3m>30bps,down,10,145,527148,1.3203844853904887,-2.7707348344050877,47.33717591207719,0.005154240434064213,-18.679615514609512
BTC_3m>30bps,down,3,145,527148,1.3158892177680965,-1.6913660030203643,46.55504361871883,0.008304655152280549,-18.684110782231905
SOL_1m>30bps,down,1,145,463881,1.2998956602915335,-0.61646172408879,46.21514040412631,0.01640078473419496,-18.700104339708467
SOL_5m>30bps_lag,up,3,145,374365,1.2620203062096622,-0.24835321614350156,47.61888005652438,0.03965411300302439,-18.737979693790336
SOL_5m>150bps_lag,up,1,92,2854,1.242201226195281,-1.6691192354640085,42.854910708599306,-0.011811954973476887,-18.75779877380472
ETH_5m>30bps,up,5,145,2445336,1.2382493917876614,-1.750300683088151,46.37533958520128,0.014779057244151876,-18.76175060821234
SOL_3m>30bps_lag,down,10,145,201859,1.2348117272653882,0.42626065122345463,49.36482654499926,0.008912528129151973,-18.765188272734612
ETH_5m>50bps,up,1,145,808072,1.2133638910823894,-0.23248674255879334,46.28388063307907,0.025827122260417744,-18.78663610891761
ETH_3m>30bps,up,1,145,1448846,1.210310426896963,-0.16709225529530874,46.263256847699616,0.032592716281902294,-18.789689573103036
ETH_3m>30bps_lag,down,1,145,126000,1.205806499591958,0.35867805086367077,48.25613933073384,0.05036826859108637,-18.794193500408042
SOL_5m>75bps,down,1,145,307590,1.204050440986041,-1.4690689348449701,44.93586557671124,0.011599521126295444,-18.79594955901396
ETH_5m>30bps_lag,up,5,145,213920,1.2011933612115455,-0.5338795216170633,47.851414862560546,0.028806331114122216,-18.798806638788456
BTC_5m>50bps_lag,up,5,145,15414,1.1914923837163116,-3.247021044179468,46.60393103640314,0.006724182120875463,-18.808507616283688
SOL_5m>30bps,up,5,145,3308112,1.1856712901447608,-1.1670322162764917,46.73346455612215,0.018742307050442223,-18.81432870985524
SOL_3m>30bps_lag,up,1,145,224224,1.1845119086091622,0.016283441777570542,47.23932085154522,0.05886183737830893,-18.815488091390836
SOL_1m>50bps,down,5,145,90291,1.1836345151754857,-7.131420047114144,44.87825404302362,0.004188842395905335,-18.816365484824512
BTC_5m>30bps_lag,up,1,145,65806,1.1727902530851755,0.04841345919127698,47.49052920025973,0.05033535872156677,-18.827209746914825
ETH_5m>30bps,up,3,145,2445342,1.171024409069257,-0.9376073287978504,46.47378524535728,0.01905148769739654,-18.828975590930742
SOL_5m>75bps_lag,up,1,145,33863,1.166366115859707,0.19078282837641772,47.62590007188232,0.037490671006250746,-18.833633884140294
SOL_5m>30bps_lag,down,10,145,346270,1.1319226623397811,0.5895107836373983,49.496037884035424,0.011663153121626534,-18.86807733766022
ETH_5m>30bps_lag,up,3,145,213920,1.1126441292717781,-0.5769455363714197,47.155285643187746,0.0334692620416384,-18.88735587072822
BTC_1m>75bps_lag,up,1,2,49,1.0989454194075234,-0.04931356269638476,48.913043478260875,0.07075092385534171,-18.901054580592476
SOL_3m>30bps,up,1,145,1966334,1.0849798399963761,-0.0870688762899568,46.349640997593106,0.031783761797153975,-18.915020160003625
ETH_1m>75bps_lag,down,10,38,943,1.0816039779232205,-1.300687820561326,49.148153135247064,-0.02142935086074718,-18.91839602207678
ETH_1m>100bps,up,1,141,8339,1.0813763675180519,-8.181870738730533,42.23734719959042,-0.01658466540703141,-18.91862363248195
SOL_3m>30bps_lag,down,15,145,201859,1.0710766263395313,0.9159995355304924,49.79125310863763,0.007202323809835083,-18.92892337366047
BTC_5m>30bps,up,1,145,983985,1.062104186488755,-0.18156864869756095,46.316506269531004,0.028176444856582113,-18.937895813511243
SOL_3m>50bps_lag,down,5,145,45736,1.060206625821245,-0.7633897407862574,48.00227967890688,0.006090711288442117,-18.939793374178755
SOL_5m>50bps,up,1,145,1071023,1.0252858591985656,-0.15181972834690327,46.35714405471095,0.027939970138458198,-18.97471414080143
BTC_3m>30bps_lag,down,1,145,36310,1.0172212812987789,0.550187952028811,48.77981639661952,0.039584671679940724,-18.982778718701223
SOL_5m>30bps_lag,up,1,145,374365,1.0076295910956707,-0.013302051107760263,46.44741758534435,0.055151545849406,-18.99237040890433
SOL_5m>30bps,up,3,145,3308118,1.0017791208203808,-0.6032996686840599,46.68600169788328,0.02076132641171208,-18.99822087917962
SOL_5m>50bps_lag,up,1,145,111397,0.9747832877383985,-0.007503965932003623,47.21568064116615,0.0415548078367589,-19.025216712261603
ETH_5m>30bps_lag,up,1,145,213920,0.9662593699549002,-0.023408714656271565,46.758098332948094,0.04858491831544429,-19.0337406300451
ETH_1m>150bps_lag,down,1,2,26,0.9630937467544834,2.1643550295924463,53.84615384615385,0.04892582230304387,-19.036906253245515
BTC_5m>30bps_lag,down,15,145,68249,0.9585149263075475,-2.4890366064287983,47.66477049732421,-0.0145805760798006,-19.041485073692453
ETH_5m>100bps_lag,up,1,127,8656,0.9545451633629696,1.6724046437882394,51.02675187907553,0.04192080549381409,-19.04545483663703
ETH_5m>30bps_lag,down,1,145,210501,0.9342223324755039,0.12044340726596688,47.603447000268254,0.04376573160371177,-19.065777667524497
BTC_5m>30bps_lag,down,3,145,68249,0.9147550509798736,0.16105887545689793,48.665162916674824,0.021026190597773286,-19.085244949020126
ETH_5m>75bps_lag,up,1,144,21094,0.911927868177476,0.8983474300963574,49.71131955991728,0.043569852877905595,-19.088072131822525
ETH_1m>75bps,down,1,142,17182,0.9089665548291108,-11.307699620931633,41.13525151679786,-0.017890820367184923,-19.09103344517089
SOL_5m>30bps_lag,down,1,145,346296,0.8973548236465994,0.09869096495985046,47.17506222030023,0.04704831799369435,-19.102645176353402
BTC_5m>30bps_lag,down,1,145,68249,0.8776784648094403,0.24698435253038983,48.05072963661104,0.038234000710327516,-19.122321535190558
SOL_3m>50bps,down,1,145,520968,0.8260228776741684,-0.7392136398151214,45.6005841902375,0.010335322908641297,-19.17397712232583
BTC_5m>30bps,down,3,145,1017610,0.8105049875709052,-1.0949451919100515,46.85259823704982,0.00763208881222317,-19.189495012429095
SOL_1m>30bps,down,3,145,463881,0.7897636952959091,-1.7578823130557477,46.45644569778613,0.004425221104180773,-19.210236304704093
SOL_5m>30bps_lag,down,3,145,346285,0.784893935884974,0.2533458417477047,48.764635106449006,0.024394671927431305,-19.215106064115027
ETH_5m>100bps_lag,down,10,98,6403,0.781076966112913,-7.56339930194768,45.246887077026436,-0.040654149658328365,-19.218923033887087
ETH_5m>30bps_lag,down,3,145,210501,0.7473457178098276,0.09596428252703253,48.40812255663173,0.02072054904468932,-19.25265428219017
BTC_5m>50bps_lag,down,1,145,15991,0.7420667694741896,0.4723953497812661,49.06052784166532,0.030400289778768522,-19.25793323052581
SOL_3m>50bps_lag,down,3,145,45736,0.7320400412536457,-0.3451216490211261,48.12247948197714,0.010377414536431135,-19.267959958746353
SOL_1m>30bps_lag,down,3,145,48215,0.7196372654222112,0.7945211623861851,49.596365550825475,0.01285857984545616,-19.28036273457779
ETH_5m>30bps,up,1,145,2445342,0.6740157746717295,-0.14551318797271537,45.71680435126108,0.02031824787215209,-19.32598422532827
ETH_5m>30bps_lag,down,5,145,210501,0.6688903453345567,0.05549562624071181,48.6282467985474,0.014086674677949653,-19.331109654665443
SOL_5m>30bps,up,1,145,3308118,0.6660994307030096,-0.07336488210550463,45.77635257197172,0.023696820609469628,-19.33390056929699
ETH_1m>100bps_lag,up,3,15,278,0.6350884515904148,-6.034649893696879,44.523143523143524,-0.0013460320293717455,-19.364911548409584
ETH_5m>50bps,down,3,145,819601,0.6127139716614055,-2.3647546265767727,45.69375456609207,0.004560048105324544,-19.387286028338593
BTC_5m>30bps,down,5,145,1017604,0.6109123958550823,-1.7858863537996685,46.917114570395604,0.004999285747924121,-19.389087604144915
SOL_5m>30bps_lag,down,30,145,346212,0.6095923086125256,1.794279576733408,50.31839266825339,0.007593217163328571,-19.390407691387477
BTC_3m>30bps,down,1,145,527148,0.5975727856245604,-0.38441065390857265,46.162365192896104,0.0075992502682711615,-19.40242721437544
ETH_3m>50bps,down,1,145,403542,0.5930093193803124,-1.028378348631312,45.30422573551943,0.004060536150958496,-19.406990680619685
ETH_5m>50bps,down,1,145,819601,0.5923839548926743,-0.46696611421262757,45.64550757040506,0.009379637408567914,-19.40761604510733
SOL_5m>30bps_lag,down,5,145,346270,0.5849529287006819,0.2651913162922854,48.70171493555064,0.015386858085344141,-19.41504707129932
SOL_5m>50bps_lag,down,15,145,97225,0.5832690414441314,0.19272940573646616,49.1716154355494,-0.003745520558749516,-19.41673095855587
ETH_3m>50bps,down,3,145,403542,0.5659798714426546,-3.7956589724287855,44.7098080784822,0.0011690839008899954,-19.434020128557343
SOL_3m>30bps,down,1,145,2002844,0.5242340572432568,-0.11872708172847313,46.160318199930536,0.012645946970601812,-19.47576594275674
ETH_3m>30bps,down,1,145,1499813,0.5239247405787424,-0.16199621213565912,46.231550853562986,0.010769872908448693,-19.476075259421258
BTC_5m>30bps,down,1,145,1017610,0.49473353803451153,-0.25276788826462515,46.0993387978469,0.009003311154330352,-19.505266461965487
SOL_1m>30bps_lag,down,5,145,48215,0.4898424335804634,0.6189025258837902,49.29478211877518,0.005273839303774521,-19.510157566419537
BTC_5m>30bps_lag,down,5,145,68249,0.48410481970577174,-0.48184665172575025,48.350150612245855,0.006638679981684138,-19.51589518029423
ETH_5m>30bps,down,1,145,2562908,0.45119835929411056,-0.14180377177137066,45.737385935964966,0.011630359263167633,-19.54880164070589
SOL_5m>50bps_lag,down,1,145,97225,0.4399323224402049,-0.029499606287275056,47.20751387282699,0.01916477883399089,-19.560067677559793
SOL_5m>75bps,down,3,145,307590,0.43470179486976207,-4.74568087076713,44.11746948870808,0.001505432712527418,-19.56529820513024
ETH_3m>30bps,down,3,145,1499813,0.43349144010585716,-0.7931280662372908,46.96104407672947,0.004789730379966454,-19.566508559894142
ETH_1m>30bps,down,1,145,372519,0.39358640801408395,-0.7944935940015333,45.96782001276552,0.00532920817337013,-19.606413591985916
SOL_3m>30bps,down,3,145,2002838,0.3857521229860852,-0.5561423492888248,47.10315559690177,0.005287022847051619,-19.614247877013913
BTC_5m>50bps_lag,up,1,145,15414,0.3696363115212199,-0.7526393834742938,46.64613860010166,0.013141847485825427,-19.63036368847878
ETH_5m>50bps_lag,down,1,145,65132,0.3590000551462177,0.012966722746681739,47.72475466504411,0.016483208032212725,-19.64099994485378
SOL_5m>50bps,down,1,145,1073096,0.3508226008250861,-0.3960541405429509,45.512814585136994,0.0065198475484556945,-19.649177399174913
SOL_5m>30bps,down,1,145,3429160,0.33749569060496887,-0.09393717833253443,45.56990321857742,0.00977786891970028,-19.66250430939503
ETH_5m>30bps,down,3,145,2562908,0.32858752911272376,-0.7722266598851852,46.66878776615182,0.004743458013089646,-19.671412470887276
ETH_5m>75bps,down,5,145,243694,0.28334991698989925,-7.489588611804966,43.622757186402445,-0.0023955656924349177,-19.7166500830101
ETH_3m>30bps_lag,down,30,145,125997,0.26290965964013596,0.33433515859916807,49.52663600274357,-0.002081433704464063,-19.737090340359867
ETH_3m>30bps,down,5,145,1499813,0.2157537676285182,-1.1957840530602846,47.23488847423906,0.0021354112566469735,-19.78424623237148
SOL_3m>30bps_lag,down,30,145,201824,0.19029490680370292,1.946980804508246,50.44003662300645,0.0019911633279723895,-19.8097050931963
SOL_3m>30bps,down,5,145,2002813,0.18384934246161522,-1.0321830030389472,47.173920455500706,0.00251063609125673,-19.816150657538387
BTC_5m>50bps_lag,up,3,145,15414,0.17157912183902568,-2.7265976269162406,45.35187667411454,-0.0016926958540045775,-19.828420878160976
SOL_3m>75bps_lag,down,5,142,10305,0.1639969498190496,-0.04440064219240167,48.04085682342221,0.001082387267546277,-19.836003050180953
ETH_5m>50bps_lag,down,15,145,65132,0.137965753653411,0.5888928808652771,49.4375365942233,-0.009842309357153812,-19.86203424634659
ETH_5m>30bps,down,5,145,2562902,0.1332101788718898,-1.0787962945746354,47.01403873174624,0.0018969433373585238,-19.86678982112811
SOL_1m>30bps_lag,down,15,145,48215,0.1170878454553096,-1.022076715898804,48.62124027166103,-0.01103363403877261,-19.88291215454469
ETH_3m>50bps_lag,down,1,145,31670,0.046521445855099194,-0.4159971557985765,46.737646450436294,-0.005025760542581983,-19.9534785541449
BTC_3m>50bps_lag,down,1,131,6959,0.03113461778649053,-0.05341657246807967,48.13504663837769,-0.005187145915491196,-19.96886538221351
SOL_1m>50bps_lag,down,1,142,8218,0.01526785740788874,3.6388274207146885,54.796642004637654,0.01882163088853506,-19.98473214259211
SOL_5m>30bps,down,3,145,3429110,0.013372015739536693,-0.5300069363124668,46.71361056889294,0.0011601877862954563,-19.986627984260462
SOL_3m>100bps_lag,down,5,75,3266,-0.00872690752854228,-3.850627122981461,45.33900962641459,-0.02704420003074409,-20.008726907528544
ETH_1m>50bps,down,1,145,76841,-0.024944541595572845,-3.3300179315887175,43.95322020248102,-0.002521463479871733,-20.024944541595573
SOL_3m>50bps,down,3,145,520968,-0.050775078210333946,-3.0092101198583374,45.1440027397677,-0.0010975014894742808,-20.050775078210332
ETH_5m>100bps_lag,down,15,98,6403,-0.07018146481644982,-1.4778768532909519,48.687473113381955,-0.011065275724405849,-20.07018146481645
ETH_3m>50bps_lag,down,3,145,31670,-0.07351603236321899,-1.6058412432240488,46.40009664295002,-0.01280711304057394,-20.07351603236322
SOL_5m>50bps,down,3,145,1073096,-0.15559325370704813,-1.9247619789529828,45.70647243999806,-0.0006517814785598547,-20.155593253707046
SOL_5m>30bps,down,5,145,3429066,-0.31978617164849815,-1.0055126269249732,46.843036437647086,-0.00230036536533841,-20.3197861716485
SOL_5m>50bps_lag,down,3,145,97225,-0.3428346095298976,-0.46690821605880456,47.56935189602807,-0.005432540844118708,-20.342834609529895
SOL_5m>50bps_lag,down,5,145,97225,-0.3882203280415167,-0.6093792826442967,47.890297131105456,-0.006347589499282936,-20.388220328041516
ETH_5m>50bps_lag,down,3,145,65132,-0.41736083160171006,-0.914936488750257,47.28046650749271,-0.0027055690524241875,-20.41736083160171
ETH_5m>50bps,down,5,145,819601,-0.4247970926526704,-3.334978455403946,45.67963378669885,-0.0031983370851027555,-20.42479709265267
SOL_1m>30bps_lag,down,10,145,48215,-0.4353805731633251,-0.7438421580838892,48.61453199017217,-0.01629883988898964,-20.435380573163325
ETH_1m>30bps_lag,down,10,145,33671,-0.4888585049875522,0.5115800109032611,49.52144313660925,-0.008514565980532062,-20.48885850498755
SOL_1m>30bps,down,5,145,463875,-0.5187490639329693,-2.5599486172770876,46.451362132007525,-0.003195947364288586,-20.51874906393297
BTC_5m>30bps_lag,down,30,145,68244,-0.5829229872887183,-2.7664728677029293,47.93187118542021,-0.013372317371410543,-20.58292298728872
ETH_3m>150bps_lag,down,1,19,405,-0.595571319944226,-6.944583242474185,42.43832969090406,-0.018258086148168894,-20.595571319944224
ETH_3m>75bps_lag,down,5,116,7564,-0.6112901908916222,-1.900365685807622,47.91643324272196,-0.023585468224945057,-20.611290190891623
BTC_1m>50bps,down,15,145,14429,-0.6274314804732003,-22.034816251734625,43.3287954522634,-0.0011310407412801018,-20.6274314804732
ETH_5m>30bps,down,10,145,2562902,-0.6899286788618522,-1.0026652184981337,47.98102933380187,-0.004428118020932823,-20.689928678861854
SOL_5m>50bps_lag,down,30,145,97210,-0.694397511453421,-0.2534103615750706,49.28454264978296,-0.005102174037031803,-20.69439751145342
SOL_5m>75bps_lag,down,1,145,25300,-0.6955222294605549,-0.3508668500155613,47.17309339670682,-0.006539407043693112,-20.695522229460554
ETH_5m>100bps_lag,down,5,98,6403,-0.7234993318512744,-2.3986673345785072,47.67139069445084,-0.005330554803841628,-20.723499331851276
SOL_5m>50bps,down,5,145,1073096,-0.7480049291496844,-2.92477211396948,45.74671905767127,-0.0037223499054977295,-20.748004929149683
BTC_1m>30bps,down,30,145,101716,-0.7685753023122777,-10.952464025382076,45.7662757175961,-0.003665343974405467,-20.76857530231228
ETH_3m>50bps,down,5,145,403542,-0.782102983826751,-5.408501715019061,44.57428458072664,-0.0060688570426501364,-20.78210298382675
SOL_3m>50bps,down,5,145,520968,-0.855193000111856,-4.184045109642029,45.1499419231637,-0.004939255945233137,-20.855193000111857
SOL_5m>30bps,down,10,145,3429066,-0.8887634643175962,-0.9799621795529806,47.85378766452122,-0.005627443120080127,-20.888763464317595
ETH_1m>30bps,down,3,145,372519,-0.9269237059642537,-2.1630955985050693,46.29505814257379,-0.0038317806702535535,-20.926923705964256
ETH_3m>30bps,down,10,145,1499813,-0.9735531913299612,-1.314792973210967,47.85206777930075,-0.0049093442572142425,-20.97355319132996
BTC_5m>30bps,down,10,145,1017604,-0.9737588917771918,-2.3050548470010535,47.32707722151422,-0.003137401172719638,-20.97375889177719
BTC_1m>30bps_lag,down,3,124,7330,-1.0846489942150472,1.2076738916920506,49.89121978221306,0.022124834734069426,-21.084648994215048
SOL_5m>30bps,down,15,145,3429066,-1.0960004687035614,-1.0271674433049114,48.197917995931185,-0.006208081747909264,-21.09600046870356
ETH_5m>30bps_lag,down,30,145,210493,-1.1218401068232906,-0.5100372950958343,48.98494717174562,-0.009318447725174213,-21.121840106823292
BTC_5m>50bps,down,10,145,242820,-1.1515642408600353,-6.657664613510159,45.7055266541395,-0.0013034917242568667,-21.151564240860036
SOL_3m>30bps,down,10,145,2002813,-1.2887155514248372,-1.48952571128753,47.60433839509817,-0.007475394490420656,-21.288715551424836
ETH_5m>30bps,down,15,145,2562902,-1.3699215055961598,-1.1266457437788842,48.25398933014587,-0.008136506602314518,-21.36992150559616
ETH_5m>50bps_lag,down,5,145,65132,-1.3723035407035782,-1.0688497443364586,48.057215227427875,-0.0142125682212829,-21.372303540703577
SOL_5m>100bps_lag,down,1,136,9602,-1.5938586921992919,-0.3928549385702596,47.197501466297254,-0.002932307305576765,-21.59385869219929
BTC_1m>30bps_lag,down,5,124,7330,-1.6863104514012628,0.381770495030051,49.60099709460423,0.018413314836432937,-21.686310451401262
ETH_3m>100bps_lag,down,10,53,2010,-1.7142654347805342,-10.788651853027492,43.97789472703481,-0.042767897990462746,-21.714265434780536
ETH_1m>50bps,down,3,145,76841,-1.7387072741854708,-7.04471799728243,43.35160211257501,-0.003351900989091471,-21.73870727418547
BTC_3m>30bps,down,15,145,527148,-1.8006921219320848,-4.744680508731505,46.72855288941781,-0.004783758497625023,-21.800692121932084
SOL_1m>150bps_lag,up,1,3,54,-1.8296696727521307,-2.0684626957266175,45.833333333333336,0.04487185423539238,-21.829669672752132
BTC_1m>75bps_lag,up,30,2,49,-1.85304678240216,-2.4266371915146467,45.06688963210702,-0.08501148132420207,-21.85304678240216
SOL_5m>30bps,down,30,145,3428827,-1.8847776504415241,-1.6813339362750472,48.35611526118391,-0.00814810273459114,-21.884777650441524
BTC_5m>50bps,down,30,145,242820,-1.8877065759704974,-8.491186901229593,46.49996519178315,0.0012537800409012044,-21.887706575970498
SOL_5m>75bps,down,5,145,307590,-2.0438835629020295,-7.220604616594948,43.4689790618169,-0.008378378113163502,-22.043883562902028
ETH_3m>50bps_lag,down,5,145,31670,-2.0750957391780784,-2.0181916673585234,47.04103209871647,-0.030172241830992857,-22.075095739178078
BTC_3m>30bps,down,30,145,527130,-2.100616030124139,-6.712203235512371,46.715863267830414,-0.005024078805054391,-22.10061603012414
ETH_5m>75bps_lag,down,1,144,18583,-2.2169384866485276,-1.1643423220239093,45.85467640542733,-0.046665219766098595,-22.216938486648527
ETH_3m>30bps,down,15,145,1499813,-2.259104274220839,-1.6306010341281807,48.064215827048976,-0.010923473536743434,-22.25910427422084
ETH_3m>100bps_lag,up,5,80,3550,-2.299916772814472,0.7770428165601653,47.67483778744147,-0.014765663669337575,-22.299916772814473
SOL_1m>75bps_lag,down,5,48,1410,-2.3373795400673507,-4.331008940354266,48.29771664420766,0.02086064283923908,-22.33737954006735
SOL_3m>30bps,down,15,145,2002813,-2.340746770993501,-1.875922737226691,47.798001346127386,-0.012504990484109512,-22.3407467709935
ETH_1m>30bps,down,5,145,372519,-2.388188055273293,-2.8893615489045885,46.43307108882007,-0.00804828136636534,-22.388188055273293
SOL_5m>100bps_lag,down,3,136,9602,-2.4228912442459407,1.9348574586803253,51.152318756591725,0.0146731751217523,-22.422891244245942
ETH_5m>150bps_lag,up,3,62,2113,-2.640040947858258,-1.868438751860976,45.44555747558719,-0.06018202208239434,-22.640040947858257
SOL_5m>100bps_lag,down,10,136,9602,-2.769714210449938,2.002824482720279,48.46352539530456,0.020573238086033414,-22.769714210449937
BTC_1m>75bps_lag,down,30,2,36,-2.8547915152163728,2.1885749937300414,55.18394648829431,-0.13257464421122156,-22.854791515216373
SOL_3m>75bps_lag,down,10,142,10305,-2.9138753806159965,-4.186430192588565,47.40699198297796,-0.025528866924088706,-22.913875380615995
SOL_3m>30bps,down,30,145,2002684,-2.920064426236815,-2.839510192893708,47.88745443387419,-0.011578177085760411,-22.920064426236813
ETH_5m>30bps,down,30,145,2562830,-2.973937811213222,-3.247474796841257,47.63575035086826,-0.01359653580718366,-22.973937811213222
SOL_5m>75bps_lag,down,15,145,25300,-2.9854019582211,-4.133305422432958,47.126289177796615,-0.00776443404701852,-22.9854019582211
BTC_5m>75bps,down,30,145,66091,-2.9917944504289933,-12.085231345789339,46.049110546194264,0.006249907846954336,-22.991794450428994
BTC_5m>30bps,down,15,145,1017604,-3.050528618152174,-3.826081503582672,46.94468993405424,-0.011480915636723706,-23.050528618152175
BTC_1m>75bps_lag,up,5,2,49,-3.1124656899478915,0.3329829722842348,53.26086956521739,-0.0711129083897174,-23.11246568994789
ETH_5m>150bps_lag,down,1,40,1281,-3.294107616230162,-3.6872269954248,46.061882190048365,-0.041546136069963546,-23.29410761623016
BTC_1m>75bps_lag,up,3,2,49,-3.3254207337067987,-0.7596940623844084,48.66220735785953,-0.1423617182220953,-23.3254207337068
ETH_1m>30bps_lag,down,15,145,33669,-3.3267495479668465,1.4017282343361144,50.33863861772659,-0.021736040440726075,-23.32674954796685
SOL_1m>30bps,down,10,145,463875,-3.331686421594614,-3.580521933090978,46.76492580226306,-0.011878133848934562,-23.331686421594615
SOL_5m>50bps,down,10,145,1073096,-3.524462946271826,-3.92314000578426,46.17021949220604,-0.015529344502724638,-23.524462946271825
BTC_1m>50bps_lag,down,30,23,472,-3.6039484373628095,-9.817856910447608,45.08184886415383,-0.03879938573059599,-23.60394843736281
BTC_5m>30bps,down,30,145,1017556,-3.7648167376227843,-5.687883365053831,46.88392484684811,-0.009977325346199667,-23.764816737622784
ETH_3m>100bps,down,10,145,37071,-3.77905165333751,-27.553996705384083,39.358898691067154,-0.01950917623100546,-23.77905165333751
ETH_5m>50bps,down,10,145,819601,-3.7837779840114942,-4.515597005751192,45.93210186864912,-0.018443103181968037,-23.783777984011493
ETH_3m>30bps,down,30,145,1499777,-4.141183011140837,-3.902906085352349,47.47744007653213,-0.015496926183377965,-24.14118301114084
SOL_5m>75bps_lag,down,3,145,25300,-4.156853980656556,-2.5127832476529663,45.31881498451205,-0.043380137492408585,-24.156853980656557
SOL_1m>30bps_lag,down,30,145,48215,-4.2416529501785085,-2.0949511930062394,47.99244624574429,-0.029773403306194324,-24.24165295017851
