variant,leader_dir,fwd_horizon_m,n_followers,total_signals,mean_ret_bps,median_ret_bps,mean_wr,mean_sharpe,net_fees_bps
SOL_3m>50bps,down,10,145,520968,-4.28130356974905,-5.074071586387186,45.81018066466648,-0.01472553874186269,-24.28130356974905
ETH_3m>100bps_lag,down,5,53,2010,-4.4601737781537185,-10.849440477786517,43.08038722092198,-0.06693609025768732,-24.46017377815372
ETH_3m>150bps_lag,down,3,19,405,-4.512804267544928,-8.478425252113182,43.251728248867835,-0.10731183143007021,-24.512804267544926
SOL_5m>50bps,down,30,145,1073042,-4.671970482587459,-6.445258295751384,46.60192790352377,-0.013645858926789295,-24.671970482587458
SOL_5m>75bps_lag,down,5,145,25300,-4.697494941027708,-3.692024319319043,45.64542093319352,-0.032411508029906125,-24.697494941027706
SOL_5m>75bps_lag,down,10,145,25300,-4.773481228792818,-3.738105297165052,46.57014757212095,-0.019497848657778066,-24.773481228792818
SOL_5m>50bps,down,15,145,1073096,-4.81809006376121,-4.888994723029111,46.26165325193846,-0.019934930256281937,-24.818090063761208
BTC_1m>30bps,down,15,145,101716,-4.869774399825651,-8.985109945242378,45.145908742100374,-0.011779722898122295,-24.869774399825648
ETH_5m>50bps_lag,down,30,145,65132,-4.93880063536513,-3.698758056352822,47.60944141336473,-0.03331620907315453,-24.93880063536513
ETH_3m>100bps_lag,down,15,53,2010,-5.03463790606387,-6.928670650504739,46.16978290487605,-0.03714977590182987,-25.03463790606387
SOL_5m>100bps_lag,down,15,136,9602,-5.410384786173168,-1.3438724070089236,48.74407638853221,0.011048438210346468,-25.410384786173168
BTC_3m>75bps,down,10,145,24658,-5.440318288376672,-24.046098731152444,41.90460796798484,0.0017623209408091256,-25.44031828837667
ETH_1m>30bps_lag,down,30,145,33669,-5.976274158421061,0.26615873973165044,49.57426576453864,-0.02407000996854316,-25.976274158421063
SOL_1m>30bps,down,15,145,463875,-6.015803035457257,-4.510337215083399,46.753506490501486,-0.01900696953801999,-26.015803035457257
ETH_5m>50bps,down,15,145,819601,-6.053185623711293,-5.520622848956594,46.115375990386035,-0.026252395034834203,-26.053185623711293
ETH_3m>50bps_lag,down,10,145,31670,-6.163792249557142,-5.095078975142938,45.978985180920674,-0.06373834081989556,-26.16379224955714
SOL_3m>50bps,down,30,145,520932,-6.221936526184894,-8.791841100467861,45.87758706655761,-0.015094114250221525,-26.221936526184894
ETH_1m>30bps,down,10,145,372519,-6.228029696478021,-3.683995655180287,46.69929136269481,-0.017272499810820446,-26.22802969647802
ETH_5m>50bps,down,30,145,819601,-6.533008501680097,-8.692854741453768,45.726915647824605,-0.020398317939244556,-26.533008501680097
ETH_3m>50bps,down,10,145,403542,-6.546905548623089,-6.502472735204534,45.106073765814735,-0.02420801997564274,-26.54690554862309
SOL_3m>150bps_lag,down,3,26,599,-6.585419583095523,-11.61491637259832,42.812964975350575,-0.06638551424505466,-26.585419583095526
SOL_1m>150bps_lag,down,10,3,71,-6.6480626747053675,-10.85926412690415,37.73148148148148,-0.05759106543465231,-26.64806267470537
BTC_1m>30bps_lag,down,15,124,7330,-6.872657909102235,-4.625871727294513,47.646867568126694,-0.012331772431781416,-26.872657909102237
ETH_3m>50bps_lag,down,15,145,31670,-6.994309846832129,-3.5679595633515797,47.15848370561198,-0.05543010812675648,-26.99430984683213
BTC_5m>50bps,down,15,145,242820,-7.860963432920275,-8.556993930800575,45.549787251444336,-0.014316975952686217,-27.860963432920276
SOL_3m>50bps,down,15,145,520968,-7.92931873717451,-6.530868837190754,45.776607309572384,-0.025772192817603904,-27.929318737174512
BTC_3m>50bps,down,15,145,108983,-7.966464133410008,-12.281046099692137,44.41044064131225,-0.008521260933691082,-27.966464133410007
ETH_5m>75bps_lag,down,3,144,18583,-7.981129666580575,-6.565610246303664,43.167795561322386,-0.09359754470593366,-27.981129666580575
SOL_1m>50bps_lag,down,3,142,8218,-7.991424018921943,3.0279305862470793,51.865818276879544,-0.029166350259303538,-27.991424018921943
SOL_5m>100bps_lag,down,5,136,9602,-8.016402782507402,1.054162470020874,48.829828067878445,-0.012136467969442354,-28.016402782507406
ETH_5m>150bps_lag,down,3,40,1281,-8.064871214074655,-4.932852839192579,48.10816682229057,0.03075390874594247,-28.064871214074657
ETH_5m>75bps,down,10,145,243694,-8.34426262695029,-11.058452061601502,43.137162886647786,-0.02736071185842653,-28.344262626950286
BTC_1m>30bps_lag,down,10,124,7330,-8.968437583402993,-6.11319426828871,47.15974728233441,-0.017353230242865236,-28.96843758340299
BTC_3m>100bps_lag,down,1,4,87,-9.187415648845532,-0.3180552820238045,43.298951048951054,-0.18254380419717162,-29.18741564884553
ETH_1m>50bps_lag,down,5,111,6098,-9.238628814626297,-1.0007544522982725,48.22018848025844,-0.015406331016584727,-29.2386288146263
SOL_1m>30bps,down,30,145,463875,-9.400512763403006,-7.64102067683526,46.23927502400768,-0.023415772129534676,-29.400512763403007
ETH_3m>75bps_lag,down,10,116,7564,-9.480627659089565,-7.046818958059645,45.29643966842956,-0.0895591359882559,-29.480627659089567
BTC_3m>50bps,down,30,145,108983,-9.67386025406914,-12.313573136492954,45.61026497878675,-0.008419548050458256,-29.67386025406914
SOL_3m>150bps_lag,down,1,26,599,-9.87350857320889,-6.239498150401697,45.0753112820867,-0.0590815128644506,-29.873508573208888
ETH_1m>150bps,up,1,125,2204,-10.009924772500467,-17.504193619600372,39.90208020050125,-0.02869705256348277,-30.009924772500465
ETH_1m>100bps,down,5,141,6748,-10.471920215463662,-52.097499598802194,35.46369836408372,-0.02794769968502616,-30.471920215463662
BTC_3m>100bps_lag,down,3,4,87,-10.495611453488332,5.890567645551875,57.88636363636363,-0.07650480438795726,-30.49561145348833
ETH_1m>100bps_lag,down,3,5,114,-10.518086160041982,-3.5524938512198068,50.47979797979798,0.0395608091304948,-30.51808616004198
ETH_3m>50bps_lag,down,30,145,31670,-10.52253207635706,-3.4223386928548214,48.24371318229828,-0.05504158226936264,-30.52253207635706
SOL_5m>75bps,down,30,145,307590,-10.758985740492486,-14.375986629149645,44.31306871476012,-0.01921724726786458,-30.758985740492488
ETH_1m>30bps,down,15,145,372513,-11.164992975016228,-4.507621525387164,46.86860654868883,-0.030390596938742926,-31.164992975016226
ETH_1m>75bps_lag,down,15,38,943,-11.249086530944117,-5.522614412246502,45.057653545360324,-0.05136700167544843,-31.249086530944123
ETH_3m>50bps,down,15,145,403542,-11.260743345881801,-8.133992514819878,45.07493919876873,-0.03736836336008844,-31.260743345881803
ETH_5m>75bps_lag,down,10,144,18583,-11.452053280332605,-3.326784392523789,47.09580651508496,-0.06624009893025314,-31.452053280332603
SOL_5m>75bps,down,10,145,307590,-11.471109906012945,-11.935752447109213,42.74808803208577,-0.03254532262116277,-31.471109906012945
ETH_5m>75bps_lag,down,5,144,18583,-11.628938665958955,-5.01445293293604,45.10710748074111,-0.09705267372633125,-31.628938665958955
ETH_1m>150bps_lag,up,1,2,28,-11.999183970887959,-1.810178902491577,43.75,-0.11991666090667118,-31.999183970887962
ETH_5m>100bps,down,10,145,94428,-12.360448514742423,-21.630293202278608,40.3260792702846,-0.032443876368787636,-32.36044851474242
SOL_1m>75bps_lag,down,10,48,1410,-12.376728999215738,-4.138189328159898,47.79546298626388,-0.011756635201026178,-32.376728999215736
SOL_1m>50bps_lag,down,5,142,8218,-12.455710420529833,1.540352058525892,49.883943256149045,-0.04289800704335668,-32.45571042052983
SOL_1m>50bps,down,10,145,90291,-12.500584023887116,-8.751251409200808,44.95636469333912,-0.020726806489334646,-32.500584023887114
ETH_3m>75bps_lag,down,15,116,7564,-13.002811880777553,-9.546386353251856,44.695689761942475,-0.08359025288218948,-33.00281188077756
ETH_5m>75bps,down,30,145,243694,-13.027023855581238,-16.079780000532185,43.874080601294445,-0.025551049389759,-33.02702385558124
SOL_3m>75bps,down,10,145,127487,-13.132601553421699,-17.20763234423569,41.040478354877514,-0.027083948765952433,-33.1326015534217
ETH_3m>50bps,down,30,145,403542,-13.495683645128212,-12.155151284256199,44.7991032875873,-0.03196725718391412,-33.49568364512821
SOL_3m>75bps_lag,down,15,142,10305,-13.636055394360962,-8.057790028139875,45.19394506617154,-0.054469729623298574,-33.636055394360966
ETH_5m>75bps_lag,down,15,144,18583,-13.741368160876839,-1.6137522645329656,48.75370196085133,-0.06199291871334653,-33.74136816087684
SOL_5m>75bps,down,15,145,307590,-13.830559645265863,-13.346609002819816,43.10319341252803,-0.03591494391090481,-33.83055964526586
ETH_1m>50bps,down,5,145,76841,-13.896351062067142,-10.257166202751444,42.726813869352775,-0.029133412752657333,-33.89635106206715
BTC_5m>75bps,down,15,145,66091,-14.427008209862011,-15.713093006851556,43.91427774019477,-0.012473031755817892,-34.42700820986201
ETH_1m>30bps,down,30,145,372513,-14.534346098193566,-6.877789101312096,46.66762466216426,-0.029375158310400187,-34.534346098193566
SOL_3m>100bps,down,10,145,51512,-14.688677620887487,-26.1392634167418,39.99332374505695,-0.022063458042328087,-34.68867762088749
ETH_5m>75bps,down,15,145,243694,-15.360803068487819,-12.234666451082195,43.79283782845575,-0.04372978107241681,-35.36080306848782
ETH_1m>75bps_lag,up,30,57,1587,-16.018430352160973,12.436523175471137,54.79789675775239,0.05828032620370562,-36.018430352160976
SOL_1m>150bps,down,3,139,5133,-16.347199148065325,-64.21244418347875,37.52258580654115,-0.02592419849089651,-36.34719914806533
ETH_3m>75bps,down,10,145,108569,-16.37198152355625,-17.96100725259823,40.445538336885626,-0.03751459123828102,-36.37198152355625
ETH_5m>75bps_lag,down,30,144,18583,-16.499018680697592,-2.6623722629155666,48.65463695204217,-0.06516783220060479,-36.49901868069759
ETH_5m>150bps,down,10,142,24935,-17.05648310780135,-44.20450412333626,38.765968777716175,-0.029187885560516658,-37.05648310780135
ETH_3m>150bps_lag,down,5,19,405,-18.140570635782,-20.81749437226832,37.69535003516697,-0.20861142922205228,-38.140570635782005
ETH_5m>150bps_lag,down,5,40,1281,-19.094572641275708,-7.865476426905701,46.17642846120883,-0.048821369657098504,-39.094572641275704
SOL_1m>150bps,down,5,139,5133,-19.701072016182533,-67.8359456997567,38.2544898663192,-0.0011100038889525269,-39.70107201618253
SOL_3m>150bps_lag,down,5,26,599,-19.846537241339476,-23.76999729050001,40.28900999260439,-0.12937084534004634,-39.846537241339476
SOL_1m>50bps,down,30,145,90291,-20.181041074634578,-16.10964505109053,44.32724423637823,-0.02541507841781978,-40.18104107463458
BTC_1m>30bps_lag,down,30,124,7330,-20.53645228501744,-12.71796562917607,46.25133163413222,-0.08155480759196164,-40.53645228501744
SOL_5m>100bps,down,10,145,119255,-20.653308145334478,-20.831014643162813,40.366576481649744,-0.037707436527377625,-40.65330814533448
ETH_3m>150bps,down,10,141,11156,-20.835738337772856,-60.81320062108439,36.10975014736823,-0.04706637582118969,-40.83573833777286
SOL_1m>50bps_lag,down,15,142,8218,-21.0828164496339,-0.37158220601298564,49.4697142145641,-0.035163864269575004,-41.0828164496339
ETH_1m>50bps_lag,down,10,111,6098,-21.390408034648043,-3.579018754037068,47.83584605779658,-0.050767325538502016,-41.39040803464805
ETH_5m>100bps,down,30,145,94428,-21.764090628882254,-23.550026878760338,43.077972627276075,-0.03161337410040005,-41.76409062888226
SOL_1m>75bps_lag,down,15,48,1410,-21.943220965152076,-10.377098913541584,44.72441255302166,-0.03338602332274821,-41.94322096515207
SOL_1m>50bps_lag,down,10,142,8218,-23.007241765982624,-2.6332647582915456,48.2237392556855,-0.055418121296989975,-43.00724176598263
SOL_5m>100bps,down,30,145,119255,-23.015042936795265,-20.830994589703614,43.30625085160683,-0.026825821958299287,-43.01504293679527
ETH_3m>150bps_lag,down,10,19,405,-23.67784742725731,-26.195899493581546,37.768560101226,-0.21195985822012714,-43.677847427257305
ETH_1m>75bps,down,5,142,17182,-23.83125260526603,-22.888372700022042,40.163539210227206,-0.017420160752777282,-43.83125260526604
BTC_5m>100bps,down,15,145,22404,-23.836539033112825,-22.200829082616668,43.64826850934214,-0.00469613899084476,-43.83653903311282
ETH_3m>75bps_lag,down,30,116,7564,-24.371265123033226,-17.079268742214616,44.033421943800604,-0.08889280052615803,-44.371265123033226
SOL_5m>150bps,down,10,142,31541,-24.589542724952445,-43.67423203804938,38.560500251329,-0.028621272674638053,-44.589542724952445
ETH_5m>150bps_lag,down,10,40,1281,-24.691039717209737,-10.64046892024226,45.407811237623854,-0.08125149018041965,-44.69103971720973
SOL_1m>50bps,down,15,145,90291,-25.412191260333827,-13.245148273254252,43.87683931387901,-0.04100015851278026,-45.41219126033382
SOL_3m>75bps,down,30,145,127487,-25.802901243059313,-21.680251842999265,42.27175502012652,-0.03727092999300291,-45.80290124305931
SOL_3m>75bps,down,15,145,127487,-26.143948818465752,-19.712522775647784,41.27159837621691,-0.04723722595597479,-46.14394881846575
ETH_1m>150bps_lag,up,5,2,28,-26.904625803154097,1.8665780271492904,53.125,0.015491884562417096,-46.9046258031541
ETH_5m>100bps,down,15,145,94428,-27.372312690090155,-21.40807340144733,41.76181238095885,-0.05504894188988657,-47.37231269009015
SOL_5m>100bps,down,15,145,119255,-28.97215916967559,-21.70077103450856,40.89954774417261,-0.04925256198295823,-48.97215916967559
BTC_1m>75bps,up,1,141,4616,-29.84767267014397,-11.393973675586233,41.89276715806306,-0.08668109505343338,-49.847672670143965
ETH_1m>50bps_lag,down,30,111,6098,-30.20705848578908,-9.553378587462369,47.208033012797394,-0.07198538525416748,-50.20705848578908
ETH_3m>150bps_lag,down,15,19,405,-30.806843822319067,-29.70070657712776,38.6032400570444,-0.18520856916869957,-50.80684382231907
SOL_3m>75bps_lag,down,30,142,10305,-30.858607671645082,-15.92724076792607,45.27189526940885,-0.09986099136944633,-50.85860767164508
ETH_3m>75bps,down,15,145,108569,-31.293914053241636,-19.79071876739138,41.297005029351496,-0.061870499646202726,-51.293914053241636
ETH_1m>50bps_lag,down,15,111,6098,-31.643878666469714,-8.034933422983748,45.96914826720727,-0.09504156756511736,-51.64387866646972
ETH_1m>50bps,down,10,145,76841,-32.020543146714644,-11.899546228917943,43.069790182902096,-0.04979582627729198,-52.020543146714644
SOL_1m>150bps_lag,down,15,3,71,-32.20207750091465,-28.94117362710872,37.57716049382716,-0.21670875379236812,-52.20207750091464
ETH_3m>75bps,down,30,145,108569,-33.78115324634494,-25.566204128246383,41.062399321647746,-0.04640217446618526,-53.78115324634494
ETH_1m>150bps_lag,up,3,2,28,-34.130813607697505,-1.5506217781602327,45.833333333333336,-0.07656393423434055,-54.130813607697505
SOL_1m>50bps_lag,down,30,142,8218,-34.47264759938659,-6.298375953140302,47.62725546510169,-0.07816462159130738,-54.47264759938659
SOL_1m>75bps,down,10,142,24126,-34.64812043445071,-27.082404187347674,40.879559385514995,-0.0299189471742306,-54.64812043445071
SOL_3m>150bps_lag,down,10,26,599,-35.44608622708073,-41.575512177009394,37.409019823778436,-0.21349367760939242,-55.44608622708073
BTC_5m>100bps,down,30,145,22404,-35.92405289771312,-24.967199653014628,44.27900964545864,-0.019787506228073046,-55.92405289771312
ETH_1m>100bps_lag,down,5,5,114,-36.40154185190541,-11.375912845242864,43.772727272727266,0.015818511729175155,-56.40154185190541
BTC_3m>100bps_lag,down,15,4,87,-37.84715308471232,-35.25798410087738,39.98135198135198,-0.15749631232330694,-57.84715308471232
ETH_5m>150bps_lag,down,30,40,1281,-38.77824151245535,-35.775165839001716,41.23368898698491,-0.15701618994794042,-58.77824151245535
SOL_1m>75bps_lag,down,30,48,1410,-39.97872660951855,-8.395937304274913,46.904099894369715,-0.06781518652598222,-59.97872660951856
ETH_3m>100bps,down,15,145,37071,-40.456856891909574,-30.102498440528343,39.630016100537304,-0.05532810335038635,-60.456856891909574
ETH_5m>150bps_lag,down,15,40,1281,-41.02470593962323,-16.18136480614239,44.183944163099525,-0.08017737570473613,-61.02470593962323
SOL_3m>100bps,down,30,145,51512,-45.29762995213559,-31.297232000124872,41.17960822308924,-0.04737657281498559,-65.29762995213558
SOL_3m>150bps_lag,down,15,26,599,-45.50896862000067,-48.16703626175518,37.40932193305208,-0.19151485800085116,-65.50896862000067
ETH_3m>150bps_lag,down,30,19,405,-46.00554673557169,-42.75969828526712,35.172847747218455,-0.23567626489464,-66.0055467355717
SOL_3m>150bps_lag,down,30,26,599,-47.55191101999083,-51.514032725767734,35.34474096727014,-0.19521190220303739,-67.55191101999084
SOL_1m>150bps_lag,down,30,3,71,-47.70479289334139,-33.53345520394235,35.1466049382716,-0.3430664075087663,-67.7047928933414
SOL_3m>100bps,down,15,145,51512,-48.92201641437808,-29.997712739225644,39.489715152594435,-0.06109894582906618,-68.92201641437808
ETH_1m>50bps,down,15,145,76841,-51.42760284468573,-18.941983666114133,40.85251597321931,-0.08001410582186942,-71.42760284468574
SOL_5m>150bps,down,15,142,31541,-52.20585076077011,-48.998738400093124,37.97962248172267,-0.05454825752610367,-72.20585076077012
ETH_1m>50bps,down,30,145,76841,-56.85494964025017,-21.34037747847758,42.62432023669574,-0.05851877066140379,-76.85494964025017
ETH_3m>100bps,down,30,145,37071,-59.56607347918861,-37.09353978337311,40.59034716837601,-0.05560893635266347,-79.5660734791886
SOL_5m>150bps,down,30,142,31541,-60.38078926564077,-61.30967874360356,37.5122747257973,-0.0635057416588972,-80.38078926564077
BTC_3m>75bps,down,15,145,24658,-62.03647443174662,-27.216031292534243,40.950827567176894,-0.04591292476319131,-82.03647443174663
SOL_1m>100bps,down,10,141,10466,-64.78272549217066,-63.244434406474184,35.20944804502643,-0.04728925294746941,-84.78272549217066
BTC_3m>100bps_lag,down,30,4,87,-67.20956459425204,-56.6748511873072,35.53904428904429,-0.2644291852172732,-87.20956459425206
SOL_3m>150bps,down,10,142,15439,-71.70088497320884,-70.8814898706559,36.4085240423456,-0.07084214923097511,-91.70088497320884
ETH_1m>100bps_lag,down,10,5,114,-79.10935864019899,-32.94462815529597,41.55050505050505,-0.170242141109043,-99.10935864019899
ETH_1m>75bps,down,10,142,17182,-82.71675889598224,-29.549326461773784,38.68240461768264,-0.05939691677422013,-102.71675889598224
ETH_5m>150bps,down,15,142,24935,-83.00198910964276,-48.77998550457816,36.9755649777522,-0.0935253185336186,-103.00198910964276
SOL_1m>75bps,down,15,142,24126,-89.3772617225071,-40.679498375574035,36.307897578241345,-0.08217523640209273,-109.3772617225071
BTC_3m>75bps,down,30,145,24658,-93.36024127385669,-26.86294786405724,42.65968002952344,-0.05903101821577079,-113.36024127385669
ETH_5m>150bps,down,30,142,24935,-97.09621642089269,-67.7408024638491,35.9058911996628,-0.09285513298933713,-117.09621642089269
BTC_1m>50bps,down,30,145,14429,-103.19785209233434,-31.49108591545705,40.950398137860546,-0.0862584529405555,-123.19785209233433
ETH_1m>100bps_lag,down,15,5,114,-108.11368226439568,-33.74058858106066,35.56565656565657,-0.286589766741412,-128.11368226439566
ETH_1m>100bps_lag,up,30,15,278,-116.21492787735588,12.187053632614186,53.782923425780574,-0.06829633142863342,-136.21492787735588
BTC_1m>100bps,down,10,125,1713,-134.9802852074515,-140.81859391405558,25.40905760905761,-0.066639400523337,-154.9802852074515
ETH_1m>100bps,down,10,141,6748,-144.01494042608107,-77.84376296549473,32.50419624832094,-0.14211566817435922,-164.01494042608107
ETH_1m>100bps_lag,down,30,5,114,-145.58302841391804,-59.77953586060458,39.85858585858586,-0.2112329143215824,-165.58302841391804
ETH_3m>150bps,down,15,141,11156,-145.80628309373347,-70.94630895548413,32.595009384112885,-0.12878217973981845,-165.80628309373347
ETH_1m>75bps,down,15,142,17182,-154.04417481188955,-43.410498124393506,35.317460521327156,-0.11352940427492192,-174.04417481188955
BTC_1m>75bps,down,15,141,3992,-164.40070036486492,-104.43561396585768,33.95342261052226,-0.12238414371757911,-184.40070036486492
SOL_3m>150bps,down,15,142,15439,-166.83124725250934,-83.7331658065667,33.76290968204341,-0.1351336256862607,-186.83124725250934
BTC_3m>100bps,down,15,141,7390,-173.7892562202102,-64.14146945325123,34.45590050817596,-0.08065166832399417,-193.7892562202102
SOL_1m>75bps,down,30,142,24126,-174.44555344140431,-49.60693333072845,38.46044500796522,-0.13615918775351626,-194.44555344140431
SOL_1m>100bps,down,15,141,10466,-185.69130071912664,-77.30321954944611,31.893630976872572,-0.12266561763175067,-205.69130071912664
BTC_5m>150bps,down,15,141,5201,-194.1696726269084,-58.342668201187976,39.87190736350871,-0.05009861298090068,-214.1696726269084
ETH_1m>150bps,down,15,125,2394,-227.31603378830565,-105.63786736802513,31.32100193923723,-0.09687708766391565,-247.31603378830565
ETH_1m>100bps,down,15,141,6748,-246.7230052659731,-82.68477104678294,28.204093909610858,-0.21937738555260317,-266.7230052659731
BTC_3m>150bps,down,10,125,1851,-252.14073674841785,-114.40010828304644,33.8174358974359,0.0007561791336967945,-272.14073674841785
ETH_1m>75bps,down,30,142,17182,-259.58323974781723,-55.90931637637051,36.41336553198702,-0.14350867393790323,-279.58323974781723
ETH_3m>150bps,down,30,141,11156,-262.87392709448443,-90.37583496956196,31.104287358577803,-0.1764855230184212,-282.87392709448443
SOL_3m>150bps,down,30,142,15439,-283.2816220751872,-107.1358954898579,31.980050506432935,-0.19302913668208627,-303.2816220751872
SOL_1m>150bps,down,10,139,5133,-300.0169668939764,-139.23951411634974,28.862456712265317,-0.18105120767271668,-320.0169668939764
SOL_1m>100bps,down,30,141,10466,-369.1626918999511,-103.23250906543038,30.70849571288151,-0.2035412840729103,-389.1626918999511
BTC_1m>100bps,down,15,125,1713,-373.82216168603617,-125.64174683293918,20.502364302364303,-0.16926524009121685,-393.82216168603617
ETH_1m>100bps,down,30,141,6748,-439.28304261975455,-108.50713082239642,27.16339184009511,-0.25502950575007954,-459.28304261975455
BTC_5m>150bps,down,30,141,5201,-478.51831874379246,-97.11895219158637,35.34037786277428,-0.19193838300215738,-498.51831874379246
ETH_1m>150bps,down,30,125,2394,-484.7720201821348,-149.38121000941248,24.83288730876966,-0.16326128575200674,-504.7720201821348
BTC_3m>100bps,down,30,141,7390,-494.7141289745956,-90.28504855883659,29.429145255227915,-0.23602869786210298,-514.7141289745956
BTC_1m>75bps,down,30,141,3992,-498.4303234192029,-107.60101247077672,30.783099227988043,-0.32010213487047395,-518.430323419203
SOL_1m>150bps,down,15,139,5133,-498.94739775750395,-169.811615531741,24.80562053596673,-0.28768109013381055,-518.947397757504
BTC_3m>150bps,down,15,125,1851,-811.4841286901993,-161.341889389896,34.63794871794872,-0.15564551320197104,-831.4841286901993
SOL_1m>150bps,down,30,139,5133,-885.52599745137,-196.3639290217035,24.252945904887245,-0.39813584921589007,-905.52599745137
BTC_1m>100bps,down,30,125,1713,-941.5724022838873,-89.40536606989491,30.727738927738926,-0.3773899218659172,-961.5724022838873
BTC_3m>150bps,down,30,125,1851,-1959.4448944659307,-243.1864410356663,30.05948717948718,-0.44317788000352754,-1979.4448944659307
