date,signal,n_trades,mean_ret,net_ret,win_rate
2025-06-21,idea6_coiled,19,19.73754468280502,-0.2624553171949806,31.57894736842105
2025-07-02,idea6_coiled,17,80.48590959539699,60.48590959539699,70.58823529411765
2025-09-13,idea6_coiled,12,2.572495643788642,-17.427504356211358,41.66666666666667
2025-11-02,idea6_coiled,5,-3.4523137550874763,-23.452313755087477,60.0
2026-01-14,idea6_coiled,15,-4.759030030453265,-24.759030030453264,46.666666666666664
2026-02-26,idea6_coiled,43,-19.62212267060785,-39.62212267060785,41.86046511627907
2025-01-03,idea6_coiled,7,-32.166542125561726,-52.166542125561726,28.57142857142857
2025-03-27,idea6_coiled,11,-48.701224459549934,-68.70122445954993,27.27272727272727
2025-07-14,idea6_coiled,12,-13.667302715253227,-33.66730271525323,50.0
2025-02-28,idea5_spotlead,28,125.28119568094293,105.28119568094293,67.85714285714286
2025-03-05,idea5_spotlead,3,-17.990719358738456,-37.99071935873846,33.33333333333333
2025-03-07,idea5_spotlead,11,-9.083150239186477,-29.083150239186477,54.54545454545454
2025-03-08,idea5_spotlead,2,270.81421738538893,250.81421738538893,100.0
2025-03-10,idea5_spotlead,16,-325.9968311828527,-345.9968311828527,25.0
2025-03-11,idea5_spotlead,22,266.84694953206866,246.84694953206866,77.27272727272727
2025-08-28,idea3_ifr,1,14.133990227354065,-5.866009772645935,100.0
2025-02-06,idea6_coiled,31,11.93544016218374,-8.06455983781626,58.06451612903226
2025-02-20,idea6_coiled,31,-21.928587300037762,-41.92858730003776,48.38709677419355
2025-06-01,idea6_coiled,8,4.162151356407879,-15.837848643592121,50.0
2025-06-11,idea6_coiled,28,-4.028904086079019,-24.02890408607902,32.142857142857146
2025-08-21,idea6_coiled,8,-11.899810637397703,-31.899810637397703,50.0
2025-10-13,idea6_coiled,32,4.731477502275787,-15.268522497724213,53.125
2025-12-06,idea6_coiled,19,-21.946948550356566,-41.946948550356566,36.84210526315789
2026-01-27,idea6_coiled,15,12.03748679495657,-7.962513205043431,66.66666666666666
2025-03-09,idea6_coiled,28,119.74681909332776,99.74681909332776,71.42857142857143
2025-03-20,idea6_coiled,35,-23.984070641897507,-43.9840706418975,40.0
2025-07-13,idea6_coiled,25,0.7433073652137512,-19.256692634786248,52.0
2025-08-17,idea6_coiled,1,-628.7229702162379,-648.7229702162379,0.0
2025-04-08,idea5_spotlead,17,-126.5811749218936,-146.5811749218936,17.647058823529413
2025-02-03,idea3_ifr,11,305.03245230528114,285.03245230528114,81.81818181818183
2025-02-11,idea3_ifr,3,57.494008843031644,37.494008843031644,100.0
2025-03-03,idea3_ifr,16,-275.2504368775121,-295.2504368775121,37.5
2025-03-07,idea3_ifr,6,-120.95063968911876,-140.95063968911876,33.33333333333333
2025-03-10,idea3_ifr,19,-80.28451064437782,-100.28451064437782,42.10526315789473
2025-03-13,idea3_ifr,15,-71.07435247396351,-91.07435247396351,20.0
2025-08-14,idea3_ifr,4,-240.85186868987586,-260.85186868987586,0.0
2025-08-15,idea3_ifr,1,21.121554546414956,1.1215545464149557,100.0
2025-09-13,idea3_ifr,2,67.8304823039999,47.8304823039999,100.0
2025-12-22,idea3_ifr,1,129.87012987013102,109.87012987013102,100.0
2025-01-06,idea6_coiled,11,1.9249367048554147,-18.075063295144584,54.54545454545454
2025-01-19,idea6_coiled,15,38.08506752270032,18.08506752270032,53.333333333333336
2025-03-12,idea6_coiled,12,72.39603182320492,52.39603182320492,58.333333333333336
2025-03-26,idea6_coiled,1,-379.36858516305017,-399.36858516305017,0.0
2025-04-30,idea6_coiled,16,-114.71050139022987,-134.71050139022987,18.75
2025-05-18,idea6_coiled,18,-36.27336421165466,-56.27336421165466,55.55555555555556
2025-10-03,idea6_coiled,4,92.035785136943,72.035785136943,50.0
2025-10-06,idea6_coiled,14,112.67469354708587,92.67469354708587,78.57142857142857
