symbol,signal,direction,horizon_m,n_signals,mean_ret,median_ret,win_rate,net_fees
GRASSUSDT,basis_z2.0_lb60,long,30,12474,4.6401698076255045,2.8198805054524545,50.98605098605099,-15.359830192374496
GRASSUSDT,basis_z2.0_lb60,short,60,11465,7.27086209942516,7.448789571695702,53.00479720889663,-12.729137900574841
GRASSUSDT,basis_z2.0_lb60,long,60,12470,4.544032980394247,1.2444103629616343,50.14434643143545,-15.455967019605753
GRASSUSDT,basis_z2.0_lb60,short,240,11465,12.529509314365802,21.022204703718963,54.40034888791976,-7.470490685634198
GRASSUSDT,basis_z2.0_lb60,long,240,12462,2.197545708060963,-4.572473947274114,48.86856042368801,-17.802454291939036
GRASSUSDT,basis_z2.5_lb60,short,5,5137,1.438764873139586,2.317604523964789,51.35292972552074,-18.561235126860414
GRASSUSDT,basis_z2.5_lb60,long,5,5791,2.8605127563353987,2.4609326934910136,51.562769815230524,-17.1394872436646
GRASSUSDT,basis_z2.5_lb60,short,15,5137,5.009528843236421,5.34235597898669,53.552657192914154,-14.99047115676358
GRASSUSDT,basis_z2.5_lb60,long,15,5791,7.594830517375143,3.207184092366422,51.890865135555174,-12.405169482624856
GRASSUSDT,basis_z2.5_lb60,short,30,5137,6.0715616410744175,9.107468123862317,54.33132178314192,-13.928438358925582
GRASSUSDT,basis_z2.5_lb60,long,30,5791,6.7567472103333355,1.7922752934862451,50.56121567950268,-13.243252789666665
GRASSUSDT,basis_z2.5_lb60,short,60,5137,3.5921881462048026,6.428801028607323,52.54039322561807,-16.4078118537952
GRASSUSDT,basis_z2.5_lb60,long,60,5789,4.232025638715254,2.2301516503109298,50.33684574192434,-15.767974361284747
GRASSUSDT,basis_z2.5_lb60,short,240,5137,10.855899530909308,21.638330757343116,54.72065407825579,-9.144100469090692
GRASSUSDT,basis_z2.5_lb60,long,240,5784,4.520083660217267,-5.450723165251192,48.66874135546335,-15.479916339782733
GRASSUSDT,basis_z3.0_lb60,short,5,2304,2.9280920973705356,3.3088719370577557,53.47222222222222,-17.071907902629466
GRASSUSDT,basis_z3.0_lb60,long,5,2664,2.525793335745887,3.3738329884369644,53.11561561561562,-17.474206664254112
GRASSUSDT,basis_z3.0_lb60,short,15,2304,6.669052448662573,6.4721143113394275,54.25347222222222,-13.330947551337427
GRASSUSDT,basis_z3.0_lb60,long,15,2664,9.888731077549258,3.2959878572069723,51.91441441441441,-10.111268922450742
GRASSUSDT,basis_z3.0_lb60,short,30,2304,8.315158245640326,8.947585422871551,54.513888888888886,-11.684841754359674
GRASSUSDT,basis_z3.0_lb60,long,30,2664,9.421972862695112,1.752900135635338,50.48798798798799,-10.578027137304888
GRASSUSDT,basis_z3.0_lb60,short,60,2304,6.594187915491271,6.28671573394024,52.43055555555556,-13.405812084508728
GRASSUSDT,basis_z3.0_lb60,long,60,2664,7.025892516160422,0.0,49.6996996996997,-12.974107483839578
GRASSUSDT,basis_z3.0_lb60,short,240,2304,14.86959851383209,33.638057389180354,55.859375,-5.13040148616791
GRASSUSDT,basis_z3.0_lb60,long,240,2663,10.778345255623167,0.0,49.8685692827638,-9.221654744376833
GRASSUSDT,basis_z2.0_lb240,short,5,11147,1.6567857353744506,2.673796791443639,52.166502197900776,-18.343214264625548
GRASSUSDT,basis_z2.0_lb240,long,5,12255,3.6474941936839844,2.676062619866304,51.962464300285596,-16.352505806316017
GRASSUSDT,basis_z2.0_lb240,short,15,11147,4.120759990969736,4.790419161676551,53.01874943931103,-15.879240009030264
GRASSUSDT,basis_z2.0_lb240,long,15,12255,7.450095067811589,3.244646333551149,51.88902488780089,-12.549904932188412
GRASSUSDT,basis_z2.0_lb240,short,30,11147,5.113325241455564,6.889424733034222,53.503184713375795,-14.886674758544437
GRASSUSDT,basis_z2.0_lb240,long,30,12255,7.66296363437404,3.041362530415981,51.12199102407181,-12.33703636562596
GRASSUSDT,basis_z2.0_lb240,short,60,11147,7.467398706243828,8.703220191471628,53.13537274603032,-12.532601293756173
GRASSUSDT,basis_z2.0_lb240,long,60,12251,10.613222420500058,3.3134526176281653,51.02440617092482,-9.386777579499942
GRASSUSDT,basis_z2.0_lb240,short,240,11146,12.937978640178335,26.471049806963688,55.05113942221425,-7.0620213598216655
GRASSUSDT,basis_z2.0_lb240,long,240,12243,11.093417605515546,0.0,49.92240463938577,-8.906582394484454
GRASSUSDT,basis_z2.5_lb240,short,5,5207,2.1600773700506646,2.628673571315465,52.02611868638372,-17.839922629949335
GRASSUSDT,basis_z2.5_lb240,long,5,6095,3.714115208026053,2.8121484814391806,52.124692370795735,-16.28588479197395
GRASSUSDT,basis_z2.5_lb240,short,15,5207,5.216052487519993,5.961251862892647,53.65853658536586,-14.783947512480008
GRASSUSDT,basis_z2.5_lb240,long,15,6095,8.716816223789136,3.207184092366422,51.911402789171454,-11.283183776210864
GRASSUSDT,basis_z2.5_lb240,short,30,5207,6.723296108601268,8.924587237840731,54.004225081620895,-13.276703891398732
GRASSUSDT,basis_z2.5_lb240,long,30,6095,8.33403652785398,1.197318007661874,50.205086136177194,-11.66596347214602
GRASSUSDT,basis_z2.5_lb240,short,60,5207,5.910837514593496,6.653359946772186,52.54465143076628,-14.089162485406504
GRASSUSDT,basis_z2.5_lb240,long,60,6092,9.719388962896863,1.5957567708591025,50.32829940906106,-10.280611037103137
