follower,direction,horizon_m,n_signals,raw_alt_ret,raw_btc_fwd,excess_ret,beta_adj_ret,alt_already_moved,raw_net_fees,excess_net_fees,beta_adj_net_fees,raw_wr,excess_wr,lag_1m,lag_2m,lag_3m,lag_5m
1000BONKUSDT,up,5,20,343.9679312790605,23.278436586443966,320.6894946926167,230.19252010051545,674.6291925086022,323.9679312790605,300.6894946926167,210.19252010051545,60.0,65.0,345.51586445922806,440.02356062094566,484.6786440543692,471.08752238481975
1000BONKUSDT,up,10,20,844.3800199795198,44.15531188304378,800.2247080964755,635.0979094331676,674.6291925086022,824.3800199795198,780.2247080964755,615.0979094331676,60.0,70.0,831.2441020472028,900.4220953457288,902.7136338833759,711.8192762316272
1000BONKUSDT,up,15,20,1106.0527446297933,91.02041998680915,1015.0323246429841,748.805275676238,674.6291925086022,1086.0527446297933,995.0323246429841,728.805275676238,60.0,70.0,1007.0193422003109,1034.2926022849806,987.6096090549993,896.3057767599319
1000BONKUSDT,up,30,20,1341.1887118743616,129.79371281087066,1211.3949990634908,848.3283012109441,674.6291925086022,1321.1887118743616,1191.3949990634908,828.3283012109441,70.0,70.0,,,,
1000BONKUSDT,down,1,15,333.0070952806126,-7.703849333397628,340.71094461401003,377.84944100766165,1851.622098587185,313.0070952806126,320.71094461401003,357.84944100766165,53.333333333333336,53.333333333333336,251.11822473062705,251.09800619583302,60.53081411915049,-329.5048400382572
1000BONKUSDT,down,3,15,613.0997880659324,-0.9633323316777137,614.0631203976099,610.7949109239795,1851.622098587185,593.0997880659324,594.0631203976099,590.7949109239795,46.666666666666664,53.333333333333336,364.4319605149386,139.08150557992738,-318.25513836115596,-879.5549275479465
1000BONKUSDT,down,5,15,671.7451433261125,-12.953192249738352,684.6983355758508,705.5050967316707,1851.622098587185,651.7451433261125,664.6983355758508,685.5050967316707,46.666666666666664,60.0,158.56933791294327,-238.96397978676177,-756.2471443082609,-1369.966029991123
1000BONKUSDT,down,10,15,-260.93542496775086,-70.96305092865354,-189.97237403909733,-64.61044885398603,1851.622098587185,-280.93542496775086,-209.97237403909733,-84.61044885398603,40.0,53.333333333333336,-792.3612519700182,-1245.8146682092847,-1691.7303060957902,-2143.2132945944295
1000BONKUSDT,down,15,15,-762.3292510679465,-169.29114963283862,-593.0381014351079,-271.6576562347296,1851.622098587185,-782.3292510679465,-613.0381014351079,-291.6576562347296,46.666666666666664,53.333333333333336,-1295.2499318858665,-1708.9793183722027,-2102.0982502519405,-2575.7427685718303
1000BONKUSDT,down,30,15,-2121.29368150828,-290.8398314579224,-1830.453850050357,-1284.4006513607317,1851.622098587185,-2141.29368150828,-1850.453850050357,-1304.4006513607317,46.666666666666664,46.666666666666664,,,,
1000PEPEUSDT,up,1,20,101.7491529491391,-2.380852355945096,104.13000530508415,80.29807484649207,755.955661923384,81.7491529491391,84.13000530508415,60.29807484649207,50.0,55.00000000000001,44.47744504044826,-25.01870661632733,51.51878631483824,42.78446658768003
1000PEPEUSDT,up,3,20,121.90509632256547,-13.225277502998017,135.13037382556348,123.20048773325391,755.955661923384,101.90509632256547,115.13037382556348,103.20048773325391,45.0,55.00000000000001,70.91193599532852,61.155660119918856,130.6490399732498,252.19937624274002
1000PEPEUSDT,up,5,20,212.5961486119042,23.278436586443966,189.31771202546028,106.31555103153104,755.955661923384,192.5961486119042,169.31771202546028,86.31555103153104,45.0,45.0,148.54247559710743,209.7433795505884,341.4724799238588,390.97065945767224
1000PEPEUSDT,up,10,20,604.294745348838,44.15531188304378,560.1394334657941,409.80940567440695,755.955661923384,584.294745348838,540.1394334657941,389.80940567440695,60.0,70.0,614.6253849262727,621.8748657136639,669.4747390792124,551.1155615568712
1000PEPEUSDT,up,15,20,792.4931588043644,91.02041998680915,701.4727388175551,456.5449040520215,755.955661923384,772.4931588043644,681.4727388175551,436.5449040520215,65.0,70.0,651.3113188365608,649.5436357661745,666.3658294776773,702.1542538238352
1000PEPEUSDT,up,30,20,1082.6319890772013,129.79371281087066,952.8382762663307,620.8639486988587,755.955661923384,1062.6319890772013,932.8382762663307,600.8639486988587,75.0,70.0,,,,
1000PEPEUSDT,down,1,15,234.15505862660112,-7.703849333397628,241.8589079599988,278.0382996118528,1655.5196618681507,214.15505862660112,221.8589079599988,258.0382996118528,53.333333333333336,60.0,140.6363928963465,76.98160113948899,-26.89281941164861,-191.42947649712943
1000PEPEUSDT,down,3,15,213.05710773894526,-0.9633323316777137,214.02044007062295,213.78880440340058,1655.5196618681507,193.05710773894526,194.02044007062295,193.78880440340058,40.0,53.333333333333336,-13.558829363214134,-224.1768897543856,-467.4022370119758,-673.4407612247047
1000PEPEUSDT,down,5,15,54.119687593149116,-12.953192249738352,67.0728798428873,105.64764725103662,1655.5196618681507,34.119687593149116,47.0728798428873,85.64764725103662,40.0,53.333333333333336,-302.8308620443327,-644.6099766962545,-869.4832072370233,-1022.2106450558072
1000PEPEUSDT,down,10,15,-652.9800051915221,-70.96305092865354,-582.0169542628686,-437.82771968689195,1655.5196618681507,-672.9800051915221,-602.0169542628686,-457.82771968689195,26.666666666666668,46.666666666666664,-1047.8319320175826,-1349.792548591145,-1602.4701639500308,-1723.9735516501394
