symbol,signal,direction,horizon_m,n_signals,mean_ret_bps,median_ret_bps,win_rate,sharpe,net_fees_bps
FORMUSDT,ifr_mom60_lt5.0,short,60,16839,4.37370188654593,4.424909289360013,52.16461785141635,0.01727413261745425,-15.62629811345407
FORMUSDT,ifr_mom60_gt5.0,long,240,17141,1.593496500424776,-2.2747952684254447,49.367014759932324,0.003592308420067751,-18.406503499575223
FORMUSDT,ifr_mom60_lt5.0,short,240,16839,-5.849524523468431,7.837973413593602,52.09929330720352,-0.013812226932859018,-25.849524523468432
FORMUSDT,fr_diverge_z1.5,short,5,6915,1.0731091128578214,0.0,48.69125090383225,0.010993518876779802,-18.92689088714218
FORMUSDT,fr_diverge_z1.5,long,5,4711,-8.976980595871643,-0.9310986964616852,45.19210358734876,-0.04208102488380297,-28.976980595871645
FORMUSDT,fr_diverge_z1.5,short,15,6915,4.439991759316813,1.5105740181275973,51.17859725234997,0.025055366797972062,-15.560008240683187
FORMUSDT,fr_diverge_z1.5,long,15,4711,-6.456671273558257,-5.557172722220338,46.104860963701974,-0.025030112659383978,-26.456671273558257
FORMUSDT,fr_diverge_z1.5,short,30,6915,10.421431838612131,2.73847558192597,52.17642805495301,0.047302993739506013,-9.578568161387869
FORMUSDT,fr_diverge_z1.5,long,30,4711,-9.408430341748987,-8.94689753170863,45.31946508172363,-0.02920329401325615,-29.40843034174899
FORMUSDT,fr_diverge_z1.5,short,60,6915,13.08984302456924,3.2789572915814524,51.52566883586407,0.04405822432390454,-6.910156975430761
FORMUSDT,fr_diverge_z1.5,long,60,4711,-13.523525602732393,-10.972431765190471,45.46805349182764,-0.04063755851500308,-33.52352560273239
FORMUSDT,fr_diverge_z1.5,short,240,6915,36.636364029919356,4.886903099692308,51.30874909616775,0.08555709501678371,16.636364029919356
FORMUSDT,fr_diverge_z1.5,long,240,4711,20.75756656769789,-9.259259259258856,47.484610486096365,0.03908092362261956,0.7575665676978893
FORMUSDT,fr_diverge_z2.0,short,5,3263,3.946243216212673,0.8533151292766661,50.75084278271529,0.030383631256894635,-16.05375678378733
FORMUSDT,fr_diverge_z2.0,long,5,2107,-20.94850199991665,-2.8914269191848696,43.61651637399146,-0.06868143324090971,-40.94850199991665
FORMUSDT,fr_diverge_z2.0,short,15,3263,9.817776073854683,2.898214699745827,52.86546123199509,0.04180035069254653,-10.182223926145317
FORMUSDT,fr_diverge_z2.0,long,15,2107,-13.695312575624735,-8.703220191470518,44.4233507356431,-0.04257570863582208,-33.69531257562473
FORMUSDT,fr_diverge_z2.0,short,30,3263,22.311146146072474,4.262029578484539,53.84615384615385,0.07879833764955917,2.311146146072474
FORMUSDT,fr_diverge_z2.0,long,30,2107,-11.681038681917258,-11.684651866107343,43.94874228761272,-0.027865438626135747,-31.681038681917258
FORMUSDT,fr_diverge_z2.0,short,60,3263,24.102289518197548,5.623797543288234,52.71222801103279,0.06349049814681502,4.102289518197548
FORMUSDT,fr_diverge_z2.0,long,60,2107,-24.243233810188066,-18.601597548966176,43.331751305173235,-0.060436967428566954,-44.243233810188066
FORMUSDT,fr_diverge_z2.0,short,240,3263,53.4449685156586,16.79517520421392,53.41710082745939,0.1038839219770571,33.4449685156586
FORMUSDT,fr_diverge_z2.0,long,240,2107,47.5896489664989,-2.7337342810285215,49.40673943996203,0.07802645993936637,27.5896489664989
FORMUSDT,fr_diverge_z3.0,short,5,825,16.18200472942945,6.741111990385962,55.15151515151515,0.07490929648710824,-3.817995270570549
FORMUSDT,fr_diverge_z3.0,long,5,695,-50.91019712361963,-7.505629221917776,41.726618705035975,-0.11626064300248161,-70.91019712361964
FORMUSDT,fr_diverge_z3.0,short,15,825,26.994516912443995,16.493873704052085,57.333333333333336,0.06640562959834835,6.994516912443995
FORMUSDT,fr_diverge_z3.0,long,15,695,-36.018082602882714,-22.71837054445669,37.410071942446045,-0.07402174645623405,-56.018082602882714
FORMUSDT,fr_diverge_z3.0,short,30,825,51.83051161803446,36.742754788039456,60.969696969696976,0.11468759790316524,31.830511618034457
FORMUSDT,fr_diverge_z3.0,long,30,695,-38.52922650565686,-30.55073899760563,39.280575539568346,-0.06552155475729567,-58.52922650565686
FORMUSDT,fr_diverge_z3.0,short,60,825,64.57470315502005,48.20709238592124,60.84848484848485,0.10919867596078212,44.574703155020046
FORMUSDT,fr_diverge_z3.0,long,60,695,-73.60671857557544,-52.45088689681432,39.13669064748201,-0.1299376232017285,-93.60671857557544
FORMUSDT,fr_diverge_z3.0,short,240,825,66.07789977194675,38.318659139438,54.42424242424242,0.08770777005713404,46.07789977194675
FORMUSDT,fr_diverge_z3.0,long,240,695,52.740264837719884,-1.705611461708667,49.92805755395683,0.07231403395550881,32.740264837719884
