variant,direction,horizon_m,n_symbols,total_signals,mean_ret_bps,median_ret_bps,mean_wr,mean_sharpe,net_fees_bps
LS>0.72_noOI,short,30,121,3851735,2.8499752280408606,2.6312411277552976,50.37254564742988,0.023134927955196553,-17.15002477195914
LS>0.72_OI>3.0σ,short,15,111,44307,2.7718639853897358,2.2093457575470663,50.49963423417243,0.016867069621587273,-17.228136014610264
LS>0.75_OI>2.0σ,short,15,104,136424,2.7352830770744307,0.929203683333767,50.09019989275142,0.010500538880187461,-17.26471692292557
LS>0.65_OI>2.0σ,short,30,140,349745,2.724036091567186,3.0840973698746033,50.883900579019354,0.019393239652799342,-17.275963908432814
LS>0.72_OI>2.0σ,long,15,20,1007,2.7128193195768864,-25.819758331872777,44.02202306217855,-0.06879758048048398,-17.287180680423113
LS>0.75_OI>2.5σ,short,30,103,64921,2.708433605041965,2.3839971317546067,49.89231833700604,0.010440385131789014,-17.291566394958036
LS>0.65_OI>2.5σ_extended,short,15,139,71667,2.697294484439318,4.6920933869583035,52.10873333305872,0.03175905681171283,-17.30270551556068
LS>0.65_OI>2.5σ,short,15,140,169650,2.613136754704198,2.8336864736477145,50.43415506134588,0.025511951405578284,-17.386863245295803
LS>0.68_OI>3.0σ_extended,long,5,17,172,2.585119179105042,-25.573155388050246,48.21733821733822,-0.03590323938801874,-17.414880820894957
LS>0.72_OI>1.5σ,short,30,117,390296,2.56582968868121,2.5059538446620264,51.046630171034984,0.03978101096921031,-17.434170311318788
LS>0.72_noOI_extended,short,15,119,1350548,2.5494858135428125,3.4915470601049234,51.899956424032126,0.0295898531825454,-17.450514186457188
LS>0.68_OI>2.5σ,short,15,128,139162,2.5170414699001182,1.5764798346762148,49.744594692315296,0.020643908928599346,-17.482958530099882
LS>0.7_OI>3.0σ,short,30,117,54540,2.500090297756147,3.5485304946755982,51.46283746516987,0.0308082885376142,-17.49990970224385
LS>0.7_OI>3.0σ_extended,short,5,111,23444,2.478939692935299,2.5712841768770462,51.30008361822623,0.03755316497712444,-17.5210603070647
LS>0.65_OI>2.0σ_extended,short,30,140,140992,2.4533460246702283,6.128896778376814,52.4782511601693,0.02990124425986511,-17.54665397532977
