symbol,lookback,zscore_thresh,direction,horizon_m,n_signals,mean_ret_bps,median_ret_bps,win_rate,sharpe,net_of_fees_bps,avg_premium_bps
0GUSDT,60,3.0,short,5,191,1.0371164586224515,3.2583903551641757,53.92670157068062,0.014072324176049774,-18.962883541377547,0.5458544502617795
0GUSDT,60,3.0,long,5,2975,6.0705593185231566,0.8892841262775342,50.18487394957983,0.04734670770406399,-13.929440681476844,-52.05642168067227
0GUSDT,60,3.0,short,15,191,-4.011666878156266,10.17869260348303,52.879581151832454,-0.03404140479633445,-24.011666878156266,0.5458544502617795
0GUSDT,60,3.0,long,15,2975,15.193765804927088,2.6315789473696505,51.39495798319328,0.08017133514298228,-4.806234195072912,-52.05642168067227
0GUSDT,60,3.0,short,30,191,8.096032863385599,6.243171531138403,53.92670157068062,0.05724085949767185,-11.903967136614401,0.5458544502617795
0GUSDT,60,3.0,long,30,2975,24.12049735124281,-1.026588645929305,49.411764705882355,0.09452458472993693,4.120497351242811,-52.05642168067227
0GUSDT,60,3.0,short,60,191,14.925776897090829,11.295788284654273,54.45026178010471,0.0836839874227935,-5.074223102909171,0.5458544502617795
0GUSDT,60,3.0,long,60,2975,39.96578071089197,-8.147745790331173,47.05882352941176,0.08826959039862935,19.96578071089197,-52.05642168067227
0GUSDT,60,3.0,short,240,191,42.148211829529274,65.70512820512798,58.63874345549738,0.11251437370646869,22.148211829529274,0.5458544502617795
0GUSDT,60,3.0,long,240,2975,29.84870912690128,-29.492525170343733,45.24369747899159,0.05284875377147795,9.84870912690128,-52.05642168067227
0GUSDT,60,3.5,short,5,100,8.991657875851509,5.331036923640342,56.00000000000001,0.1582269403471186,-11.008342124148491,9.376468000000001
0GUSDT,60,3.5,long,5,1586,6.1507209072797915,0.0,49.87389659520807,0.043256915436458196,-13.84927909272021,-62.110291992433794
0GUSDT,60,3.5,short,15,100,8.73026903125417,11.9700497474029,55.00000000000001,0.10915410531132862,-11.26973096874583,9.376468000000001
0GUSDT,60,3.5,long,15,1586,15.262848490780534,2.714244449900649,51.45018915510718,0.07989149459333625,-4.737151509219466,-62.110291992433794
