entry_i,exit_i,entry_month,gross_bps,net_bps,fee_bps,sig_strength,hold_bars,exit_reason,position_size,pnl_sized,rvol_ratio,symbol,tier,month,entry_time,exit_time
28903,28910,2025-10,-83.40441664297148,-91.40441664297148,8.0,2.592270492302299,7,cross,1.5,-137.10662496445724,2.5376249740853933,AIXBTUSDT,A,2025-10,2025-10-10 21:45:00,2025-10-10 22:20:00
30484,30488,2025-10,489.44656805717244,481.44656805717244,8.0,2.561965494745053,4,cross,1.5,722.1698520857586,2.0104062977087334,AIXBTUSDT,A,2025-10,2025-10-16 09:30:00,2025-10-16 09:50:00
5787,5793,2025-10,2871.8093623434115,2863.8093623434115,8.0,2.775111480470888,6,reversal,1.5,4295.714043515118,2.2294011868787473,ASTERUSDT,A,2025-10,2025-10-10 21:15:00,2025-10-10 21:45:00
5796,5810,2025-10,33.93793129454315,25.937931294543148,8.0,3.977865647271271,14,cross,1.5,38.90689694181472,2.416553654919811,ASTERUSDT,A,2025-10,2025-10-10 22:00:00,2025-10-10 23:10:00
28149,28162,2025-10,634.4746471510709,626.4746471510709,8.0,4.029197696410838,13,cross,1.5,939.7119707266064,2.1483588272873013,ALCHUSDT,A,2025-10,2025-10-09 04:25:00,2025-10-09 05:30:00
28639,28645,2025-10,1168.4166316673661,1160.4166316673661,8.0,2.896912455976062,6,reversal,1.5,1740.624947501049,2.2149736543684004,ALCHUSDT,A,2025-10,2025-10-10 21:15:00,2025-10-10 21:45:00
28648,28659,2025-10,691.0264105642261,683.0264105642261,8.0,4.463057579054218,11,cross,1.5,1024.539615846339,2.494107431854441,ALCHUSDT,A,2025-10,2025-10-10 22:00:00,2025-10-10 22:55:00
24442,24448,2025-10,-3503.460207612458,-3511.460207612458,8.0,3.2454135903877455,6,cross,1.5,-5267.190311418687,2.116937245247313,ANIMEUSDT,A,2025-10,2025-10-10 20:55:00,2025-10-10 21:25:00
28893,28899,2025-10,-3988.9958734525444,-3996.9958734525444,8.0,5.458516712551143,6,reversal,1.5,-5995.493810178817,2.008491586513672,ARBUSDT,A,2025-10,2025-10-10 20:55:00,2025-10-10 21:25:00
28902,28924,2025-10,1188.2287617990016,1180.2287617990016,8.0,2.8711587826442617,22,cross,1.5,1770.3431426985026,2.5373748116516968,ARBUSDT,A,2025-10,2025-10-10 21:40:00,2025-10-10 23:30:00
28898,28904,2025-10,2949.878863898003,2941.878863898003,8.0,10.30035043737559,6,reversal,1.5,4412.818295847004,2.5027720535641587,APTUSDT,A,2025-10,2025-10-10 21:20:00,2025-10-10 21:50:00
28907,28920,2025-10,489.8011472819674,481.8011472819674,8.0,4.287276419068238,13,cross,1.5,722.7017209229512,2.529082797296947,APTUSDT,A,2025-10,2025-10-10 22:05:00,2025-10-10 23:10:00
28825,28831,2025-10,-867.0066692820699,-875.0066692820699,8.0,4.690680351301962,6,cross,1.5,-1312.5100039231047,2.387521970857757,ARCUSDT,A,2025-10,2025-10-10 21:15:00,2025-10-10 21:45:00
28897,28908,2025-10,5829.583802024745,5821.583802024745,8.0,4.66535966368237,11,cross,1.5,8732.375703037116,2.3932194646060316,ATOMUSDT,A,2025-10,2025-10-10 21:15:00,2025-10-10 22:10:00
27814,27817,2025-10,-1981.2135607860082,-1989.2135607860082,8.0,3.1802301893550227,3,cross,1.5,-2983.8203411790123,2.181866458598113,ATHUSDT,A,2025-10,2025-10-10 21:10:00,2025-10-10 21:25:00
8632,8638,2025-10,6505.551926845196,6497.551926845196,8.0,7.6952895933321965,6,reversal,1.5,9746.327890267794,2.2979563222519754,AVNTUSDT,A,2025-10,2025-10-10 21:20:00,2025-10-10 21:50:00
26796,26803,2025-10,5036.081043574801,5028.081043574801,8.0,3.8048340361829065,7,cross,1.5,7542.121565362201,2.367940759855333,AUCTIONUSDT,A,2025-10,2025-10-10 21:15:00,2025-10-10 21:50:00
3399,3411,2025-10,-116.68567290179399,-124.68567290179399,8.0,5.228217996518578,12,cross,1.5,-187.028509352691,2.0660526411671714,BARDUSDT,A,2025-10,2025-10-01 13:15:00,2025-10-01 14:15:00
6083,6087,2025-10,-4726.9576838800895,-4734.9576838800895,8.0,5.468899091240542,4,cross,1.5,-7102.436525820134,2.1724258430265273,BARDUSDT,A,2025-10,2025-10-10 20:55:00,2025-10-10 21:15:00
6090,6114,2025-10,4237.162991194065,4229.162991194065,8.0,5.829160075750005,24,maxhold,1.5,6343.744486791098,2.4961307118461753,BARDUSDT,A,2025-10,2025-10-10 21:30:00,2025-10-10 23:30:00
28893,28899,2025-10,-2850.2241434518096,-2858.2241434518096,8.0,4.137484305611192,6,reversal,1.5,-4287.336215177715,2.004852890676401,AVAXUSDT,A,2025-10,2025-10-10 20:55:00,2025-10-10 21:25:00
28902,28916,2025-10,-553.0006635092766,-561.0006635092766,8.0,6.327368276240164,14,cross,1.5,-841.5009952639149,2.5365252194174626,AVAXUSDT,A,2025-10,2025-10-10 21:40:00,2025-10-10 22:50:00
28609,28615,2025-10,4237.456532538502,4229.456532538502,8.0,7.197075482097822,6,reversal,1.5,6344.184798807753,2.384913362277026,AXSUSDT,A,2025-10,2025-10-10 21:15:00,2025-10-10 21:45:00
28618,28627,2025-10,937.6126938333939,929.6126938333939,8.0,3.8916375038122752,9,cross,1.5,1394.419040750091,2.513370108721337,AXSUSDT,A,2025-10,2025-10-10 22:00:00,2025-10-10 22:45:00
26362,26368,2025-10,1390.8691035947206,1382.8691035947206,8.0,11.945714457991306,6,reversal,1.5,2074.303655392081,2.4902317817897273,BANUSDT,A,2025-10,2025-10-10 21:25:00,2025-10-10 21:55:00
28219,28224,2025-10,-51.07340720221565,-59.07340720221565,8.0,2.8967275922105866,5,cross,1.5,-88.61011080332347,2.402002131689089,BANUSDT,A,2025-10,2025-10-17 08:10:00,2025-10-17 08:35:00
28896,28900,2025-10,-393.02907760446647,-401.02907760446647,8.0,3.2457588212231383,4,cross,1.5,-601.5436164066997,2.1814110636138424,BCHUSDT,A,2025-10,2025-10-10 21:10:00,2025-10-10 21:30:00
28903,28914,2025-10,-454.85998985099195,-462.85998985099195,8.0,3.0616197899766417,11,cross,1.5,-694.2899847764879,2.511505949058734,BCHUSDT,A,2025-10,2025-10-10 21:45:00,2025-10-10 22:40:00
28826,28832,2025-10,9180.672268907563,9172.672268907563,8.0,11.720749136687319,6,cross,1.0,9172.672268907563,2.310116691241487,BERAUSDT,B,2025-10,2025-10-10 21:20:00,2025-10-10 21:50:00
28897,28900,2025-10,7028.985507246379,7020.985507246379,8.0,9.537954374469097,3,cross,1.0,7020.985507246379,2.3770253684462483,BIOUSDT,B,2025-10,2025-10-10 21:15:00,2025-10-10 21:30:00
28898,28911,2025-10,-104.43395139928646,-112.43395139928646,8.0,2.5286490914473014,13,cross,1.0,-112.43395139928646,2.523049784727275,BNBUSDT,B,2025-10,2025-10-10 21:20:00,2025-10-10 22:25:00
12344,12350,2025-10,-1841.1919072208593,-1849.1919072208593,8.0,4.803947146068249,6,reversal,1.0,-1849.1919072208593,2.0087527724847765,BTRUSDT,B,2025-10,2025-10-10 21:10:00,2025-10-10 21:40:00
28897,28909,2025-10,960.0687796596529,952.0687796596529,8.0,6.035235515481405,12,cross,1.0,952.0687796596529,2.3254515432703715,BTCUSDT,B,2025-10,2025-10-10 21:15:00,2025-10-10 22:15:00
26102,26108,2025-10,1965.599022590614,1957.599022590614,8.0,4.475178133431081,6,reversal,1.0,1957.599022590614,2.3378351919909712,CAKEUSDT,B,2025-10,2025-10-10 21:15:00,2025-10-10 21:45:00
26111,26125,2025-10,1267.7363471374338,1259.7363471374338,8.0,4.161537877516599,14,cross,1.0,1259.7363471374338,2.5072051263073085,CAKEUSDT,B,2025-10,2025-10-10 22:00:00,2025-10-10 23:10:00
28897,28903,2025-10,10163.867267513313,10155.867267513313,8.0,11.00235874466995,6,reversal,1.0,10155.867267513313,2.383216049656066,CRVUSDT,B,2025-10,2025-10-10 21:15:00,2025-10-10 21:45:00
28906,28923,2025-10,1787.2832369942216,1779.2832369942216,8.0,3.505062311071569,17,cross,1.0,1779.2832369942216,2.526594593678832,CRVUSDT,B,2025-10,2025-10-10 22:00:00,2025-10-10 23:25:00
27343,27349,2025-10,5120.237773574708,5112.237773574708,8.0,4.4761957225479705,6,reversal,1.0,5112.237773574708,2.40155948205859,CHZUSDT,B,2025-10,2025-10-10 21:20:00,2025-10-10 21:50:00
28893,28899,2025-10,-2361.272930802093,-2369.272930802093,8.0,4.283714249336498,6,reversal,1.5,-3553.9093962031393,2.0033469022658084,DOGEUSDT,A,2025-10,2025-10-10 20:55:00,2025-10-10 21:25:00
28902,28911,2025-10,-431.5528829147497,-439.5528829147497,8.0,3.476661184304462,9,reversal,1.5,-659.3293243721246,2.537497047493296,DOGEUSDT,A,2025-10,2025-10-10 21:40:00,2025-10-10 22:25:00
26659,26683,2025-10,4694.6564885496155,4686.6564885496155,8.0,4.128759786397942,24,maxhold,0.5,2343.3282442748077,2.4638664898926845,CYBERUSDT,C,2025-10,2025-10-10 21:20:00,2025-10-10 23:20:00
12201,12207,2025-10,23417.86108048512,23409.86108048512,8.0,7.567793236182485,6,reversal,1.0,23409.86108048512,2.361172319263737,DYDXUSDT,B,2025-10,2025-10-10 21:20:00,2025-10-10 21:50:00
28897,28900,2025-10,5992.274101444404,5984.274101444404,8.0,9.540329556869832,3,cross,1.0,5984.274101444404,2.4015739331563632,DOTUSDT,B,2025-10,2025-10-10 21:15:00,2025-10-10 21:30:00
28904,28926,2025-10,243.8490794655168,235.8490794655168,8.0,2.829989837643341,22,cross,1.0,235.8490794655168,2.535664160448812,DOTUSDT,B,2025-10,2025-10-10 21:50:00,2025-10-10 23:40:00
28897,28903,2025-10,11966.11159801344,11958.11159801344,8.0,4.014246167758564,6,reversal,1.0,11958.11159801344,2.4008847234116426,EIGENUSDT,B,2025-10,2025-10-10 21:15:00,2025-10-10 21:45:00
28906,28916,2025-10,1433.9676094244335,1425.9676094244335,8.0,3.9672170410772587,10,cross,1.0,1425.9676094244335,2.532742683847239,EIGENUSDT,B,2025-10,2025-10-10 22:00:00,2025-10-10 22:50:00
2877,2883,2025-10,4335.561715310616,4327.561715310616,8.0,5.934220875831618,6,reversal,1.0,4327.561715310616,2.3553969118355185,FFUSDT,B,2025-10,2025-10-10 21:15:00,2025-10-10 21:45:00
28898,28919,2025-10,3007.416376570302,2999.416376570302,8.0,4.736165331393188,21,cross,1.0,2999.416376570302,2.5330103758568763,ENAUSDT,B,2025-10,2025-10-10 21:20:00,2025-10-10 23:05:00
28898,28904,2025-10,610.3034502631077,602.3034502631077,8.0,9.58868560205942,6,reversal,1.0,602.3034502631077,2.3462230512535314,ETHUSDT,B,2025-10,2025-10-10 21:20:00,2025-10-10 21:50:00
28897,28918,2025-10,1265.0929601002713,1257.0929601002713,8.0,6.257911955518285,21,cross,1.0,1257.0929601002713,2.3460910030789166,ETCUSDT,B,2025-10,2025-10-10 21:15:00,2025-10-10 23:00:00
28824,28831,2025-10,-1508.5216970869099,-1516.5216970869099,8.0,3.9017014486867834,7,reversal,1.0,-1516.5216970869099,2.233411875942063,ETHFIUSDT,B,2025-10,2025-10-10 21:10:00,2025-10-10 21:45:00
28897,28921,2025-10,16639.483520217465,16631.483520217465,8.0,5.269349710965348,24,maxhold,1.0,16631.483520217465,2.3714717607748916,FARTCOINUSDT,B,2025-10,2025-10-10 21:15:00,2025-10-10 23:15:00
28825,28836,2025-10,4095.9925442684075,4087.9925442684075,8.0,10.84547118542643,11,cross,1.0,4087.9925442684075,2.3840433238417678,FILUSDT,B,2025-10,2025-10-10 21:15:00,2025-10-10 22:10:00
21614,21617,2025-10,-4786.347901341411,-4794.347901341411,8.0,4.804310758349294,3,cross,1.0,-4794.347901341411,2.292647789923635,FORMUSDT,B,2025-10,2025-10-10 21:10:00,2025-10-10 21:25:00
23202,23205,2025-10,439.7735611699338,431.7735611699338,8.0,2.9074344694834737,3,cross,1.0,431.7735611699338,2.04506769870956,FORMUSDT,B,2025-10,2025-10-16 09:30:00,2025-10-16 09:45:00
28898,28904,2025-10,10173.160173160171,10165.160173160171,8.0,4.362092635438901,6,reversal,1.0,10165.160173160171,2.485555696916964,GALAUSDT,B,2025-10,2025-10-10 21:20:00,2025-10-10 21:50:00
25120,25124,2025-10,371.3527851458887,363.3527851458887,8.0,7.044292163696175,4,cross,1.0,363.3527851458887,2.497111102506974,GPSUSDT,B,2025-10,2025-10-10 21:20:00,2025-10-10 21:40:00
28893,28897,2025-10,-7092.916984006092,-7100.916984006092,8.0,2.787324043898145,4,cross,1.0,-7100.916984006092,2.011928285996349,GRASSUSDT,B,2025-10,2025-10-10 20:55:00,2025-10-10 21:15:00
28900,28924,2025-10,2150.750261719203,2142.750261719203,8.0,2.9134274775279243,24,maxhold,1.0,2142.750261719203,2.5376580412890233,GRASSUSDT,B,2025-10,2025-10-10 21:30:00,2025-10-10 23:30:00
26188,26191,2025-10,8232.421875,8224.421875,8.0,2.706102277452568,3,cross,1.0,8224.421875,2.4852554941491025,GUNUSDT,B,2025-10,2025-10-10 21:30:00,2025-10-10 21:45:00
28893,28899,2025-10,-3822.8113925712037,-3830.8113925712037,8.0,5.4765399947756555,6,reversal,1.0,-3830.8113925712037,2.111069118245575,HBARUSDT,B,2025-10,2025-10-10 20:55:00,2025-10-10 21:25:00
28902,28914,2025-10,974.9332237517993,966.9332237517993,8.0,9.900448542485096,12,cross,1.0,966.9332237517993,2.5230972207092135,HBARUSDT,B,2025-10,2025-10-10 21:40:00,2025-10-10 22:40:00
30484,30487,2025-10,328.72810141005624,320.72810141005624,8.0,2.9967442468753545,3,cross,1.0,320.72810141005624,2.020259916475646,HBARUSDT,B,2025-10,2025-10-16 09:30:00,2025-10-16 09:45:00
28897,28906,2025-10,2001.8005339514477,1993.8005339514477,8.0,4.231159885959475,9,cross,0.5,996.9002669757239,2.34960540016389,HUSDT,C,2025-10,2025-10-10 21:15:00,2025-10-10 22:00:00
28822,28846,2025-10,-2813.8970494316018,-2821.8970494316018,8.0,3.7804190264865434,24,maxhold,1.0,-2821.8970494316018,2.181336850894362,ICPUSDT,B,2025-10,2025-10-10 21:00:00,2025-10-10 23:00:00
28896,28920,2025-10,708.363575456421,700.363575456421,8.0,3.0853232385687113,24,maxhold,1.0,700.363575456421,2.2972864626347422,HYPEUSDT,B,2025-10,2025-10-10 21:10:00,2025-10-10 23:10:00
28759,28770,2025-10,90.92950157162161,82.92950157162161,8.0,2.520407559275635,11,cross,1.0,82.92950157162161,2.5347223706711324,IMXUSDT,B,2025-10,2025-10-10 21:45:00,2025-10-10 22:40:00
27737,27743,2025-10,3624.3694218083,3616.3694218083,8.0,7.972059086004931,6,cross,1.0,3616.3694218083,2.347841672485919,INITUSDT,B,2025-10,2025-10-10 21:15:00,2025-10-10 21:45:00
27746,27749,2025-10,1250.3694945314803,1242.3694945314803,8.0,2.7425289062353295,3,cross,1.0,1242.3694945314803,2.490306182996284,INITUSDT,B,2025-10,2025-10-10 22:00:00,2025-10-10 22:15:00
28896,28903,2025-10,-1776.489193463362,-1784.489193463362,8.0,3.4101687689539495,7,reversal,1.0,-1784.489193463362,2.25537881187066,INJUSDT,B,2025-10,2025-10-10 21:10:00,2025-10-10 21:45:00
28897,28900,2025-10,27366.639216762735,27358.639216762735,8.0,10.554107046276142,3,cross,1.0,27358.639216762735,2.4232759253009,IPUSDT,B,2025-10,2025-10-10 21:15:00,2025-10-10 21:30:00
28903,28915,2025-10,-750.9958523263938,-758.9958523263938,8.0,6.051002545630072,12,cross,1.0,-758.9958523263938,2.497686812440668,IPUSDT,B,2025-10,2025-10-10 21:45:00,2025-10-10 22:45:00
28897,28903,2025-10,1379.4395886118639,1371.4395886118639,8.0,5.007251436468873,6,reversal,1.0,1371.4395886118639,2.1529424437616576,JELLYJELLYUSDT,B,2025-10,2025-10-10 21:15:00,2025-10-10 21:45:00
28906,28915,2025-10,142.47319945643878,134.47319945643878,8.0,3.770991726059911,9,cross,1.0,134.47319945643878,2.365139446629388,JELLYJELLYUSDT,B,2025-10,2025-10-10 22:00:00,2025-10-10 22:45:00
30247,30252,2025-10,235.9406223237226,227.9406223237226,8.0,2.6919482768941885,5,cross,1.0,227.9406223237226,2.2365254973380084,JELLYJELLYUSDT,B,2025-10,2025-10-15 13:45:00,2025-10-15 14:10:00
28898,28905,2025-10,7002.477291494633,6994.477291494633,8.0,6.482655740934064,7,cross,1.0,6994.477291494633,2.5324342233918555,JUPUSDT,B,2025-10,2025-10-10 21:20:00,2025-10-10 21:55:00
28824,28848,2025-10,611.761360943941,603.761360943941,8.0,4.721713681097887,24,maxhold,1.0,603.761360943941,2.226388017931556,KAITOUSDT,B,2025-10,2025-10-10 21:10:00,2025-10-10 23:10:00
936,960,2025-10,2681.114823281168,2673.114823281168,8.0,3.2597197032386798,24,maxhold,1.0,2673.114823281168,2.0922432793468397,LYNUSDT,B,2025-10,2025-10-10 21:15:00,2025-10-10 23:15:00
