symbol,gross_bps,sig_str,hold,entry_time,exit_time,exit_reason,net_tk,net_mk,month,sig_bucket
ONDOUSDT,-6337.04644648557,6.976882468961645,4,2025-10-10 20:55:00,2025-10-10 21:15:00,cross,-6357.04644648557,-6345.04644648557,2025-10,5-7
NOTUSDT,-6720.804331013147,5.105375266042253,4,2025-10-10 20:55:00,2025-10-10 21:15:00,cross,-6740.804331013147,-6728.804331013147,2025-10,5-7
NOTUSDT,-1474.2373376149476,5.161550937822054,4,2026-01-02 23:45:00,2026-01-03 00:05:00,cross,-1494.2373376149476,-1482.2373376149476,2026-01,5-7
PAXGUSDT,228.02664633225777,11.89161744778684,12,2025-10-10 21:20:00,2025-10-10 22:20:00,cross,208.02664633225777,220.02664633225777,2025-10,7+
OPUSDT,5320.697241496024,6.281442268758122,6,2025-10-10 21:20:00,2025-10-10 21:50:00,reversal,5300.697241496024,5312.697241496024,2025-10,5-7
PENGUUSDT,-1078.7126183833072,4.144549463526189,3,2025-10-10 20:55:00,2025-10-10 21:10:00,cross,-1098.7126183833072,-1086.7126183833072,2025-10,4-5
PENGUUSDT,1687.1267843870942,4.895130787197692,15,2025-10-10 21:40:00,2025-10-10 22:55:00,cross,1667.1267843870942,1679.1267843870942,2025-10,4-5
PHAUSDT,35.62468640240901,4.411203191751174,8,2025-07-10 00:40:00,2025-07-10 01:20:00,cross,15.624686402409012,27.62468640240901,2025-07,4-5
PHAUSDT,6323.722149410222,12.452991177293185,20,2025-10-10 21:20:00,2025-10-10 23:00:00,cross,6303.722149410222,6315.722149410222,2025-10,7+
PIPPINUSDT,8484.018264840186,10.427067763931554,6,2025-10-10 21:25:00,2025-10-10 21:55:00,cross,8464.018264840186,8476.018264840186,2025-10,7+
PIPPINUSDT,597.4142515288472,4.635682579899954,24,2025-12-09 18:30:00,2025-12-09 20:30:00,maxhold,577.4142515288472,589.4142515288472,2025-12,4-5
RIVERUSDT,85.72922111866221,4.3328949386165,6,2025-12-09 09:00:00,2025-12-09 09:30:00,cross,65.72922111866221,77.72922111866221,2025-12,4-5
POLUSDT,-1510.1055356431702,4.426735485517471,7,2025-10-10 21:10:00,2025-10-10 21:45:00,reversal,-1530.1055356431702,-1518.1055356431702,2025-10,4-5
POLUSDT,963.7627660883475,5.0978402159480485,11,2025-10-10 22:00:00,2025-10-10 22:55:00,cross,943.7627660883475,955.7627660883475,2025-10,5-7
RENDERUSDT,-2009.336310127866,5.354213620895575,7,2025-10-10 21:10:00,2025-10-10 21:45:00,reversal,-2029.336310127866,-2017.336310127866,2025-10,5-7
RENDERUSDT,163.7460499856358,4.351730649812938,5,2025-11-21 07:30:00,2025-11-21 07:55:00,cross,143.7460499856358,155.7460499856358,2025-11,4-5
SAHARAUSDT,731.2167791983892,11.089976426959346,12,2025-10-10 21:15:00,2025-10-10 22:15:00,cross,711.2167791983892,723.2167791983892,2025-10,7+
SIRENUSDT,811.6921758587048,4.4955167771676265,4,2026-02-07 18:50:00,2026-02-07 19:10:00,cross,791.6921758587048,803.6921758587048,2026-02,4-5
SEIUSDT,8378.879110699396,6.577911337616526,6,2025-10-10 21:20:00,2025-10-10 21:50:00,reversal,8358.879110699396,8370.879110699396,2025-10,5-7
SEIUSDT,1068.3760683760668,5.202146924945208,14,2025-10-10 22:05:00,2025-10-10 23:15:00,cross,1048.3760683760668,1060.3760683760668,2025-10,5-7
STRKUSDT,2972.4655819774703,5.174918783701466,6,2025-10-10 21:25:00,2025-10-10 21:55:00,reversal,2952.4655819774703,2964.4655819774703,2025-10,5-7
STRKUSDT,244.87756121939208,4.2250373530580125,12,2025-10-10 22:15:00,2025-10-10 23:15:00,cross,224.87756121939208,236.87756121939208,2025-10,4-5
SPXUSDT,-1615.7242680156048,5.0496450949633624,4,2025-10-10 21:10:00,2025-10-10 21:30:00,cross,-1635.7242680156048,-1623.7242680156048,2025-10,5-7
SOLUSDT,-41.500664010624135,4.229134754639609,10,2025-07-03 15:30:00,2025-07-03 16:20:00,cross,-61.500664010624135,-49.500664010624135,2025-07,4-5
SOLUSDT,-2294.107183696287,5.0676984589269924,4,2025-10-10 20:55:00,2025-10-10 21:15:00,cross,-2314.107183696287,-2302.107183696287,2025-10,5-7
SOLUSDT,214.01094435715473,5.639881607492399,12,2025-10-10 22:00:00,2025-10-10 23:00:00,cross,194.01094435715473,206.01094435715473,2025-10,5-7
SUIUSDT,33.446502403442494,4.7228604536891625,12,2025-07-03 15:30:00,2025-07-03 16:30:00,cross,13.446502403442494,25.446502403442494,2025-07,4-5
SUIUSDT,6924.64424320828,11.288649325115868,24,2025-10-10 21:20:00,2025-10-10 23:20:00,maxhold,6904.64424320828,6916.64424320828,2025-10,7+
SUIUSDT,19.169991192167224,4.991006247574902,4,2026-01-07 07:55:00,2026-01-07 08:15:00,cross,-0.8300088078327761,11.169991192167224,2026-01,4-5
TAOUSDT,7289.700020977556,4.58782637149319,24,2025-10-10 21:15:00,2025-10-10 23:15:00,cross,7269.700020977556,7281.700020977556,2025-10,4-5
TAOUSDT,79.66218973439965,6.4121563160980415,3,2025-11-21 07:30:00,2025-11-21 07:45:00,cross,59.66218973439965,71.66218973439965,2025-11,5-7
TAOUSDT,-14.730472171351483,5.388465103163858,11,2026-01-19 00:00:00,2026-01-19 00:55:00,cross,-34.73047217135148,-22.730472171351483,2026-01,5-7
TIAUSDT,7625.054371465856,11.104024241331794,3,2025-10-10 21:20:00,2025-10-10 21:35:00,cross,7605.054371465856,7617.054371465856,2025-10,7+
TIAUSDT,559.7123136709015,6.838195648208616,18,2025-10-10 21:50:00,2025-10-10 23:20:00,cross,539.7123136709015,551.7123136709015,2025-10,5-7
TONUSDT,-26.365745623284642,4.346299168347706,24,2025-07-26 03:25:00,2025-07-26 05:25:00,maxhold,-46.36574562328464,-34.36574562328464,2025-07,4-5
TONUSDT,-107.52370543230971,4.317354877144177,11,2025-07-29 18:45:00,2025-07-29 19:40:00,cross,-127.52370543230971,-115.52370543230971,2025-07,4-5
TONUSDT,218.75170049518556,5.925759662735005,9,2025-09-22 06:05:00,2025-09-22 06:50:00,cross,198.75170049518556,210.75170049518556,2025-09,5-7
TONUSDT,-2277.13277153176,4.3104302271487445,16,2025-10-10 21:00:00,2025-10-10 22:20:00,cross,-2297.13277153176,-2285.13277153176,2025-10,4-5
TONUSDT,206.85459338876555,5.303533170582638,3,2025-11-21 07:30:00,2025-11-21 07:45:00,cross,186.85459338876555,198.85459338876555,2025-11,5-7
TONUSDT,37.3192837206382,4.2119365350869895,4,2026-01-19 00:05:00,2026-01-19 00:25:00,cross,17.319283720638197,29.319283720638197,2026-01,4-5
TRUMPUSDT,24385.43247344461,4.235413642272954,3,2025-10-10 21:15:00,2025-10-10 21:30:00,cross,24365.43247344461,24377.43247344461,2025-10,4-5
TRUMPUSDT,933.8014042126397,6.375655958675797,15,2025-10-10 21:45:00,2025-10-10 23:00:00,cross,913.8014042126397,925.8014042126397,2025-10,5-7
TRUMPUSDT,430.2756067461955,4.167063152205102,3,2025-11-21 07:30:00,2025-11-21 07:45:00,cross,410.2756067461955,422.2756067461955,2025-11,4-5
TRXUSDT,11.66111019749172,4.324356202289657,24,2025-09-22 06:05:00,2025-09-22 08:05:00,maxhold,-8.33888980250828,3.6611101974917197,2025-09,4-5
TRXUSDT,-701.7085210758601,4.654512869739732,4,2025-10-10 20:55:00,2025-10-10 21:15:00,cross,-721.7085210758601,-709.7085210758601,2025-10,4-5
UNIUSDT,-179.00732302685185,4.633295301316442,7,2025-07-05 22:50:00,2025-07-05 23:25:00,cross,-199.00732302685185,-187.00732302685185,2025-07,4-5
UNIUSDT,305.2618328298062,4.494935676556356,21,2025-09-22 06:00:00,2025-09-22 07:45:00,cross,285.2618328298062,297.2618328298062,2025-09,4-5
UNIUSDT,3313.3433283358318,10.94635529472508,3,2025-10-10 21:15:00,2025-10-10 21:30:00,cross,3293.3433283358318,3305.3433283358318,2025-10,7+
UNIUSDT,833.7970691893903,5.51697726659507,19,2025-10-10 21:45:00,2025-10-10 23:20:00,cross,813.7970691893903,825.7970691893903,2025-10,5-7
UNIUSDT,304.6098713145473,4.9209463775964375,8,2025-11-21 07:30:00,2025-11-21 08:10:00,cross,284.6098713145473,296.6098713145473,2025-11,4-5
UNIUSDT,-761.1091773987699,4.013905027575969,6,2026-02-11 14:05:00,2026-02-11 14:35:00,cross,-781.1091773987699,-769.1091773987699,2026-02,4-5
VIRTUALUSDT,-4026.6880476490464,4.847735080616179,8,2025-10-10 20:55:00,2025-10-10 21:35:00,reversal,-4046.6880476490464,-4034.6880476490464,2025-10,4-5
VIRTUALUSDT,461.4431712604539,8.671787857158447,13,2025-10-10 21:50:00,2025-10-10 22:55:00,cross,441.4431712604539,453.4431712604539,2025-10,7+
VVVUSDT,-2021.8408736349459,6.326031057331926,3,2025-10-10 21:20:00,2025-10-10 21:35:00,cross,-2041.8408736349459,-2029.8408736349459,2025-10,5-7
VVVUSDT,1019.8473282442744,5.780713570377417,22,2025-10-10 21:50:00,2025-10-10 23:40:00,cross,999.8473282442744,1011.8473282442744,2025-10,5-7
WLFIUSDT,5413.771320277953,6.708319928806495,6,2025-10-10 21:15:00,2025-10-10 21:45:00,reversal,5393.771320277953,5405.771320277953,2025-10,5-7
WLFIUSDT,555.555555555558,4.751778761207576,12,2025-10-10 22:00:00,2025-10-10 23:00:00,cross,535.555555555558,547.555555555558,2025-10,4-5
WIFUSDT,12160.200250312893,8.307319045910903,6,2025-10-10 21:15:00,2025-10-10 21:45:00,cross,12140.200250312893,12152.200250312893,2025-10,7+
XLMUSDT,-1793.2543042619254,4.239232830659551,11,2025-10-10 20:50:00,2025-10-10 21:45:00,reversal,-1813.2543042619254,-1801.2543042619254,2025-10,4-5
XLMUSDT,279.76474328405885,4.743424999928074,6,2025-10-10 22:00:00,2025-10-10 22:30:00,cross,259.76474328405885,271.76474328405885,2025-10,4-5
WLDUSDT,180.07988998755886,4.232677328762573,4,2025-09-17 17:55:00,2025-09-17 18:15:00,cross,160.07988998755886,172.07988998755886,2025-09,4-5
WLDUSDT,17689.71962616823,8.542230344290997,6,2025-10-10 21:15:00,2025-10-10 21:45:00,reversal,17669.71962616823,17681.71962616823,2025-10,7+
XPLUSDT,7348.556331383278,4.978985608137638,15,2025-10-10 21:15:00,2025-10-10 22:30:00,cross,7328.556331383278,7340.556331383278,2025-10,4-5
XRPUSDT,10.110888266394724,4.649555709979174,7,2025-09-17 17:55:00,2025-09-17 18:30:00,cross,-9.889111733605276,2.110888266394724,2025-09,4-5
XRPUSDT,-850.897423042214,7.308037999034695,10,2025-10-10 20:55:00,2025-10-10 21:45:00,reversal,-870.897423042214,-858.897423042214,2025-10,7+
XRPUSDT,794.4380279457408,6.097940864503375,17,2025-10-10 22:00:00,2025-10-10 23:25:00,cross,774.4380279457408,786.4380279457408,2025-10,5-7
XMRUSDT,269.8019340774005,9.271737737715572,6,2025-10-10 21:20:00,2025-10-10 21:50:00,reversal,249.80193407740052,261.8019340774005,2025-10,7+
XMRUSDT,657.075410323611,4.658789352637321,7,2025-10-10 22:05:00,2025-10-10 22:40:00,cross,637.075410323611,649.075410323611,2025-10,4-5
XMRUSDT,-308.9275094165067,4.4961426715387685,18,2025-11-09 12:15:00,2025-11-09 13:45:00,cross,-328.9275094165067,-316.9275094165067,2025-11,4-5
ZECUSDT,1575.698412242672,9.058434062972946,3,2025-10-10 21:15:00,2025-10-10 21:30:00,cross,1555.698412242672,1567.698412242672,2025-10,7+
ZECUSDT,494.0577249575573,5.601088360322664,4,2025-10-10 22:05:00,2025-10-10 22:25:00,cross,474.0577249575573,486.0577249575573,2025-10,5-7
ZROUSDT,-313.30835247189606,4.933053446749992,3,2025-08-29 06:15:00,2025-08-29 12:40:00,cross,-333.30835247189606,-321.30835247189606,2025-08,4-5
ZROUSDT,313.8092168868822,4.89661196075782,7,2025-11-21 07:30:00,2025-11-21 08:05:00,cross,293.8092168868822,305.8092168868822,2025-11,4-5
