month,folds,baseline_pair_net_15m_bps,active_pair_net_15m_bps,baseline_win,active_win,active_events,active_symbol_count
2025-10,31,0.28853692413072607,6.662550927473621,0.6774193548387096,1.0,65.54838709677419,5.0
2025-11,30,1.5905055057993072,7.5544226904764935,0.9,1.0,98.1,5.666666666666667
2025-12,31,2.4766241753077938,10.142669160999846,1.0,1.0,101.38709677419355,6.645161290322581
2026-01,31,1.3682995922570975,9.609265353863691,0.8709677419354839,1.0,99.7741935483871,7.225806451612903
2026-02,28,5.317574574806784,17.806597888757928,1.0,1.0,95.53571428571429,7.035714285714286
2026-03,4,6.125312510554362,20.05469154394453,1.0,1.0,87.25,7.0
