variant,folds,mean_events,mean_pair_net_15m_bps,mean_pair_net_30m_bps,mean_pair_win_15m,positive_folds
baseline_all_symbols,33,417.57575757575756,3.917943935089775,4.094965197111309,0.5272358464665261,33
rolling_active_universe,33,97.18181818181819,17.830097808080176,17.778269962826815,0.7349948199343889,33
