test_day,active_symbols,active_symbol_count,baseline_events,baseline_pair_net_15m_bps,baseline_pair_net_30m_bps,baseline_pair_win_15m,active_events,active_pair_net_15m_bps,active_pair_net_30m_bps,active_pair_win_15m
2026-03-01,"DYDXUSDT,CHZUSDT,CRVUSDT,OPNUSDT,HUMAUSDT,ATHUSDT,GIGGLEUSDT",7,533.0,3.292549953539449,4.144151242856626,0.4821763602251407,63.0,32.89370833911819,31.54785902593167,0.8571428571428571
2026-03-02,"DYDXUSDT,CHZUSDT,CRVUSDT,OPNUSDT,HUMAUSDT,ATHUSDT,GIGGLEUSDT,GALAUSDT",8,557.0,3.0201959391464985,3.798574244907015,0.46858168761220825,90.0,24.175347651975642,28.44650283015294,0.7555555555555555
2026-03-03,"DYDXUSDT,CHZUSDT,CRVUSDT,OPNUSDT,HUMAUSDT,ATHUSDT,GIGGLEUSDT,GALAUSDT",8,579.0,3.356748587689848,3.3396942886727046,0.4939550949913644,80.0,27.56849759601895,25.312492237194082,0.8
2026-03-04,"DYDXUSDT,CRVUSDT,HUMAUSDT,GALAUSDT",4,484.0,1.4988687914259193,3.1518158520266324,0.4690082644628099,61.0,15.91037735864862,23.567500748243294,0.7049180327868853
