test_day,train_start_day,train_end_day,variant,events,pair_net_15m_bps,pair_net_max_15m_bps,pair_win_15m,pair_win_max_15m,gap_close_15m_bps
2025-11-03,2025-10-04,2025-11-02,active_baseline,102.0,6.2386546945161285,21.66770612779849,0.7058823529411765,0.9411764705882353,14.238654694516127
2025-11-03,2025-10-04,2025-11-02,active_state_top_quantile,39.0,5.580136991669278,21.043872060295197,0.6666666666666666,0.9230769230769231,13.580136991669278
2025-11-03,2025-10-04,2025-11-02,active_model_top_quantile,33.0,14.584125532658348,37.04375616796844,0.8484848484848485,1.0,22.584125532658344
2025-11-04,2025-10-05,2025-11-03,active_baseline,89.0,8.773175258117858,25.287005168174694,0.7078651685393258,1.0,16.77317525811786
2025-11-04,2025-10-05,2025-11-03,active_state_top_quantile,26.0,10.171438657868565,24.980186803401484,0.8461538461538461,1.0,18.171438657868563
2025-11-04,2025-10-05,2025-11-03,active_model_top_quantile,30.0,20.299081625725922,41.39976489965754,0.8333333333333334,1.0,28.29908162572592
2025-11-05,2025-10-06,2025-11-04,active_baseline,85.0,8.914751410816542,25.56185935042706,0.788235294117647,1.0,16.914751410816546
2025-11-05,2025-10-06,2025-11-04,active_state_top_quantile,44.0,8.470359119274413,24.182765971123846,0.7954545454545454,1.0,16.47035911927441
2025-11-05,2025-10-06,2025-11-04,active_model_top_quantile,31.0,15.425773332574787,40.202436439828496,0.8387096774193549,1.0,23.42577333257478
2025-11-06,2025-10-07,2025-11-05,active_baseline,77.0,7.626168091945309,26.96210895545285,0.7662337662337663,1.0,15.626168091945312
2025-11-06,2025-10-07,2025-11-05,active_state_top_quantile,27.0,7.707313298680651,26.291327754040324,0.8518518518518519,1.0,15.707313298680651
2025-11-06,2025-10-07,2025-11-05,active_model_top_quantile,33.0,11.330871061177529,39.1536178484544,0.8181818181818182,1.0,19.33087106117753
2025-11-07,2025-10-08,2025-11-06,active_baseline,73.0,6.255363959605517,26.06344520304269,0.6575342465753424,1.0,14.255363959605518
2025-11-07,2025-10-08,2025-11-06,active_state_top_quantile,31.0,4.474108429621147,24.965527499804512,0.5483870967741935,1.0,12.47410842962115
2025-11-07,2025-10-08,2025-11-06,active_model_top_quantile,33.0,11.430527878411263,38.05295467594096,0.7272727272727273,1.0,19.430527878411265
2025-11-08,2025-10-09,2025-11-07,active_baseline,70.0,4.068624092876249,22.377374449119777,0.6428571428571429,1.0,12.06862409287625
2025-11-08,2025-10-09,2025-11-07,active_state_top_quantile,24.0,5.619156117829351,18.589723511884397,0.7083333333333334,1.0,13.61915611782935
2025-11-08,2025-10-09,2025-11-07,active_model_top_quantile,25.0,10.580570352289216,32.13788710324366,0.68,1.0,18.58057035228921
2025-11-09,2025-10-10,2025-11-08,active_baseline,62.0,6.999171931989436,26.045529579914188,0.6774193548387096,1.0,14.999171931989435
2025-11-09,2025-10-10,2025-11-08,active_state_top_quantile,21.0,6.186462164408543,23.631300063405558,0.6666666666666666,1.0,14.186462164408546
2025-11-09,2025-10-10,2025-11-08,active_model_top_quantile,25.0,10.837916810623767,35.31987981659489,0.64,1.0,18.837916810623764
2025-11-10,2025-10-11,2025-11-09,active_baseline,82.0,6.470001155488905,22.71978380266498,0.6707317073170732,0.9878048780487805,14.47000115548891
2025-11-10,2025-10-11,2025-11-09,active_state_top_quantile,34.0,8.173422987373373,24.62938438756887,0.7058823529411765,1.0,16.17342298737337
2025-11-10,2025-10-11,2025-11-09,active_model_top_quantile,37.0,9.600627105922703,30.982075094068193,0.7837837837837838,1.0,17.600627105922705
2025-11-11,2025-10-12,2025-11-10,active_baseline,79.0,6.383254558099303,24.645460658381786,0.6962025316455697,1.0,14.383254558099303
2025-11-11,2025-10-12,2025-11-10,active_state_top_quantile,29.0,8.604550845006491,22.00532181080478,0.7586206896551724,1.0,16.604550845006493
2025-11-11,2025-10-12,2025-11-10,active_model_top_quantile,28.0,10.003817995461135,33.68091478358806,0.75,1.0,18.003817995461137
2025-11-12,2025-10-13,2025-11-11,active_baseline,90.0,8.542317353048775,24.08890193943304,0.7444444444444445,1.0,16.542317353048773
2025-11-12,2025-10-13,2025-11-11,active_state_top_quantile,33.0,4.6380932195236495,19.86299824800343,0.696969696969697,1.0,12.63809321952365
2025-11-12,2025-10-13,2025-11-11,active_model_top_quantile,40.0,14.265366209432091,33.116914195948596,0.8,1.0,22.26536620943209
2025-11-13,2025-10-14,2025-11-12,active_baseline,88.0,8.939058652963515,24.44741024353182,0.7386363636363636,1.0,16.939058652963514
2025-11-13,2025-10-14,2025-11-12,active_state_top_quantile,36.0,7.602263500026668,23.700876005930294,0.7777777777777778,1.0,15.602263500026668
2025-11-13,2025-10-14,2025-11-12,active_model_top_quantile,42.0,13.315158552899467,32.3797345778156,0.8095238095238095,1.0,21.315158552899465
2025-11-14,2025-10-15,2025-11-13,active_baseline,93.0,7.832751030147256,24.456481788336276,0.7956989247311828,1.0,15.832751030147257
2025-11-14,2025-10-15,2025-11-13,active_state_top_quantile,39.0,6.671287134526074,23.794388269224417,0.7435897435897436,1.0,14.671287134526077
