test_day,train_start_day,train_end_day,variant,events,pair_net_15m_bps,pair_net_max_15m_bps,pair_win_15m,pair_win_max_15m,gap_close_15m_bps
2026-03-01,2026-02-24,2026-02-28,baseline,49.0,13.543585692683367,38.19817636143065,0.7551020408163265,0.9795918367346939,21.54358569268337
2026-03-01,2026-02-24,2026-02-28,state_top_quantile,21.0,12.524337124559343,37.434569727368526,0.6666666666666666,0.9523809523809523,20.524337124559345
2026-03-01,2026-02-24,2026-02-28,model_top_quantile,23.0,16.7214734984118,45.10443767971682,0.8260869565217391,1.0,24.721473498411797
2026-03-02,2026-02-25,2026-03-01,baseline,57.0,7.619854786549973,32.31242609028723,0.5614035087719298,0.8245614035087719,15.619854786549974
2026-03-02,2026-02-25,2026-03-01,state_top_quantile,26.0,3.340212231909935,24.325598836798626,0.46153846153846156,0.6538461538461539,11.340212231909938
2026-03-02,2026-02-25,2026-03-01,model_top_quantile,27.0,11.431647949542048,46.843518972444656,0.6666666666666666,1.0,19.431647949542047
2026-03-03,2026-02-26,2026-03-02,baseline,66.0,10.661776564425931,27.462670158307812,0.5606060606060606,0.7575757575757576,18.66177656442593
2026-03-03,2026-02-26,2026-03-02,state_top_quantile,15.0,11.828423979934007,35.80093321423772,0.5333333333333333,0.8666666666666667,19.828423979934005
2026-03-03,2026-02-26,2026-03-02,model_top_quantile,16.0,19.75203014017541,42.116936914780666,0.8125,1.0,27.75203014017541
2026-03-04,2026-02-27,2026-03-03,baseline,51.0,5.009515149101212,25.927019257811338,0.45098039215686275,0.7254901960784313,13.009515149101212
2026-03-04,2026-02-27,2026-03-03,state_top_quantile,24.0,3.006563983587681,25.144249493192216,0.4583333333333333,0.7083333333333334,11.00656398358768
2026-03-04,2026-02-27,2026-03-03,model_top_quantile,15.0,17.129880003386784,44.243667505376116,0.8,1.0,25.129880003386784
