split,variant,trades,gross_bps_per_trade,net_bps_per_trade,win_rate,after_fee_hit_rate,mean_gap_close_bps,total_net_bps
train,baseline,156312.0,2.1741605332354768,-5.825839466764523,0.4835137417472747,0.41318644761758533,8.017157190613885,-910648.6187288961
train,state_top_quantile,31263.0,3.6160778817357153,-4.383922118264285,0.484342513514378,0.4113168921728561,10.699695424741059,-137054.55718329633
train,model_top_quantile,31263.0,8.444790518125771,0.4447905181257712,0.51127530947126,0.4657262578767233,7.521590794468981,13905.485968165985
test,baseline,73495.0,-0.7080239246154829,-8.708023924615484,0.4724403020613647,0.39023062793387303,12.33989211660077,-639996.2183396149
test,state_top_quantile,15762.0,-1.3714959200005281,-9.371495920000529,0.47297297297297297,0.3865626189569851,18.018766780881023,-147713.51869104832
test,model_top_quantile,4371.0,-1.2888390460180625,-9.288839046018062,0.4971402425074354,0.444291924044841,10.842928281140146,-40601.51547014495
