test_day,train_start_day,train_end_day,variant,events,fast_pair_net_15m_bps,fast_gap_close_15m_bps,fast_pair_win_15m,fast_entry_decay_bps,bb_spread_bps_ob,entry_fill_lag_ms,exit_fill_lag_ms
2025-10-14,2025-09-14,2025-10-13,active_fast_exec_state_top_quantile,12.0,-8.401910615563589,2.9849052929655415,0.25,9.422804151576203,3.38681590852913,11878.083333333334,5458.083333333333
2025-10-14,2025-09-14,2025-10-13,active_fast_exec_model_top_quantile,12.0,-5.094603995005927,5.271408851125944,0.16666666666666666,10.186253861408643,2.3660128461318704,6791.0,5327.916666666667
2025-10-15,2025-09-15,2025-10-14,active_fast_exec_baseline,12.0,-7.251437322969971,4.900109810449989,0.3333333333333333,11.711385545675746,4.15154713341996,12475.75,3836.8333333333335
2025-10-15,2025-09-15,2025-10-14,active_fast_exec_state_top_quantile,12.0,-7.662231045328788,4.318665831049007,0.25,11.918164346608938,3.980896876377795,8992.416666666666,3577.3333333333335
2025-10-15,2025-09-15,2025-10-14,active_fast_exec_model_top_quantile,12.0,-0.12267417450616191,10.81286289490742,0.4166666666666667,8.852031208270809,2.9355370694135856,6301.833333333333,5272.166666666667
2025-10-16,2025-09-16,2025-10-15,active_fast_exec_baseline,12.0,-7.915361346731349,3.721834653329926,0.16666666666666666,13.962899429066553,3.6371960000612753,4829.5,3765.0833333333335
2025-10-16,2025-09-16,2025-10-15,active_fast_exec_state_top_quantile,12.0,-7.680213316380044,3.781493639936073,0.3333333333333333,13.733163245067033,3.461706956316117,8693.416666666666,7932.25
2025-10-16,2025-09-16,2025-10-15,active_fast_exec_model_top_quantile,12.0,-7.923488745414322,2.769324759747486,0.25,12.408307906078088,2.692813505161807,3623.25,6688.5
2025-10-17,2025-09-17,2025-10-16,active_fast_exec_baseline,12.0,-11.107351763157206,0.4948770961383609,0.25,18.429787851379313,3.6022288592955682,8874.0,9641.666666666666
2025-10-17,2025-09-17,2025-10-16,active_fast_exec_state_top_quantile,12.0,-12.987312577586023,-0.004423052091621453,0.08333333333333333,14.174138221444329,4.982889525494398,4724.916666666667,4310.166666666667
2025-10-17,2025-09-17,2025-10-16,active_fast_exec_model_top_quantile,12.0,-14.443475003106975,-3.4792467549758324,0.16666666666666666,17.08618692900519,2.964228248131143,2582.5,4336.916666666667
2025-10-18,2025-09-18,2025-10-17,active_fast_exec_baseline,12.0,-10.874157618038195,1.39985121149951,0.3333333333333333,18.45760781808842,4.274008829537706,15220.666666666666,10576.5
2025-10-18,2025-09-18,2025-10-17,active_fast_exec_state_top_quantile,12.0,-12.87331689458918,-0.2053897313785321,0.08333333333333333,13.414563546579515,4.667927163210645,9427.5,7198.416666666667
2025-10-18,2025-09-18,2025-10-17,active_fast_exec_model_top_quantile,12.0,-6.3031024487308045,4.3692342378627105,0.4166666666666667,9.843439718795569,2.6723366865935145,6033.666666666667,10384.25
2025-10-19,2025-09-19,2025-10-18,active_fast_exec_baseline,12.0,-9.905898021117595,2.7927994062945665,0.25,14.531094095229975,4.69869742741216,13471.833333333334,9686.416666666666
2025-10-19,2025-09-19,2025-10-18,active_fast_exec_state_top_quantile,12.0,-9.591697058233967,2.8570470618978963,0.08333333333333333,13.674278550318462,4.4487441201318605,5327.416666666667,8259.25
2025-10-19,2025-09-19,2025-10-18,active_fast_exec_model_top_quantile,11.0,-3.4567600394385107,7.043708159148202,0.36363636363636365,12.183324571959362,2.500468198586712,14467.181818181818,2072.6363636363635
2025-10-20,2025-09-20,2025-10-19,active_fast_exec_baseline,12.0,-7.0024855488727455,3.44332852777333,0.25,14.618253526951415,2.445814076646077,4141.833333333333,3392.9166666666665
2025-10-20,2025-09-20,2025-10-19,active_fast_exec_state_top_quantile,12.0,-8.26168367677358,2.763395221996127,0.25,14.979181726594293,3.025078898769708,10584.0,3830.0
2025-10-20,2025-09-20,2025-10-19,active_fast_exec_model_top_quantile,12.0,-6.315301270573269,4.062170479387505,0.25,16.875877843284076,2.3774717499607765,2953.3333333333335,2015.0
