split,variant,trades,gross_bps_per_trade,net_bps_per_trade,win_rate,after_fee_hit_rate,mean_gap_close_bps,total_net_bps
train,baseline,172121.0,0.9818669268103732,-7.0181330731896265,0.50061294089623,0.3438453181192301,0.20467380419119607,-1207968.0826904718
train,state_top_quantile,34425.0,2.2042433398508683,-5.795756660149132,0.5190123456790123,0.3688307915758896,1.2825802322442397,-199518.92302563385
train,model_top_quantile,34425.0,4.103200959485379,-3.896799040514621,0.5250835148874364,0.43238925199709516,1.0470595055027758,-134147.30696971584
test,baseline,73514.0,-0.4241787942390986,-8.424178794239099,0.48417988410370816,0.31595342383763636,0.18218029155978618,-619295.0798796931
test,state_top_quantile,15915.0,-0.13054446126612412,-8.130544461266124,0.4999685830977066,0.3325164938737041,1.053047864279515,-129397.61510105037
test,model_top_quantile,13781.0,-0.4561880651604554,-8.456188065160456,0.4977142442493288,0.40737246934184745,0.9348256815259012,-116534.72772597623
