symbol,train_days,test_days,train_events,train_pair_net_15m_bps,train_pair_net_30m_bps,train_win_rate_15m,test_events,test_pair_net_15m_bps,test_pair_net_30m_bps,test_win_rate_15m,all_events,all_pair_net_15m_bps,all_pair_net_30m_bps,mean_gap_bps,selection_score
STRKUSDT,5,4,17.0,-0.7762706915792938,1.0855023711287979,0.35294117647058826,14.0,0.40706232983498164,1.2954979338916164,0.42857142857142855,31.0,-0.24186223029542744,1.1803390768926514,11.733182755807558,1.102345224170756
WIFUSDT,5,4,2.0,-2.28056633495987,2.9470681231182976,0.5,6.0,0.3816028937949705,1.1911528212405373,0.5,8.0,-0.2839394133937396,1.6301316467099773,12.226017595135808,0.7425649439445099
SUIUSDT,5,4,0.0,,,,1.0,0.33803425307033663,2.450412791305208,1.0,1.0,0.33803425307033663,2.450412791305208,10.450412791305208,0.23430748944839086
ARBUSDT,5,4,74.0,0.22052798915452854,0.22568527627223686,0.527027027027027,45.0,0.27063706040593366,1.8874638375142452,0.4222222222222222,119.0,0.23947679761094223,0.845331519447223,11.526772887446969,1.0361722528942774
ICPUSDT,5,4,34.0,2.447012923298148,2.4924906882490374,0.7647058823529411,19.0,0.20751126603624925,1.7270871096034663,0.5789473684210527,53.0,1.6441727065438816,2.2181007260930783,13.047626605730942,0.62164819679084
JELLYJELLYUSDT,5,4,88.0,1.2507397717647457,1.430393533657486,0.5909090909090909,64.0,0.04192524029495581,1.6461675371621072,0.5,152.0,0.7417652321985184,1.5212457456594317,12.788711621254782,0.17501218937457913
TIAUSDT,5,4,32.0,-0.15516250152157451,-0.26758719098925865,0.53125,17.0,0.021598771391570598,1.052749960295938,0.6470588235294118,49.0,-0.09383716193946294,0.19048896353825856,12.022677928866573,0.062428478835451294
SPXUSDT,5,4,99.0,-1.8334155017462885,-1.7000421183744856,0.3333333333333333,56.0,-0.18774599339611722,-0.2474271200328084,0.5178571428571429,155.0,-1.2388510342133234,-1.1752263770381381,12.828143707719155,-0.7590666766310289
VIRTUALUSDT,5,4,1.0,1.1025013323253745,-1.9458267300107508,1.0,2.0,-0.220241025904226,2.3545688559314453,0.5,3.0,0.22067309350564082,0.9211036606173799,10.86439538960852,-0.24195949752725418
OPUSDT,5,4,57.0,-0.41471395131674943,1.0328194903837462,0.43859649122807015,55.0,-0.23121170392881601,-1.5702993071377649,0.4909090909090909,112.0,-0.32460124054588935,-0.24549777625628152,11.000805148321524,-0.9307084233276144
WLDUSDT,5,4,6.0,-1.0050246614384364,-1.0263989892102277,0.3333333333333333,4.0,-0.3682197805596683,-2.276041640416386,0.0,10.0,-0.7503027090869292,-1.526256049692691,10.625706614113994,-0.592626874940895
ATOMUSDT,5,4,6.0,1.4114365491123249,3.740101724752409,0.8333333333333334,8.0,-0.5307136596872026,-0.6874038846189019,0.375,14.0,0.3016364297983092,1.2100985193973741,11.388257118314211,-1.1660970965927722
PLUMEUSDT,5,4,96.0,2.4283397702171574,1.5848063110360453,0.6770833333333334,84.0,-0.5598667611481575,2.1745084303459894,0.47619047619047616,180.0,1.0338433889133438,1.8600006333806856,13.670240541214339,-2.4872927698820257
HYPEUSDT,5,4,1.0,-1.1179715134366148,-1.7891863637084988,0.0,2.0,-0.6136216154359815,-0.10668113902578114,0.5,3.0,-0.7817382481028593,-0.6675162139200204,10.691164023259129,-0.6741322473103464
ONDOUSDT,5,4,14.0,-0.2100070763610256,0.662611300255569,0.42857142857142855,15.0,-0.8154706119360166,1.004577034216125,0.13333333333333333,29.0,-0.5231778706239519,0.8394901281662015,11.624619013232591,-2.2609646219717727
SIGNUSDT,5,4,50.0,12.728658377963495,11.724513895707773,0.86,74.0,-0.99622263041506,-1.2997814280380797,0.32432432432432434,124.0,4.538003582640808,3.951950557343313,13.947026213842848,-4.3011793652528985
INJUSDT,5,4,8.0,2.7309107970873785,1.9227089774389654,0.75,7.0,-1.3752021500768923,-2.311840491793156,0.2857142857142857,15.0,0.8147247550773855,-0.053414108202691324,11.0633313638487,-2.859652479077318
