test_day,train_start_day,train_end_day,symbol,rank,train_events,mean_edge_bps,positive_day_share,selection_score,was_active_prev_day
2026-02-21,2026-01-22,2026-02-20,GALAUSDT,3,625.0,8.178426930004996,1.0,11.255881325020527,True
2026-02-21,2026-01-22,2026-02-20,GIGGLEUSDT,5,207.0,6.754034750836223,1.0,8.29620065068217,True
2026-02-21,2026-01-22,2026-02-20,AEROUSDT,7,216.0,3.2196522543272956,0.9,4.602884791857206,True
2026-02-22,2026-01-23,2026-02-21,DYDXUSDT,1,676.0,38.00191652192527,1.0,17.331388173528534,True
2026-02-22,2026-01-23,2026-02-21,CRVUSDT,3,670.0,15.301597103064141,0.9666666666666667,11.194931410489087,True
2026-02-22,2026-01-23,2026-02-21,INITUSDT,7,66.0,14.850072462352028,1.0,4.063900635164472,True
2026-02-22,2026-01-23,2026-02-21,ATHUSDT,5,417.0,5.779847123314478,1.0,8.015853636675029,True
2026-02-22,2026-01-23,2026-02-21,GALAUSDT,2,628.0,8.237447779219547,1.0,11.379157962917564,True
2026-02-22,2026-01-23,2026-02-21,GIGGLEUSDT,4,202.0,6.88989564608398,1.0,8.40146558660247,True
2026-02-22,2026-01-23,2026-02-21,AEROUSDT,6,221.0,3.2030212450144573,0.9333333333333333,4.967665422668132,True
2026-02-22,2026-01-23,2026-02-21,MOODENGUSDT,8,53.0,6.528342125097564,1.0,3.7513155518259205,False
2026-02-23,2026-01-24,2026-02-22,DYDXUSDT,1,675.0,39.134952206052496,1.0,17.019883737304692,True
2026-02-23,2026-01-24,2026-02-22,CRVUSDT,3,668.0,15.931187488271565,0.9666666666666667,11.341650493211711,True
2026-02-23,2026-01-24,2026-02-22,INITUSDT,7,60.0,15.674286698672036,1.0,4.1872319730761145,True
2026-02-23,2026-01-24,2026-02-22,ATHUSDT,5,409.0,5.836527067791483,1.0,8.023179986297475,True
2026-02-23,2026-01-24,2026-02-22,GALAUSDT,2,627.0,8.465086396680952,1.0,11.368285244748417,True
2026-02-23,2026-01-24,2026-02-22,GIGGLEUSDT,4,203.0,6.729610666884961,1.0,8.153541669284717,True
2026-02-23,2026-01-24,2026-02-22,AEROUSDT,6,221.0,3.364101299987927,0.9333333333333333,5.052294473223017,True
2026-02-23,2026-01-24,2026-02-22,BREVUSDT,8,41.0,8.364896370019169,1.0,3.1316145016501657,False
2026-02-24,2026-01-25,2026-02-23,DYDXUSDT,1,676.0,39.081716578822046,1.0,17.017196690643658,True
2026-02-24,2026-01-25,2026-02-23,CRVUSDT,2,671.0,15.850170475734268,0.9666666666666667,11.36799768746129,True
2026-02-24,2026-01-25,2026-02-23,INITUSDT,7,48.0,16.73034184270776,1.0,4.1552735710428745,True
2026-02-24,2026-01-25,2026-02-23,ATHUSDT,4,410.0,5.668981987703767,1.0,8.815043553356324,True
2026-02-24,2026-01-25,2026-02-23,GALAUSDT,3,635.0,8.590550336523286,1.0,11.355445516203536,True
2026-02-24,2026-01-25,2026-02-23,GIGGLEUSDT,5,211.0,6.740425676003593,1.0,8.225963865074037,True
2026-02-24,2026-01-25,2026-02-23,AEROUSDT,6,227.0,3.4695995600381817,0.9666666666666667,5.582617658197155,True
2026-02-24,2026-01-25,2026-02-23,BREVUSDT,8,41.0,8.364896370019169,1.0,3.1316145016501657,True
2026-02-25,2026-01-26,2026-02-24,DYDXUSDT,1,677.0,39.80259522308756,1.0,17.997605058488237,True
2026-02-25,2026-01-26,2026-02-24,CRVUSDT,2,673.0,15.815619789112727,0.9666666666666667,11.357455662095589,True
2026-02-25,2026-01-26,2026-02-24,ATHUSDT,5,416.0,5.6040846480658635,1.0,8.76680751674475,True
2026-02-25,2026-01-26,2026-02-24,GALAUSDT,3,636.0,8.71333561507921,1.0,11.307457525312302,True
2026-02-25,2026-01-26,2026-02-24,GIGGLEUSDT,4,228.0,6.859549960535909,1.0,8.954401285348554,True
2026-02-25,2026-01-26,2026-02-24,AEROUSDT,6,229.0,3.4642818184923523,0.9666666666666667,5.646871887105366,True
2026-02-25,2026-01-26,2026-02-24,BREVUSDT,8,42.0,8.21604549398245,1.0,3.1517819044342192,True
2026-02-26,2026-01-27,2026-02-25,DYDXUSDT,1,676.0,40.84473473510367,1.0,20.287243561135835,True
2026-02-26,2026-01-27,2026-02-25,CRVUSDT,3,674.0,15.829633368589308,0.9666666666666667,11.409615671705087,True
2026-02-26,2026-01-27,2026-02-25,ATHUSDT,5,417.0,5.602053925018527,1.0,8.767520299681022,True
2026-02-26,2026-01-27,2026-02-25,GALAUSDT,2,637.0,8.778631720300371,1.0,11.643445607340748,True
2026-02-26,2026-01-27,2026-02-25,GIGGLEUSDT,4,240.0,6.744154013471285,1.0,8.910423655413359,True
2026-02-26,2026-01-27,2026-02-25,AEROUSDT,6,229.0,3.5443270840300296,0.9666666666666667,5.716065807033308,True
2026-02-26,2026-01-27,2026-02-25,BREVUSDT,8,43.0,8.130126501615733,1.0,3.23149026294648,True
