variant,folds,mean_events,mean_pair_net_15m_bps,mean_pair_net_30m_bps,mean_pair_win_15m,positive_folds
baseline_all_symbols,155,316.56774193548387,2.2531986113119404,2.3820333200018196,0.4936098345762762,138
rolling_active_universe,155,91.83870967741936,10.479259590243526,10.36001660690286,0.7141801422755379,155
