variant,folds,mean_events,median_events,mean_pair_net_15m_bps,median_pair_net_15m_bps,mean_pair_net_max_15m_bps,mean_pair_win_15m,positive_folds
active_baseline,155,91.83870967741936,90.0,10.479259590243526,8.951655681573515,31.248486237688862,0.7141801422755379,155
active_state_top_quantile,155,35.541935483870965,36.0,10.543071880884655,8.990134483002235,28.93358846924228,0.7425999501189716,155
active_model_top_quantile,155,41.61290322580645,42.0,17.866862687074413,15.81960431628559,45.75343236263896,0.7771498108787266,155
