month,filled_trades,avg_net_bps,pnl_dollars,equity_end_dollars
2025-08,133,1.6735168349624063,4543.448966664238,104543.44896666423
2025-09,136,1.0606720952205884,3048.4927710899283,107591.94173775417
2025-10,197,1.1710687614213193,5056.378306784022,112648.32004453818
2025-11,217,3.3789919746543786,17731.19756246314,130379.51760700133
2025-12,256,3.993953709960936,29475.918275253367,159855.43588225468
2026-01,221,3.8816717712669684,29807.872749343293,189663.308631598
2026-02,246,7.826375403861791,88639.35040786739,278302.65903946536
2026-03,13,8.248358053846154,6002.070712313842,284304.72975177923
