month,signals,avg_net_bps
2025-08,133,3.3332675062246144
2025-09,136,2.7381548801133238
2025-10,199,2.9909076513759754
2025-11,217,5.490176519974832
2025-12,257,6.230251130816392
2026-01,221,6.172624837091218
2026-02,246,10.733901823465958
2026-03,13,11.522415190677892
