symbol,day,month,entry_ts_ms,exit_ts_ms,gross_pnl_bps,entry_spread_bps,entry_spread_abs_bps,entry_spread_velocity_bps,ls_diff_signed,oi_diff_signed_bps,carry_diff_signed_bps,score
CRVUSDT,2025-10-19,2025-10,1760893500000,1760893560000,3.568874,-14.290818,14.290818,5.348532,0.376895,19.656537,10.728775,9.672590
CRVUSDT,2025-10-19,2025-10,1760902080000,1760902140000,-0.000000,-17.921147,17.921147,3.579089,0.379213,12.456679,10.608173,8.174635
CRVUSDT,2025-10-19,2025-10,1760902140000,1760902200000,16.129353,-17.921147,17.921147,0.000000,0.379213,12.456679,10.277964,8.009531
CRVUSDT,2025-10-19,2025-10,1760902980000,1760903040000,30.350450,-17.857143,17.857143,3.566325,0.402424,15.142658,12.366643,9.614277
CRVUSDT,2025-10-19,2025-10,1760907780000,1760907840000,7.166509,-16.103060,16.103060,1.786667,0.341234,136.128160,9.498347,32.316039
CRVUSDT,2025-10-19,2025-10,1760911980000,1760912040000,-0.000000,-14.367816,14.367816,7.178743,0.323897,14.882462,15.415745,11.008262
GALAUSDT,2025-10-20,2025-10,1760922960000,1760923020000,9.057912,-18.083183,18.083183,9.025212,0.407771,59.543875,5.953735,15.293413
GALAUSDT,2025-10-20,2025-10,1760923080000,1760923140000,9.008994,-18.034265,18.034265,9.008994,0.407771,59.543875,9.306419,16.969756
GALAUSDT,2025-10-20,2025-10,1760923680000,1760923740000,9.000841,-18.034265,18.034265,0.016247,0.409082,19.716792,14.153899,11.429390
CRVUSDT,2025-10-20,2025-10,1760924220000,1760924280000,22.053425,-18.382353,18.382353,3.698065,0.430791,183.256817,4.421790,39.293050
CRVUSDT,2025-10-20,2025-10,1760925900000,1760925960000,7.376659,-12.898471,12.898471,5.537411,0.451698,11.610960,14.279442,9.913611
CRVUSDT,2025-10-20,2025-10,1760926020000,1760926080000,-5.527903,-12.922282,12.922282,7.400471,0.451698,11.610960,11.118581,8.333180
CRVUSDT,2025-10-20,2025-10,1760926080000,1760926140000,14.761509,-18.450185,18.450185,5.527903,0.451698,11.610960,12.515876,9.031828
CRVUSDT,2025-10-20,2025-10,1760931300000,1760931360000,9.199612,-20.216872,20.216872,3.669712,0.428297,13.022122,16.231055,11.148249
CRVUSDT,2025-10-20,2025-10,1760931420000,1760931480000,9.182721,-18.348624,18.348624,7.331363,0.428297,13.022122,10.078873,8.072158
CRVUSDT,2025-10-20,2025-10,1760932560000,1760932620000,23.139592,-16.017085,16.017085,8.892040,0.428051,40.787246,11.437770,14.304385
GALAUSDT,2025-10-20,2025-10,1760933400000,1760933460000,8.756567,-17.513135,17.513135,8.756567,0.394822,24.326637,5.769835,8.145067
CRVUSDT,2025-10-20,2025-10,1760933880000,1760933940000,8.907882,-16.045641,16.045641,10.710411,0.332669,41.558974,12.141623,14.715275
CRVUSDT,2025-10-20,2025-10,1760935740000,1760935800000,19.725152,-12.551551,12.551551,5.375376,0.313894,32.247043,10.910825,12.218715
GALAUSDT,2025-10-20,2025-10,1760936160000,1760936220000,17.467249,-17.467249,17.467249,8.725990,0.395525,56.524427,5.075069,14.237945
CRVUSDT,2025-10-20,2025-10,1760939100000,1760939160000,-3.552387,-16.017085,16.017085,10.681855,0.349899,9.345642,13.715720,9.076888
CRVUSDT,2025-10-20,2025-10,1760939160000,1760939220000,-3.549860,-19.569472,19.569472,3.552387,0.349899,9.345642,14.124677,9.281366
CRVUSDT,2025-10-20,2025-10,1760939220000,1760939280000,1.850278,-23.119331,23.119331,3.549860,0.349899,9.345642,16.710089,10.574072
CRVUSDT,2025-10-20,2025-10,1760940840000,1760940900000,12.415434,-15.960277,15.960277,7.102881,0.380877,5.271179,14.593698,8.731962
CRVUSDT,2025-10-20,2025-10,1760943240000,1760943300000,5.253016,-12.265639,12.265639,10.511560,0.343345,356.548276,13.294428,78.300214
CRVUSDT,2025-10-20,2025-10,1760943480000,1760943540000,5.271477,-12.308774,12.308774,5.296152,0.319554,156.205649,16.806134,39.963751
CRVUSDT,2025-10-20,2025-10,1760943900000,1760943960000,10.533690,-19.328765,19.328765,10.549133,0.327345,38.863453,4.062678,10.131375
CRVUSDT,2025-10-20,2025-10,1760946240000,1760946300000,-7.064616,-15.932023,15.932023,0.000000,0.313869,41.511399,7.565812,12.399055
CRVUSDT,2025-10-20,2025-10,1760947920000,1760947980000,12.415434,-15.960277,15.960277,7.077115,0.319973,7.083779,13.130484,8.301971
CRVUSDT,2025-10-20,2025-10,1760949120000,1760949180000,7.054669,-12.352215,12.352215,7.054669,0.349788,96.351698,12.180689,25.710472
CRVUSDT,2025-10-20,2025-10,1760953020000,1760953080000,3.561246,-16.045641,16.045641,3.593709,0.349240,50.642484,4.340855,12.648164
CRVUSDT,2025-10-20,2025-10,1760953080000,1760953140000,-5.340917,-12.484395,12.484395,3.561246,0.349240,50.642484,9.481093,15.218283
CRVUSDT,2025-10-20,2025-10,1760953140000,1760953200000,10.712936,-17.825312,17.825312,5.340917,0.349240,50.642484,3.949582,12.452528
CRVUSDT,2025-10-20,2025-10,1760953440000,1760953500000,17.739933,-12.417953,12.417953,7.092194,0.349211,10.636076,13.452671,9.202762
GALAUSDT,2025-10-20,2025-10,1760954220000,1760954280000,8.635566,-17.286085,17.286085,8.643042,0.397129,30.326687,4.529643,8.727288
CRVUSDT,2025-10-20,2025-10,1760956020000,1760956080000,10.550374,-15.820004,15.820004,1.755306,0.342599,35.933310,3.955093,9.506807
CRVUSDT,2025-10-20,2025-10,1760957580000,1760957640000,17.667856,-12.374050,12.374050,5.299412,0.320347,31.478486,14.116059,13.674074
CRVUSDT,2025-10-20,2025-10,1760958480000,1760958540000,17.670967,-15.903870,15.903870,0.000000,0.315935,12.488153,11.234048,8.430590
CRVUSDT,2025-10-20,2025-10,1760963580000,1760963640000,15.870212,-17.636684,17.636684,7.028481,0.367748,25.562813,7.652440,9.306530
CRVUSDT,2025-10-20,2025-10,1760964360000,1760964420000,14.160545,-17.699115,17.699115,7.072122,0.315880,10.688917,14.592218,9.749773
CRVUSDT,2025-10-20,2025-10,1760965080000,1760965140000,0.031381,-17.730496,17.730496,7.084648,0.331734,13.400685,10.463201,8.243471
CRVUSDT,2025-10-20,2025-10,1760966700000,1760966760000,17.793603,-14.239943,14.239943,0.000000,0.325255,9.288736,15.354906,9.860455
CRVUSDT,2025-10-20,2025-10,1760968080000,1760968140000,8.847957,-12.374050,12.374050,0.000000,0.330351,49.072225,13.112690,16.701141
CRVUSDT,2025-10-20,2025-10,1760969700000,1760969760000,23.108585,-12.440021,12.440021,7.123700,0.316795,8.529915,13.033844,8.539699
CRVUSDT,2025-10-20,2025-10,1760970780000,1760970840000,19.458712,-12.374050,12.374050,3.501766,0.320041,38.965487,2.490438,9.358358
CRVUSDT,2025-10-20,2025-10,1760971980000,1760972040000,19.446186,-12.374050,12.374050,7.067133,0.336140,35.657448,5.574700,10.254979
CRVUSDT,2025-10-20,2025-10,1760974020000,1760974080000,3.551123,-21.344717,21.344717,3.548597,0.326258,11.973758,14.911933,10.176975
CRVUSDT,2025-10-20,2025-10,1760974080000,1760974140000,8.904705,-17.793594,17.793594,3.551123,0.326258,11.973758,11.734132,8.588075
CRVUSDT,2025-10-20,2025-10,1760976000000,1760976060000,9.016795,-12.665099,12.665099,1.676959,0.394738,74.098764,10.357765,20.393373
CRVUSDT,2025-10-20,2025-10,1760976180000,1760976240000,32.608697,-16.307302,16.307302,9.066172,0.394738,74.098764,16.987688,23.708335
CRVUSDT,2025-10-20,2025-10,1760980440000,1760980500000,7.297906,-18.214936,18.214936,1.818507,0.548784,14.582299,10.181571,8.556030
CRVUSDT,2025-10-20,2025-10,1760981400000,1760981460000,-1.818507,-16.396429,16.396429,1.819170,0.549369,26.847455,7.576024,9.706872
CRVUSDT,2025-10-20,2025-10,1760981460000,1760981520000,14.573276,-18.214936,18.214936,1.818507,0.549369,26.847455,6.118604,8.978162
CRVUSDT,2025-10-20,2025-10,1760982060000,1760982120000,29.246451,-16.456391,16.456391,5.479442,0.549275,25.949830,4.535098,8.006790
CRVUSDT,2025-10-20,2025-10,1760984460000,1760984520000,23.850855,-20.179784,20.179784,5.495496,0.517859,27.743577,6.397018,9.265083
CRVUSDT,2025-10-20,2025-10,1760988660000,1760988720000,10.895220,-16.336903,16.336903,10.895220,0.489609,16.948687,16.592610,12.175651
CRVUSDT,2025-10-20,2025-10,1760988900000,1760988960000,12.699782,-23.537932,23.537932,5.389112,0.493717,13.853135,13.361039,9.944864
CRVUSDT,2025-10-20,2025-10,1760989800000,1760989860000,14.357493,-17.953321,17.953321,3.544350,0.507766,51.948645,11.155601,16.475295
CRVUSDT,2025-10-20,2025-10,1760991300000,1760991360000,-1.839171,-21.613833,21.613833,1.797584,0.506369,20.223988,12.186015,10.644174
CRVUSDT,2025-10-20,2025-10,1760991360000,1760991420000,23.453004,-23.453004,23.453004,1.839171,0.506369,20.223988,11.200958,10.151646
CRVUSDT,2025-10-20,2025-10,1760995860000,1760995920000,17.992083,-14.393667,14.393667,9.000893,0.478911,24.601096,14.412909,12.605585
GALAUSDT,2025-10-20,2025-10,1760998620000,1760998680000,8.748906,-17.497813,17.497813,8.756554,0.341204,68.445121,3.891267,15.975861
CRVUSDT,2025-10-20,2025-10,1760999820000,1760999880000,-1.805375,-16.277808,16.277808,7.228034,0.495594,44.069845,12.328911,15.474019
CRVUSDT,2025-10-20,2025-10,1760999880000,1760999940000,14.467854,-18.083183,18.083183,1.805375,0.495594,44.069845,11.229899,14.924512
CRVUSDT,2025-10-20,2025-10,1761001620000,1761001680000,3.611403,-18.083183,18.083183,0.000000,0.513397,5.714377,13.129287,8.220915
CRVUSDT,2025-10-20,2025-10,1761002460000,1761002520000,-5.416125,-14.471780,14.471780,1.806028,0.506722,15.925229,10.447533,8.915534
CRVUSDT,2025-10-20,2025-10,1761002580000,1761002640000,-1.804722,-18.083183,18.083183,1.804722,0.506722,15.925229,12.344918,9.864227
CRVUSDT,2025-10-20,2025-10,1761002640000,1761002700000,28.921328,-19.887905,19.887905,1.804722,0.506722,15.925229,8.945815,8.164675
CRVUSDT,2025-10-20,2025-10,1761003060000,1761003120000,23.516317,-16.277808,16.277808,9.049763,0.521180,8.246507,12.336061,8.338512
CRVUSDT,2025-10-20,2025-10,1761004200000,1761004260000,-3.624492,-14.524328,14.524328,5.458145,0.498688,10.904611,15.131879,10.245550
CRVUSDT,2025-10-21,2025-10,1761006420000,1761006480000,1.815206,-18.181818,18.181818,1.815206,0.516925,12.894341,14.170168,10.180877
CRVUSDT,2025-10-21,2025-10,1761006480000,1761006540000,7.267431,-16.366612,16.366612,1.815206,0.516925,12.894341,11.932001,9.061793
CRVUSDT,2025-10-21,2025-10,1761007140000,1761007200000,9.082641,-16.336903,16.336903,5.439700,0.519853,32.846620,7.583381,10.880868
CRVUSDT,2025-10-21,2025-10,1761007740000,1761007800000,1.815206,-18.181818,18.181818,1.814546,0.539165,10.500872,14.111416,9.695047
CRVUSDT,2025-10-21,2025-10,1761013380000,1761013440000,23.856243,-18.348624,18.348624,1.794207,0.535741,16.283066,11.918956,9.751833
CRVUSDT,2025-10-21,2025-10,1761014100000,1761014160000,-3.686440,-16.456391,16.456391,7.307260,0.553382,17.967997,10.904154,9.599059
CRVUSDT,2025-10-21,2025-10,1761014160000,1761014220000,12.822187,-20.142831,20.142831,3.686440,0.553382,17.967997,11.343519,9.818741
CRVUSDT,2025-10-21,2025-10,1761016320000,1761016380000,-0.000000,-14.711291,14.711291,7.350231,0.534244,32.283443,9.048143,11.515004
CRVUSDT,2025-10-21,2025-10,1761016380000,1761016440000,-3.671062,-14.711291,14.711291,0.000000,0.534244,32.283443,15.700913,14.841389
CRVUSDT,2025-10-21,2025-10,1761016440000,1761016500000,14.707233,-18.382353,18.382353,3.671062,0.534244,32.283443,13.834676,13.908271
CRVUSDT,2025-10-21,2025-10,1761018000000,1761018060000,1.837891,-20.254097,20.254097,0.000000,0.530338,19.338927,14.395598,11.595922
CRVUSDT,2025-10-21,2025-10,1761018060000,1761018120000,14.734321,-18.416206,18.416206,1.837891,0.530338,19.338927,14.173015,11.484631
CRVUSDT,2025-10-21,2025-10,1761018180000,1761018240000,23.960418,-12.898471,12.898471,9.216585,0.530338,19.338927,12.823449,10.809848
CRVUSDT,2025-10-21,2025-10,1761021780000,1761021840000,16.862704,-13.115983,13.115983,7.479411,0.441421,44.071388,9.907340,14.209368
CRVUSDT,2025-10-21,2025-10,1761022260000,1761022320000,24.358958,-14.986886,14.986886,11.235949,0.440020,70.556970,2.003092,15.552960
CRVUSDT,2025-10-21,2025-10,1761025080000,1761025140000,15.020628,-22.547914,22.547914,7.532899,0.429302,47.678717,5.965069,12.947580
CRVUSDT,2025-10-21,2025-10,1761027180000,1761027240000,9.417965,-13.190126,13.190126,7.521604,0.396799,17.999688,8.055395,8.024434
CRVUSDT,2025-10-21,2025-10,1761029940000,1761030000000,5.612712,-16.857089,16.857089,1.869502,0.423596,21.505015,10.660862,10.055030
CRVUSDT,2025-10-21,2025-10,1761030720000,1761030780000,3.752332,-20.672806,20.672806,0.000000,0.415561,13.003232,13.822865,9.927640
CRVUSDT,2025-10-21,2025-10,1761032220000,1761032280000,-0.000000,-13.091453,13.091453,0.000000,0.408675,16.762512,14.563652,11.043003
CRVUSDT,2025-10-21,2025-10,1761032280000,1761032340000,-7.465452,-13.091453,13.091453,0.000000,0.408675,16.762512,9.755917,8.639136
CRVUSDT,2025-10-21,2025-10,1761032340000,1761032400000,11.202368,-20.556905,20.556905,7.465452,0.408675,16.762512,12.679125,10.100740
CRVUSDT,2025-10-21,2025-10,1761037200000,1761037260000,22.610226,-15.071590,15.071590,11.306530,0.455806,38.701500,3.891352,10.141783
CRVUSDT,2025-10-21,2025-10,1761038760000,1761038820000,15.069460,-16.952345,16.952345,9.425059,0.447789,12.828864,10.564553,8.295838
CRVUSDT,2025-10-21,2025-10,1761042780000,1761042840000,26.359683,-16.952345,16.952345,3.798457,0.447493,64.482314,5.720711,16.204312
CRVUSDT,2025-10-21,2025-10,1761046200000,1761046260000,9.400259,-13.165319,13.165319,5.631674,0.456835,19.981757,13.235640,11.071007
CRVUSDT,2025-10-21,2025-10,1761051240000,1761051300000,24.166680,-18.587361,18.587361,11.157940,0.516685,50.317625,13.490885,17.325652
CRVUSDT,2025-10-21,2025-10,1761053280000,1761053340000,14.897574,-16.762898,16.762898,5.581385,0.478469,37.573941,3.519696,9.753106
CRVUSDT,2025-10-21,2025-10,1761056820000,1761056880000,-0.053124,-14.550746,14.550746,7.270076,0.461134,227.617643,9.527088,50.748207
CRVUSDT,2025-10-21,2025-10,1761056880000,1761056940000,9.112382,-14.603870,14.603870,0.053124,0.461134,227.617643,8.825963,50.397644
CRVUSDT,2025-10-21,2025-10,1761057780000,1761057840000,-7.246354,-14.524328,14.524328,3.666565,0.471513,13.234861,12.315977,9.276473
CRVUSDT,2025-10-21,2025-10,1761057840000,1761057900000,12.688030,-21.770682,21.770682,7.246354,0.471513,13.234861,15.928404,11.082687
CRVUSDT,2025-10-21,2025-10,1761061140000,1761061200000,20.720623,-17.271157,17.271157,3.482907,0.492426,65.971067,10.866317,19.119798
CRVUSDT,2025-10-21,2025-10,1761061980000,1761062040000,-1.770410,-12.075211,12.075211,6.905472,0.502098,20.278349,14.604273,11.859904
CRVUSDT,2025-10-21,2025-10,1761062040000,1761062100000,5.202579,-13.845621,13.845621,1.770410,0.502098,20.278349,10.976755,10.046145
GALAUSDT,2025-10-21,2025-10,1761062160000,1761062220000,17.108640,-17.108640,17.108640,8.554320,0.493329,39.701734,3.021347,9.944349
CRVUSDT,2025-10-21,2025-10,1761087420000,1761087480000,27.806964,-12.970169,12.970169,11.118660,0.610867,23.344001,8.586219,9.572777
CRVUSDT,2025-10-21,2025-10,1761088080000,1761088140000,25.901946,-12.946181,12.946181,7.383414,0.601572,28.851008,8.012414,10.377981
CRVUSDT,2025-10-22,2025-10,1761093900000,1761093960000,17.003576,-20.790021,20.790021,1.850627,0.592221,102.096427,6.197307,24.110160
CRVUSDT,2025-10-22,2025-10,1761094020000,1761094080000,7.587234,-15.157257,15.157257,11.370812,0.592221,102.096427,12.819140,27.421077
CRVUSDT,2025-10-22,2025-10,1761095700000,1761095760000,-1.913566,-13.215027,13.215027,3.807690,0.650665,24.276818,18.467037,14.739547
CRVUSDT,2025-10-22,2025-10,1761095760000,1761095820000,-3.810801,-15.128593,15.128593,1.913566,0.650665,24.276818,17.044847,14.028452
CRVUSDT,2025-10-22,2025-10,1761095820000,1761095880000,24.613689,-18.939394,18.939394,3.810801,0.650665,24.276818,11.988846,11.500451
CRVUSDT,2025-10-22,2025-10,1761104400000,1761104460000,15.152949,-18.939394,18.939394,1.890710,0.559806,20.380069,15.250897,12.261269
CRVUSDT,2025-10-22,2025-10,1761106320000,1761106380000,16.894358,-13.140604,13.140604,0.024622,0.594874,21.799737,12.478095,11.193869
CRVUSDT,2025-10-22,2025-10,1761107940000,1761108000000,1.870904,-14.986886,14.986886,3.763542,0.596083,12.607096,14.965536,10.600270
CRVUSDT,2025-10-22,2025-10,1761108000000,1761108060000,-0.024622,-13.115983,13.115983,1.870904,0.595300,101.433924,6.269180,24.016675
CRVUSDT,2025-10-22,2025-10,1761108060000,1761108120000,-3.748118,-13.140604,13.140604,0.024622,0.595300,101.433924,23.183295,32.473732
CRVUSDT,2025-10-22,2025-10,1761108120000,1761108180000,18.765247,-16.888722,16.888722,3.748118,0.595300,101.433924,11.521761,26.642965
CRVUSDT,2025-10-22,2025-10,1761109500000,1761109560000,5.627456,-13.140604,13.140604,1.846282,0.556582,9.864898,12.920506,8.989814
CRVUSDT,2025-10-22,2025-10,1761109740000,1761109800000,7.543599,-13.190126,13.190126,1.881464,0.556582,9.864898,16.563259,10.811191
CRVUSDT,2025-10-22,2025-10,1761112320000,1761112380000,-0.000000,-15.186029,15.186029,9.496668,0.578955,14.894566,13.153401,10.134569
CRVUSDT,2025-10-22,2025-10,1761112380000,1761112440000,24.682705,-15.186029,15.186029,0.000000,0.578955,14.894566,9.998464,8.557101
CRVUSDT,2025-10-22,2025-10,1761114180000,1761114240000,9.514725,-20.908573,20.908573,1.897166,0.573160,39.452258,7.261021,12.094122
CRVUSDT,2025-10-22,2025-10,1761115440000,1761115500000,11.398160,-19.011407,19.011407,0.000000,0.583358,32.275239,2.787536,8.432174
CRVUSDT,2025-10-22,2025-10,1761117360000,1761117420000,7.659880,-15.302219,15.302219,9.569370,0.601607,20.859582,11.051808,10.299427
CRVUSDT,2025-10-22,2025-10,1761117600000,1761117660000,1.903671,-13.340957,13.340957,1.903671,0.588762,35.943142,2.061714,8.808247
CRVUSDT,2025-10-22,2025-10,1761120000000,1761120060000,13.275161,-18.975332,18.975332,1.854056,0.587748,14.847855,16.446411,11.780524
CRVUSDT,2025-10-22,2025-10,1761120300000,1761120360000,-0.000000,-17.113520,17.113520,9.514735,0.586390,12.274328,13.321955,9.702233
CRVUSDT,2025-10-22,2025-10,1761120360000,1761120420000,20.917247,-17.113520,17.113520,0.000000,0.586390,12.274328,15.992618,11.037565
CRVUSDT,2025-10-22,2025-10,1761123060000,1761123120000,26.621757,-19.011407,19.011407,1.897887,0.580492,44.790313,9.831376,14.454243
CRVUSDT,2025-10-22,2025-10,1761125100000,1761125160000,5.717538,-19.083969,19.083969,9.551081,0.601599,87.088256,8.674660,22.356581
CRVUSDT,2025-10-22,2025-10,1761125160000,1761125220000,1.907302,-13.366431,13.366431,5.717538,0.601599,87.088256,9.362792,22.700647
CRVUSDT,2025-10-22,2025-10,1761126720000,1761126780000,1.918278,-13.443442,13.443442,7.688598,0.610582,54.667298,14.294571,18.691327
CRVUSDT,2025-10-22,2025-10,1761128280000,1761128340000,5.752625,-17.277788,17.277788,0.033106,0.603417,14.876169,10.285304,8.721303
CRVUSDT,2025-10-22,2025-10,1761129960000,1761130020000,21.199432,-17.344382,17.344382,1.924182,0.596376,31.374693,7.345810,10.544220
CRVUSDT,2025-10-22,2025-10,1761131340000,1761131400000,27.054693,-17.411492,17.411492,7.730949,0.670920,143.025918,4.630593,31.591400
CRVUSDT,2025-10-22,2025-10,1761133440000,1761133500000,19.040366,-22.848439,22.848439,3.800820,0.554198,15.970834,11.698850,9.597790
GALAUSDT,2025-10-22,2025-10,1761134520000,1761134580000,-0.034485,-18.552876,18.552876,9.285035,0.526448,49.643822,12.997135,16.953780
GALAUSDT,2025-10-22,2025-10,1761134580000,1761134640000,9.276374,-18.587361,18.587361,0.034485,0.526448,49.643822,18.076517,19.493472
CRVUSDT,2025-10-22,2025-10,1761138840000,1761138900000,15.037589,-16.920474,16.920474,9.407326,0.554870,40.635793,9.633420,13.498739
CRVUSDT,2025-10-22,2025-10,1761139320000,1761139380000,11.303664,-22.632969,22.632969,11.303664,0.541901,11.467992,18.908267,12.289632
CRVUSDT,2025-10-22,2025-10,1761140460000,1761140520000,5.670000,-13.240023,13.240023,0.024995,0.580483,54.832963,3.137624,13.115887
CRVUSDT,2025-10-22,2025-10,1761140580000,1761140640000,5.665711,-17.016449,17.016449,9.446427,0.580483,54.832963,3.740255,13.417203
CRVUSDT,2025-10-22,2025-10,1761142740000,1761142800000,31.912205,-18.761726,18.761726,3.786188,0.552225,13.394415,10.670751,8.566483
CRVUSDT,2025-10-22,2025-10,1761144600000,1761144660000,13.221397,-18.867925,18.867925,7.517187,0.541692,106.097915,7.627685,25.575118
CRVUSDT,2025-10-22,2025-10,1761155640000,1761155700000,-3.827010,-13.417673,13.417673,11.505993,0.566834,23.057010,10.264548,10.310511
CRVUSDT,2025-10-22,2025-10,1761172140000,1761172200000,3.969632,-19.723866,19.723866,1.925416,0.560181,6.936986,12.369170,8.132163
CRVUSDT,2025-10-23,2025-10,1761179880000,1761179940000,-3.768262,-13.443442,13.443442,7.688598,0.547611,25.149871,7.827305,9.491238
CRVUSDT,2025-10-23,2025-10,1761180060000,1761180120000,-1.946244,-15.331545,15.331545,7.659891,0.518794,31.293716,6.401675,9.978375
CRVUSDT,2025-10-23,2025-10,1761180120000,1761180180000,5.774721,-17.277788,17.277788,1.946244,0.518794,31.293716,5.665990,9.610532
CRVUSDT,2025-10-23,2025-10,1761186120000,1761186180000,23.005401,-13.417673,13.417673,7.651088,0.534544,16.490779,10.274852,8.970126
CRVUSDT,2025-10-23,2025-10,1761186360000,1761186420000,11.524424,-13.443442,13.443442,9.606143,0.540377,12.366844,15.807114,10.917303
CRVUSDT,2025-10-23,2025-10,1761191820000,1761191880000,21.203890,-15.420200,15.420200,3.850590,0.516943,25.948660,5.199579,8.306464
CRVUSDT,2025-10-23,2025-10,1761197700000,1761197760000,7.688598,-13.443442,13.443442,7.688598,0.496755,41.321975,15.369495,16.445898
CRVUSDT,2025-10-23,2025-10,1761197940000,1761198000000,11.498628,-23.023791,23.023791,1.914599,0.496755,41.321975,15.263103,16.392702
CRVUSDT,2025-10-23,2025-10,1761206340000,1761206400000,30.521249,-20.988361,20.988361,1.903665,0.501716,53.989438,10.925202,16.762205
CRVUSDT,2025-10-23,2025-10,1761207780000,1761207840000,7.595882,-19.011407,19.011407,9.514731,0.514513,8.173319,18.997043,11.647699
CRVUSDT,2025-10-23,2025-10,1761209820000,1761209880000,20.961455,-15.243902,15.243902,9.551062,0.513697,13.835486,11.252527,8.907058
CRVUSDT,2025-10-23,2025-10,1761210420000,1761210480000,-0.000000,-19.083969,19.083969,9.532871,0.504416,34.907488,15.937646,15.454736
CRVUSDT,2025-10-23,2025-10,1761210540000,1761210600000,7.616037,-15.273005,15.273005,3.810965,0.504416,34.907488,10.379606,12.675716
CRVUSDT,2025-10-23,2025-10,1761213240000,1761213300000,13.386145,-21.028484,21.028484,0.000000,0.504476,18.118601,13.978443,11.117418
CRVUSDT,2025-10-23,2025-10,1761215820000,1761215880000,-5.728456,-13.392003,13.392003,1.910216,0.513276,16.978200,19.409879,13.613856
CRVUSDT,2025-10-23,2025-10,1761215880000,1761215940000,11.478120,-19.120459,19.120459,5.728456,0.513276,16.978200,14.022594,10.920213
CRVUSDT,2025-10-23,2025-10,1761216000000,1761216060000,21.046041,-13.392003,13.392003,5.749665,0.508758,32.550912,13.370799,13.704340
CRVUSDT,2025-10-23,2025-10,1761223800000,1761223860000,-0.000000,-13.495277,13.495277,11.568866,0.581798,40.498007,4.639665,11.001232
CRVUSDT,2025-10-23,2025-10,1761223860000,1761223920000,23.138478,-13.495277,13.495277,0.000000,0.581798,40.498007,6.465913,11.914356
CRVUSDT,2025-10-23,2025-10,1761226920000,1761226980000,-1.913138,-15.331545,15.331545,0.029326,0.594520,8.670964,11.940782,8.299104
CRVUSDT,2025-10-23,2025-10,1761226980000,1761227040000,11.511834,-17.244683,17.244683,1.913138,0.594520,8.670964,15.728938,10.193181
GALAUSDT,2025-10-23,2025-10,1761227220000,1761227280000,9.242128,-18.467221,18.467221,9.207961,0.642611,66.667564,4.104180,16.028214
CRVUSDT,2025-10-23,2025-10,1761227520000,1761227580000,11.480323,-13.392003,13.392003,1.932874,0.575317,38.886720,18.333597,17.519459
CRVUSDT,2025-10-23,2025-10,1761229740000,1761229800000,17.350327,-13.495277,13.495277,3.870638,0.585664,16.641357,12.855245,10.341558
CRVUSDT,2025-10-23,2025-10,1761231720000,1761231780000,-1.890821,-15.420200,15.420200,5.795561,0.585098,14.913628,12.016283,9.575965
CRVUSDT,2025-10-23,2025-10,1761232380000,1761232440000,-1.905846,-15.273005,15.273005,11.457667,0.606366,23.331638,11.983247,11.264317
CRVUSDT,2025-10-23,2025-10,1761232440000,1761232500000,7.645962,-17.178851,17.178851,1.905846,0.606366,23.331638,7.669661,9.107524
CRVUSDT,2025-10-23,2025-10,1761234000000,1761234060000,17.180288,-20.988361,20.988361,7.621930,0.573020,61.012096,9.051087,17.300983
CRVUSDT,2025-10-23,2025-10,1761234120000,1761234180000,7.601564,-15.243902,15.243902,11.435829,0.573020,61.012096,9.176361,17.363620
CRVUSDT,2025-10-23,2025-10,1761234240000,1761234300000,9.569370,-15.302219,15.302219,7.659880,0.573020,61.012096,13.516125,19.533502
CRVUSDT,2025-10-23,2025-10,1761234720000,1761234780000,11.470722,-19.083969,19.083969,11.456204,0.573326,8.918049,17.707692,11.210782
CRVUSDT,2025-10-23,2025-10,1761236340000,1761236400000,21.029220,-19.120459,19.120459,11.478120,0.581482,19.083667,10.750620,9.773526
CRVUSDT,2025-10-23,2025-10,1761240540000,1761240600000,7.632812,-20.948391,20.948391,11.415502,0.560747,18.651177,13.950555,11.266260
CRVUSDT,2025-10-23,2025-10,1761242220000,1761242280000,11.235949,-14.986886,14.986886,11.242970,0.536216,68.622567,10.333399,19.427429
CRVUSDT,2025-10-23,2025-10,1761243480000,1761243540000,-0.000000,-13.190126,13.190126,1.881464,0.508943,22.968397,7.836650,9.020947
CRVUSDT,2025-10-23,2025-10,1761243540000,1761243600000,7.532951,-13.190126,13.190126,0.000000,0.508943,22.968397,8.284562,9.244904
CRVUSDT,2025-10-23,2025-10,1761244800000,1761244860000,15.206233,-22.805017,22.805017,1.896445,0.527837,12.531177,12.125888,9.097016
CRVUSDT,2025-10-23,2025-10,1761253560000,1761253620000,21.073164,-19.157088,19.157088,3.825543,0.608444,37.262494,7.348435,11.735160
CRVUSDT,2025-10-24,2025-10,1761269400000,1761269460000,7.587946,-17.048683,17.048683,5.697946,0.584831,16.672925,15.978222,11.908527
CRVUSDT,2025-10-24,2025-10,1761270180000,1761270240000,3.779285,-13.240023,13.240023,5.670000,0.601611,104.322202,5.347304,24.139704
CRVUSDT,2025-10-24,2025-10,1761270600000,1761270660000,17.013590,-18.903592,18.903592,3.774999,0.609445,7.157806,13.319025,8.700519
