month,signals,avg_net_bps
2025-08,151,0.5937173005711734
2025-09,152,1.9651173713414718
2025-10,242,-8.304299960396575
2025-11,267,2.963854052441901
2025-12,338,2.988830089958394
2026-01,298,2.197787557396746
2026-02,330,4.937564430594011
2026-03,19,8.765185667861758
