month,filled_trades,avg_net_bps,pnl_dollars,equity_end_dollars
2025-08,44,0.5965206443181815,26.241929091971766,100026.24192909198
2025-09,55,5.110240673636365,281.50842407557036,100307.75035316755
2025-10,116,2.803312633189655,326.6718198302355,100634.42217299777
2025-11,128,5.432857428515626,702.1535223348533,101336.57569533263
2025-12,191,4.321051959424084,839.6688549464548,102176.24455027908
2026-01,150,5.549013325666664,853.8618535418649,103030.10640382094
2026-02,201,9.241432643781094,1931.2558319141513,104961.3622357351
2026-03,12,10.143750266666666,127.81383641705568,105089.17607215216
