symbol,day,month,entry_ts_ms,exit_ts_ms,score,gross_pnl_bps,net_pnl_bps,alloc_dollars,pnl_dollars
CRVUSDT,2025-08-05,2025-08,1754363400000,1754363460000,11.089392,2.186761,-5.752997,200000.00,-115.06
CRVUSDT,2025-08-05,2025-08,1754363460000,1754363520000,9.608772,22.219753,14.888329,199769.88,297.42
CRVUSDT,2025-08-05,2025-08,1754366400000,1754366460000,8.652601,4.492360,-2.744238,200364.73,-54.98
CRVUSDT,2025-08-06,2025-08,1754444520000,1754444580000,4.907194,11.181924,3.504222,200254.76,70.17
CRVUSDT,2025-08-06,2025-08,1754455080000,1754455140000,6.927537,11.299432,3.039902,200395.11,60.92
CRVUSDT,2025-08-06,2025-08,1754457900000,1754457960000,6.755106,13.431601,5.696061,200516.94,114.22
GALAUSDT,2025-08-06,2025-08,1754499960000,1754500020000,11.170803,6.501929,-1.451196,200745.37,-29.13
CRVUSDT,2025-08-07,2025-08,1754538780000,1754538840000,17.314536,10.822506,2.442677,200687.11,49.02
GALAUSDT,2025-08-07,2025-08,1754565600000,1754565660000,10.132522,12.468828,4.598504,200785.15,92.33
CRVUSDT,2025-08-07,2025-08,1754566140000,1754566200000,4.686614,13.822902,5.963037,200969.81,119.84
GALAUSDT,2025-08-07,2025-08,1754568240000,1754568300000,7.054341,-0.007692,-7.557791,201209.49,-152.07
GALAUSDT,2025-08-07,2025-08,1754570280000,1754570340000,9.551301,12.484395,4.611736,200905.35,92.65
CRVUSDT,2025-08-07,2025-08,1754574420000,1754574480000,7.508747,17.098129,9.709149,201090.66,195.24
SEIUSDT,2025-08-07,2025-08,1754585100000,1754585160000,5.851842,3.286140,-4.048973,201481.14,-81.58
SEIUSDT,2025-08-07,2025-08,1754596860000,1754596920000,8.601030,6.572449,-1.233252,201317.98,-24.83
GALAUSDT,2025-08-08,2025-08,1754611920000,1754611980000,8.685908,12.180268,4.658106,201268.33,93.75
GALAUSDT,2025-08-08,2025-08,1754615820000,1754615880000,14.062001,12.128563,4.913492,201455.83,98.99
CRVUSDT,2025-08-08,2025-08,1754625000000,1754625060000,9.368727,13.594060,5.763850,201653.80,116.23
CRVUSDT,2025-08-08,2025-08,1754625120000,1754625180000,9.414655,7.320081,-0.560404,201886.26,-11.31
CRVUSDT,2025-08-08,2025-08,1754626440000,1754626500000,6.052606,14.749708,7.221778,201863.64,145.78
GALAUSDT,2025-08-08,2025-08,1754637660000,1754637720000,24.978797,5.998796,-1.801924,202155.20,-36.43
GALAUSDT,2025-08-09,2025-08,1754719620000,1754719680000,4.014705,11.383039,3.960483,202082.35,80.03
GALAUSDT,2025-08-09,2025-08,1754721480000,1754721540000,6.993634,17.214997,9.780688,202242.41,197.81
