month,signals,avg_net_bps
2025-08,151,2.255356118827445
2025-09,152,3.700735519324262
2025-10,242,11.303183433041506
2025-11,267,5.05340828206065
2025-12,338,5.2315830113644575
2026-01,298,4.332735213896568
2026-02,330,7.7627259890609075
2026-03,19,11.701127846233682
