month,signals,avg_net_bps
2025-09,1471,3.0690331212482245
2025-10,3854,5.752493481599323
2025-11,5561,5.933173626674207
2025-12,7735,5.272330050258831
2026-01,6771,5.1660781725236475
2026-02,10997,8.120839676747405
2026-03,797,9.431669654966479
