month,signals,avg_net_bps
2025-08,133,1.6735168227985204
2025-09,136,1.0606720991593155
2025-10,199,0.9936359071378015
2025-11,217,3.3761460568319794
2025-12,257,3.9688699830577625
2026-01,221,3.870750378819148
2026-02,246,7.673308221460625
2026-03,13,8.248358257012052
