month,signals,avg_net_bps
2025-08,151,-1.0679215176850971
2025-09,152,0.22949922335868192
2025-10,242,-27.911783353834657
2025-11,267,0.874299822823156
2025-12,338,0.7460771685523269
2026-01,298,0.06283990089692716
2026-02,330,2.1124028721271344
2026-03,19,5.82924348948983
