month,signals,avg_net_bps
2025-08,151,0.2553561188274439
2025-09,152,1.7007355193242624
2025-10,242,9.303183433041504
2025-11,267,3.0534082820606465
2025-12,338,3.2315830113644597
2026-01,298,2.3327352138965654
2026-02,330,5.7627259890609
2026-03,19,9.701127846233685
