symbol,day,month,entry_ts_ms,exit_ts_ms,score,gross_pnl_bps,net_pnl_bps,alloc_dollars,pnl_dollars
CRVUSDT,2025-08-05,2025-08,1754363400000,1754363460000,11.089392,2.186761,-8.002997,25000.00,-20.01
CRVUSDT,2025-08-05,2025-08,1754377140000,1754377200000,11.002169,3.305018,-6.756956,24995.00,-16.89
CRVUSDT,2025-08-06,2025-08,1754480280000,1754480340000,8.133104,5.503567,-4.784660,24990.78,-11.96
CRVUSDT,2025-08-06,2025-08,1754491560000,1754491620000,13.231049,1.095888,-9.129852,24987.79,-22.81
GALAUSDT,2025-08-09,2025-08,1754775780000,1754775840000,6.858017,16.694491,6.218559,24982.08,15.54
GALAUSDT,2025-08-11,2025-08,1754929560000,1754929620000,7.204961,11.534025,0.977720,24985.97,2.44
CRVUSDT,2025-08-12,2025-08,1754980200000,1754980260000,13.641325,15.178738,4.976743,24986.58,12.44
CRVUSDT,2025-08-12,2025-08,1754986020000,1754986080000,7.440651,3.271629,-6.881543,24989.69,-17.20
GALAUSDT,2025-08-13,2025-08,1755084000000,1755084060000,22.037414,10.831300,0.685602,24985.39,1.71
CRVUSDT,2025-08-14,2025-08,1755192480000,1755192540000,11.682599,16.177158,6.416887,24985.82,16.03
CRVUSDT,2025-08-14,2025-08,1755198660000,1755198720000,9.569367,10.792138,0.814673,24989.82,2.04
CRVUSDT,2025-08-14,2025-08,1755199560000,1755199620000,11.442331,5.379227,-4.971317,24990.33,-12.42
CRVUSDT,2025-08-15,2025-08,1755218760000,1755218820000,8.450660,16.244901,6.426600,24987.23,16.06
CRVUSDT,2025-08-15,2025-08,1755221580000,1755221640000,6.135147,-0.000000,-9.928995,24991.24,-24.81
CRVUSDT,2025-08-15,2025-08,1755223380000,1755223440000,9.755053,14.110963,4.069416,24985.04,10.17
CRVUSDT,2025-08-16,2025-08,1755321480000,1755321540000,6.937023,4.591361,-5.669466,24987.58,-14.17
CRVUSDT,2025-08-16,2025-08,1755325800000,1755325860000,6.527587,16.121603,5.799144,24984.04,14.49
CRVUSDT,2025-08-16,2025-08,1755327360000,1755327420000,8.678038,9.236008,-0.861579,24987.66,-2.15
CRVUSDT,2025-08-17,2025-08,1755413460000,1755413520000,8.506542,4.628551,-5.532840,24987.12,-13.82
CRVUSDT,2025-08-17,2025-08,1755418440000,1755418500000,7.718778,4.624529,-5.414423,24983.67,-13.53
CRVUSDT,2025-08-17,2025-08,1755422580000,1755422640000,11.396231,-1.136748,-11.322370,24980.28,-28.28
CRVUSDT,2025-08-18,2025-08,1755478620000,1755478680000,7.315104,2.297186,-7.721778,24973.21,-19.28
CRVUSDT,2025-08-18,2025-08,1755499500000,1755499560000,7.530049,-1.168905,-11.001603,24968.39,-27.47
CRVUSDT,2025-08-18,2025-08,1755545580000,1755545640000,6.185404,18.132881,8.239000,24961.53,20.57
CRVUSDT,2025-08-19,2025-08,1755608700000,1755608760000,6.846310,18.244023,8.226979,24966.67,20.54
CRVUSDT,2025-08-20,2025-08,1755665880000,1755665940000,10.548012,10.546422,0.598647,24971.80,1.49
CRVUSDT,2025-08-23,2025-08,1755948600000,1755948660000,11.584795,6.724940,-3.431870,24972.18,-8.57
CRVUSDT,2025-08-23,2025-08,1755963060000,1755963120000,6.727574,6.764366,-3.121458,24970.03,-7.79
CRVUSDT,2025-08-23,2025-08,1755970140000,1755970200000,7.146260,3.366167,-6.667134,24968.08,-16.65
CRVUSDT,2025-08-24,2025-08,1756035960000,1756036020000,6.910458,2.302741,-7.541053,24963.92,-18.83
CRVUSDT,2025-08-24,2025-08,1756036560000,1756036620000,8.708604,3.425272,-6.647257,24959.22,-16.59
CRVUSDT,2025-08-24,2025-08,1756059900000,1756059960000,10.288105,-2.134927,-12.167009,24955.07,-30.36
CRVUSDT,2025-08-25,2025-08,1756098300000,1756098360000,9.341946,-1.133963,-10.949246,24947.48,-27.32
CRVUSDT,2025-08-25,2025-08,1756098360000,1756098420000,6.976729,14.549522,4.675777,24940.65,11.66
CRVUSDT,2025-08-25,2025-08,1756101480000,1756101540000,18.599256,14.734217,4.896890,24943.56,12.21
CRVUSDT,2025-08-26,2025-08,1756169820000,1756169880000,9.005202,14.100756,4.312640,24946.62,10.76
CRVUSDT,2025-08-26,2025-08,1756170180000,1756170240000,6.275374,19.274427,9.096605,24949.31,22.70
CRVUSDT,2025-08-26,2025-08,1756187820000,1756187880000,8.724562,12.835323,2.724102,24954.98,6.80
CRVUSDT,2025-08-27,2025-08,1756253880000,1756253940000,6.315730,9.930470,-0.304211,24956.68,-0.76
CRVUSDT,2025-08-27,2025-08,1756258680000,1756258740000,8.152108,7.427573,-2.433546,24956.49,-6.07
CRVUSDT,2025-08-27,2025-08,1756263360000,1756263420000,9.323713,4.950405,-5.038663,24954.97,-12.57
