month,signals,avg_net_bps
2025-08,133,2.358905566965557
2025-09,136,4.092976359592095
2025-10,199,3.2804207315484044
2025-11,217,5.595606771813794
2025-12,257,6.048896393068521
2026-01,221,5.8742901087371715
2026-02,246,9.428887181261866
2026-03,13,15.673403901157311
