month,filled_trades,avg_net_bps,pnl_dollars,equity_end_dollars
2025-08,59,2.473688422881356,146.04229747935264,100146.04229747935
2025-09,61,3.5198168614754097,215.2319594473747,100361.27425692673
2025-10,121,0.6524172012396692,79.2274621435857,100440.50171907031
2025-11,150,4.340957381000002,656.0387997277229,101096.54051879804
2025-12,200,4.067614655000001,825.6488372726097,101922.18935607065
2026-01,155,5.262335793225809,834.5817696184758,102756.77112568912
2026-02,198,9.074869509343436,1862.6027276083687,104619.3738532975
2026-03,12,9.717433491666666,122.0436291894214,104741.41748248691
