month,filled_trades,avg_net_bps,pnl_dollars,equity_end_dollars
2025-08,133,-0.576483165037594,-191.61632569073123,99808.38367430927
2025-09,136,-1.189327904779412,-402.9497022488874,99405.43397206037
2025-10,199,-1.2042689404522615,-594.4229006054115,98811.01107145497
2025-11,217,1.1289919746543784,606.3910182927708,99417.40208974775
2025-12,256,1.743953709960937,1114.8925716322146,100532.29466137996
2026-01,221,1.631671771266968,909.5459187477447,101441.8405801277
2026-02,246,5.576375403861791,3536.8723023128205,104978.71288244052
2026-03,13,5.998358053846155,204.68733358673924,105183.40021602726
