a,b,c,cancel_delay_s,fee_model,slip_entry_bp,slip_exit_bp,split,n_signals,n_trades,trigger_rate,net_mean_bp,net_median_bp,net_total_bp,gross_mean_bp,pf,hit_rate_tp,pct_sl,pct_time,pct_double,max_dd_bp,p5_net_bp,p95_net_bp,weeks_positive,weeks_total,mean_time_to_entry_min,mean_time_in_trade_min,mean_MAE_bp,mean_MFE_bp
1.0000,3,2.0000,300,T,10,10,test_fwd,1149,68,0.0592,8.9135,-54.7152,606.1149,48.9135,1.0469,0.0441,0.0147,0.9412,0.0000,-4744.6161,-659.5762,1423.4241,3,4,898.4559,519.9265,-289.4498,416.4197
1.0000,3,2.0000,300,T,10,10,test_rev,860,66,0.0767,4.2895,-36.9548,283.1059,44.2895,1.0339,0.0152,0.0152,0.9697,0.0000,-4136.5120,-708.1933,653.4517,1,4,935.1667,483.2727,-238.8450,434.3579
1.0000,3,2.5000,0,M,0,0,test_fwd,1149,68,0.0592,29.8412,-34.7152,2029.1992,49.4882,1.1678,0.0441,0.0000,0.9559,0.0000,-4079.8363,-639.5762,1448.6241,3,4,898.4559,522.4706,-290.0315,416.4197
1.0000,3,2.5000,0,M,0,0,test_rev,860,66,0.0767,25.2316,-16.9548,1665.2866,45.1104,1.2200,0.0152,0.0000,0.9848,0.0000,-3632.9913,-664.4254,673.4517,1,4,935.1667,496.1364,-238.9605,434.3579
1.0000,3,2.5000,0,M,5,5,test_fwd,1149,68,0.0592,19.9515,-44.7152,1356.6992,49.4882,1.1086,0.0441,0.0000,0.9559,0.0000,-4377.3363,-649.5762,1440.2491,3,4,898.4559,522.4706,-290.0315,416.4197
1.0000,3,2.5000,0,M,5,5,test_rev,860,66,0.0767,15.2695,-26.9548,1007.7866,45.1104,1.1271,0.0152,0.0000,0.9848,0.0000,-3852.3312,-674.4254,663.4517,1,4,935.1667,496.1364,-238.9605,434.3579
1.0000,3,2.5000,0,M,10,10,test_fwd,1149,68,0.0592,10.0618,-54.7152,684.1992,49.4882,1.0531,0.0441,0.0000,0.9559,0.0000,-4692.5319,-659.5762,1431.8741,3,4,898.4559,522.4706,-290.0315,416.4197
1.0000,3,2.5000,0,M,10,10,test_rev,860,66,0.0767,5.3074,-36.9548,350.2866,45.1104,1.0422,0.0152,0.0000,0.9848,0.0000,-4082.3312,-684.4254,653.4517,1,4,935.1667,496.1364,-238.9605,434.3579
1.0000,3,2.5000,0,T,0,0,test_fwd,1149,68,0.0592,29.4882,-34.7152,2005.1992,49.4882,1.1658,0.0441,0.0000,0.9559,0.0000,-4087.8363,-639.5762,1443.4241,3,4,898.4559,522.4706,-290.0315,416.4197
1.0000,3,2.5000,0,T,0,0,test_rev,860,66,0.0767,25.1104,-16.9548,1657.2866,45.1104,1.2190,0.0152,0.0000,0.9848,0.0000,-3632.9913,-664.4254,673.4517,1,4,935.1667,496.1364,-238.9605,434.3579
1.0000,3,2.5000,0,T,5,5,test_fwd,1149,68,0.0592,19.4882,-44.7152,1325.1992,49.4882,1.1061,0.0441,0.0000,0.9559,0.0000,-4387.8363,-649.5762,1433.4241,3,4,898.4559,522.4706,-290.0315,416.4197
1.0000,3,2.5000,0,T,5,5,test_rev,860,66,0.0767,15.1104,-26.9548,997.2866,45.1104,1.1258,0.0152,0.0000,0.9848,0.0000,-3852.3312,-674.4254,663.4517,1,4,935.1667,496.1364,-238.9605,434.3579
1.0000,3,2.5000,0,T,10,10,test_fwd,1149,68,0.0592,9.4882,-54.7152,645.1992,49.4882,1.0500,0.0441,0.0000,0.9559,0.0000,-4705.5319,-659.5762,1423.4241,3,4,898.4559,522.4706,-290.0315,416.4197
1.0000,3,2.5000,0,T,10,10,test_rev,860,66,0.0767,5.1104,-36.9548,337.2866,45.1104,1.0406,0.0152,0.0000,0.9848,0.0000,-4082.3312,-684.4254,653.4517,1,4,935.1667,496.1364,-238.9605,434.3579
1.0000,3,2.5000,60,M,0,0,test_fwd,1149,68,0.0592,29.8412,-34.7152,2029.1992,49.4882,1.1678,0.0441,0.0000,0.9559,0.0000,-4079.8363,-639.5762,1448.6241,3,4,898.4559,522.4706,-290.0315,416.4197
1.0000,3,2.5000,60,M,0,0,test_rev,860,66,0.0767,25.2316,-16.9548,1665.2866,45.1104,1.2200,0.0152,0.0000,0.9848,0.0000,-3632.9913,-664.4254,673.4517,1,4,935.1667,496.1364,-238.9605,434.3579
1.0000,3,2.5000,60,M,5,5,test_fwd,1149,68,0.0592,19.9515,-44.7152,1356.6992,49.4882,1.1086,0.0441,0.0000,0.9559,0.0000,-4377.3363,-649.5762,1440.2491,3,4,898.4559,522.4706,-290.0315,416.4197
1.0000,3,2.5000,60,M,5,5,test_rev,860,66,0.0767,15.2695,-26.9548,1007.7866,45.1104,1.1271,0.0152,0.0000,0.9848,0.0000,-3852.3312,-674.4254,663.4517,1,4,935.1667,496.1364,-238.9605,434.3579
1.0000,3,2.5000,60,M,10,10,test_fwd,1149,68,0.0592,10.0618,-54.7152,684.1992,49.4882,1.0531,0.0441,0.0000,0.9559,0.0000,-4692.5319,-659.5762,1431.8741,3,4,898.4559,522.4706,-290.0315,416.4197
1.0000,3,2.5000,60,M,10,10,test_rev,860,66,0.0767,5.3074,-36.9548,350.2866,45.1104,1.0422,0.0152,0.0000,0.9848,0.0000,-4082.3312,-684.4254,653.4517,1,4,935.1667,496.1364,-238.9605,434.3579
1.0000,3,2.5000,60,T,0,0,test_fwd,1149,68,0.0592,29.4882,-34.7152,2005.1992,49.4882,1.1658,0.0441,0.0000,0.9559,0.0000,-4087.8363,-639.5762,1443.4241,3,4,898.4559,522.4706,-290.0315,416.4197
1.0000,3,2.5000,60,T,0,0,test_rev,860,66,0.0767,25.1104,-16.9548,1657.2866,45.1104,1.2190,0.0152,0.0000,0.9848,0.0000,-3632.9913,-664.4254,673.4517,1,4,935.1667,496.1364,-238.9605,434.3579
1.0000,3,2.5000,60,T,5,5,test_fwd,1149,68,0.0592,19.4882,-44.7152,1325.1992,49.4882,1.1061,0.0441,0.0000,0.9559,0.0000,-4387.8363,-649.5762,1433.4241,3,4,898.4559,522.4706,-290.0315,416.4197
1.0000,3,2.5000,60,T,5,5,test_rev,860,66,0.0767,15.1104,-26.9548,997.2866,45.1104,1.1258,0.0152,0.0000,0.9848,0.0000,-3852.3312,-674.4254,663.4517,1,4,935.1667,496.1364,-238.9605,434.3579
1.0000,3,2.5000,60,T,10,10,test_fwd,1149,68,0.0592,9.4882,-54.7152,645.1992,49.4882,1.0500,0.0441,0.0000,0.9559,0.0000,-4705.5319,-659.5762,1423.4241,3,4,898.4559,522.4706,-290.0315,416.4197
1.0000,3,2.5000,60,T,10,10,test_rev,860,66,0.0767,5.1104,-36.9548,337.2866,45.1104,1.0406,0.0152,0.0000,0.9848,0.0000,-4082.3312,-684.4254,653.4517,1,4,935.1667,496.1364,-238.9605,434.3579
1.0000,3,2.5000,300,M,0,0,test_fwd,1149,68,0.0592,29.8412,-34.7152,2029.1992,49.4882,1.1678,0.0441,0.0000,0.9559,0.0000,-4079.8363,-639.5762,1448.6241,3,4,898.4559,522.4706,-290.0315,416.4197
1.0000,3,2.5000,300,M,0,0,test_rev,860,66,0.0767,25.2316,-16.9548,1665.2866,45.1104,1.2200,0.0152,0.0000,0.9848,0.0000,-3632.9913,-664.4254,673.4517,1,4,935.1667,496.1364,-238.9605,434.3579
1.0000,3,2.5000,300,M,5,5,test_fwd,1149,68,0.0592,19.9515,-44.7152,1356.6992,49.4882,1.1086,0.0441,0.0000,0.9559,0.0000,-4377.3363,-649.5762,1440.2491,3,4,898.4559,522.4706,-290.0315,416.4197
1.0000,3,2.5000,300,M,5,5,test_rev,860,66,0.0767,15.2695,-26.9548,1007.7866,45.1104,1.1271,0.0152,0.0000,0.9848,0.0000,-3852.3312,-674.4254,663.4517,1,4,935.1667,496.1364,-238.9605,434.3579
1.0000,3,2.5000,300,M,10,10,test_fwd,1149,68,0.0592,10.0618,-54.7152,684.1992,49.4882,1.0531,0.0441,0.0000,0.9559,0.0000,-4692.5319,-659.5762,1431.8741,3,4,898.4559,522.4706,-290.0315,416.4197
1.0000,3,2.5000,300,M,10,10,test_rev,860,66,0.0767,5.3074,-36.9548,350.2866,45.1104,1.0422,0.0152,0.0000,0.9848,0.0000,-4082.3312,-684.4254,653.4517,1,4,935.1667,496.1364,-238.9605,434.3579
1.0000,3,2.5000,300,T,0,0,test_fwd,1149,68,0.0592,29.4882,-34.7152,2005.1992,49.4882,1.1658,0.0441,0.0000,0.9559,0.0000,-4087.8363,-639.5762,1443.4241,3,4,898.4559,522.4706,-290.0315,416.4197
1.0000,3,2.5000,300,T,0,0,test_rev,860,66,0.0767,25.1104,-16.9548,1657.2866,45.1104,1.2190,0.0152,0.0000,0.9848,0.0000,-3632.9913,-664.4254,673.4517,1,4,935.1667,496.1364,-238.9605,434.3579
1.0000,3,2.5000,300,T,5,5,test_fwd,1149,68,0.0592,19.4882,-44.7152,1325.1992,49.4882,1.1061,0.0441,0.0000,0.9559,0.0000,-4387.8363,-649.5762,1433.4241,3,4,898.4559,522.4706,-290.0315,416.4197
1.0000,3,2.5000,300,T,5,5,test_rev,860,66,0.0767,15.1104,-26.9548,997.2866,45.1104,1.1258,0.0152,0.0000,0.9848,0.0000,-3852.3312,-674.4254,663.4517,1,4,935.1667,496.1364,-238.9605,434.3579
1.0000,3,2.5000,300,T,10,10,test_fwd,1149,68,0.0592,9.4882,-54.7152,645.1992,49.4882,1.0500,0.0441,0.0000,0.9559,0.0000,-4705.5319,-659.5762,1423.4241,3,4,898.4559,522.4706,-290.0315,416.4197
1.0000,3,2.5000,300,T,10,10,test_rev,860,66,0.0767,5.1104,-36.9548,337.2866,45.1104,1.0406,0.0152,0.0000,0.9848,0.0000,-4082.3312,-684.4254,653.4517,1,4,935.1667,496.1364,-238.9605,434.3579
1.0000,4,1.5000,0,M,0,0,test_fwd,1149,68,0.0592,32.6013,-34.7152,2216.8871,52.4836,1.1866,0.0147,0.0294,0.9559,0.0000,-3249.6817,-639.5762,1108.0968,3,4,898.4559,520.3676,-285.0451,432.6529
1.0000,4,1.5000,0,M,0,0,test_rev,860,66,0.0767,19.7283,-16.9548,1302.0710,39.7283,1.1750,0.0000,0.0152,0.9848,0.0000,-3505.0965,-573.0593,660.8897,1,4,935.1667,491.2121,-236.0725,434.3579
1.0000,4,1.5000,0,M,5,5,test_fwd,1149,68,0.0592,22.6380,-44.7152,1539.3871,52.4836,1.1254,0.0147,0.0294,0.9559,0.0000,-3547.1817,-649.5762,1098.0968,3,4,898.4559,520.3676,-285.0451,432.6529
1.0000,4,1.5000,0,M,5,5,test_rev,860,66,0.0767,9.7283,-26.9548,642.0710,39.7283,1.0823,0.0000,0.0152,0.9848,0.0000,-3724.4364,-583.0593,650.8897,1,4,935.1667,491.2121,-236.0725,434.3579
1.0000,4,1.5000,0,M,10,10,test_fwd,1149,68,0.0592,12.6748,-54.7152,861.8871,52.4836,1.0680,0.0147,0.0294,0.9559,0.0000,-3862.3773,-659.5762,1088.0968,3,4,898.4559,520.3676,-285.0451,432.6529
1.0000,4,1.5000,0,M,10,10,test_rev,860,66,0.0767,-0.2717,-36.9548,-17.9290,39.7283,0.9978,0.0000,0.0152,0.9848,0.0000,-3954.4364,-593.0593,640.8897,1,4,935.1667,491.2121,-236.0725,434.3579
1.0000,4,1.5000,0,T,0,0,test_fwd,1149,68,0.0592,32.4836,-34.7152,2208.8871,52.4836,1.1859,0.0147,0.0294,0.9559,0.0000,-3257.6817,-639.5762,1108.0968,3,4,898.4559,520.3676,-285.0451,432.6529
1.0000,4,1.5000,0,T,0,0,test_rev,860,66,0.0767,19.7283,-16.9548,1302.0710,39.7283,1.1750,0.0000,0.0152,0.9848,0.0000,-3505.0965,-573.0593,660.8897,1,4,935.1667,491.2121,-236.0725,434.3579
1.0000,4,1.5000,0,T,5,5,test_fwd,1149,68,0.0592,22.4836,-44.7152,1528.8871,52.4836,1.1245,0.0147,0.0294,0.9559,0.0000,-3557.6817,-649.5762,1098.0968,3,4,898.4559,520.3676,-285.0451,432.6529
1.0000,4,1.5000,0,T,5,5,test_rev,860,66,0.0767,9.7283,-26.9548,642.0710,39.7283,1.0823,0.0000,0.0152,0.9848,0.0000,-3724.4364,-583.0593,650.8897,1,4,935.1667,491.2121,-236.0725,434.3579
1.0000,4,1.5000,0,T,10,10,test_fwd,1149,68,0.0592,12.4836,-54.7152,848.8871,52.4836,1.0669,0.0147,0.0294,0.9559,0.0000,-3875.3773,-659.5762,1088.0968,3,4,898.4559,520.3676,-285.0451,432.6529
1.0000,4,1.5000,0,T,10,10,test_rev,860,66,0.0767,-0.2717,-36.9548,-17.9290,39.7283,0.9978,0.0000,0.0152,0.9848,0.0000,-3954.4364,-593.0593,640.8897,1,4,935.1667,491.2121,-236.0725,434.3579
1.0000,4,1.5000,60,M,0,0,test_fwd,1149,68,0.0592,32.6013,-34.7152,2216.8871,52.4836,1.1866,0.0147,0.0294,0.9559,0.0000,-3249.6817,-639.5762,1108.0968,3,4,898.4559,520.3676,-285.0451,432.6529
1.0000,4,1.5000,60,M,0,0,test_rev,860,66,0.0767,19.7283,-16.9548,1302.0710,39.7283,1.1750,0.0000,0.0152,0.9848,0.0000,-3505.0965,-573.0593,660.8897,1,4,935.1667,491.2121,-236.0725,434.3579
1.0000,4,1.5000,60,M,5,5,test_fwd,1149,68,0.0592,22.6380,-44.7152,1539.3871,52.4836,1.1254,0.0147,0.0294,0.9559,0.0000,-3547.1817,-649.5762,1098.0968,3,4,898.4559,520.3676,-285.0451,432.6529
1.0000,4,1.5000,60,M,5,5,test_rev,860,66,0.0767,9.7283,-26.9548,642.0710,39.7283,1.0823,0.0000,0.0152,0.9848,0.0000,-3724.4364,-583.0593,650.8897,1,4,935.1667,491.2121,-236.0725,434.3579
1.0000,4,1.5000,60,M,10,10,test_fwd,1149,68,0.0592,12.6748,-54.7152,861.8871,52.4836,1.0680,0.0147,0.0294,0.9559,0.0000,-3862.3773,-659.5762,1088.0968,3,4,898.4559,520.3676,-285.0451,432.6529
1.0000,4,1.5000,60,M,10,10,test_rev,860,66,0.0767,-0.2717,-36.9548,-17.9290,39.7283,0.9978,0.0000,0.0152,0.9848,0.0000,-3954.4364,-593.0593,640.8897,1,4,935.1667,491.2121,-236.0725,434.3579
1.0000,4,1.5000,60,T,0,0,test_fwd,1149,68,0.0592,32.4836,-34.7152,2208.8871,52.4836,1.1859,0.0147,0.0294,0.9559,0.0000,-3257.6817,-639.5762,1108.0968,3,4,898.4559,520.3676,-285.0451,432.6529
1.0000,4,1.5000,60,T,0,0,test_rev,860,66,0.0767,19.7283,-16.9548,1302.0710,39.7283,1.1750,0.0000,0.0152,0.9848,0.0000,-3505.0965,-573.0593,660.8897,1,4,935.1667,491.2121,-236.0725,434.3579
1.0000,4,1.5000,60,T,5,5,test_fwd,1149,68,0.0592,22.4836,-44.7152,1528.8871,52.4836,1.1245,0.0147,0.0294,0.9559,0.0000,-3557.6817,-649.5762,1098.0968,3,4,898.4559,520.3676,-285.0451,432.6529
1.0000,4,1.5000,60,T,5,5,test_rev,860,66,0.0767,9.7283,-26.9548,642.0710,39.7283,1.0823,0.0000,0.0152,0.9848,0.0000,-3724.4364,-583.0593,650.8897,1,4,935.1667,491.2121,-236.0725,434.3579
1.0000,4,1.5000,60,T,10,10,test_fwd,1149,68,0.0592,12.4836,-54.7152,848.8871,52.4836,1.0669,0.0147,0.0294,0.9559,0.0000,-3875.3773,-659.5762,1088.0968,3,4,898.4559,520.3676,-285.0451,432.6529
1.0000,4,1.5000,60,T,10,10,test_rev,860,66,0.0767,-0.2717,-36.9548,-17.9290,39.7283,0.9978,0.0000,0.0152,0.9848,0.0000,-3954.4364,-593.0593,640.8897,1,4,935.1667,491.2121,-236.0725,434.3579
1.0000,4,1.5000,300,M,0,0,test_fwd,1149,68,0.0592,32.6013,-34.7152,2216.8871,52.4836,1.1866,0.0147,0.0294,0.9559,0.0000,-3249.6817,-639.5762,1108.0968,3,4,898.4559,520.3676,-285.0451,432.6529
1.0000,4,1.5000,300,M,0,0,test_rev,860,66,0.0767,19.7283,-16.9548,1302.0710,39.7283,1.1750,0.0000,0.0152,0.9848,0.0000,-3505.0965,-573.0593,660.8897,1,4,935.1667,491.2121,-236.0725,434.3579
1.0000,4,1.5000,300,M,5,5,test_fwd,1149,68,0.0592,22.6380,-44.7152,1539.3871,52.4836,1.1254,0.0147,0.0294,0.9559,0.0000,-3547.1817,-649.5762,1098.0968,3,4,898.4559,520.3676,-285.0451,432.6529
1.0000,4,1.5000,300,M,5,5,test_rev,860,66,0.0767,9.7283,-26.9548,642.0710,39.7283,1.0823,0.0000,0.0152,0.9848,0.0000,-3724.4364,-583.0593,650.8897,1,4,935.1667,491.2121,-236.0725,434.3579
1.0000,4,1.5000,300,M,10,10,test_fwd,1149,68,0.0592,12.6748,-54.7152,861.8871,52.4836,1.0680,0.0147,0.0294,0.9559,0.0000,-3862.3773,-659.5762,1088.0968,3,4,898.4559,520.3676,-285.0451,432.6529
1.0000,4,1.5000,300,M,10,10,test_rev,860,66,0.0767,-0.2717,-36.9548,-17.9290,39.7283,0.9978,0.0000,0.0152,0.9848,0.0000,-3954.4364,-593.0593,640.8897,1,4,935.1667,491.2121,-236.0725,434.3579
1.0000,4,1.5000,300,T,0,0,test_fwd,1149,68,0.0592,32.4836,-34.7152,2208.8871,52.4836,1.1859,0.0147,0.0294,0.9559,0.0000,-3257.6817,-639.5762,1108.0968,3,4,898.4559,520.3676,-285.0451,432.6529
1.0000,4,1.5000,300,T,0,0,test_rev,860,66,0.0767,19.7283,-16.9548,1302.0710,39.7283,1.1750,0.0000,0.0152,0.9848,0.0000,-3505.0965,-573.0593,660.8897,1,4,935.1667,491.2121,-236.0725,434.3579
1.0000,4,1.5000,300,T,5,5,test_fwd,1149,68,0.0592,22.4836,-44.7152,1528.8871,52.4836,1.1245,0.0147,0.0294,0.9559,0.0000,-3557.6817,-649.5762,1098.0968,3,4,898.4559,520.3676,-285.0451,432.6529
1.0000,4,1.5000,300,T,5,5,test_rev,860,66,0.0767,9.7283,-26.9548,642.0710,39.7283,1.0823,0.0000,0.0152,0.9848,0.0000,-3724.4364,-583.0593,650.8897,1,4,935.1667,491.2121,-236.0725,434.3579
1.0000,4,1.5000,300,T,10,10,test_fwd,1149,68,0.0592,12.4836,-54.7152,848.8871,52.4836,1.0669,0.0147,0.0294,0.9559,0.0000,-3875.3773,-659.5762,1088.0968,3,4,898.4559,520.3676,-285.0451,432.6529
1.0000,4,1.5000,300,T,10,10,test_rev,860,66,0.0767,-0.2717,-36.9548,-17.9290,39.7283,0.9978,0.0000,0.0152,0.9848,0.0000,-3954.4364,-593.0593,640.8897,1,4,935.1667,491.2121,-236.0725,434.3579
1.0000,4,2.0000,0,M,0,0,test_fwd,1149,68,0.0592,28.8775,-34.7152,1963.6705,48.7599,1.1618,0.0147,0.0147,0.9706,0.0000,-3502.8984,-639.5762,1108.0968,3,4,898.4559,524.5294,-289.4498,432.6529
1.0000,4,2.0000,0,M,0,0,test_rev,860,66,0.0767,16.9696,-16.9548,1119.9954,36.9696,1.1469,0.0000,0.0152,0.9848,0.0000,-3687.1721,-688.1933,660.8897,1,4,935.1667,491.9697,-238.8450,434.3579
1.0000,4,2.0000,0,M,5,5,test_fwd,1149,68,0.0592,18.9143,-44.7152,1286.1705,48.7599,1.1026,0.0147,0.0147,0.9706,0.0000,-3800.3984,-649.5762,1098.0968,3,4,898.4559,524.5294,-289.4498,432.6529
1.0000,4,2.0000,0,M,5,5,test_rev,860,66,0.0767,6.9696,-26.9548,459.9954,36.9696,1.0576,0.0000,0.0152,0.9848,0.0000,-3906.5120,-698.1933,650.8897,1,4,935.1667,491.9697,-238.8450,434.3579
1.0000,4,2.0000,0,M,10,10,test_fwd,1149,68,0.0592,8.9510,-54.7152,608.6705,48.7599,1.0471,0.0147,0.0147,0.9706,0.0000,-4115.5939,-659.5762,1088.0968,3,4,898.4559,524.5294,-289.4498,432.6529
1.0000,4,2.0000,0,M,10,10,test_rev,860,66,0.0767,-3.0304,-36.9548,-200.0046,36.9696,0.9761,0.0000,0.0152,0.9848,0.0000,-4136.5120,-708.1933,640.8897,1,4,935.1667,491.9697,-238.8450,434.3579
1.0000,4,2.0000,0,T,0,0,test_fwd,1149,68,0.0592,28.7599,-34.7152,1955.6705,48.7599,1.1612,0.0147,0.0147,0.9706,0.0000,-3510.8984,-639.5762,1108.0968,3,4,898.4559,524.5294,-289.4498,432.6529
1.0000,4,2.0000,0,T,0,0,test_rev,860,66,0.0767,16.9696,-16.9548,1119.9954,36.9696,1.1469,0.0000,0.0152,0.9848,0.0000,-3687.1721,-688.1933,660.8897,1,4,935.1667,491.9697,-238.8450,434.3579
1.0000,4,2.0000,0,T,5,5,test_fwd,1149,68,0.0592,18.7599,-44.7152,1275.6705,48.7599,1.1018,0.0147,0.0147,0.9706,0.0000,-3810.8984,-649.5762,1098.0968,3,4,898.4559,524.5294,-289.4498,432.6529
1.0000,4,2.0000,0,T,5,5,test_rev,860,66,0.0767,6.9696,-26.9548,459.9954,36.9696,1.0576,0.0000,0.0152,0.9848,0.0000,-3906.5120,-698.1933,650.8897,1,4,935.1667,491.9697,-238.8450,434.3579
1.0000,4,2.0000,0,T,10,10,test_fwd,1149,68,0.0592,8.7599,-54.7152,595.6705,48.7599,1.0460,0.0147,0.0147,0.9706,0.0000,-4128.5939,-659.5762,1088.0968,3,4,898.4559,524.5294,-289.4498,432.6529
1.0000,4,2.0000,0,T,10,10,test_rev,860,66,0.0767,-3.0304,-36.9548,-200.0046,36.9696,0.9761,0.0000,0.0152,0.9848,0.0000,-4136.5120,-708.1933,640.8897,1,4,935.1667,491.9697,-238.8450,434.3579
1.0000,4,2.0000,60,M,0,0,test_fwd,1149,68,0.0592,28.8775,-34.7152,1963.6705,48.7599,1.1618,0.0147,0.0147,0.9706,0.0000,-3502.8984,-639.5762,1108.0968,3,4,898.4559,524.5294,-289.4498,432.6529
1.0000,4,2.0000,60,M,0,0,test_rev,860,66,0.0767,16.9696,-16.9548,1119.9954,36.9696,1.1469,0.0000,0.0152,0.9848,0.0000,-3687.1721,-688.1933,660.8897,1,4,935.1667,491.9697,-238.8450,434.3579
1.0000,4,2.0000,60,M,5,5,test_fwd,1149,68,0.0592,18.9143,-44.7152,1286.1705,48.7599,1.1026,0.0147,0.0147,0.9706,0.0000,-3800.3984,-649.5762,1098.0968,3,4,898.4559,524.5294,-289.4498,432.6529
1.0000,4,2.0000,60,M,5,5,test_rev,860,66,0.0767,6.9696,-26.9548,459.9954,36.9696,1.0576,0.0000,0.0152,0.9848,0.0000,-3906.5120,-698.1933,650.8897,1,4,935.1667,491.9697,-238.8450,434.3579
1.0000,4,2.0000,60,M,10,10,test_fwd,1149,68,0.0592,8.9510,-54.7152,608.6705,48.7599,1.0471,0.0147,0.0147,0.9706,0.0000,-4115.5939,-659.5762,1088.0968,3,4,898.4559,524.5294,-289.4498,432.6529
1.0000,4,2.0000,60,M,10,10,test_rev,860,66,0.0767,-3.0304,-36.9548,-200.0046,36.9696,0.9761,0.0000,0.0152,0.9848,0.0000,-4136.5120,-708.1933,640.8897,1,4,935.1667,491.9697,-238.8450,434.3579
1.0000,4,2.0000,60,T,0,0,test_fwd,1149,68,0.0592,28.7599,-34.7152,1955.6705,48.7599,1.1612,0.0147,0.0147,0.9706,0.0000,-3510.8984,-639.5762,1108.0968,3,4,898.4559,524.5294,-289.4498,432.6529
1.0000,4,2.0000,60,T,0,0,test_rev,860,66,0.0767,16.9696,-16.9548,1119.9954,36.9696,1.1469,0.0000,0.0152,0.9848,0.0000,-3687.1721,-688.1933,660.8897,1,4,935.1667,491.9697,-238.8450,434.3579
1.0000,4,2.0000,60,T,5,5,test_fwd,1149,68,0.0592,18.7599,-44.7152,1275.6705,48.7599,1.1018,0.0147,0.0147,0.9706,0.0000,-3810.8984,-649.5762,1098.0968,3,4,898.4559,524.5294,-289.4498,432.6529
1.0000,4,2.0000,60,T,5,5,test_rev,860,66,0.0767,6.9696,-26.9548,459.9954,36.9696,1.0576,0.0000,0.0152,0.9848,0.0000,-3906.5120,-698.1933,650.8897,1,4,935.1667,491.9697,-238.8450,434.3579
1.0000,4,2.0000,60,T,10,10,test_fwd,1149,68,0.0592,8.7599,-54.7152,595.6705,48.7599,1.0460,0.0147,0.0147,0.9706,0.0000,-4128.5939,-659.5762,1088.0968,3,4,898.4559,524.5294,-289.4498,432.6529
1.0000,4,2.0000,60,T,10,10,test_rev,860,66,0.0767,-3.0304,-36.9548,-200.0046,36.9696,0.9761,0.0000,0.0152,0.9848,0.0000,-4136.5120,-708.1933,640.8897,1,4,935.1667,491.9697,-238.8450,434.3579
1.0000,4,2.0000,300,M,0,0,test_fwd,1149,68,0.0592,28.8775,-34.7152,1963.6705,48.7599,1.1618,0.0147,0.0147,0.9706,0.0000,-3502.8984,-639.5762,1108.0968,3,4,898.4559,524.5294,-289.4498,432.6529
1.0000,4,2.0000,300,M,0,0,test_rev,860,66,0.0767,16.9696,-16.9548,1119.9954,36.9696,1.1469,0.0000,0.0152,0.9848,0.0000,-3687.1721,-688.1933,660.8897,1,4,935.1667,491.9697,-238.8450,434.3579
1.0000,4,2.0000,300,M,5,5,test_fwd,1149,68,0.0592,18.9143,-44.7152,1286.1705,48.7599,1.1026,0.0147,0.0147,0.9706,0.0000,-3800.3984,-649.5762,1098.0968,3,4,898.4559,524.5294,-289.4498,432.6529
1.0000,4,2.0000,300,M,5,5,test_rev,860,66,0.0767,6.9696,-26.9548,459.9954,36.9696,1.0576,0.0000,0.0152,0.9848,0.0000,-3906.5120,-698.1933,650.8897,1,4,935.1667,491.9697,-238.8450,434.3579
1.0000,4,2.0000,300,M,10,10,test_fwd,1149,68,0.0592,8.9510,-54.7152,608.6705,48.7599,1.0471,0.0147,0.0147,0.9706,0.0000,-4115.5939,-659.5762,1088.0968,3,4,898.4559,524.5294,-289.4498,432.6529
1.0000,4,2.0000,300,M,10,10,test_rev,860,66,0.0767,-3.0304,-36.9548,-200.0046,36.9696,0.9761,0.0000,0.0152,0.9848,0.0000,-4136.5120,-708.1933,640.8897,1,4,935.1667,491.9697,-238.8450,434.3579
1.0000,4,2.0000,300,T,0,0,test_fwd,1149,68,0.0592,28.7599,-34.7152,1955.6705,48.7599,1.1612,0.0147,0.0147,0.9706,0.0000,-3510.8984,-639.5762,1108.0968,3,4,898.4559,524.5294,-289.4498,432.6529
1.0000,4,2.0000,300,T,0,0,test_rev,860,66,0.0767,16.9696,-16.9548,1119.9954,36.9696,1.1469,0.0000,0.0152,0.9848,0.0000,-3687.1721,-688.1933,660.8897,1,4,935.1667,491.9697,-238.8450,434.3579
1.0000,4,2.0000,300,T,5,5,test_fwd,1149,68,0.0592,18.7599,-44.7152,1275.6705,48.7599,1.1018,0.0147,0.0147,0.9706,0.0000,-3810.8984,-649.5762,1098.0968,3,4,898.4559,524.5294,-289.4498,432.6529
1.0000,4,2.0000,300,T,5,5,test_rev,860,66,0.0767,6.9696,-26.9548,459.9954,36.9696,1.0576,0.0000,0.0152,0.9848,0.0000,-3906.5120,-698.1933,650.8897,1,4,935.1667,491.9697,-238.8450,434.3579
1.0000,4,2.0000,300,T,10,10,test_fwd,1149,68,0.0592,8.7599,-54.7152,595.6705,48.7599,1.0460,0.0147,0.0147,0.9706,0.0000,-4128.5939,-659.5762,1088.0968,3,4,898.4559,524.5294,-289.4498,432.6529
1.0000,4,2.0000,300,T,10,10,test_rev,860,66,0.0767,-3.0304,-36.9548,-200.0046,36.9696,0.9761,0.0000,0.0152,0.9848,0.0000,-4136.5120,-708.1933,640.8897,1,4,935.1667,491.9697,-238.8450,434.3579
