symbol,file,mid_price,bid_depth_usd,ask_depth_usd,total_depth_usd,spread_bps,fr_abs_bps,ob_source,bid_levels,ask_levels,entry_slip_500,exit_slip_500,rt_slip_500,filled_pct_500,net_pnl_ml_loso_p50_500,dollar_pnl_ml_loso_p50_500,net_pnl_fixed_10s_500,dollar_pnl_fixed_10s_500,net_pnl_fixed_5s_500,dollar_pnl_fixed_5s_500,entry_slip_1000,exit_slip_1000,rt_slip_1000,filled_pct_1000,net_pnl_ml_loso_p50_1000,dollar_pnl_ml_loso_p50_1000,net_pnl_fixed_10s_1000,dollar_pnl_fixed_10s_1000,net_pnl_fixed_5s_1000,dollar_pnl_fixed_5s_1000,entry_slip_2000,exit_slip_2000,rt_slip_2000,filled_pct_2000,net_pnl_ml_loso_p50_2000,dollar_pnl_ml_loso_p50_2000,net_pnl_fixed_10s_2000,dollar_pnl_fixed_10s_2000,net_pnl_fixed_5s_2000,dollar_pnl_fixed_5s_2000,entry_slip_3000,exit_slip_3000,rt_slip_3000,filled_pct_3000,net_pnl_ml_loso_p50_3000,dollar_pnl_ml_loso_p50_3000,net_pnl_fixed_10s_3000,dollar_pnl_fixed_10s_3000,net_pnl_fixed_5s_3000,dollar_pnl_fixed_5s_3000,entry_slip_5000,exit_slip_5000,rt_slip_5000,filled_pct_5000,net_pnl_ml_loso_p50_5000,dollar_pnl_ml_loso_p50_5000,net_pnl_fixed_10s_5000,dollar_pnl_fixed_10s_5000,net_pnl_fixed_5s_5000,dollar_pnl_fixed_5s_5000,entry_slip_7500,exit_slip_7500,rt_slip_7500,filled_pct_7500,net_pnl_ml_loso_p50_7500,dollar_pnl_ml_loso_p50_7500,net_pnl_fixed_10s_7500,dollar_pnl_fixed_10s_7500,net_pnl_fixed_5s_7500,dollar_pnl_fixed_5s_7500,entry_slip_10000,exit_slip_10000,rt_slip_10000,filled_pct_10000,net_pnl_ml_loso_p50_10000,dollar_pnl_ml_loso_p50_10000,net_pnl_fixed_10s_10000,dollar_pnl_fixed_10s_10000,net_pnl_fixed_5s_10000,dollar_pnl_fixed_5s_10000,entry_slip_15000,exit_slip_15000,rt_slip_15000,filled_pct_15000,net_pnl_ml_loso_p50_15000,dollar_pnl_ml_loso_p50_15000,net_pnl_fixed_10s_15000,dollar_pnl_fixed_10s_15000,net_pnl_fixed_5s_15000,dollar_pnl_fixed_5s_15000,entry_slip_20000,exit_slip_20000,rt_slip_20000,filled_pct_20000,net_pnl_ml_loso_p50_20000,dollar_pnl_ml_loso_p50_20000,net_pnl_fixed_10s_20000,dollar_pnl_fixed_10s_20000,net_pnl_fixed_5s_20000,dollar_pnl_fixed_5s_20000,entry_slip_30000,exit_slip_30000,rt_slip_30000,filled_pct_30000,net_pnl_ml_loso_p50_30000,dollar_pnl_ml_loso_p50_30000,net_pnl_fixed_10s_30000,dollar_pnl_fixed_10s_30000,net_pnl_fixed_5s_30000,dollar_pnl_fixed_5s_30000,entry_slip_50000,exit_slip_50000,rt_slip_50000,filled_pct_50000,net_pnl_ml_loso_p50_50000,dollar_pnl_ml_loso_p50_50000,net_pnl_fixed_10s_50000,dollar_pnl_fixed_10s_50000,net_pnl_fixed_5s_50000,dollar_pnl_fixed_5s_50000
NEWTUSDT,NEWTUSDT_20260227_120000.jsonl,0.085385,90164.45009,45924.866429999995,136089.31652,10.540493060842858,125.8689,ob200,200,200,5.48653660977927,11.170102584862473,16.65663919464174,100.0,6.94336080535826,0.34716804026791304,-0.05663919464173972,-0.002831959732086986,-2.0566391946417415,-0.10283195973208709,7.8129114767353975,14.327088061268197,22.139999538003593,100.0,1.4600004619964082,0.14600004619964083,-5.539999538003592,-0.5539999538003592,-7.539999538003594,-0.7539999538003593,12.726094836396971,17.872953676680133,30.599048513077104,100.0,-6.999048513077103,-1.3998097026154206,-13.999048513077103,-2.7998097026154207,-15.999048513077105,-3.199809702615421,16.44251333495534,20.696914696186077,37.13942803114142,100.0,-13.53942803114142,-4.061828409342426,-20.53942803114142,-6.161828409342426,-22.53942803114142,-6.761828409342425,25.49990893550921,26.31859833687853,51.81850727238774,100.0,-28.21850727238774,-14.10925363619387,-35.21850727238774,-17.60925363619387,-37.21850727238774,-18.60925363619387,37.1965854341379,34.15262354273344,71.34920897687134,100.0,-47.74920897687134,-35.8119067326535,-54.74920897687134,-41.0619067326535,-56.74920897687134,-42.5619067326535,46.93649232485301,41.82237240974868,88.7588647346017,100.0,-65.1588647346017,-65.1588647346017,-72.1588647346017,-72.1588647346017,-74.1588647346017,-74.1588647346017,61.40449665066744,54.43096931473554,115.83546596540299,100.0,-92.235465965403,-138.3531989481045,-99.235465965403,-148.8531989481045,-101.235465965403,-151.8531989481045,73.82957882218169,70.24496000104602,144.07453882322773,100.0,-120.47453882322773,-240.94907764645544,-127.47453882322773,-254.94907764645544,-129.47453882322773,-258.94907764645546,122.63777628383806,119.10729983497481,241.74507611881288,100.0,-218.14507611881288,-654.4352283564386,-225.14507611881288,-675.4352283564386,-227.14507611881288,-681.4352283564386,192.32146985624783,206.31315657725636,398.6346264335042,91.84973285999999,-375.0346264335042,-1875.1731321675206,-382.0346264335042,-1910.1731321675206,-384.0346264335042,-1920.1731321675206
ORBSUSDT,ORBSUSDT_20260228_120000.jsonl,0.0140015,36221.78261,44293.00337000002,80514.78598000002,9.284719494339265,250.0,ob200,200,200,5.364157376841806,5.039609284219523,10.40376666106133,100.0,13.196233338938672,0.6598116669469336,6.196233338938672,0.30981166694693363,4.19623333893867,0.2098116669469335,5.71748024384006,6.4954728737330605,12.212953117573122,100.0,11.38704688242688,1.138704688242688,4.38704688242688,0.438704688242688,2.387046882426878,0.23870468824268778,5.894132309704186,11.256119371075068,17.150251680779252,100.0,6.449748319220749,1.2899496638441499,-0.550251680779251,-0.1100503361558502,-2.550251680779253,-0.5100503361558505,6.170166911455001,14.279523024555699,20.4496899360107,100.0,3.150310063989302,0.9450930191967906,-3.849689936010698,-1.1549069808032095,-5.8496899360107,-1.7549069808032098,6.4161041540237065,17.35586463265028,23.771968786673987,100.0,-0.17196878667398607,-0.08598439333699304,-7.171968786673986,-3.5859843933369926,-9.171968786673988,-4.585984393336994,6.60808181142733,21.547226605934526,28.155308417361855,100.0,-4.555308417361854,-3.4164813130213902,-11.555308417361854,-8.666481313021391,-13.555308417361855,-10.166481313021393,11.594609064224125,27.86511115972704,39.459720223951166,100.0,-15.859720223951165,-15.859720223951165,-22.859720223951165,-22.859720223951165,-24.859720223951165,-24.859720223951165,29.11757768722083,39.86943192611495,68.98700961333577,100.0,-45.38700961333577,-68.08051442000365,-52.38700961333577,-78.58051442000365,-54.38700961333577,-81.58051442000365,52.63795755900413,47.898879641949485,100.53683720095361,100.0,-76.93683720095362,-153.87367440190724,-83.93683720095362,-167.87367440190724,-85.93683720095362,-171.87367440190724,90.45387943389515,63.091749640764,153.54562907465916,100.0,-129.94562907465917,-389.8368872239775,-136.94562907465917,-410.8368872239775,-138.94562907465917,-416.8368872239775,112.0547312580663,87.16854398753436,199.22327524560066,72.44356522000001,-175.62327524560067,-878.1163762280034,-182.62327524560067,-913.1163762280034,-184.62327524560067,-923.1163762280034
POWERUSDT,POWERUSDT_20260226_170000.jsonl,1.9192550000000002,84371.96724999994,16896.92178,101268.88902999995,6.512943824556785,153.2477,ob200,200,200,3.306696869635112,3.4410485639799813,6.747745433615093,100.0,16.852254566384907,0.8426127283192454,9.852254566384907,0.49261272831924535,7.852254566384906,0.3926127283192453,3.447065638581137,5.32531763030784,8.772383268888976,100.0,14.827616731111025,1.4827616731111026,7.827616731111025,0.7827616731111025,5.827616731111023,0.5827616731111023,4.443069741973529,6.837824062832896,11.280893804806425,100.0,12.319106195193577,2.4638212390387153,5.3191061951935765,1.0638212390387152,3.3191061951935747,0.6638212390387149,4.811749735889114,8.3065612248888,13.118310960777913,100.0,10.481689039222088,3.1445067117666263,3.481689039222088,1.0445067117666265,1.4816890392220863,0.44450671176662593,5.106674149708291,11.616701232756133,16.723375382464425,100.0,6.876624617535576,3.438312308767788,-0.12337538246442392,-0.061687691232211954,-2.1233753824644257,-1.0616876912322128,5.254129830041395,15.53058185911289,20.784711689154285,100.0,2.815288310845716,2.111466233134287,-4.184711689154284,-3.138533766865713,-6.184711689154286,-4.638533766865714,5.32785603864915,19.11872159367993,24.44657763232908,100.0,-0.8465776323290797,-0.8465776323290797,-7.84657763232908,-7.846577632329081,-9.846577632329081,-9.846577632329081,5.598828944628603,28.10031668561569,33.699145630244296,100.0,-10.099145630244294,-15.148718445366441,-17.099145630244294,-25.64871844536644,-19.099145630244294,-28.64871844536644,5.833887192265248,31.786906205322836,37.62079339758809,84.4846089,-14.020793397588086,-28.04158679517617,-21.020793397588086,-42.04158679517617,-23.020793397588086,-46.04158679517617,6.068934383495378,31.786906205322836,37.85584058881821,56.3230726,-14.25584058881821,-42.76752176645463,-21.25584058881821,-63.767521766454635,-23.25584058881821,-69.76752176645464,6.256964176391391,31.786906205322836,38.04387038171423,33.793843560000006,-14.443870381714227,-72.21935190857113,-21.443870381714227,-107.21935190857113,-23.443870381714227,-117.21935190857113
POWERUSDT,POWERUSDT_20260226_180000.jsonl,1.7831199999999998,23341.139059999994,57207.92405999999,80549.06311999998,4.374355063035595,97.33709999999999,ob200,200,200,2.777137052442932,3.1857201667504653,5.962857219193397,100.0,17.637142780806606,0.8818571390403304,10.637142780806604,0.5318571390403302,8.637142780806602,0.4318571390403301,3.981375509933922,6.7584766461912995,10.739852156125222,100.0,12.86014784387478,1.286014784387478,5.860147843874779,0.5860147843874779,3.8601478438747776,0.38601478438747777,5.579353844281279,11.22926087657214,16.80861472085342,100.0,6.791385279146581,1.3582770558293162,-0.2086147208534186,-0.041722944170683715,-2.2086147208534204,-0.4417229441706841,6.986988877510648,14.257167830760878,21.244156708271525,100.0,2.355843291728476,0.7067529875185429,-4.644156708271524,-1.393247012481457,-6.644156708271526,-1.9932470124814576,9.295214231346112,17.61298538851321,26.90819961985932,100.0,-3.3081996198593195,-1.6540998099296598,-10.30819961985932,-5.15409980992966,-12.308199619859321,-6.154099809929661,11.925137592585147,21.652150832697572,33.57728842528272,100.0,-9.977288425282715,-7.482966318962037,-16.977288425282715,-12.732966318962037,-18.977288425282715,-14.232966318962037,15.213749799491096,25.612984033911236,40.82673383340233,100.0,-17.226733833402328,-17.226733833402328,-24.226733833402328,-24.226733833402328,-26.226733833402328,-26.226733833402324,22.156328694066175,32.44211790040654,54.59844659447271,100.0,-30.99844659447271,-46.497669891709066,-37.99844659447271,-56.997669891709066,-39.99844659447271,-59.997669891709066,29.548541351611842,37.02290251429707,66.57144386590892,100.0,-42.97144386590892,-85.94288773181783,-49.97144386590892,-99.94288773181783,-51.97144386590892,-103.94288773181783,37.25161301659393,43.71302470795964,80.96463772455357,77.80379686666666,-57.36463772455357,-172.0939131736607,-64.36463772455357,-193.09391317366072,-66.36463772455357,-199.09391317366072,37.25161301659393,50.009567950282005,87.26118096687594,46.682278119999985,-63.66118096687594,-318.3059048343797,-70.66118096687595,-353.3059048343797,-72.66118096687595,-363.3059048343797
POWERUSDT,POWERUSDT_20260226_190000.jsonl,1.90651,15659.441609999989,23218.591909999996,38878.03351999998,5.35008995494396,90.981,ob200,200,200,5.585721818824468,2.7122927170898152,8.298014535914284,100.0,15.301985464085718,0.7650992732042858,8.301985464085718,0.41509927320428586,6.301985464085716,0.31509927320428577,8.428614434207498,4.595587346501159,13.024201780708658,100.0,10.575798219291343,1.0575798219291341,3.575798219291343,0.35757982192913434,1.5757982192913413,0.15757982192913414,11.750354740461844,6.419850709853869,18.170205450315713,100.0,5.4297945496842885,1.0859589099368576,-1.5702054503157115,-0.3140410900631423,-3.5702054503157132,-0.7140410900631426,14.29910307163771,7.144436814914162,21.44353988655187,100.0,2.15646011344813,0.646938034034439,-4.84353988655187,-1.453061965965561,-6.843539886551872,-2.0530619659655613,18.699755694745196,8.020505685600266,26.720261380345462,100.0,-3.120261380345461,-1.5601306901727305,-10.120261380345461,-5.0601306901727305,-12.120261380345463,-6.060130690172731,23.79790956238949,10.783151302893867,34.581060865283355,100.0,-10.981060865283354,-8.235795648962515,-17.981060865283354,-13.485795648962515,-19.981060865283354,-14.985795648962515,28.61146568237995,14.64572912309073,43.25719480547068,100.0,-19.65719480547068,-19.65719480547068,-26.65719480547068,-26.65719480547068,-28.65719480547068,-28.65719480547068,37.97178901204003,21.98819915536994,59.95998816740997,100.0,-36.359988167409966,-54.53998225111494,-43.359988167409966,-65.03998225111495,-45.359988167409966,-68.03998225111495,39.20840316033243,30.48792816643188,69.69633132676431,78.29720804999994,-46.09633132676431,-92.19266265352861,-53.09633132676431,-106.19266265352861,-55.09633132676431,-110.19266265352861,39.20840316033243,35.91582811277744,75.12423127310987,52.198138699999966,-51.52423127310987,-154.5726938193296,-58.52423127310987,-175.5726938193296,-60.52423127310987,-181.5726938193296,39.20840316033243,35.91582811277744,75.12423127310987,31.318883219999975,-51.52423127310987,-257.6211563655493,-58.52423127310987,-292.6211563655493,-60.52423127310987,-302.6211563655493
POWERUSDT,POWERUSDT_20260226_200000.jsonl,1.689355,22801.50565000001,38298.57769000001,61100.08334000003,0.059194189498746635,26.1622,ob200,200,200,2.2151365346940355,5.172196521329862,7.387333056023898,100.0,16.212666943976103,0.8106333471988051,9.212666943976103,0.4606333471988051,7.212666943976101,0.3606333471988051,3.1266049849107316,6.322518568558832,9.449123553469564,100.0,14.150876446530438,1.4150876446530438,7.150876446530438,0.7150876446530438,5.150876446530436,0.5150876446530436,3.8964988559224136,8.64332755490148,12.539826410823894,100.0,11.060173589176108,2.2120347178352215,4.060173589176108,0.8120347178352215,2.060173589176106,0.41203471783522116,4.930827687210835,10.508462471692338,15.439290158903173,100.0,8.160709841096828,2.4482129523290483,1.1607098410968284,0.34821295232904853,-0.8392901589031734,-0.251787047670952,6.745217010669595,14.23971078905997,20.984927799729565,100.0,2.6150722002704363,1.3075361001352181,-4.384927799729564,-2.192463899864782,-6.3849277997295655,-3.1924638998647827,8.41459746912242,18.819307267125733,27.233904736248153,100.0,-3.6339047362481516,-2.7254285521861137,-10.633904736248152,-7.975428552186114,-12.633904736248153,-9.475428552186115,10.67389815285005,23.378058560877133,34.05195671372718,100.0,-10.451956713727178,-10.451956713727178,-17.451956713727178,-17.451956713727178,-19.451956713727178,-19.451956713727178,16.88168729188695,31.291479669524477,48.173166961411425,100.0,-24.573166961411424,-36.85975044211714,-31.573166961411424,-47.35975044211714,-33.573166961411424,-50.35975044211714,23.95805067760158,36.50538655846562,60.46343723606719,100.0,-36.86343723606719,-73.72687447213438,-43.86343723606719,-87.72687447213438,-45.86343723606719,-91.72687447213438,27.95237315108711,41.72471627100993,69.67708942209704,76.00501883333337,-46.07708942209704,-138.23126826629112,-53.07708942209704,-159.23126826629112,-55.07708942209704,-165.23126826629112,27.95237315108711,44.09758229355848,72.04995544464559,45.60301130000002,-48.44995544464559,-242.24977722322797,-55.44995544464559,-277.24977722322797,-57.44995544464559,-287.24977722322797
POWERUSDT,POWERUSDT_20260226_210000.jsonl,1.79996,17485.812900000004,28714.559220000017,46200.37212000002,5.889019755993682,32.0624,ob200,200,200,3.121821761759991,2.9910041364118665,6.112825898171858,100.0,17.487174101828145,0.8743587050914073,10.487174101828144,0.5243587050914073,8.487174101828142,0.42435870509140716,4.056453464396392,3.1972493839072413,7.253702848303633,100.0,16.34629715169637,1.634629715169637,9.346297151696369,0.934629715169637,7.346297151696366,0.7346297151696366,6.098914720087689,4.332344067314258,10.431258787401948,100.0,13.168741212598054,2.633748242519611,6.168741212598054,1.2337482425196107,4.168741212598052,0.8337482425196103,8.187002116319361,6.124807863948096,14.311809980267457,100.0,9.288190019732545,2.7864570059197633,2.2881900197325447,0.6864570059197633,0.2881900197325429,0.08645700591976287,12.124838231541691,8.795400806400346,20.92023903794204,100.0,2.679760962057962,1.339880481028981,-4.320239037942038,-2.160119518971019,-6.32023903794204,-3.16011951897102,16.619928356059873,11.374318794556649,27.994247150616523,100.0,-4.394247150616522,-3.295685362962392,-11.394247150616522,-8.545685362962391,-13.394247150616524,-10.045685362962393,20.725060422553316,13.478131890808307,34.203192313361626,100.0,-10.603192313361625,-10.603192313361625,-17.603192313361625,-17.603192313361625,-19.603192313361625,-19.603192313361625,29.068047614151645,18.92432205321042,47.99236966736207,100.0,-24.39236966736207,-36.588554501043106,-31.39236966736207,-47.088554501043106,-33.39236966736207,-50.088554501043106,33.28575045588576,22.342697942864522,55.62844839875028,87.42906450000002,-32.02844839875028,-64.05689679750056,-39.02844839875028,-78.05689679750056,-41.02844839875028,-82.05689679750056,33.28575045588576,28.21687742588032,61.50262788176608,58.28604300000001,-37.90262788176608,-113.70788364529824,-44.90262788176608,-134.70788364529824,-46.90262788176608,-140.70788364529824,33.28575045588576,28.21687742588032,61.50262788176608,34.97162580000001,-37.90262788176608,-189.5131394088304,-44.90262788176608,-224.51313940883043,-46.90262788176608,-234.51313940883043
POWERUSDT,POWERUSDT_20260226_220000.jsonl,1.777975,17662.13187,15860.453349999992,33522.58521999999,0.056243760456943806,52.0035,ob200,200,200,5.1698960257383115,0.21406631254059547,5.383962338278907,100.0,18.216037661721096,0.9108018830860548,11.216037661721096,0.5608018830860547,9.216037661721092,0.4608018830860546,6.588669545402126,1.6865920481574606,8.275261593559586,100.0,15.324738406440416,1.5324738406440417,8.324738406440416,0.8324738406440416,6.324738406440414,0.6324738406440414,8.559298924024565,4.200767108544877,12.760066032569442,100.0,10.839933967430559,2.167986793486112,3.839933967430559,0.7679867934861118,1.8399339674305573,0.36798679348611146,10.45243761200536,6.603262689044988,17.055700301050347,100.0,6.544299698949654,1.9632899096848964,-0.45570030105034576,-0.13671009031510373,-2.4557003010503475,-0.7367100903151043,13.1397518536474,11.381657888686588,24.521409742333987,100.0,-0.9214097423339851,-0.4607048711669925,-7.921409742333985,-3.960704871166992,-9.921409742333987,-4.960704871166993,16.71352483481843,16.09112588500275,32.80465071982118,100.0,-9.204650719821181,-6.903488039865886,-16.20465071982118,-12.153488039865886,-18.20465071982118,-13.653488039865886,20.693942472669374,20.77785292867666,41.47179540134603,100.0,-17.871795401346027,-17.871795401346027,-24.871795401346027,-24.871795401346027,-26.871795401346027,-26.871795401346027,26.928122471527686,29.24019072873298,56.16831320026067,100.0,-32.56831320026067,-48.852469800391,-39.56831320026067,-59.352469800391,-41.56831320026067,-62.352469800391,30.261801778574764,30.940503428484206,61.20230520705897,79.30226674999996,-37.60230520705897,-75.20461041411794,-44.60230520705897,-89.20461041411794,-46.60230520705897,-93.20461041411794,30.261801778574764,30.940503428484206,61.20230520705897,52.868177833333306,-37.60230520705897,-112.8069156211769,-44.60230520705897,-133.8069156211769,-46.60230520705897,-139.8069156211769,30.261801778574764,30.940503428484206,61.20230520705897,31.720906699999986,-37.60230520705897,-188.01152603529485,-44.60230520705897,-223.01152603529482,-46.60230520705897,-233.01152603529482
POWERUSDT,POWERUSDT_20260226_230000.jsonl,1.79406,18102.253660000002,23833.49093000001,41935.74459000002,1.3377479014080798,37.3712,ob200,200,200,10.693961821595176,0.6688739507046588,11.362835772299835,100.0,12.237164227700166,0.6118582113850083,5.237164227700166,0.2618582113850083,3.2371642277001644,0.16185821138500822,12.50613954924826,0.6688739507046588,13.17501349995292,100.0,10.424986500047082,1.0424986500047082,3.4249865000470816,0.3424986500047082,1.4249865000470798,0.14249865000470796,14.077118604024278,0.6763030854441173,14.753421689468395,100.0,8.846578310531607,1.769315662106321,1.8465783105316067,0.3693156621063214,-0.15342168946839507,-0.030684337893679015,16.19897831854801,2.104374496786413,18.303352815334424,100.0,5.296647184665577,1.5889941553996731,-1.7033528153344228,-0.5110058446003268,-3.7033528153344246,-1.1110058446003273,19.35922502960625,7.176271149091346,26.535496178697596,100.0,-2.935496178697594,-1.467748089348797,-9.935496178697594,-4.967748089348797,-11.935496178697596,-5.967748089348798,24.53655643522063,10.858355270386259,35.39491170560689,100.0,-11.794911705606886,-8.846183779205164,-18.794911705606886,-14.096183779205164,-20.794911705606886,-15.596183779205164,30.013448302659068,13.290058913186156,43.30350721584522,100.0,-19.70350721584522,-19.70350721584522,-26.70350721584522,-26.703507215845217,-28.70350721584522,-28.703507215845217,44.433133702336804,19.220691011555672,63.653824713892476,100.0,-40.053824713892475,-60.08073707083871,-47.053824713892475,-70.58073707083871,-49.053824713892475,-73.58073707083871,52.149329414406836,25.58026345392536,77.72959286833219,90.51126830000001,-54.12959286833219,-108.25918573666438,-61.12959286833219,-122.25918573666438,-63.12959286833219,-126.25918573666438,52.149329414406836,32.979154027148546,85.12848344155537,60.340845533333344,-61.52848344155537,-184.58545032466614,-68.52848344155538,-205.58545032466614,-70.52848344155538,-211.58545032466614,52.149329414406836,32.979154027148546,85.12848344155537,36.204507320000005,-61.52848344155537,-307.6424172077769,-68.52848344155538,-342.6424172077769,-70.52848344155538,-352.6424172077769
POWERUSDT,POWERUSDT_20260227_000000.jsonl,1.794975,20402.176290000014,25173.733880000007,45575.91017000002,0.05571108232741689,30.831,ob200,200,200,6.292504140334842,0.17816091269998346,6.470665053034825,100.0,17.129334946965177,0.8564667473482588,10.129334946965177,0.5064667473482588,8.129334946965175,0.4064667473482587,6.475886375726725,1.044624906268323,7.520511281995049,100.0,16.079488718004953,1.6079488718004953,9.079488718004953,0.9079488718004953,7.079488718004951,0.707948871800495,7.15790639978558,2.918790325102552,10.076696724888132,100.0,13.52330327511187,2.704660655022374,6.52330327511187,1.304660655022374,4.523303275111868,0.9046606550223736,7.752551267094476,4.33669789685092,12.089249163945397,100.0,11.510750836054605,3.4532252508163817,4.510750836054605,1.3532252508163813,2.510750836054603,0.7532252508163809,11.027310998520239,7.041684729152542,18.06899572767278,100.0,5.53100427232722,2.76550213616361,-1.4689957276727803,-0.7344978638363902,-3.468995727672782,-1.734497863836391,16.035773378993177,10.413069874306656,26.448843253299835,100.0,-2.848843253299833,-2.136632439974875,-9.848843253299833,-7.386632439974875,-11.848843253299835,-8.886632439974877,20.24286827627185,13.584009767702925,33.82687804397477,100.0,-10.226878043974772,-10.226878043974772,-17.22687804397477,-17.22687804397477,-19.22687804397477,-19.22687804397477,25.674200848402805,19.949809110943367,45.62400995934617,100.0,-22.024009959346166,-33.036014939019246,-29.024009959346166,-43.536014939019246,-31.024009959346166,-46.536014939019246,31.719130818117044,25.476272195377994,57.19540301349504,100.0,-33.59540301349504,-67.19080602699007,-40.59540301349504,-81.19080602699007,-42.59540301349504,-85.19080602699007,32.20798962363237,29.721523764401436,61.92951338803381,68.00725430000004,-38.32951338803381,-114.98854016410142,-45.32951338803381,-135.98854016410144,-47.32951338803381,-141.98854016410144,32.20798962363237,29.721523764401436,61.92951338803381,40.80435258000003,-38.32951338803381,-191.64756694016907,-45.32951338803381,-226.64756694016904,-47.32951338803381,-236.64756694016904
POWERUSDT,POWERUSDT_20260227_010000.jsonl,1.942745,18300.15644000001,21285.68522999999,39585.841669999994,0.051473559319753816,80.518,ob200,200,200,2.325419326383586,4.260608150413143,6.586027476796729,100.0,17.01397252320327,0.8506986261601637,10.013972523203272,0.5006986261601636,8.013972523203272,0.40069862616016355,3.5744197135157605,5.940957452896087,9.515377166411847,100.0,14.084622833588154,1.4084622833588154,7.0846228335881545,0.7084622833588154,5.084622833588153,0.5084622833588153,5.679063548682237,8.013162864559654,13.69222641324189,100.0,9.907773586758111,1.9815547173516221,2.907773586758111,0.5815547173516222,0.9077735867581094,0.18155471735162187,7.246036490454778,9.284233095331137,16.530269585785916,100.0,7.069730414214085,2.120919124264226,0.0697304142140851,0.02091912426422553,-1.9302695857859167,-0.579080875735775,10.319225118855949,12.31159946393395,22.6308245827899,100.0,0.9691754172101028,0.48458770860505135,-6.030824582789897,-3.0154122913949486,-8.030824582789899,-4.0154122913949495,13.987053147786206,15.80266551111389,29.789718658900096,100.0,-6.1897186589000945,-4.642288994175071,-13.189718658900095,-9.89228899417507,-15.189718658900096,-11.392288994175072,16.776441380457435,18.90620735351397,35.682648733971405,100.0,-12.082648733971403,-12.082648733971403,-19.082648733971403,-19.082648733971403,-21.082648733971403,-21.082648733971403,23.218102938949848,24.060075950280165,47.27817888923001,100.0,-23.67817888923001,-35.51726833384502,-30.67817888923001,-46.01726833384502,-32.67817888923001,-49.01726833384502,27.798136047594053,28.60940493747021,56.40754098506426,91.50078220000005,-32.80754098506426,-65.61508197012851,-39.80754098506426,-79.61508197012851,-41.80754098506426,-83.61508197012851,27.798136047594053,29.750836148244456,57.54897219583851,61.000521466666704,-33.94897219583851,-101.84691658751552,-40.94897219583851,-122.84691658751552,-42.94897219583851,-128.84691658751552,27.798136047594053,29.750836148244456,57.54897219583851,36.60031288000002,-33.94897219583851,-169.74486097919254,-40.94897219583851,-204.74486097919254,-42.94897219583851,-214.7448609791925
POWERUSDT,POWERUSDT_20260227_020000.jsonl,1.954615,23714.20542,17802.616979999995,41516.82239999999,0.051160970319298234,63.9364,ob200,200,200,2.785512841762927,3.1090964526513094,5.894609294414236,100.0,17.705390705585764,0.8852695352792882,10.705390705585765,0.5352695352792882,8.705390705585764,0.4352695352792882,4.9631304146696165,5.184370639411451,10.147501054081069,100.0,13.452498945918933,1.3452498945918934,6.452498945918933,0.6452498945918933,4.452498945918931,0.4452498945918931,8.031787442047587,7.157512095609268,15.189299537656854,100.0,8.410700462343147,1.6821400924686296,1.4107004623431472,0.2821400924686294,-0.5892995376568546,-0.11785990753137092,10.986733692848242,8.94465503001702,19.93138872286526,100.0,3.6686112771347403,1.1005833831404221,-3.3313887228652597,-0.9994166168595778,-5.331388722865261,-1.5994166168595785,14.219654541007072,11.950658971397532,26.170313512404604,100.0,-2.570313512404603,-1.2851567562023014,-9.570313512404603,-4.785156756202301,-11.570313512404605,-5.785156756202302,18.515433187791626,15.542920241637757,34.05835342942938,100.0,-10.45835342942938,-7.843765072072036,-17.45835342942938,-13.093765072072035,-19.45835342942938,-14.593765072072035,22.615717880045196,18.51742674203238,41.13314462207758,100.0,-17.53314462207758,-17.53314462207758,-24.53314462207758,-24.53314462207758,-26.53314462207758,-26.53314462207758,30.143276503192396,25.4055691693409,55.5488456725333,100.0,-31.948845672533295,-47.92326850879994,-38.948845672533295,-58.42326850879994,-40.948845672533295,-61.42326850879994,36.096512416308705,28.618794468704152,64.71530688501286,89.01308489999997,-41.11530688501286,-82.23061377002573,-48.11530688501286,-96.23061377002573,-50.11530688501286,-100.23061377002573,39.06601288659231,28.618794468704152,67.68480735529647,59.34205659999998,-44.08480735529647,-132.25442206588943,-51.08480735529647,-153.25442206588943,-53.08480735529647,-159.25442206588943,39.06601288659231,28.618794468704152,67.68480735529647,35.605233959999985,-44.08480735529647,-220.42403677648235,-51.08480735529647,-255.42403677648235,-53.08480735529647,-265.42403677648235
