symbol,file,mid_price,bid_depth_usd,ask_depth_usd,total_depth_usd,spread_bps,fr_abs_bps,ob_source,bid_levels,ask_levels,entry_slip_500,exit_slip_500,rt_slip_500,filled_pct_500,net_pnl_ml_loso_p50_500,dollar_pnl_ml_loso_p50_500,net_pnl_fixed_10s_500,dollar_pnl_fixed_10s_500,net_pnl_fixed_5s_500,dollar_pnl_fixed_5s_500,entry_slip_1000,exit_slip_1000,rt_slip_1000,filled_pct_1000,net_pnl_ml_loso_p50_1000,dollar_pnl_ml_loso_p50_1000,net_pnl_fixed_10s_1000,dollar_pnl_fixed_10s_1000,net_pnl_fixed_5s_1000,dollar_pnl_fixed_5s_1000,entry_slip_2000,exit_slip_2000,rt_slip_2000,filled_pct_2000,net_pnl_ml_loso_p50_2000,dollar_pnl_ml_loso_p50_2000,net_pnl_fixed_10s_2000,dollar_pnl_fixed_10s_2000,net_pnl_fixed_5s_2000,dollar_pnl_fixed_5s_2000,entry_slip_3000,exit_slip_3000,rt_slip_3000,filled_pct_3000,net_pnl_ml_loso_p50_3000,dollar_pnl_ml_loso_p50_3000,net_pnl_fixed_10s_3000,dollar_pnl_fixed_10s_3000,net_pnl_fixed_5s_3000,dollar_pnl_fixed_5s_3000,entry_slip_5000,exit_slip_5000,rt_slip_5000,filled_pct_5000,net_pnl_ml_loso_p50_5000,dollar_pnl_ml_loso_p50_5000,net_pnl_fixed_10s_5000,dollar_pnl_fixed_10s_5000,net_pnl_fixed_5s_5000,dollar_pnl_fixed_5s_5000,entry_slip_7500,exit_slip_7500,rt_slip_7500,filled_pct_7500,net_pnl_ml_loso_p50_7500,dollar_pnl_ml_loso_p50_7500,net_pnl_fixed_10s_7500,dollar_pnl_fixed_10s_7500,net_pnl_fixed_5s_7500,dollar_pnl_fixed_5s_7500,entry_slip_10000,exit_slip_10000,rt_slip_10000,filled_pct_10000,net_pnl_ml_loso_p50_10000,dollar_pnl_ml_loso_p50_10000,net_pnl_fixed_10s_10000,dollar_pnl_fixed_10s_10000,net_pnl_fixed_5s_10000,dollar_pnl_fixed_5s_10000,entry_slip_15000,exit_slip_15000,rt_slip_15000,filled_pct_15000,net_pnl_ml_loso_p50_15000,dollar_pnl_ml_loso_p50_15000,net_pnl_fixed_10s_15000,dollar_pnl_fixed_10s_15000,net_pnl_fixed_5s_15000,dollar_pnl_fixed_5s_15000,entry_slip_20000,exit_slip_20000,rt_slip_20000,filled_pct_20000,net_pnl_ml_loso_p50_20000,dollar_pnl_ml_loso_p50_20000,net_pnl_fixed_10s_20000,dollar_pnl_fixed_10s_20000,net_pnl_fixed_5s_20000,dollar_pnl_fixed_5s_20000,entry_slip_30000,exit_slip_30000,rt_slip_30000,filled_pct_30000,net_pnl_ml_loso_p50_30000,dollar_pnl_ml_loso_p50_30000,net_pnl_fixed_10s_30000,dollar_pnl_fixed_10s_30000,net_pnl_fixed_5s_30000,dollar_pnl_fixed_5s_30000,entry_slip_50000,exit_slip_50000,rt_slip_50000,filled_pct_50000,net_pnl_ml_loso_p50_50000,dollar_pnl_ml_loso_p50_50000,net_pnl_fixed_10s_50000,dollar_pnl_fixed_10s_50000,net_pnl_fixed_5s_50000,dollar_pnl_fixed_5s_50000
ENSOUSDT,ENSOUSDT_20260227_100000.jsonl,1.5324499999999999,131479.32750000004,104285.38608000004,235764.7135800001,0.6525498384938432,21.2332,ob200,200,200,1.1480548537603077,0.674615875542142,1.8226707293024496,100.0,21.777329270697553,1.0888664635348775,14.777329270697551,0.7388664635348776,12.77732927069755,0.6388664635348775,2.017259740081978,1.8327022891935671,3.849962029275545,100.0,19.750037970724456,1.9750037970724457,12.750037970724456,1.2750037970724455,10.750037970724454,1.0750037970724453,2.9121612094048186,2.8902334941161913,5.80239470352101,100.0,17.79760529647899,3.5595210592957987,10.797605296478991,2.1595210592957983,8.79760529647899,1.7595210592957982,3.7561414666646638,3.514359649892866,7.270501116557529,100.0,16.329498883442472,4.898849665032742,9.329498883442472,2.7988496650327415,7.32949888344247,2.1988496650327414,5.171377692375305,4.891036429498632,10.062414121873937,100.0,13.537585878126064,6.768792939063032,6.537585878126064,3.268792939063032,4.5375858781260625,2.2687929390630313,6.7959931923179075,6.228493274657055,13.024486466974963,100.0,10.575513533025038,7.93163514976878,3.5755135330250383,2.6816351497687787,1.5755135330250365,1.1816351497687774,8.334926328101812,7.503537052755323,15.838463380857135,100.0,7.761536619142866,7.761536619142866,0.7615366191428663,0.7615366191428663,-1.2384633808571355,-1.2384633808571355,11.378314007380435,10.353578554750678,21.731892562131115,100.0,1.8681074378688862,2.8021611568033293,-5.131892562131114,-7.6978388431966716,-7.1318925621311156,-10.697838843196672,13.735759573433166,13.186598273871423,26.92235784730459,100.0,-3.3223578473045876,-6.644715694609175,-10.322357847304588,-20.644715694609175,-12.32235784730459,-24.64471569460918,18.587913029375667,18.284435951799058,36.872348981174724,100.0,-13.272348981174723,-39.81704694352417,-20.272348981174723,-60.81704694352417,-22.272348981174723,-66.81704694352416,28.085605659427024,27.729547507619426,55.81515316704645,100.0,-32.215153167046445,-161.0757658352322,-39.215153167046445,-196.0757658352322,-41.215153167046445,-206.0757658352322
ENSOUSDT,ENSOUSDT_20260227_110000.jsonl,1.50415,163624.11228999996,106692.89731000004,270317.0096,0.6648273111058669,28.777199999999997,ob200,200,200,0.748536664075915,2.234511313750396,2.9830479778263106,100.0,20.61695202217369,1.0308476011086847,13.616952022173692,0.6808476011086846,11.616952022173688,0.5808476011086844,1.555246342219522,3.5261901858372275,5.0814365280567495,100.0,18.518563471943253,1.8518563471943252,11.518563471943253,1.1518563471943253,9.51856347194325,0.9518563471943249,2.325209847653487,4.648734813578882,6.973944661232369,100.0,16.62605533876763,3.325211067753526,9.626055338767632,1.9252110677535264,7.626055338767631,1.5252110677535262,2.8360988813999946,5.348180806270109,8.184279687670102,100.0,15.4157203123299,4.62471609369897,8.4157203123299,2.5247160936989697,6.415720312329897,1.9247160936989691,4.184537315606429,6.11437845552462,10.29891577113105,100.0,13.301084228868952,6.650542114434476,6.301084228868952,3.150542114434476,4.30108422886895,2.150542114434475,5.142481919751884,7.360014246747556,12.50249616649944,100.0,11.09750383350056,8.32312787512542,4.097503833500561,3.0731278751254205,2.097503833500559,1.5731278751254192,6.478527007502934,8.84078070565226,15.319307713155194,100.0,8.280692286844808,8.280692286844808,1.2806922868448076,1.2806922868448076,-0.7193077131551942,-0.7193077131551942,10.261364742306505,12.52563155675633,22.786996299062835,100.0,0.8130037009371662,1.2195055514057493,-6.186996299062834,-9.28049444859425,-8.186996299062836,-12.280494448594252,13.072306411737095,16.30585816741331,29.378164579150404,100.0,-5.778164579150403,-11.556329158300805,-12.778164579150403,-25.556329158300805,-14.778164579150404,-29.55632915830081,18.141336606168515,23.38984759852499,41.5311842046935,100.0,-17.9311842046935,-53.7935526140805,-24.9311842046935,-74.7935526140805,-26.9311842046935,-80.7935526140805,27.41572122980787,34.608319260045135,62.02404048985301,100.0,-38.424040489853006,-192.12020244926504,-45.424040489853006,-227.12020244926504,-47.424040489853006,-237.12020244926504
ENSOUSDT,ENSOUSDT_20260228_000000.jsonl,1.46675,171274.3552699999,118892.54183000003,290166.89709999994,0.6817794443511916,16.549799999999998,ob200,200,200,0.3408897221755958,4.89797741869618,5.2388671408717755,100.0,18.361132859128226,0.9180566429564113,11.361132859128226,0.5680566429564112,9.361132859128224,0.4680566429564112,0.3408897221755958,6.050981452500266,6.391871174675861,100.0,17.20812882532414,1.7208128825324136,10.20812882532414,1.020812882532414,8.208128825324138,0.8208128825324138,0.4762951912948284,7.573652126486577,8.049947317781406,100.0,15.550052682218595,3.110010536443719,8.550052682218595,1.710010536443719,6.550052682218594,1.3100105364437187,1.1856782495171334,8.951014603502811,10.136692853019944,100.0,13.463307146980057,4.038992144094017,6.463307146980057,1.9389921440940172,4.463307146980055,1.3389921440940165,3.7647434459298554,11.37412146399999,15.138864909929845,100.0,8.461135090070156,4.230567545035078,1.4611350900701563,0.7305675450350781,-0.5388649099298455,-0.26943245496492274,6.999883280843686,14.085870758229479,21.085754039073166,100.0,2.5142459609268357,1.885684470695127,-4.485754039073164,-3.364315529304873,-6.485754039073166,-4.864315529304874,10.019569669557104,16.403745956098906,26.42331562565601,100.0,-2.823315625656008,-2.823315625656008,-9.823315625656008,-9.823315625656008,-11.82331562565601,-11.82331562565601,14.5625652998368,21.240626556313998,35.8031918561508,100.0,-12.203191856150795,-18.304787784226193,-19.203191856150795,-28.804787784226193,-21.203191856150795,-31.804787784226193,18.570508360410763,25.051054662359128,43.62156302276989,100.0,-20.02156302276989,-40.04312604553978,-27.02156302276989,-54.04312604553978,-29.02156302276989,-58.04312604553978,25.391749828422125,30.438740158921867,55.830489987343995,100.0,-32.230489987343994,-96.69146996203197,-39.230489987343994,-117.69146996203197,-41.230489987343994,-123.69146996203197,34.2626238330791,40.09903972651034,74.36166355958943,100.0,-50.76166355958943,-253.80831779794715,-57.76166355958943,-288.80831779794715,-59.76166355958943,-298.80831779794715
ENSOUSDT,ENSOUSDT_20260228_010000.jsonl,1.4770500000000002,95047.91320999991,93429.06302999996,188476.97623999987,0.677025151484303,21.8651,ob200,200,200,1.3012138082196345,1.1216988521402855,2.42291266035992,100.0,21.17708733964008,1.058854366982004,14.177087339640082,0.7088543669820041,12.17708733964008,0.608854366982004,1.4968921728935358,1.904695722568452,3.401587895461988,100.0,20.198412104538015,2.0198412104538015,13.198412104538013,1.3198412104538013,11.198412104538011,1.1198412104538011,1.594728483130387,2.777325584277008,4.372054067407395,100.0,19.227945932592608,3.8455891865185214,12.227945932592608,2.4455891865185215,10.227945932592604,2.0455891865185207,1.6273401610612814,3.5367820846126374,5.164122245673919,100.0,18.435877754326082,5.530763326297825,11.435877754326082,3.430763326297825,9.43587775432608,2.830763326297824,2.475671376121138,5.871433143959048,8.347104520080187,100.0,15.252895479919815,7.626447739959907,8.252895479919815,4.126447739959907,6.252895479919813,3.1264477399599064,5.30747201553041,8.775982335056026,14.083454350586436,100.0,9.516545649413565,7.137409237060173,2.5165456494135654,1.8874092370601743,0.5165456494135636,0.3874092370601727,8.464627128439387,10.856415239233415,19.321042367672803,100.0,4.278957632327199,4.278957632327199,-2.7210423676728013,-2.7210423676728013,-4.721042367672803,-4.721042367672803,15.46349974674137,15.02071908199264,30.484218828734008,100.0,-6.8842188287340065,-10.32632824310101,-13.884218828734006,-20.82632824310101,-15.884218828734008,-23.826328243101013,21.259950719919416,19.523085909282536,40.78303662920195,100.0,-17.18303662920195,-34.3660732584039,-24.18303662920195,-48.3660732584039,-26.18303662920195,-52.3660732584039,29.98704615322558,27.307768519027153,57.294814672252734,100.0,-33.69481467225273,-101.0844440167582,-40.69481467225273,-122.08444401675818,-42.69481467225273,-128.0844440167582,43.77533712040229,41.11402656432386,84.88936368472615,100.0,-61.28936368472615,-306.4468184236307,-68.28936368472614,-341.4468184236307,-70.28936368472615,-351.44681842363076
ENSOUSDT,ENSOUSDT_20260228_020000.jsonl,1.45975,128201.97292,114529.65040999999,242731.62332999997,0.6850488097276176,16.5528,ob200,200,200,2.966258345846262,1.2553646290481024,4.221622974894364,100.0,19.378377025105635,0.9689188512552817,12.378377025105637,0.6189188512552819,10.378377025105635,0.5189188512552818,3.973728853421016,1.7220162323017765,5.695745085722793,100.0,17.90425491427721,1.7904254914277211,10.904254914277208,1.0904254914277207,8.904254914277207,0.8904254914277205,4.869329441060479,3.2048260995735505,8.07415554063403,100.0,15.525844459365972,3.1051688918731943,8.525844459365972,1.7051688918731942,6.52584445936597,1.305168891873194,5.942613940322019,4.383396799585818,10.326010739907836,100.0,13.273989260092165,3.9821967780276495,6.273989260092165,1.8821967780276496,4.273989260092163,1.2821967780276489,8.29147654669244,6.797691565808316,15.089168112500756,100.0,8.510831887499245,4.255415943749623,1.5108318874992452,0.7554159437496226,-0.48916811250075654,-0.24458405625037827,10.790438617371604,9.37801759222325,20.168456209594854,100.0,3.431543790405147,2.5736578428038603,-3.568456209594853,-2.6763421571961397,-5.568456209594855,-4.1763421571961405,12.747183664802819,11.8996938907187,24.64687755552152,100.0,-1.0468775555215188,-1.0468775555215188,-8.046877555521519,-8.046877555521519,-10.04687755552152,-10.04687755552152,16.651410538215053,15.543763782205474,32.19517432042053,100.0,-8.595174320420526,-12.892761480630789,-15.595174320420526,-23.39276148063079,-17.595174320420526,-26.39276148063079,20.684873663921344,19.095436585200037,39.780310249121385,100.0,-16.180310249121383,-32.36062049824277,-23.180310249121383,-46.36062049824277,-25.180310249121383,-50.36062049824277,27.93381737361966,25.077630211004582,53.01144758462424,100.0,-29.41144758462424,-88.23434275387272,-36.41144758462424,-109.23434275387272,-38.41144758462424,-115.23434275387272,39.63688672088536,35.79502838114043,75.43191510202578,100.0,-51.83191510202578,-259.1595755101289,-58.83191510202578,-294.1595755101289,-60.83191510202578,-304.1595755101289
ESPUSDT,ESPUSDT_20260227_110000.jsonl,0.132885,100004.34160000003,121330.12139999999,221334.46300000002,0.7525303834149829,17.8292,ob200,200,200,3.1892200846860383,0.37626519170749145,3.5654852763935296,100.0,20.03451472360647,1.0017257361803236,13.034514723606472,0.6517257361803237,11.03451472360647,0.5517257361803236,3.7428775488229435,0.793239654061529,4.536117202884473,100.0,19.06388279711553,1.906388279711553,12.063882797115529,1.2063882797115528,10.063882797115527,1.0063882797115526,4.694807550005754,2.0794889420054545,6.774296492011208,100.0,16.82570350798879,3.365140701597758,9.825703507988793,1.9651407015977587,7.825703507988791,1.565140701597758,5.96299717317109,3.060154262235721,9.02315143540681,100.0,14.576848564593192,4.373054569377958,7.576848564593192,2.2730545693779574,5.57684856459319,1.6730545693779573,9.093052763870647,5.134381586971439,14.227434350842085,100.0,9.372565649157917,4.686282824578958,2.3725656491579166,1.1862828245789583,0.3725656491579148,0.1862828245789574,11.909444279132343,6.968684383708745,18.87812866284109,100.0,4.7218713371589125,3.541403502869184,-2.2781286628410875,-1.7085964971308156,-4.278128662841089,-3.208596497130817,13.792588083995208,8.142155555537126,21.934743639532336,100.0,1.6652563604676658,1.665256360467666,-5.334743639532334,-5.334743639532334,-7.334743639532336,-7.334743639532335,17.86907427676177,9.315901974770949,27.184976251532717,100.0,-3.5849762515327157,-5.377464377299074,-10.584976251532716,-15.877464377299074,-12.584976251532717,-18.877464377299077,21.64699070362054,10.361329716317723,32.00832041993826,100.0,-8.408320419938256,-16.816640839876513,-15.408320419938256,-30.816640839876513,-17.408320419938256,-34.81664083987651,29.081882691833265,12.6082718685619,41.690154560395165,100.0,-18.090154560395163,-54.27046368118549,-25.090154560395163,-75.27046368118549,-27.090154560395163,-81.27046368118549,43.26841612416021,17.236090100974053,60.504506225134264,100.0,-36.90450622513426,-184.52253112567132,-43.90450622513426,-219.52253112567132,-45.90450622513426,-229.52253112567132
FLOWUSDT,FLOWUSDT_20260228_080000.jsonl,0.037415000000000004,152239.88570599988,108832.07561600006,261071.96132199996,2.6727248429782335,19.517899999999997,ob200,200,200,6.558671870052552,6.319280097911389,12.877951967963941,100.0,10.72204803203606,0.536102401601803,3.72204803203606,0.18610240160180302,1.7220480320360583,0.08610240160180291,8.597662984208919,8.224566811664829,16.822229795873746,100.0,6.777770204126256,0.6777770204126256,-0.22222979587374425,-0.022222979587374424,-2.222229795873746,-0.22222297958737458,12.610319080676762,12.214207765975601,24.82452684665236,100.0,-1.2245268466523598,-0.24490536933047197,-8.22452684665236,-1.6449053693304718,-10.224526846652362,-2.0449053693304724,15.942969512316845,15.546862063263001,31.489831575579846,100.0,-7.889831575579844,-2.3669494726739533,-14.889831575579844,-4.466949472673953,-16.889831575579848,-5.066949472673954,22.69608546833365,23.711688588539364,46.40777405687301,100.0,-22.807774056873008,-11.403887028436504,-29.807774056873008,-14.903887028436506,-31.807774056873008,-15.903887028436506,31.145773817372966,35.84633994692832,66.99211376430128,100.0,-43.39211376430128,-32.54408532322596,-50.39211376430128,-37.79408532322596,-52.39211376430128,-39.29408532322596,38.48642444303734,46.82581528227497,85.31223972531231,100.0,-61.71223972531231,-61.71223972531231,-68.71223972531232,-68.71223972531232,-70.71223972531232,-70.71223972531232,50.786407006476,59.25001658407044,110.03642359054643,100.0,-86.43642359054644,-129.65463538581966,-93.43642359054644,-140.15463538581966,-95.43642359054644,-143.15463538581966,59.212037435328966,65.84030253627671,125.05233997160568,100.0,-101.45233997160568,-202.90467994321136,-108.45233997160568,-216.90467994321136,-110.45233997160568,-220.90467994321136,69.01258220917647,77.27206466788869,146.28464687706514,100.0,-122.68464687706515,-368.0539406311954,-129.68464687706515,-389.0539406311954,-131.68464687706515,-395.0539406311954,99.61304867884985,127.85828806327245,227.4713367421223,100.0,-203.8713367421223,-1019.3566837106116,-210.8713367421223,-1054.3566837106116,-212.8713367421223,-1064.3566837106116
FLOWUSDT,FLOWUSDT_20260228_160000.jsonl,0.037684999999999996,137045.4516109998,134223.07395699996,271268.52556799975,2.653575693247463,15.0912,ob200,200,200,6.459862731601456,5.209737647801882,11.669600379403338,100.0,11.930399620596663,0.5965199810298332,4.930399620596663,0.24651998102983316,2.9303996205966616,0.14651998102983307,8.393700693920719,5.921787761718351,14.31548845563907,100.0,9.284511544360932,0.9284511544360932,2.2845115443609316,0.22845115443609315,0.28451154436092985,0.028451154436092987,11.36720470931952,6.277850826380023,17.64505553569954,100.0,5.9549444643004605,1.1909888928600922,-1.0450555356995395,-0.2090111071399079,-3.0450555356995412,-0.6090111071399082,13.747143598905337,6.396544146036983,20.14368774494232,100.0,3.456312255057682,1.0368936765173047,-3.543687744942318,-1.0631063234826954,-5.54368774494232,-1.6631063234826957,18.925219265763236,6.491500829200371,25.41672009496361,100.0,-1.8167200949636069,-0.9083600474818034,-8.816720094963607,-4.408360047481803,-10.816720094963609,-5.408360047481804,28.174255829551683,7.851867219210168,36.02612304876185,100.0,-12.426123048761852,-9.319592286571389,-19.426123048761852,-14.569592286571389,-21.426123048761852,-16.06959228657139,37.792818678742094,11.910431586121039,49.70325026486313,100.0,-26.103250264863128,-26.103250264863128,-33.10325026486313,-33.10325026486313,-35.10325026486313,-35.10325026486313,52.18961508330026,28.074902539179778,80.26451762248004,100.0,-56.66451762248004,-84.99677643372006,-63.66451762248004,-95.49677643372006,-65.66451762248005,-98.49677643372007,60.67087197911283,42.553493779305484,103.22436575841832,100.0,-79.62436575841832,-159.24873151683664,-86.62436575841832,-173.24873151683664,-88.62436575841832,-177.24873151683664,69.85686141571004,57.6198450608483,127.47670647655835,100.0,-103.87670647655835,-311.63011942967506,-110.87670647655835,-332.63011942967506,-112.87670647655835,-338.63011942967506,89.85552908590893,95.32994733275487,185.1854764186638,100.0,-161.5854764186638,-807.927382093319,-168.5854764186638,-842.9273820933189,-170.5854764186638,-852.9273820933189
GNOUSDT,GNOUSDT_20260227_000000.jsonl,128.17000000000002,20671.79548999999,16350.28409,37022.07957999999,14.043848014354246,33.9056,ob200,199,200,26.443080171144427,26.638878475559288,53.08195864670371,100.0,-29.48195864670371,-1.4740979323351855,-36.48195864670371,-1.8240979323351854,-38.48195864670371,-1.9240979323351854,31.21867647847105,32.43132854503797,63.650005023509024,100.0,-40.05000502350902,-4.005000502350902,-47.05000502350902,-4.705000502350902,-49.05000502350902,-4.9050005023509025,36.05737515982723,35.33006405507507,71.3874392149023,100.0,-47.7874392149023,-9.557487842980459,-54.7874392149023,-10.95748784298046,-56.7874392149023,-11.35748784298046,38.0829213231236,36.46524443465917,74.54816575778277,100.0,-50.94816575778277,-15.284449727334831,-57.94816575778277,-17.38444972733483,-59.94816575778277,-17.98444972733483,53.002165419595954,79.69495419858555,132.6971196181815,100.0,-109.0971196181815,-54.54855980909075,-116.0971196181815,-58.04855980909075,-118.0971196181815,-59.04855980909075,90.48462782021474,115.29383093064241,205.77845875085717,100.0,-182.17845875085717,-136.63384406314287,-189.17845875085717,-141.88384406314287,-191.17845875085717,-143.38384406314287,113.27199463554642,159.2201625815363,272.4921572170827,100.0,-248.8921572170827,-248.8921572170827,-255.8921572170827,-255.8921572170827,-257.8921572170827,-257.8921572170827,229.0961262690562,533.6807648637298,762.776891132786,100.0,-739.176891132786,-1108.765336699179,-746.176891132786,-1119.265336699179,-748.176891132786,-1122.265336699179,473.3592906843232,655.7271988430598,1129.086489527383,81.75142045,-1105.4864895273831,-2210.9729790547663,-1112.4864895273831,-2224.9729790547663,-1114.4864895273831,-2228.9729790547663,650.1914961221233,655.7271988430598,1305.918694965183,54.50094696666666,-1282.318694965183,-3846.956084895549,-1289.318694965183,-3867.956084895549,-1291.318694965183,-3873.956084895549,650.1914961221233,655.7271988430598,1305.918694965183,32.70056818,-1282.318694965183,-6411.593474825916,-1289.318694965183,-6446.593474825916,-1291.318694965183,-6456.593474825916
HOLOUSDT,HOLOUSDT_20260227_120000.jsonl,0.066455,124048.43237999997,99517.92746999997,223566.35984999995,1.5047776691008954,110.78299999999999,ob200,200,200,9.650811970131754,4.467882046348665,14.118694016480418,100.0,9.481305983519583,0.47406529917597917,2.481305983519583,0.12406529917597915,0.4813059835195812,0.02406529917597906,11.045881192055411,7.349941786141462,18.395822978196875,100.0,5.204177021803126,0.5204177021803126,-1.795822978196874,-0.1795822978196874,-3.7958229781968758,-0.37958229781968755,13.910921168976317,10.99426268630121,24.905183855277528,100.0,-1.3051838552775266,-0.2610367710555053,-8.305183855277527,-1.6610367710555052,-10.305183855277528,-2.0610367710555058,15.50918101534682,14.381144746241677,29.8903257615885,100.0,-6.290325761588498,-1.8870977284765493,-13.290325761588498,-3.9870977284765496,-15.2903257615885,-4.587097728476549,18.38177301194705,20.033889820814466,38.41566283276151,100.0,-14.815662832761511,-7.407831416380756,-21.81566283276151,-10.907831416380755,-23.81566283276151,-11.907831416380755,21.762503364198633,26.271410072700544,48.03391343689918,100.0,-24.433913436899175,-18.32543507767438,-31.433913436899175,-23.57543507767438,-33.433913436899175,-25.07543507767438,25.245955718890613,31.29396672361007,56.53992244250068,100.0,-32.93992244250068,-32.93992244250068,-39.93992244250068,-39.93992244250068,-41.93992244250068,-41.93992244250068,32.63484082564701,39.30666746844272,71.94150829408973,100.0,-48.34150829408973,-72.5122624411346,-55.34150829408973,-83.0122624411346,-57.34150829408973,-86.0122624411346,41.30202314757134,46.35607974623134,87.65810289380268,100.0,-64.05810289380267,-128.11620578760534,-71.05810289380267,-142.11620578760534,-73.05810289380268,-146.11620578760537,56.18911081563683,58.035832465106196,114.22494328074302,100.0,-90.62494328074303,-271.8748298422291,-97.62494328074303,-292.8748298422291,-99.62494328074303,-298.8748298422291,79.28412653101631,80.40125627212295,159.68538280313925,100.0,-136.08538280313925,-680.4269140156963,-143.08538280313925,-715.4269140156963,-145.08538280313925,-725.4269140156963
HOLOUSDT,HOLOUSDT_20260228_040000.jsonl,0.06253500000000001,171163.77062999998,74053.51009000003,245217.28072,1.5991045014785514,35.6947,ob200,200,200,5.387345150637381,4.357133876346825,9.744479026984205,100.0,13.855520973015796,0.6927760486507898,6.855520973015796,0.3427760486507898,4.855520973015794,0.24277604865078975,7.556838846405754,6.792453519227115,14.34929236563287,100.0,9.250707634367132,0.9250707634367132,2.2507076343671315,0.22507076343671314,0.25070763436712973,0.025070763436712974,11.058543099902831,11.247735589351876,22.306278689254707,100.0,1.293721310745294,0.25874426214905877,-5.706278689254706,-1.1412557378509411,-7.706278689254708,-1.5412557378509415,13.251519673882134,15.354946641986427,28.60646631586856,100.0,-5.006466315868558,-1.5019398947605673,-12.006466315868558,-3.601939894760567,-14.00646631586856,-4.201939894760568,16.48573635461714,22.74487241829644,39.23060877291358,100.0,-15.630608772913575,-7.815304386456788,-22.630608772913575,-11.315304386456788,-24.630608772913575,-12.315304386456788,20.573170756792145,29.7207379538157,50.293908710607845,100.0,-26.693908710607843,-20.020431532955882,-33.69390871060784,-25.270431532955882,-35.69390871060784,-26.77043153295588,24.816534877842194,36.14972143426225,60.96625631210444,100.0,-37.36625631210444,-37.36625631210444,-44.36625631210444,-44.36625631210444,-46.36625631210444,-46.36625631210444,34.00853648562869,49.07320476504029,83.08174125066898,100.0,-59.48174125066898,-89.22261187600347,-66.48174125066899,-99.72261187600348,-68.48174125066899,-102.72261187600348,43.347079708929954,60.6957990555001,104.04287876443006,100.0,-80.44287876443005,-160.8857575288601,-87.44287876443005,-174.8857575288601,-89.44287876443006,-178.88575752886013,61.07387535168606,84.71665401389184,145.7905293655779,100.0,-122.1905293655779,-366.5715880967337,-129.1905293655779,-387.5715880967337,-131.1905293655779,-393.5715880967337,89.82255218651885,167.32637523616728,257.14892742268614,100.0,-233.54892742268615,-1167.7446371134308,-240.54892742268615,-1202.7446371134308,-242.54892742268615,-1212.7446371134308
KERNELUSDT,KERNELUSDT_20260227_080000.jsonl,0.08682999999999999,129530.65165999999,86493.48368,216024.13533999998,2.303351376253153,15.766499999999999,ob200,200,200,6.712835915474307,6.552262996190237,13.265098911664545,100.0,10.334901088335457,0.5167450544167729,3.3349010883354566,0.16674505441677284,1.3349010883354548,0.06674505441677274,7.387328387674038,8.589544697125072,15.97687308479911,100.0,7.623126915200892,0.7623126915200892,0.623126915200892,0.0623126915200892,-1.3768730847991097,-0.13768730847991098,9.037734349814452,11.096638603289126,20.13437295310358,100.0,3.4656270468964223,0.6931254093792845,-3.5343729531035777,-0.7068745906207156,-5.5343729531035795,-1.106874590620716,11.169699022600932,12.590210986871469,23.7599100094724,100.0,-0.15991000947239797,-0.04797300284171939,-7.159910009472398,-2.147973002841719,-9.1599100094724,-2.7479730028417197,14.421312669730625,16.086828662944203,30.50814133267483,100.0,-6.908141332674827,-3.4540706663374134,-13.908141332674827,-6.954070666337413,-15.908141332674829,-7.954070666337415,17.941621005176245,20.56551056061329,38.507131565789535,100.0,-14.907131565789534,-11.18034867434215,-21.907131565789534,-16.43034867434215,-23.907131565789534,-17.93034867434215,21.439140346479423,25.38819225815042,46.827332604629845,100.0,-23.227332604629844,-23.227332604629844,-30.227332604629844,-30.227332604629844,-32.227332604629844,-32.227332604629844,28.774172950506593,35.393207643915886,64.16738059442248,100.0,-40.56738059442248,-60.851070891633725,-47.56738059442248,-71.35107089163373,-49.56738059442248,-74.35107089163373,36.517514235246686,52.698390267857995,89.21590450310468,100.0,-65.61590450310467,-131.23180900620935,-72.61590450310467,-145.23180900620935,-74.61590450310469,-149.23180900620937,63.382499086607005,96.93005484484058,160.31255393144758,100.0,-136.7125539314476,-410.13766179434276,-143.7125539314476,-431.13766179434276,-145.7125539314476,-437.13766179434276,117.35915929045733,145.6661410452694,263.02530033572674,100.0,-239.42530033572675,-1197.1265016786338,-246.42530033572675,-1232.1265016786338,-248.42530033572675,-1242.1265016786338
