symbol,settle_id,bottom_t_s,bottom_t_ms,pct_of_window_elapsed,drop_bps,drop_rate_bps_per_s,fr_bps,fr_abs_bps,depth_20,spread_bps,ob_bid_depth,ob_ask_depth,velocity_2s_at_bottom,price_range_2s_at_bottom,price_std_2s_at_bottom,velocity_1s_after_bottom,max_recovery_1s,sell_ratio_at_bottom,trade_count_at_bottom,vol_rate_at_bottom,avg_size_at_bottom,sell_ratio_change,vol_surge,trade_surge,spread_at_bottom,ob1_imbalance_at_bottom,ob1_bid_qty_at_bottom,ob1_ask_qty_at_bottom,bounce_count_to_bottom,new_low_count,recovery_5s_bps,net_5s_bps,profitable_5s,recovery_10s_bps,net_10s_bps,profitable_10s,recovery_15s_bps,net_15s_bps,profitable_15s,recovery_20s_bps,net_20s_bps,profitable_20s,recovery_30s_bps,net_30s_bps,profitable_30s,max_recovery_bps,max_recovery_t_ms
BARDUSDT,BARDUSDT_20260227_000000,4.3,4300,0.07166666666666667,78.47533632286962,18.250078214620842,0.0,0.0,10861.247770000002,1.12101339610996,1182.63625,3873.23864,4.484304932734773,26.905829596411976,6.223895898617347,29.14798206278047,76.23318385650224,0.3253843996545089,462,14152.512719999999,69.07597402597402,0.21686553716708434,6.538544515256026,7.857142857142858,1.12101339610996,0.0,0.0,0.0,9,4,31.390134529147844,16.2444542333123,1.0,67.26457399103158,52.11889369519604,1.0,87.44394618834139,72.29826589250584,1.0,77.35426008968594,62.2085797938504,1.0,134.52914798206317,119.38346768622762,1.0,181.61434977578494,25635
BARDUSDT,BARDUSDT_20260227_010000,28.5,28500,0.475,82.2902178952245,2.8873760664991055,0.0,0.0,9196.286070000002,2.3174971031283658,213.39949000000001,2052.90591,-13.90820584144636,38.247566063978056,10.275477107824125,8.113120074176862,8.113120074176862,0.9333469045905762,343,23405.053365,159.4938775510204,0.18909450336894795,64.54798667580359,24.15492957746479,2.3174971031283658,0.0,0.0,0.0,13,18,17.3852573018074,0.3740215184657387,1.0,22.021325915623223,5.010090132281562,1.0,37.088548910523265,20.077313127181604,1.0,40.5656003708843,23.554364587542636,1.0,,,,64.90496059341599,24823
BARDUSDT,BARDUSDT_20260227_020000,9.1,9100,0.15166666666666667,6.949270326614965,0.7636560798477984,0.0,0.0,18943.50996,1.1581446522682264,3354.8240300000007,2542.60752,0.0,0.0,0.0,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,1.1581446522682264,0.0,0.0,0.0,2,3,1.1582117211028642,-14.013153211533965,0.0,,,,35.90456335418102,20.733198421544195,1.0,,,,,,,37.06277507528277,21546
BARDUSDT,BARDUSDT_20260228_060000,29.6,29600,0.49333333333333335,54.88785842717947,1.8543195414587657,0.0,0.0,18264.980359999998,0.9462976105984289,514.5078900000001,734.44035,-14.195135800131325,14.195135800131325,3.6145553835275686,7.570739093403226,16.08782057348379,0.9400747469255137,97,2163.2153949999997,42.37938144329897,-0.013041556510250407,1.328422790265829,1.2064676616915422,0.9463423866753949,0.9393546140820105,6127.1,191.6,25,10,74.76104854736487,59.37038123705523,1.0,77.60007570739135,62.20940839708172,1.0,89.90252673417353,74.5118594238639,1.0,61.51225513390645,46.12158782359681,1.0,97.47326582757675,82.08259851726712,1.0,161.82454812151192,26946
BIRBUSDT,BIRBUSDT_20260228_040000,8.5,8500,0.14166666666666666,16.19634959197702,1.9054528931737673,0.0,0.0,3733.51211,2.492056569684895,398.44219,468.65523,-9.966984364293552,11.835793932598593,3.0069064496829667,1.868809568305041,4.360555659379539,0.8291344151927115,78,1586.42491,253.66666666666666,0.38004023119680996,3.752963801858047,1.8055555555555554,3.737619136610259,-0.7476255088195387,93.0,644.0,5,4,34.261508752257974,18.203578263640807,1.0,57.93309661745516,41.875166128838,1.0,62.293652276832475,46.235721788215315,1.0,75.99825577773612,59.94032528911896,1.0,66.03127141344257,49.97334092482541,1.0,113.37444714383693,7086
BIRBUSDT,BIRBUSDT_20260228_160000,28.5,28500,0.475,52.29622505410036,1.834955265056153,0.0,0.0,3806.7333000000003,0.6011241020714737,136.86843000000002,409.46412,-16.830968982927132,16.830968982927132,4.336497542706634,12.022120702090966,12.623226737196177,0.6041820919415613,28,1316.785015,567.3928571428571,0.41702740540087635,0.9142578384874234,0.4117647058823529,5.409954315940069,-0.5625,98.0,350.0,35,6,-31.858619860543058,-49.16913942904688,0.0,-66.72276989660998,-84.0332894651138,0.0,-70.32940610723682,-87.63992567574064,0.0,-72.73383024765434,-90.04434981615816,0.0,-87.76148112526916,-105.07200069377298,0.0,12.623226737196177,740
ENSOUSDT,ENSOUSDT_20260226_170000,6.0,6000,0.1,49.40278906885087,8.233798178141813,0.0,0.0,20907.591949999998,0.6253322077352906,965.37626,1599.9243499999998,-9.380276405478448,11.881683446939292,3.0468765065735703,4.3774623225567595,5.628165843286624,0.9779644523212914,76,4656.426129999999,76.91052631578947,0.24128598190970663,3.133933812429643,1.8627450980392157,0.6253322077352906,0.0,0.0,0.0,8,4,31.89293977862606,17.771798048527092,1.0,46.27603026702509,32.15488853692613,1.0,50.028140829216916,35.90699909911795,1.0,53.78025139140874,39.65910966130978,1.0,35.64505034081677,21.523908610717804,1.0,54.40560315177257,19557
ENSOUSDT,ENSOUSDT_20260226_180000,1.1,1100,0.018333333333333333,39.657560115825554,36.05232737802323,0.0,0.0,21482.82147,0.6294652692536996,1751.5492,644.4711299999999,-33.36270930379026,39.657560115825554,10.516220013414017,-0.6294850812038604,8.183306055645769,0.6644252116907181,491,16479.83805,42.34928716904277,-0.08530072897865804,8.407159238838725,10.271966527196653,0.6294652692536996,0.0,0.0,0.0,2,2,13.848671786479418,-0.5959846783012545,0.0,19.514037517310847,5.069381052530174,1.0,18.255067354903122,3.81041089012245,1.0,10.701246380461217,-3.743410084319455,0.0,,,,25.179403248143387,16308
ENSOUSDT,ENSOUSDT_20260226_190000,1.3,1300,0.021666666666666667,24.735206443838862,19.027081879876047,0.0,0.0,19611.46557,0.6341757300947394,1142.08462,4244.875120000001,-26.6379146318263,28.540622819813734,7.913293935599535,10.1477770026015,10.147777002601497,0.9025186813598111,159,4482.219219999999,35.80754716981132,0.05567059313063638,6.147283331474906,6.570247933884298,0.6341757300947394,0.0,0.0,0.0,1,1,,,,12.68472125325104,-1.1395914349119174,0.0,8.879304877276171,-4.945007810886786,0.0,8.879304877276171,-4.945007810886786,0.0,,,,14.587429441238474,25646
ENSOUSDT,ENSOUSDT_20260226_210000,15.6,15600,0.26,32.01908588648994,2.052505505544227,0.0,0.0,22080.57846,0.6278055058542172,2026.4867000000002,810.26209,-1.8834756403818282,1.8834756403818282,0.6761884489119564,8.161727774986801,9.41737820190913,1.0,10,47.008669999999995,5.92,0.0,0.09594108716687041,0.4629629629629629,0.6278055058542172,0.0,0.0,0.0,4,6,10.673028628830352,-3.395571970955868,0.0,11.928679055751566,-2.139921544034654,0.0,16.32345554997583,2.2548549501896096,1.0,16.32345554997583,2.2548549501896096,1.0,5.650426921145481,-8.418173678640738,0.0,18.834756403818265,21789
ENSOUSDT,ENSOUSDT_20260226_220000,20.7,20700,0.345,29.44124279629312,1.422282260690489,0.0,0.0,21357.38341999999,0.6263898023739484,837.2679700000001,1984.27417,1.8792282635926583,4.384865948383613,1.3668428221579603,-0.6264094211982929,6.264094211978488,0.4832163027866832,17,104.62653,7.729411764705882,0.0,0.1044670763645897,0.6343283582089552,0.6263898023739484,0.0,0.0,0.0,7,5,,,,,,,5.011275369583014,-8.88646868626164,0.0,,,,8.143322475571146,-5.754421580273509,0.0,8.76973189676833,28395
ENSOUSDT,ENSOUSDT_20260226_230000,7.6,7600,0.12666666666666668,68.14098990274519,8.96591972404542,0.0,0.0,5513.63997,1.858217968967555,1277.64615,1005.5376200000001,1.2389270891399775,1.8583906337121832,0.7586847992270538,-19.822833426252906,41.50405748621799,0.0,4,49.42013,15.350000000000001,0.0,0.7297289631040884,0.8695652173913044,1.858217968967555,0.0,0.0,0.0,2,3,16.106052158831865,0.8476226344444824,1.0,32.21210431766152,16.95367479327414,1.0,26.636932416527195,11.378502892139812,1.0,,,,,,,41.50405748621799,33
ENSOUSDT,ENSOUSDT_20260227_000000,2.2,2200,0.03666666666666667,26.30095810633115,11.954980957423249,0.0,0.0,16577.070269999997,0.6257234927884678,1118.66352,717.1971800000001,6.888346170704775,31.310664412299573,8.5535833137705,8.766986035443345,13.776692341411767,0.34797644682361417,515,14252.555769999999,34.728155339805824,-0.31629220583674345,11.590650565759896,9.397810218978103,0.6257234927884678,0.0,0.0,0.0,4,4,23.169891665101304,8.906712214594872,1.0,21.917465088610033,7.654285638103601,1.0,31.936877700544652,17.67369825003822,1.0,24.422318241593686,10.159138791087255,1.0,,,,43.20871688897165,14976
