exp_a,exp_b,exp_halflife_bars,exp_halflife_min,exp_r2,pow_a,pow_b,pow_r2,best_model,symbol
0.4960990433276169,0.0021254387451162993,326.11957514777396,1630.5978757388698,0.5132456328015513,0.8499540905289014,0.18056283419135755,0.8244457785347059,power-law,BTCUSDT
0.492184750963411,0.001381205379959379,501.8422246373893,2509.211123186946,0.4182857744915456,0.7690493743072411,0.13867378608446507,0.8029455056483062,power-law,ETHUSDT
0.4561322723819347,0.0017070343740434957,406.05344045771614,2030.2672022885806,0.5404529100837835,0.7359028620299228,0.15530068641101505,0.8873964943922674,power-law,SOLUSDT
0.5361396826141576,0.0010701012369753236,647.7398180747352,3238.699090373676,0.5136408756045232,0.7585464548185752,0.107618931100087,0.8906729725541858,power-law,DOGEUSDT
0.5265666178749907,0.001491764957887639,464.64905673977745,2323.2452836988873,0.6551033741430496,0.7853871657108508,0.13167949620106148,0.9426802195729784,power-law,XRPUSDT
