feature,timeframe,fwd_ret_1_corr,fwd_ret_1_pval,fwd_ret_1_scorr,fwd_ret_1_spval,fwd_ret_2_corr,fwd_ret_2_pval,fwd_ret_2_scorr,fwd_ret_2_spval,fwd_ret_3_corr,fwd_ret_3_pval,fwd_ret_3_scorr,fwd_ret_3_spval,fwd_ret_5_corr,fwd_ret_5_pval,fwd_ret_5_scorr,fwd_ret_5_spval,fwd_ret_10_corr,fwd_ret_10_pval,fwd_ret_10_scorr,fwd_ret_10_spval
size_imbalance,15m,-0.006016077109187876,0.7429091415456217,-0.03630462061823233,0.04770310211103918,0.016498740948253737,0.3684227133007066,-0.006097332691767058,0.7396041207328758,0.04059646642616401,0.02686229679249009,0.02864970417489271,0.11833625099747973,0.0072097013478449636,0.6944538633208015,0.009131131414505058,0.618829160874941,0.03234046155954144,0.07823638721825771,0.014256065198280538,0.43768305745456315
large_trade_count,15m,-0.010104882994526568,0.5816756700674376,0.01093979893242078,0.55086618351037,-0.015764776455536096,0.3901118753915322,0.009975302194018607,0.5865915757389656,-0.03015768613827774,0.10016856179336112,0.014548971899958506,0.42778113778197513,0.00834201390976071,0.6494591207642699,0.018030596858071693,0.32587432826193596,-0.024201999345621224,0.1876033013290796,-0.00566864251576735,0.7576317100943769
large_trade_volume_pct,15m,0.022892463628591316,0.21193025204364843,0.02095195771867981,0.25327137439868597,0.016902412280353926,0.35682017403496746,0.006484115517901094,0.7237418386173105,-0.01710321168108782,0.35121640783797525,-0.025204429400108804,0.1694673067786648,0.04248188823897914,0.0205786916958904,0.031871443301992444,0.08240074024088224,-0.017356406251391537,0.34469977923868106,-0.018792497631068217,0.30625250498020523
large_buy_pct,15m,-0.025425896010458568,0.165606420197975,-0.053017311124947945,0.003821015615499845,-0.009667034246626714,0.598209886029479,-0.02937225605730449,0.10927279874472128,0.02931414681795112,0.11003593431537377,0.017310948057168162,0.3453960358118493,0.013232140258385079,0.4709275196364679,0.0013259136582239098,0.9424100885437843,0.024205634808215182,0.1875370041428009,0.02274240474538501,0.21563744791532177
close_to_vwap,15m,-0.004974896102264756,0.7862093793744499,-0.040177245443158496,0.028424749244436987,-0.00907666188222378,0.6207467071951999,-0.03359069246770692,0.06701181601890771,0.01803627000721969,0.32555918340851214,1.5833446594323045e-05,0.999311458295062,0.0023550493030206317,0.8979016338600682,0.000732803503825129,0.9681520989652139,0.00868251447684473,0.6364500840343414,0.005036323785474362,0.7839544987525802
vwap_spread,15m,0.022231488182410778,0.22542636270137517,0.02659557130442693,0.1469849012922461,-0.045270950884298874,0.013547160803784491,-0.03586379784223034,0.050510250628663586,-0.010703048456219794,0.5596527288557618,0.014547169487330727,0.42783838363928706,-0.021128259251802183,0.2496173188967861,-0.0030644193177212,0.8673999178196605,-0.0033825706567856195,0.85390281276561,-0.02327040167091842,0.2051672419085075
vwap_spread_bps,15m,0.022283170173334997,0.224349491314568,0.026585103334346303,0.14714414244437066,-0.045169985993017386,0.013757269952722572,-0.035308045533170275,0.05419263258309458,-0.013293496894977334,0.4687231790870297,0.015171324755807196,0.4082826400278454,-0.020150906489954875,0.2721991092335472,-0.002618261357722628,0.8865638844940344,-0.0028162404423839977,0.8781530976158762,-0.022570775773159572,0.2191223143116293
twap_vwap_spread_bps,15m,0.045180627849358605,0.013719109572292016,0.07823759835626118,1.9362918373205e-05,-0.03925987581387946,0.03227897374092226,0.044623252990214336,0.014945738071620909,-0.07388715161064037,5.51791197878947e-05,-0.010347778868795244,0.5727590432262919,0.021730604386454577,0.23636998794117112,0.01766335558343814,0.3358264514902429,-0.0002923459969918392,0.9873024082815051,0.013613706634750075,0.45860987488853766
time_weighted_position,15m,-0.014753702782175623,0.42115152291365643,-0.00189652419095065,0.9176456683798863,-0.027810852378730627,0.12944259373933065,-0.014482228068074402,0.42982631603237464,-0.02589244259914688,0.15811664454153612,-0.004857784253948076,0.7911928527505913,-0.00884260522369251,0.6299555479407288,0.002425140575307306,0.8948803480974308,0.015096516491756218,0.4111499902788235,0.01980023254874598,0.28103755191256147
time_at_high_pct,15m,-0.012406182364547066,0.4987746475757302,0.018934182541272576,0.3018865201565279,-0.014012815640555662,0.44492883928962323,-0.00110995056164982,0.9517533922092435,-0.04216760388869173,0.021490532753830414,-0.017300731523955875,0.34568083836648966,-0.015042197076686947,0.412441564938771,0.0009906256649448917,0.9569565120444221,0.013332261620536029,0.46795254079405857,0.023274584044332115,0.20508580646753402
time_at_low_pct,15m,0.003007231682676933,0.8697653389299467,-0.0011293891051441945,0.9509012584181347,0.0365819207992957,0.04606449773438969,0.03468420853432818,0.05859016587799987,0.01243146279416163,0.49804474131541027,0.013706667926230619,0.4550153107140916,0.002000880990542575,0.9131898038485005,-0.013399632787633346,0.46533052605039105,-0.0013576919188036194,0.9410819040055133,-0.006249195058970999,0.7337079941962217
volume_q1_pct,15m,0.009560664503343624,0.6021818676286321,0.01366088051811826,0.4563716646290443,0.014954091473804592,0.41494922759939784,0.016159462160968897,0.3783538117623074,-0.02153516926024648,0.24045421357832328,-0.020783353176029144,0.25727188382911226,-0.019004072733399144,0.3004306482682828,-0.013132850164850393,0.47426288518122306,0.0034838666034872276,0.8495791407006382,-0.00869964230715883,0.6357848725027196
volume_q2_pct,15m,-0.004062277134794386,0.8247195970228797,-0.014315109734806564,0.4350913821671897,0.007807177914325513,0.6704086636890509,-0.0034840269517369946,0.849371822469551,-0.008192827982918538,0.6552105385947122,-0.004542762051653768,0.8044499231872019,0.02792185996272627,0.1281119272281209,0.022418277050198998,0.22186284773970025,0.0020322032222095665,0.9119103345807389,-0.011643111541363717,0.5261789551579246
volume_q3_pct,15m,-0.008904179938980556,0.6273421370195239,-0.0020271785309129834,0.9119944660929877,0.0176018753648531,0.3372674525876047,0.02409923999784147,0.1888880269207067,-0.00943753655779122,0.6069871464729277,-0.010219327567314385,0.577533347494734,0.009212461280874072,0.6157084148416222,0.00021146634614735633,0.9908073600778777,-0.022693092532314073,0.21663460478669463,-0.001338201515114439,0.941926199929235
volume_q4_pct,15m,0.001508312201031068,0.9344604847842516,0.01522900103052697,0.4063448766031056,-0.036667571684261116,0.0455569314215982,-0.027963488888253882,0.12735167772386338,0.03664956163738767,0.04569970259668293,0.0438147845101666,0.016887241652859052,-0.013044333646239014,0.47724724756894255,-0.010634748314327449,0.5622927219887353,0.013927855625823809,0.4483061719185052,0.011962148816951878,0.5149049873874353
first_half_volume_pct,15m,0.0050830225500854385,0.781679192030923,0.00011813051141883311,0.9948612193585851,0.018315446881592208,0.31804393064972747,0.00894508175313879,0.6258195337324076,-0.024143669057451394,0.18814814070465208,-0.026345680137046558,0.15095987197798838,0.004437698043646943,0.8089471672227884,0.006159219185498793,0.7371863034394233,0.004425322681927271,0.8096271453092166,-0.009819542004333543,0.5929475834920708
buy_time_std,15m,0.03725354971319564,0.04217465940849325,0.030376065778720537,0.09761964658291533,-0.024594992864476632,0.17994903568936682,-0.02435421429155654,0.18425050649501218,0.018793769951505317,0.3056491954297221,0.026167181681879387,0.15374839691101494,-0.028959786264188964,0.11452556689096255,-0.0260720144277801,0.15539013735995028,-0.00598742950579495,0.7444645762352597,0.004083902986730515,0.824064320541558
sell_time_std,15m,0.013709814190237741,0.45476002052494297,-0.014608685958710014,0.42573137220938884,-0.009585833425905469,0.6012875489597517,-0.00359580587918632,0.8445997658985838,0.010114494636001024,0.5814436247877425,0.0006310476949141732,0.9725633264921483,-0.0205012673650114,0.2639484580272804,-0.014928246273058594,0.4159916023810557,0.0047192245090263395,0.7972507548696297,-0.006477211674008169,0.7243805416862298
time_to_high_pct,15m,-0.016435344035553526,0.3701854852273937,-0.03621575247425842,0.04825068966391938,-0.028397671350202262,0.12154744716943822,-0.04418020800393212,0.01597420216849196,0.01968779842994585,0.2832109169974371,0.0032586102035306813,0.859035394658068,-0.0019351740383770147,0.9160298429168426,-0.023391475629922612,0.20243874136827247,0.011370844132699415,0.5358989264408532,0.020083801818027824,0.2742037068036753
time_to_low_pct,15m,0.02414185144389553,0.18803277456885323,0.059000354711043174,0.0012839564485824003,0.024353197267620058,0.184268835433677,0.03823003248387571,0.03709315901731643,0.012172923809514862,0.5070252002320155,0.015962891922380675,0.38426233725344705,-0.01737582134000043,0.3437535812726085,0.0004762033365039467,0.9793008588243057,-0.03380870412156565,0.06562070737486558,-0.021137721961107254,0.2498043645057435
trades_per_second,15m,-0.009634848985408069,0.5993674899123754,0.010734404050793149,0.5583706035674636,-0.016225938135408235,0.3763951105299913,0.010394284461779611,0.5709703447044396,-0.029819567410564688,0.10403556196535005,0.014982912129967359,0.41412909182354196,0.008750419366807843,0.6335284196706822,0.018131187592417344,0.32318213450611477,-0.023767276910155257,0.19565619296651215,-0.005596262366396375,0.7606312630174633
median_inter_trade_ms,15m,-0.0021723283123349603,0.9057215158995449,0.002778093789470205,0.8796099121163382,0.006206884813991896,0.7350997077805933,0.002233686970288552,0.9030877427235455,0.001787238334882905,0.9224018623393047,-0.015676004741011763,0.3928663838008437,0.004519778530441996,0.8054835933653262,0.01864501406473444,0.30965691682245683,-0.001068943255496667,0.9535963375694696,-0.011275048206070658,0.5393402154492263
inter_trade_std,15m,0.0014981273341209004,0.9349020537409832,-0.00941964450921267,0.6075481636084537,0.0005974370975518114,0.9740197460340724,-0.010790231043181275,0.5563923887188889,-0.007419018902744611,0.6859486619641585,-0.01741776714425408,0.3424272372502779,-0.010998412424021525,0.5490028519604347,-0.01509238946606809,0.4108835767449944,-0.0031284050407598078,0.8647705537727349,0.007677725308003386,0.6759716352549855
inter_trade_skew,15m,-0.004494790531749171,0.8064099056931918,0.018977134989188855,0.3007909608384434,-0.006687302982775905,0.7154557266717232,0.01677193376751834,0.360545035866242,-0.032986411403701246,0.07212560745502089,0.019113868027698384,0.2974836292131994,0.020636607299475772,0.2608079773110431,0.02067672378963265,0.2598820822647421,-0.006810074388467766,0.7108376074306714,0.0014379709429239158,0.9376050414728578
max_trades_per_second,15m,-0.05725693870418977,0.0017826014695151613,0.0024411408426157884,0.894120023949533,-0.03814220108747258,0.03753065392287053,-0.004728295531136567,0.7966015786736788,-0.02246255914646155,0.22079553351955572,-0.014194092544054909,0.43913804728707384,0.0015165879037851056,0.9341459559077181,0.004029334180128321,0.8262333928658212,0.012555081467239687,0.494290352568645,-0.011883527308514177,0.5176715793969371
trade_rate_std,15m,-0.0416791007362729,0.023004554149733045,0.0036749725596900797,0.8411970638662981,-0.02785194053809863,0.12887713737583056,0.005971848049203211,0.7447746080049146,-0.029103617855282104,0.11261460230431987,-0.0061243147624117505,0.7385362691425565,0.007903442471397081,0.6667465626995361,0.015614022682304543,0.3948996963984064,-0.0016605693425365978,0.9279707868560775,-0.008786354580406164,0.6324216512109573
volume_per_second_std,15m,-0.04075475073143265,0.026222642038933427,0.000539085647491962,0.9765525146412054,-0.025199601467004,0.16947726190537887,0.006587041364515868,0.7195403421022017,-0.04748344970342047,0.00961384535504347,-0.008972994841194399,0.6248001772450893,0.010075501013160225,0.5830281272072625,0.01361831619033018,0.4580788722418948,0.014719394966711307,0.4229357664248435,-0.01599462043024497,0.3838789506640169
side_switches,15m,-0.010867580632249647,0.5534991298132274,0.003998605164601668,0.8274233622070726,-0.013238795110684848,0.4704803143911064,0.009667095128899808,0.598207581161059,-0.027306310554677256,0.13661009423287612,0.013020954390040808,0.47788897199516145,-0.0022542173419061646,0.9022505826530142,0.013666319254021297,0.45649559005316365,-0.02720156614351468,0.1385868701674412,-0.007745172227797667,0.6732890404172664
side_switch_rate,15m,-0.006903179553802799,0.706641665618954,-0.017292866244908937,0.345737880660805,-0.003837228885946645,0.8343126066864539,-0.009942586659854378,0.5878196212848883,-0.012745130542157822,0.48726397381915804,-0.006740711550825684,0.713329311392637,-0.02493739564325779,0.17417861090230333,-0.03434248261035877,0.0612528354270177,-0.005728045923255085,0.7551726549398403,-0.0021141835548249776,0.9083720942420039
max_buy_run,15m,-0.029530020033069995,0.1073221859947026,-0.023376821414787835,0.20241777894350324,-0.0006795217654419457,0.9704517307420164,-0.0009399402299122781,0.9591362447318356,-0.008981471392352084,0.6244731271487718,-0.006180464472247676,0.7362279372931542,0.011859924073183434,0.5181510364101708,-0.0001432753188756144,0.9937716133323349,0.013806558945754728,0.45226889852704033,-0.008106431563994506,0.6589918562082259
max_sell_run,15m,-0.011733761202336676,0.5223324275883544,0.014878573174801492,0.4172311818565613,-0.0076441357013184545,0.6768984841760244,0.009085391437885282,0.6204107887010405,-0.025540939482464293,0.1638415914978758,-0.018858577450170735,0.30398410305488316,0.027016264276547457,0.14096112662475418,0.020189921443005063,0.27127171250240284,-0.004828543504862589,0.7926600527107729,-0.021947645835677234,0.23211410164998536
cvd_final,15m,-0.06173052453266159,0.0007549601742417501,-0.078804297496164,1.6838392669193026e-05,0.03483303772941754,0.05751500983697508,-0.033504992856911615,0.06771191672912209,0.057491372108130094,0.0017126595535108017,0.02691251268448725,0.14235990236006393,-0.02642993855330553,0.149794180731749,0.0014014831032905708,0.9391339943834149,0.013417942702634689,0.46509722233399803,0.027256661599256462,0.13778905071136735
cvd_max,15m,-0.05960474381822578,0.0011436213123471788,-0.033087643768881715,0.07116023975055419,0.0025626345361074803,0.888902401331512,-0.02632240963090462,0.15125238929128582,0.011123763151840903,0.5443226192976518,0.021743473013027276,0.2359347174109179,-0.009570911081555807,0.6020373679216224,-0.0046552489097203865,0.7997754758695986,0.017551209446335807,0.3393112521782996,0.02511311356876353,0.17152368686372782
cvd_min,15m,-0.023363249022567496,0.20268002561980258,-0.06444050150123094,0.00043646532459236506,0.04158323933874973,0.02334480030894922,-0.031548600284689095,0.0853981547839325,0.07089446155522364,0.00010938163365065904,0.014831301133250097,0.4188693340435269,-0.026512823450453565,0.14852050132039302,-0.005585790007886005,0.7608702159780609,0.016730229569193344,0.3623877857370099,0.028850109824660405,0.11621276699659897
cvd_range,15m,-0.01855892533621101,0.3115707543712691,-0.00113108082463304,0.9508278061483941,-0.032537139203933696,0.0760438159870365,0.004263425162928582,0.8162222103741725,-0.05168508972914305,0.004819753646349536,6.467729121925394e-05,0.9971874142850364,0.01594167086251679,0.3850548588708634,0.008097167260918425,0.6590878806789031,-0.0028731232318501623,0.8757118131204699,-0.008106199668265904,0.6590009945701493
cvd_close_vs_range,15m,-0.026614151294124914,0.1467025826700104,-0.04548159198866691,0.013102566761141202,-0.008975224052725748,0.6246558776738839,-0.017280092928157357,0.3461754643943934,0.022199044084931237,0.22626050241758439,0.01695375524131974,0.3554420827029552,0.017168683179711586,0.3495376373630903,0.007201367410311157,0.6947892975164547,0.01441361474539312,0.43263553839464064,0.010368908377088116,0.572428727288189
realized_vol,15m,-0.0751315275087116,4.0956364476176195e-05,0.007766238456247632,0.6719839928937814,-0.026033624642268174,0.15579070147195148,-0.000599437194560143,0.9739328003505687,-0.060227902678195555,0.0010178651462129384,-0.0004495704219074015,0.980451693479968,0.007225858708036867,0.6938037131338429,0.007225154460316432,0.6938320464132182,0.02547598384256363,0.16541502107167927,-0.0176006348046287,0.3379527140444182
return_skewness,15m,-0.0018107563090299442,0.9213576736249338,0.03382950329620969,0.06504711545565482,-0.008781455693438007,0.6321525909636964,0.010351290496145759,0.5725641705422655,-0.03430121215920254,0.06147756741923874,-0.02656487601165995,0.1475884651403194,0.027378254918624667,0.1357109611518455,0.010872117725219467,0.5536006091380566,-0.002546068310890678,0.8897637227748721,0.0022976381601773842,0.9004609450862616
return_kurtosis,15m,0.00850676398355687,0.6427891827817926,0.010484376387168965,0.5675722558030045,-0.021825049760049578,0.23410252426829872,0.010048444055133238,0.5838503517166892,0.01688341118511245,0.3574420134260984,-0.03393988007265678,0.06426537176324328,0.02199231504652816,0.23077185235696257,0.014750671081700552,0.4215595992696519,0.0039390525163619725,0.8302077531712518,-0.014073556613995326,0.4435723250038397
return_autocorr_1,15m,0.028081885719441216,0.12568431635561852,-0.006318000332874977,0.7304967252845174,0.010176815647812313,0.5790536888110533,-0.0007087348323743493,0.9691820506659095,0.023262571981381146,0.2047854105766954,0.018384654973220046,0.31629985908782765,0.00666160036485455,0.7166390369936092,0.00630321346581217,0.7312769987651427,0.0003039925887168291,0.9867966020311297,0.002253528699642169,0.9023622139974494
up_volatility,15m,-0.08139049750148214,8.795832730455585e-06,0.011382910041904695,0.534847288018056,-0.01513505010027795,0.40932558320189716,0.0036874876835806896,0.8406899362919806,-0.044964448853330764,0.014210190037796716,-0.022200399609851675,0.22623214589066798,0.016786011935309417,0.36038456308125794,0.0013507536751746255,0.9413331114689837,0.03028112017791222,0.099183928169609,-0.024802539712452467,0.17688471722779073
down_volatility,15m,-0.08174603153238098,8.032390983494062e-06,-0.007497643806638651,0.6826995962189379,-0.018141409167553815,0.32266499557310513,-0.01423746999059189,0.43766354612649017,-0.03302405743637353,0.07180098443737404,-0.007904826292354322,0.6665862422617583,0.010622521333911972,0.5627422339098301,-0.004083566358187833,0.823932671755849,0.03338493520557434,0.06907680266763254,-0.009246894416713268,0.6146876012749158
vol_asymmetry,15m,-0.002859101131302272,0.8761273436109959,0.07008719601687563,0.0001302930685629062,0.008299809485174642,0.65095017538947,0.04532075267633222,0.013444570149429723,-0.03812996180314095,0.037624119304963864,-0.01840137434754836,0.3158598814643517,0.019370971744321123,0.29119399011867775,0.017082164262376024,0.3519717383222586,-0.007775392716304312,0.6720884119995411,-0.013561838581792496,0.4603237565037569
garman_klass_vol,15m,-0.0015105515272985787,0.9343634006009524,0.009259238784565174,0.6136779387775828,-0.013248274235788827,0.4701625745435277,0.00983339119796717,0.591927077491327,-0.036986142741540974,0.043745675582778615,0.01615593296610813,0.37853821649843866,0.023476408374840402,0.20080424877600056,0.018061434914749572,0.3250474389336535,0.007999467259668554,0.6632124025883949,0.008192882967516638,0.6555886039993157
parkinson_vol,15m,-0.009874345376399491,0.5903225029754434,0.007225657287622399,0.6936160403654682,-0.020157524153924522,0.2717995329301033,0.008163866485217575,0.6562968062054406,-0.023650262629409988,0.1973376471920299,0.019313825572775712,0.29245742625908006,0.023774626168248592,0.19514143085448318,0.014634883130178692,0.42521362748810476,-0.003461841313022948,0.8505188786611283,0.0003467837865606791,0.9849382466196521
price_path_length,15m,-0.03607512319839312,0.04912799792360436,0.0077908974094879685,0.6710035117669813,-0.01936037284624525,0.2912144258308445,0.003544309445553719,0.8467975503469511,-0.04934384721041607,0.007123988362817368,0.00856245826243579,0.6407272874089602,-0.00604378336128014,0.7419348730606969,0.011427354569709279,0.5335292286877458,-0.0016280703836688039,0.929376746549771,-0.011999567424207018,0.5135909753312673
efficiency_ratio,15m,-0.0017775469978723204,0.9227954260020231,-0.01197963355678736,0.5136526779449002,0.008764023322517491,0.6328289047552274,0.01088504285827367,0.55292872200761,0.009070844180079437,0.6210293728125458,0.00938921556388235,0.6088294417877593,-0.0003667341880651837,0.9840584294198877,0.001306071254559399,0.9432704621310307,-0.001616388637890825,0.9298821726138633,-0.0002347144372507517,0.9898053921895119
