feature,timeframe,fwd_ret_1_corr,fwd_ret_1_pval,fwd_ret_1_scorr,fwd_ret_1_spval,fwd_ret_2_corr,fwd_ret_2_pval,fwd_ret_2_scorr,fwd_ret_2_spval,fwd_ret_3_corr,fwd_ret_3_pval,fwd_ret_3_scorr,fwd_ret_3_spval,fwd_ret_5_corr,fwd_ret_5_pval,fwd_ret_5_scorr,fwd_ret_5_spval,fwd_ret_10_corr,fwd_ret_10_pval,fwd_ret_10_scorr,fwd_ret_10_spval
inter_trade_skew,30m,-0.04484718673672554,0.08384551569253534,0.020034564307910483,0.4401183180713807,-0.008350746742836812,0.7477217229856448,0.012806725999122009,0.6218097766343266,0.061744256414419066,0.017330261948687958,0.04727047953386865,0.06859393602792653,-0.014626585968745125,0.5735566694020472,0.0013601189677489027,0.9582628133086203,0.02025432789989606,0.43651366230521604,0.025293628138369578,0.3311797414906068
max_trades_per_second,30m,-0.1011513741928414,9.333027793636694e-05,-0.004508567733801993,0.8620914609294742,0.008630859691982764,0.7395612811560468,0.01568659797524415,0.545693521317521,0.03572727020466099,0.16880453316953242,0.0406756547378716,0.11716303082280988,0.023235905533641008,0.37122833962284385,0.006079511237293413,0.8150430961576378,0.017008162338904415,0.513518515587466,0.009352527181789454,0.719401070952691
trade_rate_std,30m,-0.08950162371849948,0.0005495516101764349,-0.00014226977806848924,0.9956263839350669,-0.01104643181330442,0.670486867384425,0.01916004386169776,0.46048988126275103,0.028758544688173394,0.2680663899603659,0.04672072526258767,0.07187918604888421,-0.005068506152742151,0.8453745366375173,-0.004737597747352123,0.8553544892793706,0.02656302067788397,0.3074794638808102,0.014032649945244844,0.5898509472312079
volume_per_second_std,30m,-0.09113651132238122,0.0004335971831758516,0.0010200891262385995,0.9686486241085748,-0.013290919213329918,0.6086938903202762,0.0010987366443943453,0.9662442335041732,-0.003761800359985171,0.8848355862677033,0.02602742717778651,0.3161937653760573,0.007403238056902758,0.7757511940941422,-0.0019913475927045136,0.9389245041855518,0.01733898077441304,0.5053605178595246,0.011272617056192789,0.6650000839688888
side_switches,30m,-0.056375054012640785,0.029719015331264368,0.013194025162281471,0.6111886261240566,-0.0048000006214711614,0.8533239427587872,0.015245238055824145,0.5570537849150061,0.0028835031122510252,0.9115969460797687,0.041760530633821305,0.10769994268114948,-0.034846519254291566,0.17985353134659396,0.0027234638430434356,0.916541143769161,0.031752877305085955,0.2224623244360404,0.01574901209210915,0.5451840920411455
side_switch_rate,30m,-0.007740140736092147,0.765530693547409,-0.01397328490209553,0.5902968376528854,-0.016293668308851567,0.5302579095783263,-0.023145369818239486,0.37261173783033386,-0.03315638310925305,0.20160947601604323,-0.0360035950629922,0.16553176076758924,0.011000740762214816,0.6720827788296085,0.007905135475059024,0.7609962753563148,-0.00845784481659669,0.7452638979071581,-0.007496853172363912,0.7733659058572646
max_buy_run,30m,-0.020480518304815794,0.43000623839934526,-0.0033578149294247297,0.897061463471964,0.0002550457062610303,0.9921621871741702,-0.005907835254742916,0.8199964554246973,0.044680555825120025,0.08521343291027514,0.028434212174656193,0.2735030933045598,0.011588937524424454,0.6556509761269232,0.0130763633132569,0.6148488075195448,-0.010386623003489383,0.6899048431820877,-0.017533549152493222,0.5005944929592674
max_sell_run,30m,-0.042576932082665386,0.10075594386409656,0.0024471003209665418,0.924882776811035,0.010923719852444025,0.6739354003507556,0.020641335319647403,0.42654884586065533,0.026395036478316126,0.3094048090713921,0.020476068600943843,0.4304172776141718,-0.00037224208120528214,0.9885724030671429,0.00454539475774752,0.8611619256952641,0.01585351867949433,0.5425195237579951,0.030947231490036926,0.23442501520621406
cvd_final,30m,0.08775716970726634,0.0007046792142879297,-0.03988746110920471,0.12418456042074334,-0.0012193613996087397,0.962540944687565,0.002930893872667395,0.910119961255847,0.01634017687003368,0.5292234428286587,-0.01973402220996116,0.44731559300002854,-0.0008683254522346036,0.9733469999774471,0.017531411557450458,0.4999218948132602,0.002565392450763061,0.9215014232845554,-0.04561209110732528,0.07960631765191631
cvd_max,30m,0.010745805039305036,0.6788452954172299,-0.02038228321617794,0.4322220867155171,0.012064945359585426,0.6421368967405013,0.017441954239613047,0.5016795432874986,0.015167265440419499,0.5592051268894394,-0.021544199221640716,0.4067548388205343,-0.004407811890953474,0.8653236377037129,-0.003436794382381705,0.89479537626396,0.01446161425248204,0.578530809159132,-0.012542372123529056,0.6299483545093169
cvd_min,30m,0.11393826967405057,1.061255083358026e-05,-0.030068582541136347,0.2465455628188341,-0.006806169541655076,0.7932050000216656,-0.016396950181492148,0.527654047345071,-0.009274324247357834,0.7210174810161519,-0.03701794849696502,0.15392610484992073,0.009174069170435492,0.7240880371856486,-0.00421361586997999,0.8712041569905163,-0.021078185976621755,0.41808371977767406,-0.044049609476411386,0.09048101010269903
cvd_range,30m,-0.08948629051978997,0.0005507644169260261,-0.006786774252234396,0.7937130663313365,0.013453304946874824,0.6043228810714875,0.025472600797195013,0.32646069656025023,0.01751903723226986,0.4999352721420289,0.04859729039367933,0.061170674691906596,-0.01059964488405252,0.683378792252757,0.00165216959457679,0.9493118123683835,0.027100994702894184,0.29778222000219917,0.02591096176091958,0.319510073887029
cvd_close_vs_range,30m,-0.0034135761911591976,0.8953617674329152,-0.035704173236006095,0.1687930402550842,0.02023503336316564,0.43571054006065046,7.744647416748385e-05,0.9976199567090647,0.03522483789001628,0.17487919813817848,0.010690279717779526,0.6806163210764855,0.006595641489952741,0.7996616472323239,0.009285256171850685,0.7208829619716088,-0.01741838005709049,0.5034127240842982,-0.033637420783208576,0.1961998367993558
realized_vol,30m,-0.0984375068385874,0.00014355804077166017,-0.008393668731372848,0.7463869315339604,-0.0450122025473621,0.08281529766009557,0.014185905208957392,0.584780631765143,0.01566457322034402,0.5463929759412213,0.03836977077790709,0.13943320497584807,0.004346588776565635,0.8671767687787238,-0.0038037774760687404,0.8836376040534947,0.007566342518527935,0.7713233637055038,0.006922506964869044,0.7903068474219994
return_skewness,30m,-0.04034991705140133,0.11987848397259382,0.002661352147270001,0.9183280810593096,0.025805345322448756,0.3201789611756722,0.034327394739435926,0.18598452216303452,-0.00970298452206603,0.7086980565375204,-0.0022654012343948605,0.9304923366547124,0.008781537253822793,0.7354415097533622,0.01706635207898449,0.5113645651238166,0.014494922427628284,0.5776561088960491,0.06089538827268566,0.01921665709577404
return_kurtosis,30m,-0.008682117871512561,0.7379861044517863,0.01046800749697716,0.6867017106026919,-0.005650910181335556,0.8276990950325238,-0.0076416919225975,0.7685030979281103,-0.0009242215650074482,0.9716128388608956,0.026091964472827366,0.314994883779075,-0.010968248586184233,0.6729951461876851,0.0038727999981692106,0.8815415452790576,0.012298309599997188,0.6366245555906214,0.008978090372692434,0.7301879692347757
return_autocorr_1,30m,0.052962783287368996,0.04114681885208939,0.01356516166054079,0.6011976400318946,0.007632700909550103,0.7687677173163675,-0.009148244458302646,0.7245658412715825,-0.027987337766167908,0.2811165385992909,-0.02583917996447517,0.31970782301788153,-0.014362383459392846,0.5805005164582405,-0.011624665738384877,0.6546581194567529,-0.007631632905052066,0.7694056857604334,-0.007199290018574403,0.782129939012426
up_volatility,30m,-0.09336859754813812,0.00031179690709632143,-0.015550683092014609,0.5490450062479102,-0.025949480573106535,0.31748256702387884,0.015204284753839847,0.5581136977792287,0.02794215160082206,0.28189430383203734,0.029912918990853927,0.24932012434350148,0.02992621808609014,0.24942914805912433,0.012236854301940173,0.6377418997457434,-0.008565266607807308,0.7421427624750438,0.008784858857154075,0.7357757332551178
down_volatility,30m,-0.08320221080320947,0.001321429431949185,-0.0266379703271272,0.30464554163443663,-0.02460672114794185,0.3431795062982918,-0.0018279315642465632,0.9438712368877954,0.03319835347943691,0.20103905771239192,0.0264329252774871,0.3087105946994132,0.030255258921625974,0.24425942242545226,0.0035941565179582807,0.8900082513690228,-0.008622030057482416,0.7404952082481424,-0.007308256388502343,0.7789173145014666
vol_asymmetry,30m,-0.04062469490199466,0.11737581111538388,0.0329933075175231,0.20353224485464838,-0.005833730190699304,0.8222163880640776,0.019079374088646916,0.46238061499042027,-0.018792037413911385,0.46930006253040074,-0.0009342480685074452,0.9713050100662761,-0.00029092081413218535,0.991068795912001,0.016737417082004297,0.5195396523446989,-5.599212890562352e-05,0.9982839247541315,0.053334970145628637,0.040347367225994704
garman_klass_vol,30m,-0.05205700287156517,0.044741555374727654,0.0043778193919656394,0.866052493037902,0.0026471613875376394,0.9187893303777235,0.013784220278910462,0.595459358856105,0.037232438682807116,0.15155313428705497,0.04799354495131431,0.06446173349994325,-0.00622439886658269,0.8107177586803781,-0.004276824582225548,0.8692893141275748,0.032278018784204755,0.21490360631050248,0.02269457691180094,0.38328378014213993
parkinson_vol,30m,-0.06086461919854981,0.01891296335567743,0.003634481516841235,0.8886329950257111,0.002550489993765351,0.9217453552773271,0.018171373788516885,0.4839581382231537,0.039147162366540006,0.13158757584971498,0.03858556690015082,0.13722011903621528,0.0005215591795222317,0.9839889891132786,-0.00453307989362084,0.8615342800340104,0.03499808435213959,0.1787005769302263,0.019628298645064445,0.4508254838630509
price_path_length,30m,-0.07278326932345774,0.004984919219591516,0.0015787084220257824,0.951497443205712,-0.024124612598404042,0.3527209892335232,0.015994350607127315,0.5378407206425544,0.0030783418248193136,0.905650547744649,0.03927667004271196,0.13031443443730154,-0.02178125088278289,0.4019282472163891,-0.006278466748947388,0.8091051379969598,0.026617680124956935,0.30648477590415335,0.011342833171195308,0.6630416114911719
efficiency_ratio,30m,-0.0038253996697537995,0.8828240643973237,-0.009671085791325805,0.7094253179207828,-0.0038397885457111753,0.8824258477353238,0.012082815444928181,0.6416439571278543,-0.036765523108333746,0.15675478041663773,-0.02149437477150217,0.407841067527261,0.005293272723539416,0.8386097498759442,-0.0019861488281134707,0.9390836422969114,0.012218511490645975,0.6388138355411298,0.016136286637630563,0.5353425548867156
path_length_over_range,30m,-0.033566404842875625,0.19578578406957636,0.006521260204102933,0.8016117994680355,0.0019388372598626476,0.9404718870838796,0.007707744664827176,0.7665598917678216,0.01085097384258667,0.6760860144236497,0.03057604592686743,0.23897510269298894,-0.00839564456043074,0.746659533144344,-0.010784338607245153,0.6781682984858464,0.01736683076471059,0.5046768610552334,-0.003982369963873196,0.8784200782918076
uptick_pct,30m,-0.022749818199042326,0.3806789498701778,-0.046540567755319395,0.07279025881625664,-0.013469135499710478,0.6038975169678326,-0.023624235742902587,0.3627995513939196,0.010142115413182797,0.6961561905813552,-0.01858633788850402,0.47417896319828223,-0.023806573740029098,0.35959256194965006,-0.025683240001957063,0.3229646605865494,0.012568615976830254,0.6292322498084522,-0.0183306035092066,0.4813215062764361
downtick_pct,30m,0.022749818199042326,0.3806789498701778,0.046540567755319395,0.07279025881625664,0.013469135499710462,0.6038975169678326,0.023624235742902587,0.3627995513939196,-0.010142115413182818,0.6961561905813552,0.01858633788850402,0.47417896319828223,0.023806573740029088,0.35959256194965006,0.025683240001957063,0.3229646605865494,-0.012568615976830242,0.6292322498084522,0.0183306035092066,0.4813215062764361
net_tick_direction,30m,-0.022749818199042326,0.3806789498701778,-0.046540567755319395,0.07279025881625664,-0.013469135499710478,0.6038975169678326,-0.023624235742902587,0.3627995513939196,0.010142115413182799,0.6961561905813552,-0.01858633788850402,0.47417896319828223,-0.02380657374002908,0.35959256194965006,-0.025683240001957063,0.3229646605865494,0.012568615976830243,0.6292322498084522,-0.0183306035092066,0.4813215062764361
kyle_lambda,30m,-0.06912972387022176,0.007659902870294201,-0.030398342093947775,0.2413999262658519,0.001970425227504919,0.9395038856640956,0.011066070579249397,0.6699356066194427,0.054135938748023624,0.036984133615434504,0.04771694555081639,0.06601754231183574,0.02291880080096776,0.37779375384614594,0.007806046212521185,0.7639026466526972,-0.024941261666886285,0.3379625480234417,0.028902983969780704,0.2668007242890602
amihud_illiquidity,30m,-0.019475459502404143,0.45298658300576633,-0.022582807200604054,0.38418635710184956,0.0006321244235101917,0.9805757813529048,0.01535903438512049,0.5541137736559938,-0.0323321657185973,0.21305128549169766,-0.015320407039343526,0.5552442531439687,0.001161399615906872,0.9643563986432014,0.001382371004724577,0.957580615757383,0.0017045678018332852,0.9477947654172652,0.017764106983589344,0.49497786151227485
roll_spread,30m,-0.09344762975219176,0.0003081369461470787,-0.033606051910267665,0.1952579761158581,-0.034409278891659414,0.18493633172650006,-0.0004658946881460449,0.9856831219860884,0.026509869539196915,0.30730395848046027,0.03134074179079854,0.22742565797186243,0.027353291092181375,0.29248912414318456,0.010776930020793003,0.6783770124423953,-0.012789280260091015,0.6232249030264299,-0.004931927707146175,0.8497420701362626
avg_notional_per_trade,30m,-0.011986339428206975,0.6441954982479366,0.00874458041269462,0.7361710086865709,-0.012306163900060552,0.6354963383420277,-0.010319537820237016,0.6910133181751219,-0.023673307227093477,0.36196512252259094,-0.003011662261516245,0.9076850032635198,0.026300151493967115,0.3114744553589628,0.020521238366182155,0.42971214895624954,-0.008280105931007878,0.7504372569190715,0.0032521228302238377,0.9005855792991961
volume_skewness,30m,0.02181734555507954,0.40051312437998765,0.0026960528052627974,0.9172669790427747,-0.003873261384805121,0.8814084515844121,0.01012575702309338,0.696524716392602,-0.019972515364743502,0.44184379202958723,-0.0024765289195569293,0.9240332132441439,-0.005754125576893077,0.8247772088934069,-0.009551274797049317,0.7132346559157059,-0.021839187305792887,0.4014737228445551,-0.027294022187196443,0.29435311819206356
volume_kurtosis,30m,0.03402933437380051,0.18968780469342603,0.0033593944958537456,0.8970133091263595,-0.003717121173691649,0.8861559269882303,0.014213405852383768,0.584052796521412,-0.02170023503992358,0.4033642575636832,-0.0002610184001280779,0.9919813502378709,-0.0005211954455486174,0.984000153653542,-0.01101598716875729,0.671654831972992,-0.010181259802067848,0.695726929059297,-0.02535706115001976,0.32996810697999146
trade_size_p25,30m,-0.018814800442650704,0.46846210206643485,-0.00034981688089220366,0.9892463028317311,-0.016601103127998118,0.52252633244705,-0.0169838368473038,0.5129825921426465,-0.012965378849410642,0.6176172384123807,-0.008542589056650321,0.7422135688556937,0.007295093687231703,0.7789412733056593,0.0014105323259842252,0.9567172973584914,-0.04938893748483357,0.05765681599511948,-0.011406029190660543,0.66128090861746
trade_size_p75,30m,-0.02864116190152414,0.269702560050509,-0.013242959499567825,0.6098671138462621,-0.014177879532170347,0.5849931196522721,-0.0010837868643722565,0.9667032575266824,-0.04772133281304068,0.06599262583519255,-0.00761565939626212,0.769344923733139,0.04107677901298816,0.11383470394915282,0.028212674173525323,0.27758398516084776,-0.021457402920649064,0.4097567433247655,-0.009757791282929045,0.707788737530038
trade_size_iqr,30m,-0.02743659704083857,0.29037037609252353,-0.01433284111559306,0.5807692570748508,-0.013030814064312154,0.6157243875223803,-0.0023050290946400377,0.9292558370439236,-0.04710314234482055,0.06958060449115025,-0.007144812914225863,0.7832378653776872,0.04083647299634823,0.11596641959206457,0.026979113908545235,0.29914364744146166,-0.017873374568504807,0.49232778454461606,-0.01179073585183182,0.6506032498393726
first_half_return,30m,0.05427691689899769,0.03636794808299484,-0.03117891711815721,0.22952195521905358,-0.0147678536503753,0.5694694183929258,0.025964236967449192,0.3172073550613336,-0.006237364188029924,0.8102053577792441,-0.04970572173396013,0.05549053023343604,-0.013432876671638613,0.605237344556724,0.021837570711568707,0.4007120360390044,-0.006253800671493828,0.8101559630161396,-0.028840286865806544,0.2678400233899759
second_half_return,30m,-0.037168844287505186,0.15197754334810337,-0.07133635212026275,0.005922529495374445,0.055450330354069224,0.03256690995721505,0.005181700856101063,0.8418083440006945,0.04388536948058198,0.09092398123289189,-0.018989930503681487,0.464632612489988,0.033494846225983754,0.19734529714722154,0.023695450233286192,0.36184021285088597,0.015932050524669422,0.5405215010355948,0.01163726302636914,0.6548545098551493
intracandle_reversal,30m,0.050152077860592045,0.053170108721197554,0.02010135249062695,0.438595265068522,0.0011244079906601008,0.9654560363780595,-0.03938881136505048,0.129090663734979,0.010957734499277116,0.6730826578682729,-0.007435984789396505,0.7746380020380657,-0.054555071611223846,0.03566778709656952,0.007387407691482807,0.7762179289052984,-0.03665254774153102,0.15901868654068854,-0.03243385413253202,0.2126965581474972
ofi_first_half,30m,0.012349098624922783,0.6342032139458277,-0.006589592179239569,0.7995770311383947,0.004395459671374377,0.8655627526275541,0.01213595531854901,0.6401790462609227,-0.019228625583118678,0.4590373091099065,-0.02576075461877539,0.3211793105670861,-0.0076720725684398805,0.7678374890411978,-0.012602276311269528,0.6277328058380756,-0.007347949916821904,0.7777479753112151,-0.006788434249731226,0.7942760801756386
ofi_second_half,30m,-0.010502820061850677,0.6857152969861232,-0.04848588854020185,0.061591876864805745,0.03151419626271973,0.2247058639854331,0.01168443278629269,0.6526702928131882,0.03940678614848632,0.12904494886807183,0.00823281077985362,0.751247149848914,0.006231892358909301,0.8104942108072254,0.013435936661489954,0.6051551401906838,0.0062981815034380585,0.8088346744213529,-0.006741272974473171,0.7956735651866055
ofi_shift,30m,-0.016491771230743923,0.5251296571201676,-0.021011000239970302,0.4181547988563282,0.019787410964078742,0.44593400894436536,0.0034592646124984258,0.8940049732066806,0.04245867666341861,0.10193705165466768,0.027250696940125312,0.29397785747185723,0.010031000364578461,0.6995150428592734,0.01756029358295625,0.49921576407013013,0.009846391189140805,0.7052589260509485,-0.004077160819274048,0.8755494421675102
volume_entropy,30m,0.01062658835903796,0.6822126643752136,0.0005478857255507587,0.9831582219689647,0.0006684390957914879,0.9794601264984832,-0.014749306356152951,0.5699544399286693,-0.02346657613955257,0.3661736847396618,-0.008650503980502202,0.7390748551399273,-0.006289878390793965,0.8087648792837887,0.010280875232953771,0.6924071933440465,0.006721811889023082,0.7962504281146602,0.026768275619962777,0.3037552820472769
inter_trade_entropy,30m,0.0023854073657505297,0.92677114007853,-0.025827895364070923,0.3195930754640678,-0.008108456501938456,0.7548031772083199,-0.006567181077721506,0.8003101015392253,-0.04759701090391344,0.06670168956648734,-0.0472332859417346,0.06881224146110401,0.001206048349114067,0.9629870836724814,-0.008793049882363327,0.7351076847272193,-0.012852042526118553,0.6215208097440447,-0.02364929075345999,0.36358809735305386
side_sequence_entropy,30m,-0.013727974602141356,0.5968380881583797,-0.01453167790513485,0.5755315203498554,-0.021996454816780905,0.3968150779137941,-0.03210534640758537,0.21612576949865456,-0.039512986962639635,0.1280159253195109,-0.03389898007841582,0.19168996349357814,0.003154324138665442,0.9033979188254392,0.004325780535267599,0.8678067693780275,-0.0004800327123168826,0.9852885347542198,-0.007747872023997487,0.7659950579336566
price_tick_entropy,30m,-0.01966226209967584,0.4486637243196603,0.0009211696232688102,0.971687468396779,-0.05717959252871484,0.02751408793120825,-0.023441096817084853,0.36653291048924486,0.019568251302979567,0.4511414786018729,0.027238080433946245,0.29420151411377216,0.012859862100145341,0.6207181425034296,-0.007429122902334361,0.7749881922336418,0.019670095140054078,0.4498617711407311,0.02905863959337652,0.2642324897003282
vpin,30m,-0.02720677955422595,0.2944314124470535,-0.059139702221347214,0.02257199065512588,-0.0037631402959643658,0.8847562739283683,-0.006980754916249705,0.7880253773149377,-0.01574694791432784,0.5442848663249414,-0.02132142273588222,0.4116249936165519,-0.0034884405022132404,0.8932238152105446,-0.0029829024810881415,0.9086241065546454,-0.032912929313394054,0.206014071863131,-0.01614506921257223,0.5351204110556131
toxic_flow_ratio,30m,0.008078078620415685,0.7556128006289878,0.007043722624691784,0.7860892157756796,-0.01842655667649844,0.4778394691267298,-0.0040217953935855425,0.8768961892471326,-0.007399089589251402,0.7757262119075947,-0.03193195573398219,0.2187729059999824,0.013169004337712838,0.6123447906003147,0.014775473966731924,0.5696609586097341,-0.01188306434112882,0.648051161697629,-0.01685062627202037,0.5174272956836468
effective_spread_bps,30m,-0.061187804225616545,0.018288288345933573,0.010058745571651515,0.6983377280416676,-0.008114365833122467,0.754630216342555,0.013841145148002873,0.5939406261272437,0.04262054675499119,0.100636541884147,0.034583983442512095,0.18286211864732807,4.0264393973459683e-05,0.9987638667938313,-0.003280295362824871,0.8995600437637188,0.03875849629227792,0.13639253614372768,0.02703186808608118,0.29901670195485536
price_impact_asymmetry,30m,0.013808456712864913,0.5946883848544778,0.01692984811622726,0.5141815796245016,0.015845962823056912,0.541619987329857,0.018798234864619075,0.4690036420491268,-0.014916873113888604,0.5657106728915988,-0.01286539910171795,0.6203318043134946,0.018512171368639578,0.4762426191180317,0.018500688654185988,0.47651625705593337,-0.016910142060153698,0.5159487856381662,0.01035439382848942,0.6908173450097943
size_clustering,30m,-0.03420703508782567,0.1873845435979361,-0.0353105290557473,0.17354175280182085,-0.020656212555943285,0.4262155229424571,-0.0385638415022794,0.13730913000292955,-0.0519718811399484,0.045237479292984585,-0.038860610836887355,0.1344387700998768,-0.004529627158185133,0.8616386830552878,-0.006390308201805586,0.8057719477501619,-0.028236121838989752,0.2779974238741865,-0.027266894004901718,0.29483344227988834
price_clustering,30m,0.019063808423590026,0.4625951722370435,0.01954164563952806,0.45145226730134025,0.006760169498895642,0.7945712641445976,0.0011093492607308203,0.9659183862620893,0.015775461499193507,0.5435560969960078,0.03484345733277849,0.17959802104297867,0.018697581299650247,0.4718361520136945,0.012755527661650955,0.6235553111777306,0.03927042793234537,0.13128673440507652,0.045475660184844204,0.0805114666929625
temporal_clustering,30m,-0.014907900783842062,0.5656825591202429,0.0068694894092336325,0.7912566574796656,0.012294990324045933,0.6358032976535808,0.023669922649594832,0.361871925403329,0.036406277651790345,0.16084813840390183,0.041321249043639145,0.11145615406615969,-0.005748809250856619,0.8249364781350699,-0.004677839548847014,0.8571592675046451,0.020237699954649285,0.4368903854174414,0.019860767419874557,0.4454802192925118
volume_autocorr,30m,0.03912999369915842,0.13149684904423575,0.03595627582786617,0.16580338902330916,-0.004085167615849421,0.874972233699911,-0.017130898646881488,0.5093397757097101,-0.011455325836141804,0.6591538369227382,-0.021832950056114686,0.4004937779345319,0.03400591428145482,0.19059086477364243,0.0371225971930012,0.15304200673995005,0.029517985746410416,0.2567530102097683,0.027706583923834044,0.2871130027863427
volume_acceleration,30m,-0.018268777901474447,0.4814699290537731,-0.01960818927937405,0.44991262916923047,-0.023823833718536462,0.3587578585749552,0.005201883841615712,0.8412003563246989,-0.0005917632904077806,0.9818219243041723,0.0012453074237273936,0.9617573670551756,0.015571156321533143,0.5490582827677137,-0.0025864902423530125,0.9207244226314227,0.006092437247102745,0.814964541048247,0.038058816488113316,0.14361679161673968
ofi_acceleration,30m,-0.016491771230743923,0.5251296571201676,-0.021011000239970302,0.4181547988563282,0.019787410964078742,0.44593400894436536,0.0034592646124984258,0.8940049732066806,0.04245867666341861,0.10193705165466768,0.027250696940125312,0.29397785747185723,0.010031000364578461,0.6995150428592734,0.01756029358295625,0.49921576407013013,0.009846391189140805,0.7052589260509485,-0.004077160819274048,0.8755494421675102
price_acceleration,30m,-0.05403554755590161,0.03720847321864457,-0.012092927486194116,0.6412527300594162,0.031698846428097976,0.22200008788095604,-0.014082876535120793,0.5875111392305681,0.03750304439997351,0.14859917830471384,0.02970739782746182,0.2525888860062075,0.00929691790450139,0.7205470834889061,-0.025499399470944574,0.3264414901233096,0.017583250688664953,0.4993808639754684,0.017277850411596973,0.5068628423734627
price_curvature,30m,0.04825660115135607,0.06283282602013417,-0.004079849206735951,0.875091937709296,0.020538141408757062,0.42886507051352046,-0.012628264376887029,0.6266746958185652,0.007221259537803747,0.7809773777267778,-0.004648568741105372,0.8579487253908469,-0.012919185608948551,0.6191074634457019,-0.024916527083087392,0.33762488056690476,0.00786510453947286,0.7625598655752951,-0.0005331855531607729,0.9836597865928614
vol_of_vol,30m,-0.09227609330483252,0.0003667400691467842,-0.02407525301188427,0.3535450684279666,-0.027039630967900838,0.29757159662455923,0.001791339617687481,0.9449930369510837,0.030413647598727347,0.24148015835545986,0.013275679234692922,0.609225517876655,0.035819699259343626,0.16799141571788218,0.03172028974654025,0.22215521784791434,-0.009165424602986331,0.724784362072955,0.004053983444184661,0.8762511937353299
absorption_ratio,30m,0.00782864139382767,0.7629295641352538,0.03166864602996006,0.2222852212096891,0.004000976218093984,0.8775284103271275,0.004710137961347864,0.8560396717831611,-0.005998120399239772,0.8173542731731173,0.03185125846442792,0.21993983311984772,-0.008357759398502543,0.7477638076067543,-0.001551207599429721,0.9524055111284373,0.017744960607857792,0.49544300311464123,0.00997039497311576,0.7017236856020983
aggression_imbalance,30m,0.0025677277215182537,0.9211917167523077,-0.028291674928206716,0.2755924033891667,0.014321846259991968,0.581186914226952,0.01130768128535228,0.6631681940345662,0.014493630339775779,0.5767889710751761,-0.011899791155231872,0.6468110379339287,-0.020963400275644348,0.41983761669141473,-0.014965631750966504,0.5647038260989212,-0.01891781475389017,0.46738484692472737,-0.039482760674169406,0.12921295987793605
response_asymmetry,30m,0.015941886295188994,0.5390386870384639,-0.002031291409585691,0.9376179455418707,0.019234000652149807,0.45876028825380916,0.011715063822109087,0.6518197591273411,0.005611692908413211,0.8289331033607912,-0.00012516468241600924,0.9961548122752221,0.01739556669248862,0.5032502279410137,0.012580646065670985,0.6283233920227647,-0.030475833909715287,0.2416321504353073,-0.02279988604358136,0.3810797665843657
max_up_sweep,30m,-0.019827178094813304,0.4448668716678147,0.0002083404902379605,0.9935952940231246,-0.005777626213211019,0.8238980173719797,0.0046651146971909,0.8574009573706898,0.018732317979092063,0.4707136590413288,0.002787172649819508,0.9145387618096363,0.014417046980379884,0.5790606104708537,0.01276272836590776,0.6233593222587153,-0.02354355891333704,0.3657376634437164,-0.021765800665508265,0.4030580439420751
max_down_sweep,30m,-0.019210349498188048,0.4591617154847836,0.004531533726781346,0.8613960588496136,0.006185429182538452,0.8116936354776821,0.007357814749883815,0.7768708939249811,0.034789854032749826,0.18026876251910898,0.021384606175088087,0.4102402303025011,-0.018127931141508704,0.48544579397869464,0.004504832485743203,0.8623884895007673,0.01704267034441096,0.5126643588200233,0.014406557721968898,0.5799780012365356
sweep_count,30m,-0.013139909601459918,0.6126515358332182,0.0072817488866012275,0.7790450174348482,-0.0016258848761168902,0.9500667143519211,0.0042845613535148755,0.8689235851770184,0.032184356438955224,0.21515174762637146,0.011078345492637231,0.6696959254305173,-0.0010087647207756567,0.9690382686793032,0.0098833718207547,0.7037268732751465,-0.009814742576073305,0.7061622234927517,-0.009007117699960158,0.7293497991054705
hurst_exponent,30m,0.06032984454328569,0.019987594001390743,0.015537197775214825,0.5493915635830563,-0.008071235793089809,0.7558928762512858,-0.007739626423103218,0.7656224858164731,-0.008719581143457927,0.7370680140498931,-0.017286123258707316,0.5056529859720447,-0.019721897877199093,0.4479012869424556,-0.011634614443225501,0.6543817618870528,0.02766706340107833,0.2878013086914755,0.019682068295737442,0.4495859180557401
fractal_dimension,30m,0.08998467694020881,0.0005125923256054783,0.0293546909727574,0.25794699958809747,0.012245048855042587,0.6371760479496866,-0.012225058134650557,0.6377258856403537,-0.03150044547095286,0.22506463659676393,-0.022941110231290276,0.3770074932144212,-0.042947685570848104,0.0982754395449819,-0.021056479327007743,0.4177760430979366,0.011588850685342319,0.6561978824853522,0.007523866187461676,0.7725717088941497
sub_regime_trending_pct,30m,-0.013287128808167683,0.6086753752204869,-0.0023593363343065066,0.9275692743067591,0.020655077267523685,0.42624095360966974,-0.014301566822110204,0.5817223628851973,0.010405147276744308,0.6886831235952655,0.014188781941705917,0.5848310862245814,0.004448664193142507,0.8640875110382723,-0.007282562705203328,0.7793111582175869,0.013317259454133352,0.6089530825632858,0.009215944872351665,0.7233294464099144
sub_regime_transitions,30m,-0.03657304931530979,0.15865714643590254,-0.039104938957077104,0.13174429541624844,0.035881480917624234,0.16682909586067857,0.01596609682678549,0.5385592913504024,-0.04016183966458971,0.12186676590211958,-0.03885767779944064,0.13446819864705994,-0.018090407246377872,0.48634967817345426,0.012127846664867367,0.6407406069167467,0.02708202803712625,0.2981205927314043,0.020656999274922403,0.42744798162426056
