symbol,state,horizon,threshold,n_state,p_up,p_down,p_big,skew_ratio,p_up_base,p_down_base,uplift_up,uplift_down
2ZUSDT,S06_compress_vol,24h,200bp,14,0.07142857142857142,0.5,0.5714285714285714,0.14285714285714285,0.2674946581196581,0.452991452991453,0.26702802938449466,1.1037735849056605
2ZUSDT,S06_compress_vol,24h,300bp,14,0.07142857142857142,0.5,0.5714285714285714,0.14285714285714285,0.1893696581196581,0.406383547008547,0.3771912149909329,1.2303647716069668
2ZUSDT,S07_compress_oi,12h,100bp,38,0.21052631578947367,0.7894736842105263,1.0,0.26666666666666666,0.3182651991614256,0.46750524109014674,0.6614807913154643,1.688694831248525
2ZUSDT,S07_compress_oi,12h,200bp,38,0.21052631578947367,0.7631578947368421,0.9736842105263158,0.27586206896551724,0.22877358490566038,0.3417190775681342,0.920238741182854,2.2332902809170165
2ZUSDT,S07_compress_oi,12h,300bp,38,0.21052631578947367,0.6578947368421053,0.868421052631579,0.31999999999999995,0.1405922431865828,0.2304769392033543,1.4974248295482415,2.854492684240448
2ZUSDT,S07_compress_oi,24h,100bp,38,0.23684210526315788,0.7631578947368421,1.0,0.31034482758620685,0.35884081196581197,0.5044070512820513,0.6600199792372632,1.5129802265791563
2ZUSDT,S07_compress_oi,24h,200bp,38,0.21052631578947367,0.7631578947368421,0.9736842105263158,0.27586206896551724,0.2674946581196581,0.452991452991453,0.7870299813437738,1.6847070506454818
2ZUSDT,S07_compress_oi,24h,300bp,38,0.21052631578947367,0.7105263157894737,0.9210526315789473,0.2962962962962963,0.1893696581196581,0.406383547008547,1.1117214757627496,1.7484130964941107
2ZUSDT,S03_oi_surge,12h,100bp,189,0.48677248677248675,0.35978835978835977,0.8465608465608465,1.3529411764705883,0.3182651991614256,0.46750524109014674,1.5294555862690895,0.7695921417894512
2ZUSDT,S03_oi_surge,12h,200bp,189,0.31746031746031744,0.2751322751322751,0.5925925925925926,1.1538461538461537,0.22877358490566038,0.3417190775681342,1.3876615938471608,0.8051416885772713
