state,target,real_uplift,shuffle_mean,shuffle_std,shuffle_p95,shuffle_p99,real_exceeds_p99,symbol
S06_compress_vol,big_B_24h,0.0,0.34768596680319036,0.1424916262179247,0.5649493425307178,0.6456563914636776,0.0,ARCUSDT
S07_compress_oi,big_A_k3.0_24h,0.0,0.612,1.0012272469324834,2.25,2.25,0.0,ARCUSDT
S07_compress_oi,big_B_24h,0.6829057986635051,1.1998034059064453,0.10025335775968962,1.3658115973270102,1.427893942660056,0.0,ARCUSDT
S01_fund_high,big_A_k3.0_24h,1.3604651162790695,1.1122420718816066,0.18296294363605842,1.4223044397463,1.545983086680761,0.0,ARCUSDT
S01_fund_high,big_B_24h,0.96404825892436,1.0630841687376122,0.014433176807416435,1.0869004264333049,1.0954659525568453,0.0,ARCUSDT
S03_oi_surge,big_A_k3.0_24h,0.9790794979079496,4.379912133891213,0.5251876336528043,5.262552301255229,5.754539748953973,0.0,ARCUSDT
S03_oi_surge,big_B_24h,1.2967157652826997,1.2352298260788783,0.023119248804583863,1.2730777174780672,1.28999580597824,1.0,ARCUSDT
S09_stall_fund,big_A_k3.0_24h,1.1470588235294117,0.4042235294117647,0.2799722227942125,0.9176470588235293,1.1470588235294117,0.0,ARCUSDT
S09_stall_fund,big_B_24h,0.8228954008850792,0.9366955048628635,0.03400641515810017,0.993804445684288,1.0128576391970887,0.0,ARCUSDT
S10_thin_move,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,ARCUSDT
S10_thin_move,big_B_24h,0.6456563914636776,0.7851181720198319,0.2348840804292422,1.2913127829273552,1.2913127829273552,0.0,ARCUSDT
S06_compress_vol,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,ASTERUSDT
S06_compress_vol,big_B_24h,0.0,0.10143396226415095,0.10348334024756432,0.24150943396226415,0.36226415094339626,0.0,ASTERUSDT
S07_compress_oi,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,ASTERUSDT
S07_compress_oi,big_B_24h,0.0,0.0,0.0,0.0,0.0,0.0,ASTERUSDT
S01_fund_high,big_A_k3.0_24h,,,,,,,ASTERUSDT
S01_fund_high,big_B_24h,,,,,,,ASTERUSDT
S03_oi_surge,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,ASTERUSDT
S03_oi_surge,big_B_24h,0.8920954201645749,1.090680009974233,0.10521683300098139,1.2447843072063836,1.3072309866179035,0.0,ASTERUSDT
S09_stall_fund,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,ASTERUSDT
S09_stall_fund,big_B_24h,1.920953326713009,1.2699360476663357,0.16601822148809922,1.5491559086395235,1.6111221449851043,1.0,ASTERUSDT
