,tgt_ret_1,tgt_ret_2,tgt_ret_3,tgt_ret_5,tgt_ret_10,tgt_ret_magnitude_1,tgt_ret_magnitude_3,tgt_ret_magnitude_5,tgt_cum_ret_3,tgt_cum_ret_5,tgt_cum_ret_10,tgt_max_drawdown_long_3,tgt_max_drawup_long_3,tgt_max_drawdown_short_3,tgt_max_drawup_short_3,tgt_max_drawdown_long_5,tgt_max_drawup_long_5,tgt_max_drawdown_short_5,tgt_max_drawup_short_5,tgt_max_drawdown_long_10,tgt_max_drawup_long_10,tgt_max_drawdown_short_10,tgt_max_drawup_short_10,tgt_sharpe_5,tgt_sharpe_10,tgt_ret_risk_adj_1,tgt_ret_risk_adj_3,tgt_ret_risk_adj_5,tgt_realized_vol_5,tgt_realized_vol_10,tgt_range_bps_1,tgt_range_bps_3,tgt_range_bps_5,tgt_trend_strength_5,tgt_trend_strength_10,tgt_best_long_entry_pct,tgt_best_short_entry_pct,tgt_slippage_long_bps,tgt_slippage_short_bps,tgt_fwd_spread_bps_1,tgt_fwd_spread_bps_3,tgt_recovery_time_5,tgt_recovery_time_10,tgt_inventory_cost_3,tgt_inventory_cost_5,tgt_inventory_cost_10,tgt_relative_ret_1,tgt_relative_ret_3,tgt_relative_ret_5,tgt_alpha_1,tgt_alpha_3,tgt_alpha_5,tgt_kelly_5,tgt_kelly_10,tgt_optimal_horizon,tgt_pnl_long_bps_1,tgt_pnl_short_bps_1,tgt_pnl_long_bps_3,tgt_pnl_short_bps_3,tgt_pnl_long_bps_5,tgt_pnl_short_bps_5,tgt_pnl_long_bps_10,tgt_pnl_short_bps_10
open,-0.013969700024892825,-0.01203703399584563,-0.011972704868163458,-0.012204156727072441,-0.01192890624684496,0.12293316941391455,0.12478740600347174,0.12582878682820162,-0.02640707769995261,-0.04099253947995019,-0.05859897835971659,-0.1309078997377345,0.09220713946515502,-0.09220713946515502,0.1309078997377345,-0.13903621253281112,0.0849958222093983,-0.0849958222093983,0.13903621253281112,-0.1439780331431328,0.07070508600503975,-0.07070508600503975,0.1439780331431328,-0.03873335863629027,-0.058339322648420164,-0.015856958999190433,-0.011333736690585915,-0.013329631239010811,0.19773715173646356,0.2205014422543616,0.2223094020740982,0.2259686621560985,0.22738821088278027,-0.03278164879647783,-0.05685177038011822,0.01730975146588262,-0.017309721698569126,-0.017731538002951137,0.017731538002951137,0.20729951000251653,0.23992620628258962,0.0377951075178048,0.0512043932162917,0.18635230206647185,0.21267579980008594,0.2451370255736138,-0.03543667806071874,-0.03411011721970161,-0.03337754373677063,-0.03543667806071874,-0.03411011721970161,-0.03337754373677063,-0.039179141351336697,-0.04968089139949614,-0.03685960837292739,-0.013969700024892825,0.013969700024892825,-0.02640707769995261,0.02640707769995261,-0.04099253947995019,0.04099253947995019,-0.05859897835971659,0.05859897835971659
high,-0.013837461779696334,-0.012260664696801336,-0.01174537127946114,-0.012235263557517088,-0.01227448128052769,0.12686266200930757,0.12781347347108155,0.12804866545920396,-0.025835869468526843,-0.04031553732914099,-0.05770013606728532,-0.1337252100258769,0.0961473857363237,-0.0961473857363237,0.1337252100258769,-0.14138929175529139,0.0886340551779587,-0.0886340551779587,0.14138929175529139,-0.145787786528151,0.07402375980208108,-0.07402375980208108,0.145787786528151,-0.03819439249696092,-0.05755340405139287,-0.01580933117195637,-0.011359458849020258,-0.013520754806462285,0.20288632935773085,0.22560689039262358,0.22977343690263402,0.23133363390490755,0.23189865621710606,-0.03188392821934046,-0.05575851762777541,0.01679552793634356,-0.016795499541202373,-0.01716506904472991,0.01716506904472991,0.21397056549108898,0.24654066436489233,0.0371338402264844,0.05023796024107128,0.1915727427002303,0.21805687505238505,0.25036542046893956,-0.03590422966080889,-0.034686732547005494,-0.034335476205268736,-0.03590422966080889,-0.034686732547005494,-0.034335476205268736,-0.038606896589551465,-0.04886219185139354,-0.036823123301399655,-0.013837461779696334,0.013837461779696334,-0.025835869468526843,0.025835869468526843,-0.04031553732914099,0.04031553732914099,-0.05770013606728532,0.05770013606728532
low,-0.015637499154112423,-0.013624158943804723,-0.012834586435966824,-0.013337840067215948,-0.0118300207278231,0.11702504392037985,0.12106375036151942,0.12257852078658782,-0.02795878955507629,-0.042495414430793514,-0.059635661390606644,-0.12591408988511207,0.08660656723143022,-0.08660656723143022,0.12591408988511207,-0.134402807663367,0.0801198591943583,-0.0801198591943583,0.134402807663367,-0.13980033765089606,0.06665588323828804,-0.06665588323828804,0.13980033765089606,-0.04024780994309399,-0.05947562038883408,-0.016420840479189572,-0.011829390651827662,-0.013951326541130562,0.190399721586882,0.21369329952445457,0.21147712278710376,0.21864845746854905,0.22137281576180462,-0.03408751141519675,-0.057190347730749456,0.017846770648347624,-0.017846742678131834,-0.017729122340876764,0.017729122340876764,0.19722106839687314,0.22990359294447094,0.0388929472350317,0.05223398269211171,0.17868489999880327,0.205103090501703,0.23810360882893727,-0.03855361774527225,-0.0366620550549057,-0.03630545438255357,-0.03855361774527225,-0.0366620550549057,-0.03630545438255357,-0.04023925220177736,-0.05058607487793078,-0.03742592851917586,-0.015637499154112423,0.015637499154112423,-0.02795878955507629,0.02795878955507629,-0.042495414430793514,0.042495414430793514,-0.059635661390606644,0.059635661390606644
close,-0.015218001486276247,-0.01378667060826721,-0.012274949433164498,-0.013016166703821603,-0.012319027263276924,0.12122452531703903,0.12462096869907588,0.12542660261934155,-0.027453575744365088,-0.041694550869493495,-0.05862194144885648,-0.1299624309824417,0.091015164148477,-0.091015164148477,0.1299624309824417,-0.13792538688614564,0.08419236872999908,-0.08419236872999908,0.13792538688614564,-0.1427576321967092,0.07035857216294195,-0.07035857216294195,0.1427576321967092,-0.0397059012101114,-0.05870323360974126,-0.016689452700464406,-0.011552788729804416,-0.013973164030424264,0.1961976972529364,0.21943356435583755,0.21986028518060244,0.22484789410856942,0.22653078210630959,-0.03308243836884287,-0.05627209583514261,0.017826357338758876,-0.01782632967838804,-0.017170464704718547,0.017170464704718547,0.20475939295374726,0.23748632227318267,0.03820367043526117,0.05116382368080459,0.18452376765054823,0.21107510065968815,0.2439405497178002,-0.03818904960476703,-0.036264092209312974,-0.03635714374906739,-0.03818904960476703,-0.036264092209312974,-0.03635714374906739,-0.03972141380451197,-0.049803003631210714,-0.03696334993222512,-0.015218001486276247,0.015218001486276247,-0.027453575744365088,0.027453575744365088,-0.041694550869493495,0.041694550869493495,-0.05862194144885648,0.05862194144885648
range,0.012313072780941813,0.005845809286060555,0.00898593376273108,0.00787758808952087,-0.006660860226995461,0.3016679460227458,0.23232702325418508,0.196332025896803,0.014759726248394283,0.004568744586552516,-0.00460778892140027,-0.25956368527941476,0.2675445096340407,-0.2675445096340407,0.25956368527941476,-0.2452315281645845,0.2391237001396253,-0.2391237001396253,0.2452315281645845,-0.21939829227283902,0.20477098190177181,-0.20477098190177181,0.21939829227283902,0.00999477934048137,0.004518238028069326,0.0035022489018693647,0.0021829675844422035,0.0030937832610704596,0.4105746394473967,0.41150997487285473,0.5780360747319496,0.4435793459201376,0.3851689844226316,0.009713241766212674,-0.0033655848633408355,-0.017759222995116734,0.017759249004335034,0.00920745105787288,-0.00920745105787288,0.5283079199972178,0.5478164035872024,0.0007905053588072622,-0.007346280807537118,0.41425214342254957,0.4342964968596481,0.43569283321996866,0.015361043871496489,0.012782487724853192,0.014052565689498812,0.015361043871496489,0.012782487724853192,0.014052565689498812,0.0021526740141258045,0.0052301022562312545,-0.007030723275905994,0.012313072780941813,-0.012313072780941813,0.014759726248394283,-0.014759726248394283,0.004568744586552516,-0.004568744586552516,-0.00460778892140027,0.00460778892140027
return,-0.030065947656223013,-0.04031322218148761,-0.003538295651436806,-0.0182607742153697,-0.005528517815462331,-0.03952373257518593,0.0015375615081005818,-0.0011416911830979695,-0.02196602933559,-0.010309237921283744,0.006848614545338659,0.01761372679557963,-0.020833964677290463,0.020833964677290463,-0.01761372679557963,0.019985776964982428,-0.007185011118164928,0.007185011118164928,-0.019985776964982428,0.022391518546200938,0.0038271103925551784,-0.0038271103925551784,-0.022391518546200938,-0.021517153294427178,-0.0006843194458929919,-0.023079048632562126,0.0005884659109129453,-0.01563797561235036,-0.022702963346480327,-0.012220282694831507,-0.05189234340943901,-0.017237680314256557,-0.0015990419541266419,-0.0013458956917879621,0.015497905081825268,0.016045351995320856,-0.01604539967594508,0.011444133882292788,-0.011444133882292788,-0.054881430949307614,-0.04709382007284792,0.006883247630351819,-0.005295644942607756,-0.03333613869933976,-0.02451998053308858,-0.017492405573821188,-0.0618815121976,-0.04194173963945139,-0.06237042802851502,-0.0618815121976,-0.04194173963945139,-0.06237042802851502,-0.01067359604106102,0.004322460860851869,0.0040378373298682714,-0.030065947656223013,0.030065947656223013,-0.02196602933559,0.02196602933559,-0.010309237921283744,0.010309237921283744,0.006848614545338659,-0.006848614545338659
total_volume,0.012537946570579701,0.008948142553967286,0.01022978260936957,0.015993445224134244,0.008186215095607153,0.27095918465151225,0.19689006171549403,0.16962929540436852,0.02077065381826075,0.018765646280258785,0.026189246046566042,-0.23618987518352866,0.24464730177567784,-0.24464730177567784,0.23618987518352866,-0.21933301165680358,0.22368059555483966,-0.22368059555483966,0.21933301165680358,-0.18341448068003577,0.1994160585720088,-0.1994160585720088,0.18341448068003577,0.019912855322319727,0.029960626638341283,0.0050366866928735435,0.0038527274597529265,0.011682683950187584,0.369047311204873,0.36694553076413605,0.5355836954627178,0.39156261829704636,0.3420754689442297,0.02285832927781013,0.029762484107186665,-0.012123108863218797,0.012123110208777018,0.0027253398517256317,-0.0027253398517256317,0.49172905291045493,0.5000731989745834,-0.010080240664326945,-0.025329642286445905,0.367259438598379,0.3860333726614614,0.37820732602754287,0.010436970506515141,0.009844967145905638,0.01643670547953038,0.010436970506515141,0.009844967145905638,0.01643670547953038,0.015142489058030931,0.022342511229703054,0.008547434176816446,0.012537946570579701,-0.012537946570579701,0.02077065381826075,-0.02077065381826075,0.018765646280258785,-0.018765646280258785,0.026189246046566042,-0.026189246046566042
total_notional,0.007921886335197961,0.0053626534792575445,0.006603306645885397,0.010149868157644968,0.003618087350349763,0.2748793676693498,0.20893537313860572,0.18465680939862553,0.01327030299775776,0.007281539019109023,0.00952351539903421,-0.24573300070855417,0.24446942424870033,-0.24446942424870033,0.24573300070855417,-0.23297642517632813,0.2244326472590087,-0.2244326472590087,0.23297642517632813,-0.2025354670844498,0.19952610210302654,-0.19952610210302654,0.2025354670844498,0.008025862620691385,0.012364089592075495,0.0005206928974450566,0.0004761405426731562,0.006016254664262207,0.38334979533351143,0.3875087952914057,0.5384676220003501,0.41197087103294566,0.3679946251859077,0.012481492408941896,0.012557600654168121,-0.006586935952731238,0.00658695030294456,-0.0016731519184639012,0.0016731519184639012,0.49537607523648813,0.5134160673983625,0.0002906933093477059,-0.011798818290384244,0.3783813985562279,0.4020886360317522,0.40341990454567517,0.0008248244381954958,0.0012123742523332823,0.005697024172824107,0.0008248244381954958,0.0012123742523332823,0.005697024172824107,0.0036180106681663253,0.01001236626405655,-0.0008762393236879551,0.007921886335197961,-0.007921886335197961,0.01327030299775776,-0.01327030299775776,0.007281539019109023,-0.007281539019109023,0.00952351539903421,-0.00952351539903421
total_trades,0.005866614645796763,0.002667273977979202,0.0036529213991395183,0.011749736471628752,-0.00015126107281522922,0.30430525474467857,0.22832287043255395,0.19442600978262548,0.006271953046820905,0.0035848433159214993,0.005471224686845928,-0.2716363164193791,0.265680923451153,-0.265680923451153,0.2716363164193791,-0.2532058864107914,0.2397480000102853,-0.2397480000102853,0.2532058864107914,-0.21910167533777714,0.20794267333362848,-0.20794267333362848,0.21910167533777714,0.007668098572383807,0.013489974168974425,-0.0025534128380748002,-0.0031080359277539946,0.006752733275877741,0.4164523741058364,0.41169853218445507,0.5927732774884953,0.4487898405757319,0.3900934506758071,0.012845561513178241,0.01280171243268196,-0.010557446036527345,0.010557469642231178,0.0023075896289232755,-0.0023075896289232755,0.5419536932526582,0.5592808097244935,1.03289985758782e-05,-0.013933159137625054,0.41630580364432124,0.4369429090077805,0.43156302162278753,0.0028823829490386707,0.0025808689405449133,0.01134103952466738,0.0028823829490386707,0.0025808689405449133,0.01134103952466738,-0.0003870326970279442,0.010993683669566162,-0.006475073348734305,0.005866614645796763,-0.005866614645796763,0.006271953046820905,-0.006271953046820905,0.0035848433159214993,-0.0035848433159214993,0.005471224686845928,-0.005471224686845928
buy_volume,0.0066110868858251185,0.006628322653847168,0.00960700927197708,0.01546991582493601,0.008143282894546694,0.2645023472649524,0.19360091235528828,0.16861367574839972,0.017205134703488657,0.01707966778957886,0.027075262857957822,-0.23392591689920406,0.2375043792946444,-0.2375043792946444,0.23392591689920406,-0.21706291552511817,0.21917344725094884,-0.21917344725094884,0.21706291552511817,-0.1810540939688645,0.19794442250321612,-0.19794442250321612,0.1810540939688645,0.016209604519245253,0.029873293650206127,-0.0007193635106418807,0.003664779563541615,0.011246842780221863,0.36486028672141574,0.36398617157282576,0.522853584722832,0.3866486374656317,0.3391552225839639,0.023273451812645497,0.03309787104395164,-0.007021475786865353,0.0070214801423674625,0.0013714561831187223,-0.0013714561831187223,0.47843848731803307,0.49044613569699824,-0.009050684597065348,-0.026388020567524,0.3592662884700525,0.37970654066841364,0.3736581428871807,0.004036445790068224,0.007664630785218022,0.014515248880389285,0.004036445790068224,0.007664630785218022,0.014515248880389285,0.01457727213088827,0.02313975588291096,0.008828936314848872,0.0066110868858251185,-0.0066110868858251185,0.017205134703488657,-0.017205134703488657,0.01707966778957886,-0.01707966778957886,0.027075262857957822,-0.027075262857957822
