,tgt_ret_1,tgt_ret_2,tgt_ret_3,tgt_ret_5,tgt_ret_10,tgt_ret_magnitude_1,tgt_ret_magnitude_3,tgt_ret_magnitude_5,tgt_cum_ret_3,tgt_cum_ret_5,tgt_cum_ret_10,tgt_max_drawdown_long_3,tgt_max_drawup_long_3,tgt_max_drawdown_short_3,tgt_max_drawup_short_3,tgt_max_drawdown_long_5,tgt_max_drawup_long_5,tgt_max_drawdown_short_5,tgt_max_drawup_short_5,tgt_max_drawdown_long_10,tgt_max_drawup_long_10,tgt_max_drawdown_short_10,tgt_max_drawup_short_10,tgt_sharpe_5,tgt_sharpe_10,tgt_ret_risk_adj_1,tgt_ret_risk_adj_3,tgt_ret_risk_adj_5,tgt_realized_vol_5,tgt_realized_vol_10,tgt_range_bps_1,tgt_range_bps_3,tgt_range_bps_5,tgt_trend_strength_5,tgt_trend_strength_10,tgt_best_long_entry_pct,tgt_best_short_entry_pct,tgt_slippage_long_bps,tgt_slippage_short_bps,tgt_fwd_spread_bps_1,tgt_fwd_spread_bps_3,tgt_recovery_time_5,tgt_recovery_time_10,tgt_inventory_cost_3,tgt_inventory_cost_5,tgt_inventory_cost_10,tgt_relative_ret_1,tgt_relative_ret_3,tgt_relative_ret_5,tgt_alpha_1,tgt_alpha_3,tgt_alpha_5,tgt_kelly_5,tgt_kelly_10,tgt_optimal_horizon,tgt_pnl_long_bps_1,tgt_pnl_short_bps_1,tgt_pnl_long_bps_3,tgt_pnl_short_bps_3,tgt_pnl_long_bps_5,tgt_pnl_short_bps_5,tgt_pnl_long_bps_10,tgt_pnl_short_bps_10
open,-0.039179498011395385,-0.03810291052176642,-0.03801790022274747,-0.03546917765103806,-0.04211130502951749,0.13560057592408908,0.13480476998443036,0.1338147012891643,-0.07031036871696536,-0.0786294227362971,-0.12321333918759098,-0.16192810932084395,0.07002949895095471,-0.07002949895095471,0.16192810932084395,-0.1684415284221971,0.0608630499413324,-0.0608630499413324,0.1684415284221971,-0.18356052067376064,0.02880128056608516,-0.02880128056608516,0.18356052067376064,-0.07373447803696837,-0.100447181983151,-0.03323157054907429,-0.03215187995026809,-0.02911082415913069,0.1831074685600637,0.22740795106083772,0.2252124810013373,0.22723649987199124,0.22354451405512896,-0.0784638446226214,-0.10946307361521669,0.03167078240412235,-0.03167078240412235,-0.03573765731510744,0.03573765731510744,0.20946026619916638,0.25239803945328765,0.059579784256933783,0.043464942903141186,0.1898300523829866,0.2189582633085789,0.2803120818888257,-0.07498205098766254,-0.0728192097530787,-0.06996365103012046,-0.07498205098766254,-0.0728192097530787,-0.06996365103012046,-0.05841645537290637,-0.07663428371690932,-0.07789888793268898,-0.039179498011395385,0.039179498011395385,-0.07031036871696536,0.07031036871696536,-0.0786294227362971,0.0786294227362971,-0.12321333918759098,0.12321333918759098
high,-0.037003722125990214,-0.038217397136469815,-0.03769669768962265,-0.03819493882782422,-0.04322814216860423,0.14037228907477453,0.13907209215403651,0.13503074645371219,-0.0693534340371144,-0.07828842664829934,-0.12218378638442454,-0.1640495647271788,0.07732611680792958,-0.07732611680792958,0.1640495647271788,-0.17062595161766014,0.06730156225986779,-0.06730156225986779,0.17062595161766014,-0.1842230071149639,0.03396281243133871,-0.03396281243133871,0.1842230071149639,-0.07360360842190737,-0.10016119874587977,-0.03128212705555,-0.031311253905087946,-0.0314844625977224,0.19001227581488875,0.2345203146831064,0.23415721178337254,0.23450444616208413,0.2291202815683903,-0.07961116543903939,-0.109132182800517,0.02846647378343551,-0.02846647378343551,-0.03296814250609048,0.03296814250609048,0.2168782150490164,0.2615907531929711,0.06018154254155365,0.04400502176736591,0.196963545811187,0.22536584773800797,0.2869827771918134,-0.07446538163442361,-0.07438254498585493,-0.07432882442180987,-0.07446538163442361,-0.07438254498585493,-0.07432882442180987,-0.058011891925664784,-0.07687349180152886,-0.0782916308878591,-0.037003722125990214,0.037003722125990214,-0.0693534340371144,0.0693534340371144,-0.07828842664829934,0.07828842664829934,-0.12218378638442454,0.12218378638442454
low,-0.03904724808308794,-0.037754735573143954,-0.04051080894935172,-0.03742101986225945,-0.044264417851271096,0.12788517207087402,0.13102424547094038,0.12974392670240403,-0.07132811375425153,-0.0791643897051131,-0.12619924606089405,-0.15170571729793295,0.06412194558915053,-0.06412194558915053,0.15170571729793295,-0.1588939325740467,0.05621035829730612,-0.05621035829730612,0.1588939325740467,-0.17588291998044736,0.024512483616388078,-0.024512483616388078,0.17588291998044736,-0.07533577135601181,-0.10296377393046746,-0.03286006226727648,-0.0320619535071632,-0.03200501481977825,0.17288471507027922,0.21811301159356097,0.20795839446051484,0.21656784269719254,0.21392742064534603,-0.07963635922267251,-0.11148005976238645,0.02940737639540003,-0.02940737639540003,-0.033557687201307654,0.033557687201307654,0.19413190424845428,0.23803434244924374,0.058717345596844085,0.04571985452352806,0.18250011637226973,0.20964947918863355,0.2720658728184498,-0.07848838436817959,-0.07919444629733632,-0.07555300204770046,-0.07848838436817959,-0.07919444629733632,-0.07555300204770046,-0.0592197252091472,-0.0802622823790927,-0.08088598058027031,-0.03904724808308794,0.03904724808308794,-0.07132811375425153,0.07132811375425153,-0.0791643897051131,0.0791643897051131,-0.12619924606089405,0.12619924606089405
close,-0.038099180482531386,-0.03829176618638844,-0.038669928827340404,-0.040797255969880854,-0.042886550616497585,0.13359782222497762,0.13482713175647446,0.13395200304793461,-0.06986326940881527,-0.07919263845897134,-0.12398209802169759,-0.1564203596256192,0.07170900271536869,-0.07170900271536869,0.1564203596256192,-0.1639524545242459,0.0631960886189749,-0.0631960886189749,0.1639524545242459,-0.17913452167218938,0.03022448094898136,-0.03022448094898136,0.17913452167218938,-0.07515770270445571,-0.10169836715055496,-0.03206636486542874,-0.03119097978375182,-0.033783178728048154,0.18217288895775008,0.2265950037054172,0.2203008722675199,0.22485738536491512,0.22318079578768524,-0.08039460809890665,-0.11075606315332535,0.02817308296338054,-0.02817308296338054,-0.03235518615578746,0.03235518615578746,0.2047365438697368,0.24934269221395447,0.06012555514404633,0.04493402217502718,0.18923983175639783,0.21800257355251124,0.2797793839329466,-0.0767930674416135,-0.07709784695281247,-0.07835090543416198,-0.0767930674416135,-0.07709784695281247,-0.07835090543416198,-0.059127281002471256,-0.07897578152310243,-0.07992451139079336,-0.038099180482531386,0.038099180482531386,-0.06986326940881527,0.06986326940881527,-0.07919263845897134,0.07919263845897134,-0.12398209802169759,0.12398209802169759
range,-0.006302303737803904,-0.008877663847087311,-0.0033184147875426995,2.6003926491489815e-05,-0.04132065845779632,0.24001130611318572,0.16760928638638004,0.12070251347076887,-0.021761247262737225,-0.01689466204596561,-0.03616478562398267,-0.22597994974810237,0.19145367657148496,-0.19145367657148496,0.22597994974810237,-0.21192183355529953,0.16679308654052466,-0.16679308654052466,0.21192183355529953,-0.17584215646185244,0.12383842397060837,-0.12383842397060837,0.17584215646185244,-0.004046972863188221,-0.024967252564126127,-0.0074079779762617785,-0.0027661810649973933,-0.002946835181368727,0.30409003979472604,0.3018581270521901,0.4430284493745496,0.34873311446811955,0.29413718585594706,-0.019577894779901562,-0.028817559438375592,0.0012190803877978325,-0.0012190803877978325,-0.013812125105302418,0.013812125105302418,0.3954607293043326,0.4288893814252209,0.029524495969923282,0.0013482004242204412,0.2986222005438223,0.3114393520961309,0.32494571166221153,-0.022862531695548274,-0.010891091034414628,-0.007977886413339418,-0.022862531695548274,-0.010891091034414628,-0.007977886413339418,-6.637053847387487e-05,-0.008676426863142715,-0.03165856155012946,-0.006302303737803904,0.006302303737803904,-0.021761247262737225,0.021761247262737225,-0.01689466204596561,0.01689466204596561,-0.03616478562398267,0.03616478562398267
return,0.02034291121432097,-0.0011087970028693462,0.002632185731486348,-0.0642593679209663,0.004836923674754846,-0.025518246611843546,0.017263921929680487,-0.004591456790738626,0.02289964598995649,0.008009075880334348,0.02180368295332124,0.06829959926377989,0.035888880708768285,-0.035888880708768285,-0.06829959926377989,0.05940424484703621,0.0394275973688707,-0.0394275973688707,-0.05940424484703621,0.05906478898976123,0.0376082285124798,-0.0376082285124798,-0.05906478898976123,-0.004088692429415139,0.010088425417537447,0.026709868354767366,0.01940478068736608,-0.057018355448993537,-0.009792763177889663,-0.00586068173568567,-0.0415775918978653,-0.014857455728328896,-0.008864159553253833,-0.007630936201576775,0.007535225363792183,-0.048666497914390754,0.048666497914390754,0.048977796028691394,-0.048977796028691394,-0.0431458966660022,-0.024905021745591015,-0.013444564517985197,-0.006719612818533894,-0.0050926312992276915,-0.009127264923952254,-0.002509997315844427,-0.00809438730754926,-0.03952022531517615,-0.09687736666530086,-0.00809438730754926,-0.03952022531517615,-0.09687736666530086,0.0058997901304977535,0.0022965080507664575,0.0014583996007169703,0.02034291121432097,-0.02034291121432097,0.02289964598995649,-0.02289964598995649,0.008009075880334348,-0.008009075880334348,0.02180368295332124,-0.02180368295332124
total_volume,0.018949528886857046,0.027985313558626657,0.02355784113731179,-0.0016244927466177847,-0.010122283700056878,0.2262470641781952,0.13287155100556255,0.08537183841357104,0.035316241154379625,0.03763534821444502,0.03484394246859139,-0.16997848605773594,0.21499966443982946,-0.21499966443982946,0.16997848605773594,-0.14170002380833344,0.1947850322065184,-0.1947850322065184,0.14170002380833344,-0.08670672393842752,0.16428566794020721,-0.16428566794020721,0.08670672393842752,0.04261547548203987,0.03953460861777478,0.017878277978629717,0.021316943507229007,-0.005542041074719904,0.26666079925750197,0.2239122475815054,0.42869330786574084,0.2831784013801806,0.22392699429121374,0.031014883485610906,0.025368143522901815,-0.02370468428059063,0.02370468428059063,0.0076106903084502565,-0.0076106903084502565,0.38110235553078586,0.3864621034914547,-0.012754540788528225,-0.04209765546487808,0.2715023239977109,0.2683489915707778,0.25145338914805454,-0.004698195877630616,0.009681373563431638,-0.01484706982713789,-0.004698195877630616,0.009681373563431638,-0.01484706982713789,0.046784382529812964,0.03901605626766058,0.016237994016589815,0.018949528886857046,-0.018949528886857046,0.035316241154379625,-0.035316241154379625,0.03763534821444502,-0.03763534821444502,0.03484394246859139,-0.03484394246859139
total_notional,0.005401363198533412,0.013447908684894198,0.01281591064060888,-0.013930019806508877,-0.014430990376755149,0.23691081467676742,0.15433898427303713,0.11410855088718234,0.01366274156304062,0.012911980607589484,0.0016641991650228037,-0.19504332151279064,0.2118027734342573,-0.2118027734342573,0.19504332151279064,-0.17201853678000437,0.1914410219977069,-0.1914410219977069,0.17201853678000437,-0.1263237298110911,0.15635555961190167,-0.15635555961190167,0.1263237298110911,0.01780629390000948,0.012151963019186323,0.006074720923559671,0.011901844657701265,-0.015299677414873447,0.28719689677284516,0.2668362232334797,0.4399064706877219,0.3151124137182497,0.2627667092563746,0.006774183370213423,-0.004399480388680617,-0.011546854616921244,0.011546854616921244,-0.001589769867306072,0.001589769867306072,0.3930356901366377,0.41469989734696855,0.004861527011644072,-0.030226283121184288,0.2940667093940513,0.29949920960230864,0.3059714910883285,-0.024986758527767328,-0.00900934444966011,-0.035003516054573684,-0.024986758527767328,-0.00900934444966011,-0.035003516054573684,0.026353422879808783,0.018705378504920222,-0.004151827098512213,0.005401363198533412,-0.005401363198533412,0.01366274156304062,-0.01366274156304062,0.012911980607589484,-0.012911980607589484,0.0016641991650228037,-0.0016641991650228037
total_trades,0.01205039111773938,0.01620604602032903,0.005549159493105214,-0.01238432806192932,-0.022780516577716164,0.2463656666870199,0.1596839220761064,0.12604084293529455,0.0107763479603698,0.00888349093287321,-0.001401712496174881,-0.20828249933043644,0.2223810218115301,-0.2223810218115301,0.20828249933043644,-0.18962180246588023,0.1969795980210074,-0.1969795980210074,0.18962180246588023,-0.1425168221953906,0.15570926751244224,-0.15570926751244224,0.1425168221953906,0.015009415695994016,0.006645332685284902,0.01351962415012807,0.002556372292699002,-0.013730446350283762,0.30949308777838364,0.2975159101689546,0.46993574321222287,0.34429096644412827,0.2960904968750766,0.0007558011696704006,-0.0057664252709372504,-0.016843935292798484,0.016843935292798484,0.0018798955798785086,-0.0018798955798785086,0.418757731753524,0.4413605539691832,0.011148514657823308,-0.022077722203523404,0.3041786110879742,0.3147624710836047,0.3218402390779102,-0.011525653390573503,-0.008627981013553396,-0.02548308839868819,-0.011525653390573503,-0.008627981013553396,-0.02548308839868819,0.02216501024551299,0.0194985857435512,-0.013723773985705616,0.01205039111773938,-0.01205039111773938,0.0107763479603698,-0.0107763479603698,0.00888349093287321,-0.00888349093287321,-0.001401712496174881,0.001401712496174881
buy_volume,0.022589459129854564,0.029017631402888936,0.025661161726641974,-0.006782263279438871,-0.008592249102758983,0.2212261148743838,0.13366592149748305,0.08288062859184216,0.04114234446280522,0.042200912089774494,0.040299528178376995,-0.16462025908820055,0.21984789233360272,-0.21984789233360272,0.16462025908820055,-0.1349928673186586,0.19946968535902634,-0.19946968535902634,0.1349928673186586,-0.08061999566892737,0.17080896123399125,-0.17080896123399125,0.08061999566892737,0.04675033209133608,0.044777793662539755,0.022288266017862806,0.023888702159680242,-0.01065294542015398,0.26227789333654106,0.2204237464881735,0.4247880212887237,0.2814233072313513,0.22110524640260146,0.034763740945636105,0.028501687891464088,-0.0263713477850349,0.0263713477850349,0.010270337704468176,-0.010270337704468176,0.3768159026550362,0.38399827662702773,-0.01553007375894789,-0.0482277390711279,0.269049097676493,0.2635048549383084,0.2477793711831423,-0.001390626963434058,0.010706828527159793,-0.0206319171341883,-0.001390626963434058,0.010706828527159793,-0.0206319171341883,0.05094876353591436,0.044168393801028924,0.019214972658607273,0.022589459129854564,-0.022589459129854564,0.04114234446280522,-0.04114234446280522,0.042200912089774494,-0.042200912089774494,0.040299528178376995,-0.040299528178376995
