,max_|spearman|,max_|auc-0.5|,max_mi,max_|spearman|_norm,max_|auc-0.5|_norm,max_mi_norm,composite
wave_wavelength,0.6311656051129693,0.3593256505603608,0.08094083773940142,0.9660960368665089,0.7776616830107714,0.9250261580223405,0.8895946259665403
inter_trade_std,0.6180674176443194,0.3335427853307438,0.0875011339273355,0.9460472463413466,0.721861752401766,1.0,0.8893029995810376
wave_frequency,0.6311559022059996,0.35932196518797244,0.07791332621191138,0.9660811850750083,0.7776537070344124,0.8904264746627601,0.8780537889240603
garman_klass_vol,0.5951696708970035,0.42990790254401257,0.06338582185328168,0.9109987230907878,0.9304175822422862,0.7244000049864479,0.8552721034398406
fib_size_ratio_count,0.5987894381081393,0.3804704746391099,0.06954641439349363,0.9165393335561375,0.8234238473717163,0.7948058644731142,0.8449230151336561
side_switches,0.6117549117232404,0.37623413907858316,0.06855995451407715,0.9363849851160073,0.8142554625468089,0.7835321833773278,0.8447242103467146
num_extrema,0.6041298358659078,0.36802497208330415,0.06773635409626699,0.9247136337196382,0.7964889752066775,0.7741197291513733,0.8317741126925631
extrema_density,0.6040998553866447,0.36803787088666373,0.06770533946192803,0.924667743984892,0.7965168911239346,0.7737652807808559,0.8316499719632274
manhattan_distance,0.6533155928888063,0.3831626391688748,0.05808740161995107,1.0,0.8292502981021164,0.6638474156025134,0.8310325712348766
candle_aspect_ratio,0.5898568553192771,0.4453348713620768,0.05236665588935541,0.9028666416961982,0.9638050192819229,0.5984683116545988,0.8217133242109066
parkinson_vol,0.5898857269809026,0.4455007131195572,0.05044018519501936,0.902910834215005,0.9641639382180871,0.5764517890351791,0.8145088538227571
range,0.5780360747319496,0.39051679977003273,0.060737575984118664,0.884773118878139,0.845166358926912,0.6941347301231275,0.8080247359760596
wave_amplitude,0.5780360747319496,0.39051679977003273,0.06035679829501728,0.884773118878139,0.845166358926912,0.6897830414990967,0.8065741731013826
realized_vol,0.6272137060836009,0.400395440457281,0.05189059087844594,0.9600470475688648,0.8665459635577639,0.5930276391793734,0.8065402167686674
