,tgt_ret_1,tgt_ret_3,tgt_ret_5,tgt_cum_ret_5,tgt_cum_ret_10,tgt_sharpe_5,tgt_sharpe_10,tgt_profitable_long_3,tgt_profitable_long_5,tgt_profitable_short_3,tgt_profitable_short_5
open,0.0,0.0,0.008059527064668615,0.03613524439886984,0.09556878921462975,0.018582630735447303,0.05339900960978472,0.00639315405327423,0.009264021862818606,0.007213209149908195,0.006510451592997235
high,0.0,0.009630169849495829,0.005535789259122126,0.04678164310978694,0.08431316385818466,0.026653054492693506,0.048893531057691675,0.005349757756465845,0.01707854260862396,0.011245965512252987,0.01601501295914254
low,0.0013125545614709466,0.0,0.0040804767024269495,0.03787458546009148,0.08265364097378569,0.019477068013837417,0.05488585244948041,0.005253680505278524,0.007009432234549529,0.0035410699808062773,0.009101498151070864
close,0.0,0.004096827743493847,0.016320646846273767,0.054193159835656424,0.09614728954365592,0.01298472745838719,0.06412539151072849,0.001099631474531737,0.01657294984396307,0.00201260150909377,0.01741951389452856
range,0.035916677285817045,0.00503919370167516,0.0,0.020872881326471138,0.008161026032856178,0.0021459315708813875,0.0,0.0,0.0,0.0,0.0
return,0.00022934459261936269,0.0,0.0,0.0094653370499449,0.007554471940187213,0.0,0.01009871076175628,0.0,0.0,0.0,0.0
total_volume,0.03569843889163682,0.0,0.014744387455113639,0.022501619778294568,0.004233034337992159,0.001412817004817768,0.008925634493558654,0.0,0.0,0.0,0.0
total_notional,0.01664858886140763,0.0011894118656350372,0.0,0.024961768997212808,0.013610075752131578,0.0,0.0025627143944468855,0.0,0.0,0.0,0.0
total_trades,0.05740258798561548,0.015371113945031212,0.015364937142842372,0.03531765670003839,0.030390159262936756,0.0,0.007199061667146012,0.0,0.0,0.0,0.0
buy_volume,0.043202119340586265,0.01412236267985989,0.0,0.002730465278542482,0.018788678565329064,0.01097582985991874,0.004275226498368312,0.005757487513734727,0.0025999626914039453,0.003004261303248601,7.234782788412275e-06
sell_volume,0.03899984902334719,0.0,0.010718416789321061,0.023894963062893737,0.005411867632599154,0.0,0.010574308905778373,0.002843351592912491,0.0005856823468861627,0.001752952535253982,0.0
net_volume_delta,0.017045022156217726,0.0,0.007195027136202903,0.0,0.0,0.005988345352117008,0.002583610527668867,0.0171761118203837,0.014477913494065575,0.01732927194706324,0.012260484080587997
buy_sell_volume_ratio,0.014344684612448866,0.006249597754194092,0.005430752446012654,0.001106296300600107,0.008697289169718125,0.0,0.0,0.0,0.011740621549836572,0.0,0.010131376102731515
buy_trades,0.04954626848333099,0.02028736270943554,0.013139597558502025,0.03170524284018317,0.01678401528211193,0.00469289021500785,0.007239853539585006,0.0019495334748023119,0.000980128579589401,0.000552538959916582,0.0
sell_trades,0.03854301645143732,0.023046600806945428,0.00442352063854301,0.02077639523922059,0.0009196547435577074,0.023781779852789953,0.0,0.0,0.0011957134011497672,0.0,0.0006841672971837909
buy_sell_trade_ratio,0.02102115112480263,0.0,0.012575909549009445,0.0,0.0,0.0,0.013226812360223938,0.00011775475790987144,0.00036278776211684516,0.0037778171194671195,0.0015130855692753187
order_flow_imbalance,0.014682733693711647,0.009606387621888146,0.008670682028633081,0.0036340297865908866,0.0057229708588923955,0.0,0.0,0.0,0.011719138762694925,0.0,0.010124123734533974
