feature,target,is_binary,full_r,mean_r,std_r,sign_pct,snr,max_wrong_streak,regime_high_r,regime_low_r,regime_consistent,n_windows,tier2_pass
volume_autocorr_z,tgt_profitable_short_5,True,0.008727006688963312,0.0043737326296420685,0.02806654468334797,0.3,0.15583438143124997,7,0.012642793392104057,0.00380410438475709,True,10,False
price_acceleration_z,tgt_profitable_short_5,True,-0.008179546902372936,-0.001330617753117258,0.027156644487604284,0.5,0.04899787062148351,5,-0.016511445037608208,0.001972560014599223,False,10,False
price_curvature_z,tgt_profitable_short_5,True,0.0072687728937729235,0.0014474894769853197,0.021514384626653723,0.8,0.0672800780549426,2,-0.012805369661940902,0.03605189375715445,False,10,False
vol_of_vol_z,tgt_profitable_short_5,True,-0.005751645697297858,-0.007976624922692827,0.010005275589395339,0.8,0.7972419001778728,2,-0.0022810446023019404,0.0012459146938300636,False,10,False
absorption_ratio_z,tgt_profitable_short_5,True,-0.014885929288103172,-0.00789497328550432,0.019677240237117283,0.7,0.40122360607317226,2,-0.03146514397953526,0.0010036995869070475,False,10,False
response_asymmetry_z,tgt_profitable_short_5,True,0.00735420979986201,0.006414202452041673,0.01621572220095539,0.5,0.3955545348244659,3,0.016345550884713567,0.0003898667816911727,True,10,False
max_down_sweep_z,tgt_profitable_short_5,True,0.0075785853639114276,0.010837643926640184,0.02742113012906771,0.6,0.39522965959567663,2,-0.0014615274870021233,0.02221742953365291,False,10,False
sweep_count_z,tgt_profitable_short_5,True,0.005225337766098681,0.004462920976526352,0.020297030040736557,0.5,0.21988049323320594,3,-0.0013337889892732768,0.01491281915158349,False,10,False
hurst_exponent_z,tgt_profitable_short_5,True,-0.015391085363911428,-0.008341630287624363,0.01951777794482107,0.7,0.42738626862171913,1,-0.01474964913386656,-0.01808152363256299,True,10,False
fractal_dimension_z,tgt_profitable_short_5,True,0.01685097812815195,0.02347888517128332,0.031015909321095877,0.7,0.7569948998823597,2,0.02488246399267413,0.007908489141795316,True,10,True
max_drawdown_z,tgt_profitable_short_5,True,-0.007496881138185474,-0.014270882298475451,0.033019385192374275,0.5,0.43219709317214267,5,-0.005247232056058981,-0.02092838064269964,True,10,False
max_drawup_z,tgt_profitable_short_5,True,0.00791742979242982,0.008470041376401689,0.02721270404069654,0.5,0.31125320599286127,3,0.0032465485721490106,0.00995570449756955,True,10,False
drawdown_drawup_asymmetry_z,tgt_profitable_short_5,True,0.005676162605510404,0.009507243477208055,0.027029143572941103,0.6,0.35174046308761936,3,0.006836498040790007,0.006110124923270899,True,10,False
tail_volume_ratio_z,tgt_profitable_short_5,True,-0.011480895312417028,-0.025393669033682693,0.031616584744801994,0.8,0.8031755877066261,1,-0.008432399791636902,-0.01507540189458667,True,10,True
flash_event_count_z,tgt_profitable_short_5,True,0.012226601900515055,0.017064324959823785,0.03204689799858258,0.5,0.5324797726313022,5,-0.005207417459364261,0.03876934817592115,False,10,False
flash_event_pct_z,tgt_profitable_short_5,True,0.01967537293624244,0.02261137410937806,0.025993958544036678,0.8,0.8698703612638243,2,0.001803269441965183,0.0482455994823896,True,10,True
volume_surprise_z,tgt_profitable_short_5,True,-0.011286795933535043,-0.014667446784392895,0.021118146578669894,0.7,0.6945423325741832,2,-0.02099058716576474,0.009584086799276692,False,10,False
consecutive_direction_z,tgt_profitable_short_5,True,0.02916052848118067,0.030391451419395178,0.02225453844698301,1.0,1.3656293745114838,0,0.025728524172436984,0.032921346450553224,True,10,True
return_reversal_z,tgt_profitable_short_5,True,0.013345576524924407,0.016803283726815315,0.016742788680264298,0.9,1.0036132001488096,1,0.0019691635948598796,0.024176717487598864,True,10,True
ofi_persistence_z,tgt_profitable_short_5,True,0.013161430960344056,0.002442118086331774,0.03155735081574758,0.7,0.07738666343035111,3,0.014487536372292942,0.011448811321067787,True,10,False
close_to_poc_bps_z,tgt_profitable_short_5,True,-0.0078170621648882,-0.009943655599299684,0.011891367142661277,0.7,0.8362079380785398,1,-0.03154145528986685,0.020248187534217088,False,10,False
low_volume_node_pct_z,tgt_profitable_short_5,True,0.01251858045336307,0.007442329193939395,0.015129469294979693,0.6,0.49190946812714254,2,0.015980583748345212,0.009066476433797321,True,10,False
volume_profile_skew_z,tgt_profitable_short_5,True,0.011142465626161169,0.007501254579100091,0.023167453431447483,0.6,0.3237841656311649,3,0.017447088059934335,0.004842643130879121,True,10,False
close_to_fair_price_bps_z,tgt_profitable_short_5,True,-0.011909738811912707,-0.014187115104696807,0.012467763432115992,0.8,1.137903777364904,2,-0.03400664240188195,0.0138477362841547,False,10,False
close_to_fair_value_bps_z,tgt_profitable_short_5,True,-0.00727292031639859,-0.009883294999791941,0.01209881303732129,0.6,0.8168813725201699,2,-0.030164533820840944,0.019209648788094946,False,10,False
fvg_bullish_size_bps_z,tgt_profitable_short_5,True,0.024965410495301765,0.006653759831455696,0.04673803932385872,0.5,0.14236283609053968,5,0.010751600049104693,0.04043665079549408,True,10,False
fvg_bearish_size_bps_z,tgt_profitable_short_5,True,0.0279051036523863,0.03361585248253704,0.025240158653082455,0.9,1.3318399834397119,1,0.03375614223101098,0.020767456907278103,True,10,True
fvg_bullish_count_10_z,tgt_profitable_short_5,True,-0.023814085974412036,-0.01626411350338085,0.028963255131022318,0.7,0.5615430113019474,3,-0.017367458866544783,-0.030240390198583156,True,10,True
fvg_bearish_count_10_z,tgt_profitable_short_5,True,0.01130048242819981,0.017310236707127585,0.024339045750281414,0.7,0.711212628659751,1,0.004061088862861939,0.01912338039384842,True,10,True
market_momentum_z,tgt_profitable_short_5,True,-0.005649619100706049,-0.010576493350778971,0.03171664409551473,0.6,0.33346823576062595,3,-0.018711201504991726,0.010536357151152198,False,10,False
market_force_z,tgt_profitable_short_5,True,-0.006275050432659135,-0.002106918579265682,0.02199266742314468,0.6,0.09580095668833694,4,-0.005326861249448367,-0.005695373027854778,True,10,False
market_impulse_z,tgt_profitable_short_5,True,-0.006468320327015942,-0.014961116800416185,0.01696960095209321,0.8,0.881642228515145,2,-0.02192291230503296,0.010015428770509427,False,10,False
market_pressure_z,tgt_profitable_short_5,True,-0.014885929288103172,-0.00789497328550432,0.019677240237117283,0.7,0.40122360607317226,2,-0.03146514397953526,0.0010036995869070475,False,10,False
heat_capacity_z,tgt_profitable_short_5,True,-0.010963296968731773,-0.0025938847550382614,0.02678324586118736,0.7,0.09684728910311652,3,-0.03150495857622998,0.007885263035652068,False,10,False
