target,is_binary,n_features,features,trade_score,n_train,n_trade,metric,period,trade_start,trade_end
tgt_breakout_any_5,True,20,"wave_wavelength_z, atr_change_pct_14, burstiness, monotonicity_score, price_path_length, kinetic_energy, volume_per_second_std, realized_vol, trade_rate_std, max_drawdown, quartile_count_ratio, max_drawup, trade_time_uniformity, taylor_rate_r2, eigen_ratio_z, total_energy, max_monotonic_run_z, max_up_sweep_z, max_sell_run_z, is_swing_high",0.494413407821229,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_breakout_down_10,True,20,"close_to_vwap, max_drawup, dist_to_r1_bps, dist_to_support_5_bps, time_to_high_pct, net_tick_direction, low, is_swing_low, fair_value_change_bps_z, breakout_up_bps_5_z, burstiness, bos_net_z, cvd_close_vs_range, panic_sell_ratio, dist_to_resistance_10_bps_z, total_energy, dist_to_resistance_5_bps, golden_ratio_composite, taylor_price_a0, disposition_sell_z",0.25173611111111105,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_breakout_down_3,True,20,"close_to_vwap, max_drawup, dist_to_r1_bps, dist_to_support_5_bps, time_to_high_pct, net_tick_direction, is_swing_low, cvd_close_vs_range, fair_value_change_bps_z, panic_sell_ratio, taylor_price_a0, ofi_persistence, golden_ratio_composite, dist_to_resistance_5_bps, bos_net_z, aggression_imbalance, cvd_max, dist_to_resistance_10_bps_z, disposition_sell_z, burstiness",0.28243172268907557,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_breakout_down_5,True,20,"close_to_vwap, max_drawup, dist_to_r1_bps, dist_to_support_5_bps, time_to_high_pct, is_swing_low, net_tick_direction, cvd_close_vs_range, fair_value_change_bps_z, panic_sell_ratio, bos_net_z, burstiness, dist_to_resistance_10_bps_z, breakout_up_bps_5_z, total_energy, dist_to_resistance_5_bps, golden_ratio_composite, taylor_price_a0, ofi_persistence, low",0.26784615384615384,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_breakout_up_10,True,20,"close_to_vwap, cvd_close_vs_range, dist_to_support_5_bps, dist_to_resistance_10_bps_z, net_tick_direction, is_swing_high, dist_to_r1_bps, bos_net_z, time_to_high_pct, max_drawdown, golden_ratio_composite, ofi_persistence, fair_value_change_bps_z, dist_to_resistance_5_bps, cvd_min, dist_to_resistance_10_bps, taylor_rate_r2, te_price_to_volume, trade_time_uniformity, aggression_imbalance",0.25510204081632637,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_breakout_up_3,True,20,"close_to_vwap, dist_to_r1_bps, time_to_high_pct, net_tick_direction, max_drawdown, cvd_close_vs_range, is_swing_high, dist_to_resistance_5_bps, ofi_persistence, cvd_min, golden_ratio_composite, dist_to_support_5_bps, fair_value_change_bps_z, dist_to_resistance_10_bps_z, aggression_imbalance, taylor_price_a0, bos_net_z, dist_to_resistance_10_bps, panic_sell_ratio, disposition_sell_z",0.3093881427214761,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_breakout_up_5,True,20,"close_to_vwap, dist_to_r1_bps, net_tick_direction, time_to_high_pct, cvd_close_vs_range, max_drawdown, is_swing_high, golden_ratio_composite, dist_to_resistance_10_bps_z, dist_to_resistance_5_bps, dist_to_support_5_bps, fair_value_change_bps_z, cvd_min, taylor_price_a0, ofi_persistence, bos_net_z, aggression_imbalance, dist_to_resistance_10_bps, dist_to_support_20_bps, atr_change_pct_14",0.3226153846153845,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_consolidation_3,True,20,"atr_change_pct_14, wave_wavelength_z, trade_rate_std, kinetic_energy, volume_per_second_std, realized_vol, burstiness, total_energy, trade_time_uniformity, price_path_length, monotonicity_score, max_drawup, quartile_count_ratio, max_trades_per_second_z, taylor_rate_r2, max_up_sweep_z, max_drawdown, eigen_ratio_z, max_buy_run_z, max_monotonic_run_z",0.2825696316262354,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_consolidation_5,True,20,"trade_rate_std, atr_change_pct_14, wave_wavelength_z, kinetic_energy, burstiness, realized_vol, price_path_length, volume_per_second_std, monotonicity_score, total_energy, max_drawup, trade_time_uniformity, max_trades_per_second_z, roll_spread, quartile_count_ratio, eigen_ratio_z, max_drawdown, max_monotonic_run, te_price_to_volume_z, te_price_to_volume",0.373546511627907,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_crash_10,True,20,"realized_vol, volume_per_second_std, trade_rate_std, price_path_length, wave_wavelength_z, eigen_ratio_z, max_trades_per_second_z, monotonicity_score, kinetic_energy, max_up_sweep_z, roll_spread, max_sell_run_z, total_energy, max_drawup, max_monotonic_run_z, path_length_over_range, max_sell_run, burstiness, max_monotonic_run, vol_price_feedback_z",0.24201127819548862,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_crash_3,True,20,"realized_vol, volume_per_second_std, trade_rate_std, roll_spread, max_trades_per_second_z, eigen_ratio_z, vol_price_feedback_z, price_path_length, path_length_over_range, wave_wavelength_z, max_sell_run_z, monotonicity_score, total_energy, max_up_sweep_z, dist_to_support_20_bps, kinetic_energy, burstiness, max_sell_run, max_monotonic_run_z, max_buy_run_z",0.16601689408706954,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_crash_5,True,20,"realized_vol, volume_per_second_std, trade_rate_std, price_path_length, roll_spread, max_trades_per_second_z, eigen_ratio_z, wave_wavelength_z, monotonicity_score, vol_price_feedback_z, total_energy, path_length_over_range, max_up_sweep_z, kinetic_energy, burstiness, max_drawdown, max_drawup, atr_change_pct_14, dist_to_support_20_bps, max_sell_run_z",0.17943201376936324,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_liquidation_cascade_5,True,20,"realized_vol, trade_rate_std, volume_per_second_std, price_path_length, vol_price_feedback_z, max_sell_run, roll_spread, max_drawdown, total_energy, eigen_ratio_z, burstiness, max_monotonic_run, max_drawup, kinetic_energy, max_trades_per_second_z, monotonicity_score, max_sell_run_z, atr_change_pct_14, taylor_rate_r2, trade_time_uniformity",0.14824695121951215,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_profitable_long_1,True,18,"is_swing_low, is_swing_high, low, dist_to_resistance_10_bps, dist_to_resistance_5_bps, resistance_touches_20, dist_to_r1_bps, hour_sin, hilbert_std_amplitude, dist_to_support_20_bps, dist_to_support_5_bps, max_drawdown, side_switch_rate, dist_to_resistance_10_bps_z, support_touches_20, hilbert_std_amplitude_z, close_to_vwap, breakout_net_10",0.22548531607765054,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_profitable_long_10,True,20,"low, hilbert_std_amplitude, support_touches_20, resistance_touches_20, total_energy, max_drawdown, max_drawup, breakout_up_bps_5_z, trade_size_iqr, price_path_length, breakout_net_10, monotonicity_score, path_length_over_range, realized_vol, fvg_bearish_count_10, wave_wavelength_z, turbulence, kinetic_energy, dist_to_support_5_bps, is_swing_high",0.046790123456790234,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_profitable_long_3,True,20,"low, is_swing_low, hilbert_std_amplitude, dist_to_resistance_5_bps, is_swing_high, dist_to_resistance_10_bps, burstiness, hour_sin, max_drawdown, resistance_touches_20, cvd_min, dist_to_r1_bps, fvg_bearish_count_10, taylor_price_a0, time_to_high_pct, predator_follows_prey_z, total_energy, turbulence, max_monotonic_run_z, path_length_over_range",0.17308641975308636,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_profitable_long_5,True,20,"low, is_swing_low, monotonicity_score, is_swing_high, total_energy, dist_to_resistance_5_bps, max_drawdown, support_touches_20, max_drawup, predator_follows_prey_z, trade_size_iqr, hilbert_std_amplitude, realized_vol, kinetic_energy, resistance_touches_20, wave_wavelength_z, price_path_length, breakout_up_bps_5_z, dist_to_r1_bps, aggression_imbalance",0.09090347299468549,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_profitable_short_1,True,17,"is_swing_low, is_swing_high, dist_to_resistance_10_bps, low, dist_to_resistance_5_bps, dist_to_support_5_bps, dist_to_r1_bps, dist_to_support_20_bps, hour_sin, close_to_vwap, hilbert_std_amplitude, dist_to_resistance_10_bps_z, resistance_touches_20, side_switch_rate, max_drawdown, breakout_net_10, support_touches_20",0.24169695450557716,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_profitable_short_10,True,20,"low, hilbert_std_amplitude, resistance_touches_20, support_touches_20, total_energy, max_drawdown, breakout_up_bps_5_z, max_drawup, trade_size_iqr, breakout_net_10, price_path_length, monotonicity_score, fib_wave_avg_dist_z, turbulence, path_length_over_range, fvg_bearish_count_10, kinetic_energy, realized_vol, dist_to_support_5_bps, dist_to_r1_bps",0.018280632411067144,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_profitable_short_3,True,20,"low, is_swing_low, hilbert_std_amplitude, is_swing_high, dist_to_resistance_5_bps, burstiness, dist_to_resistance_10_bps, max_drawdown, hour_sin, resistance_touches_20, cvd_min, fvg_bearish_count_10, time_to_high_pct, taylor_price_a0, dist_to_r1_bps, support_touches_20, turbulence, monotonicity_score, max_monotonic_run_z, trade_size_iqr",0.180577849117175,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_profitable_short_5,True,18,"low, is_swing_low, monotonicity_score, is_swing_high, total_energy, dist_to_resistance_5_bps, max_drawdown, support_touches_20, trade_size_iqr, hilbert_std_amplitude, max_drawup, predator_follows_prey_z, kinetic_energy, realized_vol, dist_to_r1_bps, price_path_length, resistance_touches_20, turbulence",0.11723669588838126,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_tail_event_1,True,20,"volume_per_second_std, trade_rate_std, realized_vol, burstiness, max_sell_run, roll_spread, vol_price_feedback_z, price_path_length, max_trades_per_second_z, eigen_ratio_z, hour_sin, trade_time_uniformity, max_sell_run_z, total_energy, quartile_count_ratio, monotonicity_score, side_switch_rate, max_buy_run_z, max_monotonic_run, max_up_sweep_z",0.1248285322359396,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_tail_event_3,True,20,"realized_vol, volume_per_second_std, trade_rate_std, price_path_length, eigen_ratio_z, roll_spread, max_monotonic_run, vol_price_feedback_z, max_trades_per_second_z, path_length_over_range, wave_wavelength_z, max_sell_run, max_up_sweep_z, burstiness, monotonicity_score, total_energy, max_drawdown, max_monotonic_run_z, max_sell_run_z, kinetic_energy",0.20889037433155078,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_tail_event_5,True,20,"realized_vol, volume_per_second_std, trade_rate_std, price_path_length, eigen_ratio_z, wave_wavelength_z, roll_spread, max_monotonic_run, max_trades_per_second_z, path_length_over_range, monotonicity_score, max_sell_run, vol_price_feedback_z, kinetic_energy, total_energy, max_up_sweep_z, max_drawdown, burstiness, max_monotonic_run_z, trade_time_uniformity",0.21954563258911086,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_vol_expansion_10,True,20,"realized_vol, volume_per_second_std, trade_rate_std, price_path_length, eigen_ratio_z, wave_wavelength_z, max_monotonic_run, max_trades_per_second_z, max_monotonic_run_z, roll_spread, trade_time_uniformity, max_up_sweep_z, burstiness, total_energy, vol_price_feedback_z, kinetic_energy, max_drawdown, atr_change_pct_14, monotonicity_score, path_length_over_range",0.28782976605276256,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_vol_expansion_5,True,20,"trade_rate_std, volume_per_second_std, realized_vol, eigen_ratio_z, price_path_length, max_trades_per_second_z, wave_wavelength_z, roll_spread, vol_price_feedback_z, burstiness, trade_time_uniformity, kinetic_energy, max_monotonic_run, total_energy, atr_change_pct_14, max_monotonic_run_z, monotonicity_score, max_sell_run, max_drawdown, max_up_sweep_z",0.22942386831275718,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_adverse_selection_1,True,4,"is_swing_low, total_energy, is_swing_high, kinetic_energy",0.09758074572889386,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_alpha_1,False,3,"is_swing_low, is_swing_high, support_touches_20",0.1741329556465815,2160,180,R2,6,2025-05-28,2025-06-26
tgt_breakout_any_3,True,20,"monotonicity_score, trade_time_uniformity, wave_wavelength_z, burstiness, max_drawdown, trade_rate_std, volume_per_second_std, price_path_length, realized_vol, quartile_count_ratio, max_drawup, taylor_rate_r2, kinetic_energy, total_energy, atr_change_pct_14, is_swing_high, max_up_sweep_z, max_monotonic_run, max_sell_run_z, max_sell_run",0.3671328671328672,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_breakout_any_5,True,20,"wave_wavelength_z, atr_change_pct_14, burstiness, trade_rate_std, volume_per_second_std, price_path_length, monotonicity_score, realized_vol, max_drawdown, trade_time_uniformity, kinetic_energy, quartile_count_ratio, max_drawup, taylor_rate_r2, max_monotonic_run_z, max_monotonic_run, max_up_sweep_z, max_sell_run, eigen_ratio_z, total_energy",0.3628571428571429,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_breakout_down_10,True,20,"close_to_vwap, max_drawup, dist_to_r1_bps, time_to_high_pct, dist_to_support_5_bps, net_tick_direction, breakout_up_bps_5_z, fair_value_change_bps_z, low, bos_net_z, cvd_close_vs_range, is_swing_low, dist_to_resistance_10_bps_z, dist_to_resistance_5_bps, total_energy, aggression_imbalance, monotonicity_score, taylor_price_a0, burstiness, golden_ratio_composite",0.32567432567432575,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_breakout_down_3,True,20,"close_to_vwap, max_drawup, dist_to_r1_bps, dist_to_support_5_bps, time_to_high_pct, net_tick_direction, is_swing_low, cvd_close_vs_range, fair_value_change_bps_z, taylor_price_a0, aggression_imbalance, golden_ratio_composite, panic_sell_ratio, dist_to_resistance_5_bps, bos_net_z, dist_to_resistance_10_bps_z, ofi_persistence, breakout_up_bps_5_z, monotonicity_score, burstiness",0.3341369334619093,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_breakout_down_5,True,20,"close_to_vwap, max_drawup, time_to_high_pct, dist_to_r1_bps, dist_to_support_5_bps, net_tick_direction, is_swing_low, cvd_close_vs_range, fair_value_change_bps_z, bos_net_z, breakout_up_bps_5_z, burstiness, aggression_imbalance, total_energy, dist_to_resistance_10_bps_z, taylor_price_a0, panic_sell_ratio, dist_to_resistance_5_bps, monotonicity_score, golden_ratio_composite",0.31152705707931816,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_breakout_up_10,True,20,"close_to_vwap, dist_to_support_5_bps, dist_to_r1_bps, net_tick_direction, dist_to_resistance_10_bps_z, cvd_close_vs_range, is_swing_high, bos_net_z, time_to_high_pct, max_drawdown, dist_to_resistance_5_bps, golden_ratio_composite, dist_to_resistance_10_bps, fair_value_change_bps_z, cvd_min, taylor_price_a0, aggression_imbalance, dist_to_support_20_bps, ofi_persistence, taylor_rate_r2",0.33254419191919204,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_breakout_up_3,True,20,"close_to_vwap, dist_to_r1_bps, time_to_high_pct, net_tick_direction, is_swing_high, max_drawdown, cvd_close_vs_range, dist_to_resistance_5_bps, dist_to_support_5_bps, cvd_min, fair_value_change_bps_z, golden_ratio_composite, dist_to_resistance_10_bps_z, ofi_persistence, taylor_price_a0, aggression_imbalance, dist_to_resistance_10_bps, bos_net_z, dist_to_support_20_bps, panic_sell_ratio",0.30546031746031754,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_breakout_up_5,True,20,"close_to_vwap, dist_to_r1_bps, max_drawdown, net_tick_direction, time_to_high_pct, cvd_close_vs_range, is_swing_high, dist_to_resistance_5_bps, dist_to_resistance_10_bps_z, dist_to_support_5_bps, golden_ratio_composite, taylor_price_a0, fair_value_change_bps_z, cvd_min, dist_to_resistance_10_bps, bos_net_z, aggression_imbalance, ofi_persistence, dist_to_support_20_bps, trade_rate_std",0.2845611178944514,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_consolidation_3,True,20,"atr_change_pct_14, trade_rate_std, wave_wavelength_z, kinetic_energy, trade_time_uniformity, burstiness, volume_per_second_std, total_energy, realized_vol, price_path_length, monotonicity_score, quartile_count_ratio, max_drawdown, max_trades_per_second_z, taylor_rate_r2, max_drawup, max_up_sweep_z, eigen_ratio_z, max_buy_run_z, roll_spread",0.3289210789210789,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_consolidation_5,True,20,"atr_change_pct_14, trade_rate_std, wave_wavelength_z, kinetic_energy, volume_per_second_std, burstiness, monotonicity_score, price_path_length, realized_vol, total_energy, trade_time_uniformity, max_drawup, max_trades_per_second_z, max_drawdown, roll_spread, quartile_count_ratio, vol_price_feedback_z, max_monotonic_run, eigen_ratio_z, max_monotonic_run_z",0.3771802325581395,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_crash_10,True,20,"realized_vol, price_path_length, volume_per_second_std, trade_rate_std, burstiness, eigen_ratio_z, wave_wavelength_z, roll_spread, monotonicity_score, max_drawup, total_energy, max_sell_run, path_length_over_range, max_up_sweep_z, max_trades_per_second_z, max_sell_run_z, max_monotonic_run_z, kinetic_energy, dist_to_support_20_bps, max_monotonic_run",0.2438853403957002,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_crash_3,True,20,"realized_vol, trade_rate_std, price_path_length, volume_per_second_std, roll_spread, path_length_over_range, burstiness, max_sell_run, eigen_ratio_z, max_trades_per_second_z, dist_to_support_20_bps, monotonicity_score, max_monotonic_run, total_energy, max_sell_run_z, wave_wavelength_z, max_drawdown, max_monotonic_run_z, max_up_sweep_z, hour_sin",0.1714939024390243,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_crash_5,True,20,"realized_vol, price_path_length, volume_per_second_std, trade_rate_std, roll_spread, monotonicity_score, path_length_over_range, burstiness, wave_wavelength_z, dist_to_support_20_bps, eigen_ratio_z, total_energy, max_drawdown, max_trades_per_second_z, max_drawup, max_up_sweep_z, max_monotonic_run, max_sell_run, atr_change_pct_14, max_monotonic_run_z",0.13621794871794868,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_liquidation_cascade_5,True,20,"realized_vol, price_path_length, trade_rate_std, volume_per_second_std, burstiness, max_drawdown, roll_spread, total_energy, monotonicity_score, max_sell_run, max_monotonic_run, trade_time_uniformity, taylor_rate_r2, eigen_ratio_z, max_drawup, max_trades_per_second_z, path_length_over_range, vol_price_feedback_z, kinetic_energy, atr_change_pct_14",0.1591111111111111,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_profitable_long_1,True,16,"is_swing_low, is_swing_high, low, dist_to_resistance_10_bps, dist_to_resistance_5_bps, dist_to_resistance_10_bps_z, hilbert_std_amplitude, max_drawdown, dist_to_r1_bps, dist_to_support_20_bps, close_to_vwap, dist_to_support_5_bps, roll_spread, hour_sin, hilbert_std_amplitude_z, side_sequence_entropy_z",0.20747698903038714,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_profitable_long_10,True,20,"low, hilbert_std_amplitude, monotonicity_score, trade_size_iqr, max_drawup, max_drawdown, total_energy, price_path_length, path_length_over_range, realized_vol, turbulence, dist_to_support_5_bps, fib_wave_avg_dist_z, resistance_touches_20, breakout_up_bps_5_z, kinetic_energy, cvd_min, is_swing_low, wave_wavelength_z, is_swing_high",0.14357956727691712,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_profitable_long_3,True,20,"low, is_swing_low, hilbert_std_amplitude, hour_sin, trade_size_iqr, burstiness, is_swing_high, total_energy, monotonicity_score, dist_to_resistance_5_bps, dist_to_resistance_10_bps, max_drawdown, volume_per_second_std, cvd_min, realized_vol, path_length_over_range, max_monotonic_run_z, max_drawup, resistance_touches_20, max_monotonic_run",0.1640119462419114,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_profitable_long_5,True,20,"low, is_swing_low, total_energy, trade_size_iqr, monotonicity_score, is_swing_high, hilbert_std_amplitude, max_drawdown, kinetic_energy, realized_vol, cvd_min, max_drawup, price_path_length, volume_per_second_std, atr_change_pct_14, max_sell_run, breakout_up_bps_5_z, dist_to_r1_bps, dist_to_resistance_10_bps, wave_wavelength_z",0.13221153846153844,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_profitable_short_1,True,12,"is_swing_low, is_swing_high, dist_to_resistance_5_bps, dist_to_resistance_10_bps, low, dist_to_resistance_10_bps_z, dist_to_support_5_bps, dist_to_r1_bps, close_to_vwap, dist_to_support_20_bps, hilbert_std_amplitude, hour_sin",0.18304298784308815,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_profitable_short_10,True,20,"low, hilbert_std_amplitude, monotonicity_score, trade_size_iqr, max_drawdown, max_drawup, total_energy, price_path_length, turbulence, resistance_touches_20, path_length_over_range, realized_vol, dist_to_support_5_bps, fib_wave_avg_dist_z, breakout_up_bps_5_z, kinetic_energy, is_swing_low, wave_wavelength_z, is_swing_high, fvg_bearish_count_10",0.15942857142857136,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_profitable_short_3,True,20,"low, is_swing_low, hilbert_std_amplitude, trade_size_iqr, hour_sin, burstiness, is_swing_high, dist_to_resistance_5_bps, total_energy, dist_to_resistance_10_bps, max_drawdown, monotonicity_score, kinetic_energy, volume_per_second_std, cvd_min, fib_wave_avg_dist_z, realized_vol, path_length_over_range, max_monotonic_run_z, dist_to_r1_bps",0.1562966650074663,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_profitable_short_5,True,20,"low, total_energy, trade_size_iqr, is_swing_low, monotonicity_score, hilbert_std_amplitude, is_swing_high, max_drawdown, kinetic_energy, realized_vol, price_path_length, max_drawup, cvd_min, fib_wave_avg_dist_z, atr_change_pct_14, dist_to_resistance_10_bps, wave_wavelength_z, max_sell_run, dist_to_r1_bps, turbulence",0.11732442314966585,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_relative_ret_1,False,3,"is_swing_low, is_swing_high, support_touches_20",0.1741329556465815,2160,180,R2,6,2025-05-28,2025-06-26
tgt_tail_event_1,True,20,"volume_per_second_std, trade_rate_std, realized_vol, burstiness, roll_spread, price_path_length, total_energy, hour_sin, vol_price_feedback_z, max_trades_per_second_z, monotonicity_score, trade_time_uniformity, eigen_ratio_z, max_sell_run, path_length_over_range, quartile_count_ratio, taylor_rate_r2, max_monotonic_run, turbulence, max_drawup",0.07964939024390238,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_tail_event_3,True,20,"realized_vol, volume_per_second_std, trade_rate_std, price_path_length, roll_spread, eigen_ratio_z, path_length_over_range, max_trades_per_second_z, max_monotonic_run, burstiness, vol_price_feedback_z, wave_wavelength_z, total_energy, max_sell_run, monotonicity_score, trade_time_uniformity, max_up_sweep_z, max_monotonic_run_z, turbulence, max_drawdown",0.11493239271017053,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_tail_event_5,True,20,"realized_vol, volume_per_second_std, trade_rate_std, price_path_length, eigen_ratio_z, roll_spread, max_monotonic_run, max_trades_per_second_z, wave_wavelength_z, path_length_over_range, burstiness, total_energy, monotonicity_score, max_drawdown, trade_time_uniformity, kinetic_energy, max_sell_run, max_up_sweep_z, vol_price_feedback_z, max_monotonic_run_z",0.1836417836293629,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_vol_expansion_10,True,20,"realized_vol, volume_per_second_std, trade_rate_std, price_path_length, eigen_ratio_z, roll_spread, max_monotonic_run, wave_wavelength_z, max_trades_per_second_z, burstiness, total_energy, trade_time_uniformity, max_drawdown, kinetic_energy, monotonicity_score, max_monotonic_run_z, max_up_sweep_z, vol_price_feedback_z, path_length_over_range, atr_change_pct_14",0.37024176954732513,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_vol_expansion_5,True,20,"realized_vol, volume_per_second_std, trade_rate_std, price_path_length, roll_spread, eigen_ratio_z, max_trades_per_second_z, burstiness, wave_wavelength_z, trade_time_uniformity, total_energy, vol_price_feedback_z, max_monotonic_run, kinetic_energy, monotonicity_score, atr_change_pct_14, max_drawdown, max_monotonic_run_z, path_length_over_range, quartile_count_ratio",0.2637104743083004,2160,180,AUC_dev,6,2025-05-28,2025-06-26
tgt_adverse_selection_1,True,4,"is_swing_low, is_swing_high, total_energy, kinetic_energy",0.12030632411067188,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_alpha_1,False,3,"is_swing_low, is_swing_high, support_touches_20",0.11055461035684433,2160,180,R2,7,2025-06-27,2025-07-26
tgt_breakout_any_3,True,20,"wave_wavelength_z, trade_rate_std, burstiness, trade_time_uniformity, realized_vol, volume_per_second_std, max_drawdown, price_path_length, kinetic_energy, atr_change_pct_14, monotonicity_score, max_drawup, taylor_rate_r2, quartile_count_ratio, total_energy, max_up_sweep_z, max_sell_run_z, max_monotonic_run_z, max_monotonic_run, max_sell_run",0.39142857142857146,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_breakout_any_5,True,20,"wave_wavelength_z, atr_change_pct_14, trade_rate_std, volume_per_second_std, kinetic_energy, realized_vol, trade_time_uniformity, burstiness, price_path_length, taylor_rate_r2, eigen_ratio_z, max_drawdown, monotonicity_score, max_monotonic_run_z, quartile_count_ratio, max_drawup, max_up_sweep_z, roll_spread, max_monotonic_run, max_trades_per_second_z",0.36033519553072624,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_breakout_down_10,True,20,"close_to_vwap, max_drawup, time_to_high_pct, dist_to_r1_bps, dist_to_support_5_bps, monotonicity_score, net_tick_direction, breakout_up_bps_5_z, total_energy, cvd_close_vs_range, golden_ratio_composite, wave_wavelength_z, is_swing_low, low, price_path_length, panic_sell_ratio, fair_value_change_bps_z, realized_vol, burstiness, aggression_imbalance",0.27167670542092726,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_breakout_down_3,True,20,"close_to_vwap, max_drawup, dist_to_r1_bps, dist_to_support_5_bps, time_to_high_pct, cvd_close_vs_range, net_tick_direction, is_swing_low, taylor_price_a0, golden_ratio_composite, panic_sell_ratio, ofi_persistence, fair_value_change_bps_z, monotonicity_score, aggression_imbalance, price_path_length, total_energy, burstiness, cvd_max, wave_wavelength_z",0.3237874420353427,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_breakout_down_5,True,20,"close_to_vwap, max_drawup, time_to_high_pct, dist_to_r1_bps, dist_to_support_5_bps, is_swing_low, cvd_close_vs_range, net_tick_direction, monotonicity_score, total_energy, price_path_length, wave_wavelength_z, panic_sell_ratio, breakout_up_bps_5_z, realized_vol, kinetic_energy, burstiness, golden_ratio_composite, aggression_imbalance, fair_value_change_bps_z",0.32788410419989367,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_breakout_up_10,True,20,"close_to_vwap, dist_to_support_5_bps, net_tick_direction, dist_to_r1_bps, bos_net_z, dist_to_resistance_10_bps_z, cvd_close_vs_range, time_to_high_pct, golden_ratio_composite, max_drawdown, is_swing_high, cvd_min, fair_value_change_bps_z, ofi_persistence, panic_sell_ratio, aggression_imbalance, taylor_price_a0, dist_to_resistance_5_bps, low, dist_to_resistance_10_bps",0.30634229000242064,2160,180,AUC_dev,7,2025-06-27,2025-07-26
tgt_breakout_up_3,True,20,"close_to_vwap, dist_to_r1_bps, net_tick_direction, time_to_high_pct, cvd_close_vs_range, max_drawdown, is_swing_high, ofi_persistence, golden_ratio_composite, cvd_min, fair_value_change_bps_z, aggression_imbalance, dist_to_resistance_5_bps, dist_to_support_5_bps, taylor_price_a0, panic_sell_ratio, dist_to_resistance_10_bps_z, bos_net_z, dist_to_resistance_10_bps, max_drawup",0.3278548060445552,2160,180,AUC_dev,7,2025-06-27,2025-07-26
