target,is_binary,n_features,features,trade_score,n_train,n_trade,metric,period,trade_start,trade_end
tgt_tail_event_3,True,20,"trade_rate_std, volume_per_second_std, realized_vol, roll_spread, eigen_ratio_z, price_path_length, max_trades_per_second_z, vol_price_feedback_z, max_sell_run, max_monotonic_run, max_up_sweep_z, wave_wavelength_z, max_monotonic_run_z, max_sell_run_z, turbulence, path_length_over_range, burstiness, trade_time_uniformity, te_price_to_volume, max_drawdown",0.22830769230769232,2160,180,AUC_dev,2,2025-01-28,2025-02-26
tgt_tail_event_5,True,20,"realized_vol, volume_per_second_std, trade_rate_std, price_path_length, roll_spread, eigen_ratio_z, wave_wavelength_z, max_trades_per_second_z, vol_price_feedback_z, max_monotonic_run, max_sell_run, max_up_sweep_z, path_length_over_range, max_monotonic_run_z, max_sell_run_z, kinetic_energy, total_energy, burstiness, monotonicity_score, turbulence",0.20241711795007256,2160,180,AUC_dev,2,2025-01-28,2025-02-26
tgt_vol_expansion_10,True,20,"realized_vol, volume_per_second_std, trade_rate_std, price_path_length, eigen_ratio_z, roll_spread, wave_wavelength_z, max_monotonic_run, max_trades_per_second_z, max_up_sweep_z, max_monotonic_run_z, vol_price_feedback_z, burstiness, total_energy, kinetic_energy, atr_change_pct_14, trade_time_uniformity, max_sell_run, max_drawup, path_length_over_range",0.30253968253968255,2160,180,AUC_dev,2,2025-01-28,2025-02-26
tgt_vol_expansion_5,True,20,"trade_rate_std, volume_per_second_std, realized_vol, roll_spread, price_path_length, eigen_ratio_z, max_trades_per_second_z, wave_wavelength_z, vol_price_feedback_z, max_up_sweep_z, max_monotonic_run, burstiness, total_energy, kinetic_energy, max_sell_run, max_monotonic_run_z, trade_time_uniformity, path_length_over_range, atr_change_pct_14, monotonicity_score",0.24512482921376233,2160,180,AUC_dev,2,2025-01-28,2025-02-26
tgt_adverse_selection_1,True,11,"is_swing_low, total_energy, is_swing_high, hour_sin, max_drawup, max_drawdown, dist_to_resistance_10_bps, max_buy_run_z, dist_to_resistance_5_bps, hilbert_std_amplitude, max_monotonic_run",0.014097627623897657,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_alpha_1,False,3,"is_swing_high, is_swing_low, resistance_touches_20",0.14617645052380313,2160,180,R2,3,2025-02-27,2025-03-28
tgt_breakout_any_3,True,20,"burstiness, wave_wavelength_z, volume_per_second_std, trade_rate_std, price_path_length, realized_vol, atr_change_pct_14, kinetic_energy, monotonicity_score, max_drawdown, quartile_count_ratio, max_drawup, total_energy, trade_time_uniformity, te_price_to_volume_z, is_swing_low, taylor_rate_r2, vol_price_feedback_z, max_trades_per_second_z, te_price_to_volume",0.3314176245210728,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_breakout_any_5,True,20,"wave_wavelength_z, burstiness, atr_change_pct_14, volume_per_second_std, trade_rate_std, price_path_length, quartile_count_ratio, max_drawup, realized_vol, max_monotonic_run_z, trade_time_uniformity, kinetic_energy, max_monotonic_run, max_up_sweep_z, max_sell_run, taylor_rate_r2, eigen_ratio_z, te_price_to_volume_z, te_price_to_volume, max_drawdown",0.4720670391061452,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_breakout_down_10,True,20,"close_to_vwap, max_drawup, dist_to_support_5_bps, dist_to_r1_bps, time_to_high_pct, is_swing_low, disposition_sell_z, low, breakout_up_bps_5_z, atr_change_pct_14, cvd_close_vs_range, fair_value_change_bps_z, wave_wavelength_z, total_energy, dist_to_resistance_5_bps, dist_to_resistance_10_bps_z, panic_sell_ratio, bos_net_z, burstiness, max_up_sweep_z",0.2723224480474994,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_breakout_down_3,True,20,"close_to_vwap, max_drawup, dist_to_r1_bps, dist_to_support_5_bps, time_to_high_pct, is_swing_low, cvd_close_vs_range, net_tick_direction, panic_sell_ratio, dist_to_resistance_5_bps, disposition_sell_z, fair_value_change_bps_z, golden_ratio_composite, aggression_imbalance, atr_change_pct_14, cvd_max, burstiness, ofi_persistence, taylor_price_a0, max_up_sweep_z",0.34453002424761103,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_breakout_down_5,True,20,"close_to_vwap, max_drawup, dist_to_r1_bps, dist_to_support_5_bps, time_to_high_pct, is_swing_low, cvd_close_vs_range, panic_sell_ratio, dist_to_resistance_5_bps, disposition_sell_z, fair_value_change_bps_z, atr_change_pct_14, aggression_imbalance, burstiness, breakout_up_bps_5_z, dist_to_resistance_10_bps_z, bos_net_z, total_energy, golden_ratio_composite, cvd_max",0.3347135955831606,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_breakout_up_10,True,20,"close_to_vwap, cvd_close_vs_range, dist_to_r1_bps, is_swing_high, dist_to_support_5_bps, max_drawdown, dist_to_resistance_10_bps_z, time_to_high_pct, net_tick_direction, dist_to_resistance_5_bps, bos_net_z, ofi_persistence, dist_to_resistance_10_bps, cvd_min, dist_to_support_20_bps, golden_ratio_composite, fair_value_change_bps_z, trade_rate_std, aggression_imbalance, atr_change_pct_14",0.2948717948717948,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_breakout_up_3,True,20,"close_to_vwap, dist_to_r1_bps, time_to_high_pct, max_drawdown, cvd_close_vs_range, is_swing_high, dist_to_resistance_5_bps, net_tick_direction, dist_to_support_5_bps, cvd_min, ofi_persistence, dist_to_resistance_10_bps_z, fair_value_change_bps_z, aggression_imbalance, golden_ratio_composite, dist_to_resistance_10_bps, bos_net_z, panic_sell_ratio, taylor_price_a0, dist_to_support_20_bps",0.3312230603448276,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_breakout_up_5,True,20,"close_to_vwap, dist_to_r1_bps, cvd_close_vs_range, max_drawdown, time_to_high_pct, net_tick_direction, dist_to_resistance_5_bps, is_swing_high, dist_to_support_5_bps, dist_to_resistance_10_bps_z, cvd_min, golden_ratio_composite, taylor_price_a0, ofi_persistence, fair_value_change_bps_z, dist_to_support_20_bps, dist_to_resistance_10_bps, aggression_imbalance, bos_net_z, panic_sell_ratio",0.31228150174798597,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_consolidation_3,True,20,"trade_rate_std, kinetic_energy, atr_change_pct_14, wave_wavelength_z, volume_per_second_std, realized_vol, price_path_length, burstiness, max_drawup, total_energy, monotonicity_score, trade_time_uniformity, max_trades_per_second_z, eigen_ratio_z, max_up_sweep_z, te_price_to_volume_z, roll_spread, te_price_to_volume, max_monotonic_run_z, quartile_count_ratio",0.38422222222222224,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_consolidation_5,True,20,"kinetic_energy, atr_change_pct_14, trade_rate_std, price_path_length, wave_wavelength_z, volume_per_second_std, burstiness, realized_vol, max_drawup, monotonicity_score, total_energy, te_price_to_volume_z, te_price_to_volume, max_trades_per_second_z, trade_time_uniformity, max_monotonic_run, roll_spread, max_drawdown, vol_price_feedback_z, max_monotonic_run_z",0.45309810671256456,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_crash_10,True,20,"realized_vol, volume_per_second_std, price_path_length, roll_spread, trade_rate_std, max_trades_per_second_z, eigen_ratio_z, wave_wavelength_z, vol_price_feedback_z, max_up_sweep_z, max_monotonic_run, max_sell_run_z, max_monotonic_run_z, path_length_over_range, max_sell_run, total_energy, kinetic_energy, trade_time_uniformity, dist_to_support_20_bps, atr_change_pct_14",0.23086419753086418,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_crash_3,True,20,"max_trades_per_second_z, trade_rate_std, roll_spread, volume_per_second_std, realized_vol, vol_price_feedback_z, max_monotonic_run_z, eigen_ratio_z, breakout_net_10, max_monotonic_run, price_path_length, dist_to_support_20_bps, trade_time_uniformity, max_up_sweep_z, max_sell_run_z, turbulence, burstiness, max_buy_run_z, wave_wavelength_z, quartile_count_ratio",0.1635802469135803,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_crash_5,True,20,"realized_vol, volume_per_second_std, roll_spread, trade_rate_std, price_path_length, max_trades_per_second_z, vol_price_feedback_z, wave_wavelength_z, eigen_ratio_z, max_up_sweep_z, atr_change_pct_14, dist_to_support_20_bps, max_monotonic_run, max_monotonic_run_z, total_energy, breakout_net_10, max_buy_run_z, max_drawdown, path_length_over_range, trade_time_uniformity",0.17933333333333334,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_liquidation_cascade_5,True,20,"realized_vol, trade_rate_std, price_path_length, volume_per_second_std, vol_price_feedback_z, max_monotonic_run, roll_spread, burstiness, max_trades_per_second_z, eigen_ratio_z, max_drawdown, max_sell_run, total_energy, trade_time_uniformity, path_length_over_range, max_sell_run_z, max_buy_run_z, atr_change_pct_14, max_drawup, max_monotonic_run_z",0.16118421052631582,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_profitable_long_1,True,17,"is_swing_low, is_swing_high, low, hilbert_std_amplitude, dist_to_resistance_10_bps, dist_to_r1_bps, close_to_vwap, dist_to_resistance_5_bps, dist_to_support_5_bps, hilbert_std_amplitude_z, hour_sin, resistance_touches_20, taylor_price_a0, max_drawdown, max_sell_run, trade_size_iqr, dist_to_resistance_10_bps_z",0.22268181256945307,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_profitable_long_10,True,20,"low, hilbert_std_amplitude, trade_size_iqr, resistance_touches_20, dist_to_support_5_bps, gap_fill_rate_10, path_length_over_range, max_drawdown, max_drawup, realized_vol, price_path_length, total_energy, breakout_up_bps_5_z, side_switch_rate, is_swing_high, wave_wavelength_z, is_swing_low, turbulence, eigen_ratio_z, volume_per_second_std",0.10112500000000002,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_profitable_long_3,True,20,"low, hilbert_std_amplitude, is_swing_low, taylor_price_a0, trade_size_iqr, resistance_touches_20, max_drawdown, hour_sin, is_swing_high, time_to_high_pct, dist_to_r1_bps, support_touches_20, dist_to_resistance_5_bps, burstiness, predator_follows_prey_z, cvd_close_vs_range, fvg_bearish_count_10, dist_to_resistance_10_bps, net_tick_direction, quartile_count_ratio",0.053950617283950564,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_profitable_long_5,True,13,"low, hilbert_std_amplitude, is_swing_high, is_swing_low, trade_size_iqr, predator_follows_prey_z, gap_fill_rate_10, dist_to_support_5_bps, hilbert_amp_freq_corr_z, resistance_touches_20, total_energy, monotonicity_score, atr_change_pct_14",-0.002226620484908459,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_profitable_short_1,True,19,"is_swing_low, is_swing_high, low, close_to_vwap, dist_to_r1_bps, dist_to_resistance_10_bps, dist_to_support_5_bps, dist_to_resistance_5_bps, hilbert_std_amplitude, taylor_price_a0, hour_sin, trade_size_iqr, hilbert_std_amplitude_z, dist_to_support_20_bps, dist_to_resistance_10_bps_z, time_to_high_pct, cvd_close_vs_range, max_drawdown, resistance_touches_20",0.21873070749475243,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_profitable_short_10,True,20,"low, hilbert_std_amplitude, trade_size_iqr, resistance_touches_20, dist_to_support_5_bps, gap_fill_rate_10, path_length_over_range, max_drawup, side_switch_rate, max_drawdown, realized_vol, is_swing_high, turbulence, total_energy, breakout_up_bps_5_z, price_path_length, is_swing_low, wave_wavelength_z, kinetic_energy, volume_per_second_std",0.10550000000000004,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_profitable_short_3,True,20,"low, hilbert_std_amplitude, is_swing_low, trade_size_iqr, taylor_price_a0, is_swing_high, hour_sin, time_to_high_pct, resistance_touches_20, max_drawdown, dist_to_r1_bps, burstiness, support_touches_20, quartile_count_ratio, dist_to_resistance_5_bps, cvd_close_vs_range, fvg_bearish_count_10, max_monotonic_run_z, cvd_min, net_tick_direction",0.06266205704407957,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_profitable_short_5,True,14,"low, hilbert_std_amplitude, is_swing_high, is_swing_low, trade_size_iqr, predator_follows_prey_z, gap_fill_rate_10, dist_to_support_5_bps, max_drawdown, hilbert_amp_freq_corr_z, monotonicity_score, turbulence, total_energy, resistance_touches_20",-0.013657149919663825,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_relative_ret_1,False,3,"is_swing_high, is_swing_low, resistance_touches_20",0.14617645052380313,2160,180,R2,3,2025-02-27,2025-03-28
tgt_tail_event_1,True,20,"volume_per_second_std, trade_rate_std, realized_vol, roll_spread, burstiness, trade_time_uniformity, price_path_length, max_trades_per_second_z, vol_price_feedback_z, eigen_ratio_z, max_monotonic_run, max_sell_run, max_up_sweep_z, max_buy_run_z, total_energy, turbulence, taylor_rate_r2, max_sell_run_z, quartile_count_ratio, max_monotonic_run_z",0.13354037267080732,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_tail_event_3,True,20,"realized_vol, volume_per_second_std, roll_spread, trade_rate_std, eigen_ratio_z, price_path_length, vol_price_feedback_z, max_trades_per_second_z, max_monotonic_run, max_up_sweep_z, path_length_over_range, burstiness, turbulence, wave_wavelength_z, max_monotonic_run_z, max_sell_run, trade_time_uniformity, max_sell_run_z, total_energy, kinetic_energy",0.1807692307692308,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_tail_event_5,True,20,"realized_vol, volume_per_second_std, price_path_length, trade_rate_std, roll_spread, eigen_ratio_z, max_monotonic_run, wave_wavelength_z, max_trades_per_second_z, vol_price_feedback_z, path_length_over_range, max_up_sweep_z, burstiness, total_energy, max_monotonic_run_z, kinetic_energy, max_sell_run, max_sell_run_z, trade_time_uniformity, max_drawdown",0.23155970243348878,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_vol_expansion_10,True,20,"realized_vol, volume_per_second_std, trade_rate_std, price_path_length, eigen_ratio_z, roll_spread, max_monotonic_run, wave_wavelength_z, max_trades_per_second_z, vol_price_feedback_z, max_up_sweep_z, burstiness, max_monotonic_run_z, total_energy, kinetic_energy, trade_time_uniformity, max_drawdown, atr_change_pct_14, path_length_over_range, max_drawup",0.380847308031774,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_vol_expansion_5,True,20,"realized_vol, volume_per_second_std, trade_rate_std, roll_spread, price_path_length, eigen_ratio_z, max_trades_per_second_z, vol_price_feedback_z, wave_wavelength_z, burstiness, max_monotonic_run, total_energy, max_up_sweep_z, kinetic_energy, trade_time_uniformity, max_monotonic_run_z, path_length_over_range, atr_change_pct_14, max_sell_run, monotonicity_score",0.3081733746130031,2160,180,AUC_dev,3,2025-02-27,2025-03-28
tgt_adverse_selection_1,True,8,"is_swing_low, total_energy, max_drawup, is_swing_high, max_monotonic_run, kinetic_energy, price_path_length, taylor_price_a0",0.12834917891097652,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_alpha_1,False,3,"is_swing_high, is_swing_low, support_touches_20",0.0909484669364562,2160,180,R2,4,2025-03-29,2025-04-27
tgt_breakout_any_3,True,20,"wave_wavelength_z, burstiness, trade_rate_std, max_drawdown, monotonicity_score, volume_per_second_std, quartile_count_ratio, price_path_length, realized_vol, atr_change_pct_14, trade_time_uniformity, kinetic_energy, total_energy, max_drawup, taylor_rate_r2, is_swing_low, te_price_to_volume_z, max_trades_per_second_z, is_swing_high, eigen_ratio_z",0.39176245210727967,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_breakout_any_5,True,20,"atr_change_pct_14, wave_wavelength_z, burstiness, quartile_count_ratio, trade_time_uniformity, trade_rate_std, volume_per_second_std, taylor_rate_r2, kinetic_energy, max_drawdown, realized_vol, max_drawup, price_path_length, eigen_ratio_z, monotonicity_score, max_up_sweep_z, max_monotonic_run_z, breakout_up_bps_5_z, is_swing_high, roll_spread",0.4616477272727273,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_breakout_down_10,True,20,"close_to_vwap, max_drawup, dist_to_support_5_bps, dist_to_r1_bps, time_to_high_pct, is_swing_low, breakout_up_bps_5_z, burstiness, total_energy, atr_change_pct_14, monotonicity_score, net_tick_direction, low, panic_sell_ratio, wave_wavelength_z, disposition_sell_z, cvd_close_vs_range, golden_ratio_composite, fair_value_change_bps_z, dist_to_resistance_10_bps_z",0.31942386831275715,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_breakout_down_3,True,20,"close_to_vwap, max_drawup, dist_to_r1_bps, dist_to_support_5_bps, time_to_high_pct, is_swing_low, cvd_close_vs_range, panic_sell_ratio, net_tick_direction, burstiness, fair_value_change_bps_z, golden_ratio_composite, ofi_persistence, disposition_sell_z, taylor_price_a0, aggression_imbalance, cvd_max, atr_change_pct_14, breakout_up_bps_5_z, dist_to_resistance_5_bps",0.29910183595297846,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_breakout_down_5,True,20,"close_to_vwap, max_drawup, dist_to_support_5_bps, dist_to_r1_bps, time_to_high_pct, is_swing_low, net_tick_direction, cvd_close_vs_range, panic_sell_ratio, burstiness, total_energy, fair_value_change_bps_z, breakout_up_bps_5_z, atr_change_pct_14, disposition_sell_z, dist_to_resistance_10_bps_z, aggression_imbalance, cvd_max, monotonicity_score, bos_net_z",0.3001454545454546,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_breakout_up_10,True,20,"close_to_vwap, cvd_close_vs_range, dist_to_support_5_bps, dist_to_r1_bps, dist_to_resistance_10_bps_z, net_tick_direction, is_swing_high, time_to_high_pct, bos_net_z, max_drawdown, golden_ratio_composite, ofi_persistence, dist_to_support_20_bps, fair_value_change_bps_z, dist_to_resistance_5_bps, cvd_min, atr_change_pct_14, aggression_imbalance, dist_to_resistance_10_bps, taylor_price_a0",0.3139915004903563,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_breakout_up_3,True,20,"close_to_vwap, dist_to_r1_bps, time_to_high_pct, net_tick_direction, cvd_close_vs_range, max_drawdown, is_swing_high, ofi_persistence, dist_to_resistance_5_bps, dist_to_support_5_bps, cvd_min, golden_ratio_composite, fair_value_change_bps_z, aggression_imbalance, dist_to_resistance_10_bps_z, taylor_price_a0, bos_net_z, panic_sell_ratio, dist_to_support_20_bps, dist_to_resistance_10_bps",0.3227246543778802,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_breakout_up_5,True,20,"close_to_vwap, dist_to_r1_bps, net_tick_direction, cvd_close_vs_range, time_to_high_pct, max_drawdown, golden_ratio_composite, is_swing_high, dist_to_support_5_bps, cvd_min, dist_to_resistance_10_bps_z, fair_value_change_bps_z, dist_to_resistance_5_bps, taylor_price_a0, aggression_imbalance, ofi_persistence, dist_to_support_20_bps, bos_net_z, panic_sell_ratio, dist_to_resistance_10_bps",0.30681818181818177,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_consolidation_3,True,20,"kinetic_energy, atr_change_pct_14, trade_rate_std, wave_wavelength_z, realized_vol, total_energy, volume_per_second_std, price_path_length, burstiness, monotonicity_score, max_drawup, trade_time_uniformity, quartile_count_ratio, max_trades_per_second_z, max_drawdown, max_up_sweep_z, eigen_ratio_z, max_monotonic_run_z, te_price_to_volume, te_price_to_volume_z",0.40934065934065933,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_consolidation_5,True,20,"atr_change_pct_14, kinetic_energy, trade_rate_std, wave_wavelength_z, burstiness, price_path_length, volume_per_second_std, realized_vol, monotonicity_score, total_energy, max_drawup, trade_time_uniformity, max_trades_per_second_z, te_price_to_volume_z, max_drawdown, te_price_to_volume, roll_spread, max_monotonic_run, vol_price_feedback_z, eigen_ratio_z",0.44692460317460314,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_crash_10,True,20,"realized_vol, volume_per_second_std, price_path_length, trade_rate_std, eigen_ratio_z, max_trades_per_second_z, roll_spread, wave_wavelength_z, max_sell_run_z, max_up_sweep_z, max_monotonic_run, max_monotonic_run_z, max_sell_run, vol_price_feedback_z, total_energy, path_length_over_range, kinetic_energy, burstiness, max_drawup, monotonicity_score",0.1776516200498477,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_crash_3,True,20,"realized_vol, trade_rate_std, volume_per_second_std, max_trades_per_second_z, roll_spread, vol_price_feedback_z, eigen_ratio_z, price_path_length, breakout_net_10, dist_to_support_20_bps, path_length_over_range, max_sell_run_z, max_monotonic_run, max_buy_run_z, max_monotonic_run_z, max_drawdown, burstiness, total_energy, turbulence, trade_time_uniformity",-0.017045454545454586,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_crash_5,True,20,"realized_vol, volume_per_second_std, trade_rate_std, price_path_length, roll_spread, eigen_ratio_z, max_trades_per_second_z, vol_price_feedback_z, wave_wavelength_z, max_drawdown, path_length_over_range, total_energy, max_monotonic_run, dist_to_support_20_bps, monotonicity_score, burstiness, max_sell_run, max_sell_run_z, max_up_sweep_z, max_monotonic_run_z",0.16411764705882348,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_liquidation_cascade_5,True,20,"trade_rate_std, realized_vol, price_path_length, volume_per_second_std, vol_price_feedback_z, max_monotonic_run, max_sell_run, eigen_ratio_z, burstiness, max_trades_per_second_z, roll_spread, max_sell_run_z, max_drawdown, total_energy, trade_time_uniformity, taylor_rate_r2, max_drawup, max_buy_run_z, path_length_over_range, atr_change_pct_14",0.14121212121212112,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_profitable_long_1,True,19,"is_swing_low, is_swing_high, low, dist_to_resistance_10_bps, dist_to_resistance_5_bps, dist_to_r1_bps, close_to_vwap, dist_to_support_5_bps, hilbert_std_amplitude, hour_sin, dist_to_support_20_bps, max_drawdown, side_sequence_entropy_z, dist_to_resistance_10_bps_z, trade_size_iqr, support_touches_20, resistance_touches_20, taylor_price_a0, hilbert_std_amplitude_z",0.22603754940711462,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_profitable_long_10,True,20,"low, hilbert_std_amplitude, monotonicity_score, trade_size_iqr, max_drawdown, total_energy, path_length_over_range, max_drawup, resistance_touches_20, price_path_length, breakout_up_bps_5_z, realized_vol, dist_to_support_5_bps, turbulence, dist_to_resistance_10_bps_z, kinetic_energy, volume_per_second_std, is_swing_high, is_swing_low, breakout_net_10",0.11150983519404578,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_profitable_long_3,True,20,"low, hilbert_std_amplitude, is_swing_low, dist_to_resistance_5_bps, max_drawdown, burstiness, path_length_over_range, trade_size_iqr, dist_to_r1_bps, monotonicity_score, fib_wave_avg_dist_z, hour_sin, resistance_touches_20, taylor_price_a0, dist_to_resistance_10_bps, support_touches_20, fvg_bearish_count_10, time_to_high_pct, realized_vol, is_swing_high",0.18629391390400796,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_profitable_long_5,True,20,"low, monotonicity_score, hilbert_std_amplitude, max_drawdown, total_energy, is_swing_low, dist_to_resistance_5_bps, is_swing_high, realized_vol, path_length_over_range, predator_follows_prey_z, max_drawup, price_path_length, trade_size_iqr, dist_to_r1_bps, volume_per_second_std, cvd_min, kinetic_energy, wave_wavelength_z, fib_wave_avg_dist_z",0.16990896620526252,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_profitable_short_1,True,20,"is_swing_low, is_swing_high, low, dist_to_resistance_5_bps, dist_to_resistance_10_bps, dist_to_r1_bps, close_to_vwap, dist_to_support_5_bps, hilbert_std_amplitude, hour_sin, taylor_price_a0, dist_to_support_20_bps, trade_size_iqr, dist_to_resistance_10_bps_z, kinetic_energy, max_drawdown, cvd_close_vs_range, support_touches_20, time_to_high_pct, hilbert_std_amplitude_z",0.212458079741647,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_profitable_short_10,True,20,"low, hilbert_std_amplitude, monotonicity_score, trade_size_iqr, breakout_up_bps_5_z, total_energy, max_drawdown, resistance_touches_20, path_length_over_range, max_drawup, fib_wave_avg_dist_z, price_path_length, dist_to_support_5_bps, turbulence, realized_vol, dist_to_resistance_10_bps_z, kinetic_energy, volume_per_second_std, taylor_rate_r2, is_swing_high",0.10748922413793105,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_profitable_short_3,True,20,"low, hilbert_std_amplitude, is_swing_low, dist_to_resistance_5_bps, burstiness, max_drawdown, trade_size_iqr, hour_sin, monotonicity_score, dist_to_r1_bps, support_touches_20, path_length_over_range, resistance_touches_20, taylor_price_a0, time_to_high_pct, fib_wave_avg_dist_z, dist_to_resistance_10_bps, is_swing_high, fvg_bearish_count_10, realized_vol",0.16749626679940266,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_profitable_short_5,True,20,"low, monotonicity_score, hilbert_std_amplitude, max_drawdown, total_energy, dist_to_resistance_5_bps, is_swing_low, is_swing_high, realized_vol, trade_size_iqr, path_length_over_range, predator_follows_prey_z, price_path_length, max_drawup, dist_to_r1_bps, cvd_min, kinetic_energy, taylor_rate_r2, dist_to_support_5_bps, taylor_price_a0",0.145625,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_relative_ret_1,False,3,"is_swing_high, is_swing_low, support_touches_20",0.0909484669364562,2160,180,R2,4,2025-03-29,2025-04-27
tgt_tail_event_1,True,20,"volume_per_second_std, trade_rate_std, realized_vol, burstiness, vol_price_feedback_z, eigen_ratio_z, max_sell_run, price_path_length, roll_spread, max_trades_per_second_z, max_monotonic_run, max_sell_run_z, hour_sin, max_up_sweep_z, trade_time_uniformity, turbulence, path_length_over_range, side_switch_rate, max_buy_run_z, quartile_count_ratio",0.1721536351165981,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_tail_event_3,True,20,"realized_vol, volume_per_second_std, trade_rate_std, eigen_ratio_z, price_path_length, roll_spread, vol_price_feedback_z, max_monotonic_run, path_length_over_range, max_trades_per_second_z, max_sell_run, max_up_sweep_z, max_monotonic_run_z, wave_wavelength_z, burstiness, total_energy, max_sell_run_z, kinetic_energy, turbulence, hour_sin",0.17814301293036294,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_tail_event_5,True,20,"realized_vol, volume_per_second_std, trade_rate_std, price_path_length, eigen_ratio_z, max_monotonic_run, roll_spread, vol_price_feedback_z, wave_wavelength_z, max_trades_per_second_z, path_length_over_range, max_sell_run, kinetic_energy, total_energy, max_up_sweep_z, max_monotonic_run_z, monotonicity_score, burstiness, max_drawdown, max_sell_run_z",0.1830141892822703,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_vol_expansion_10,True,20,"realized_vol, volume_per_second_std, trade_rate_std, price_path_length, eigen_ratio_z, max_monotonic_run, wave_wavelength_z, roll_spread, max_up_sweep_z, max_monotonic_run_z, max_trades_per_second_z, total_energy, vol_price_feedback_z, burstiness, kinetic_energy, max_drawdown, trade_time_uniformity, atr_change_pct_14, max_drawup, path_length_over_range",0.24871537786690057,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_vol_expansion_5,True,20,"realized_vol, trade_rate_std, volume_per_second_std, price_path_length, eigen_ratio_z, wave_wavelength_z, max_trades_per_second_z, roll_spread, vol_price_feedback_z, max_monotonic_run, kinetic_energy, total_energy, burstiness, max_monotonic_run_z, monotonicity_score, atr_change_pct_14, path_length_over_range, max_drawdown, max_up_sweep_z, trade_time_uniformity",0.17753246753246754,2160,180,AUC_dev,4,2025-03-29,2025-04-27
tgt_adverse_selection_1,True,5,"is_swing_low, total_energy, is_swing_high, kinetic_energy, cvd_min",0.11751608114794654,2160,180,AUC_dev,5,2025-04-28,2025-05-27
tgt_breakout_any_3,True,20,"wave_wavelength_z, burstiness, monotonicity_score, trade_rate_std, volume_per_second_std, trade_time_uniformity, price_path_length, max_drawup, quartile_count_ratio, realized_vol, max_drawdown, kinetic_energy, total_energy, taylor_rate_r2, atr_change_pct_14, is_swing_high, te_price_to_volume_z, max_trades_per_second_z, max_up_sweep_z, max_sell_run_z",0.3267419962335216,2160,180,AUC_dev,5,2025-04-28,2025-05-27
